CALins			CALext		
t	x	y	t	x	y
0.000000000000	27.373374390000	7.943266379000	0.000000000000	-3.581646789000	13.517400290000
0.059612518630	27.368698480000	7.943126211000	0.059612518630	-3.584114138000	13.516943240000
0.119225037300	27.356020820000	7.942624772000	0.119225037300	-3.585283903000	13.517090510000
0.178837555900	27.361195580000	7.941942985000	0.178837555900	-3.584545926000	13.517749850000
0.238450074500	27.362791340000	7.942828849000	0.238450074500	-3.590438667000	13.517711050000
0.298062593100	27.230996450000	7.933866052000	0.298062593100	-3.607492592000	13.518042380000
0.357675111800	27.098007980000	7.933832391000	0.357675111800	-3.639209845000	13.521771820000
0.417287630400	27.040582760000	7.907755175000	0.417287630400	-3.656198734000	13.521768280000
0.476900149000	27.059241980000	7.888198662000	0.476900149000	-3.638190866000	13.518543790000
0.536512667700	27.049660570000	7.883252791000	0.536512667700	-3.632242304000	13.520822160000
0.596125186300	27.058168740000	7.876563850000	0.596125186300	-3.675519655000	13.521906220000
0.655737704900	27.134780920000	7.883670256000	0.655737704900	-3.669416757000	13.521010450000
0.715350223500	27.087577340000	7.925821398000	0.715350223500	-3.680005532000	13.520844390000
0.774962742200	27.065396710000	7.930089382000	0.774962742200	-3.658940128000	13.520131730000
0.834575260800	27.082413980000	7.930250733000	0.834575260800	-3.665068386000	13.521023030000
0.894187779400	27.127662380000	7.926677029000	0.894187779400	-3.653480136000	13.520243920000
0.953800298100	27.276559240000	7.932251459000	0.953800298100	-3.620710615000	13.520236350000
1.013412817000	27.366654560000	7.942428912000	1.013412817000	-3.607570479000	13.517806250000
1.073025335000	27.472574880000	7.965596028000	1.073025335000	-3.621851307000	13.517514670000
1.132637854000	27.460188960000	7.952599237000	1.132637854000	-3.594070227000	13.516295480000
1.192250373000	27.477326720000	7.956777618000	1.192250373000	-3.590927054000	13.517784950000
1.251862891000	27.406849120000	7.954856311000	1.251862891000	-3.607151857000	13.517715960000
1.311475410000	27.390187080000	7.948158476000	1.311475410000	-3.597540179000	13.517157850000
1.371087928000	27.421910750000	7.946663378000	1.371087928000	-3.598511921000	13.517811610000
1.430700447000	27.511656610000	7.958501658000	1.430700447000	-3.598098235000	13.512404250000
1.490312966000	27.602236100000	8.003648512000	1.490312966000	-3.599007103000	13.515040690000
1.549925484000	27.729761260000	8.019889481000	1.549925484000	-3.601676712000	13.518198550000
1.609538003000	27.882694770000	8.041403985000	1.609538003000	-3.598765323000	13.520846210000
1.669150522000	27.904983450000	8.066994924000	1.669150522000	-3.612025679000	13.517100210000
1.728763040000	27.986295100000	8.085288776000	1.728763040000	-3.599757874000	13.519578230000
1.788375559000	28.040356300000	8.089523279000	1.788375559000	-3.559289076000	13.517617470000
1.847988077000	28.131866330000	8.093900971000	1.847988077000	-3.562541013000	13.518700680000
1.907600596000	28.178695110000	8.094355329000	1.907600596000	-3.556472865000	13.518799640000
1.967213115000	28.227457120000	8.097587172000	1.967213115000	-3.550382153000	13.516560480000
2.026825633000	28.267021230000	8.098752659000	2.026825633000	-3.552896089000	13.517090540000
2.086438152000	28.269044320000	8.097081338000	2.086438152000	-3.565332302000	13.518468730000
2.146050671000	28.247307660000	8.097459028000	2.146050671000	-3.561296285000	13.517503560000
2.205663189000	28.248927970000	8.102794654000	2.205663189000	-3.568138635000	13.517531240000
2.265275708000	28.209065000000	8.108631971000	2.265275708000	-3.566352189000	13.517183120000
2.324888227000	28.185693630000	8.103382656000	2.324888227000	-3.567096551000	13.517844720000
2.384500745000	28.204687280000	8.098461146000	2.384500745000	-3.572871456000	13.516488320000
2.444113264000	28.211344120000	8.099667678000	2.444113264000	-3.572349730000	13.517061560000
2.503725782000	28.209924170000	8.098923259000	2.503725782000	-3.570595759000	13.514607760000
2.563338301000	28.208040700000	8.097801896000	2.563338301000	-3.559904381000	13.517683840000
2.622950820000	28.239941420000	8.109078180000	2.622950820000	-3.554375789000	13.516956410000
2.682563338000	28.307036450000	8.109965628000	2.682563338000	-3.518550875000	13.517313540000
2.742175857000	28.417788510000	8.105782628000	2.742175857000	-3.494725650000	13.514592410000
2.801788376000	28.463428930000	8.117047641000	2.801788376000	-3.513993302000	13.513878740000
2.861400894000	28.572218690000	8.114612197000	2.861400894000	-3.512002351000	13.517620060000
2.921013413000	28.636331510000	8.156456213000	2.921013413000	-3.487427505000	13.517171190000
2.980625931000	28.731769420000	8.173353108000	2.980625931000	-3.461834112000	13.515825440000
3.040238450000	28.832829490000	8.181329683000	3.040238450000	-3.458267752000	13.515257110000
3.099850969000	28.934472890000	8.164803642000	3.099850969000	-3.447738243000	13.512753120000
3.159463487000	29.000199100000	8.168216503000	3.159463487000	-3.443575189000	13.515469520000
3.219076006000	28.949043490000	8.166930267000	3.219076006000	-3.438841855000	13.517435220000
3.278688525000	28.916106780000	8.175156727000	3.278688525000	-3.440893764000	13.516906760000
3.338301043000	28.890582540000	8.170861013000	3.338301043000	-3.437904026000	13.518523030000
3.397913562000	28.885722020000	8.168925501000	3.397913562000	-3.438018864000	13.519045490000
3.457526080000	28.899829380000	8.176149461000	3.457526080000	-3.426325644000	13.518191050000
3.517138599000	28.927072800000	8.166335753000	3.517138599000	-3.425575152000	13.518601320000
3.576751118000	28.962356510000	8.174273544000	3.576751118000	-3.420659135000	13.517504650000
3.636363636000	28.974980950000	8.176757185000	3.636363636000	-3.422488374000	13.516863930000
3.695976155000	28.964251390000	8.174164787000	3.695976155000	-3.420027256000	13.516857130000
3.755588674000	28.950070310000	8.171351240000	3.755588674000	-3.416495361000	13.516101510000
3.815201192000	28.917438470000	8.165245209000	3.815201192000	-3.415080342000	13.514715760000
3.874813711000	28.931268550000	8.167224372000	3.874813711000	-3.416847018000	13.516304270000
3.934426230000	28.939192550000	8.169289207000	3.934426230000	-3.416144548000	13.515284550000
3.994038748000	28.938173160000	8.168502879000	3.994038748000	-3.415552138000	13.515613710000
4.053651267000	28.942321960000	8.169278366000	4.053651267000	-3.418457157000	13.514782720000
4.113263785000	28.945470280000	8.170576016000	4.113263785000	-3.415886735000	13.515686400000
4.172876304000	28.951638370000	8.172410472000	4.172876304000	-3.411739629000	13.516554940000
4.232488823000	28.891747090000	8.166516947000	4.232488823000	-3.410857198000	13.518992140000
4.292101341000	28.880392200000	8.163395753000	4.292101341000	-3.407939559000	13.520376840000
4.351713860000	28.839546240000	8.170963636000	4.351713860000	-3.415715634000	13.520906470000
4.411326379000	28.728268790000	8.170747285000	4.411326379000	-3.415470955000	13.517940990000
4.470938897000	28.746037820000	8.172994555000	4.470938897000	-3.412910288000	13.514892360000
4.530551416000	28.779547660000	8.164294302000	4.530551416000	-3.406242115000	13.513168770000
4.590163934000	28.790406090000	8.162032071000	4.590163934000	-3.421981232000	13.516279890000
4.649776453000	28.743785080000	8.159072078000	4.649776453000	-3.417432667000	13.515084200000
4.709388972000	28.731060770000	8.150524582000	4.709388972000	-3.423041954000	13.518075010000
4.769001490000	28.723791470000	8.151128198000	4.769001490000	-3.425930162000	13.520559520000
4.828614009000	28.700362050000	8.150359437000	4.828614009000	-3.431538373000	13.519463200000
4.888226528000	28.636800400000	8.152687944000	4.888226528000	-3.427689828000	13.520435290000
4.947839046000	28.591786780000	8.160380512000	4.947839046000	-3.434041981000	13.521180030000
