GMfasBest1MMM			GMext		
1.4680740360	26.9096736600	2.0332435850	1.4680740360	49.5005881800	13.3951359900
1.4866572510	26.9060100700	2.0463872400	1.4866572510	49.5002912300	13.3966797700
1.5052404670	26.8918406800	2.0636380070	1.5052404670	49.4991168100	13.3985397300
1.5238236820	26.8407425300	2.0833777230	1.5238236820	49.4970592900	13.4002756300
1.5424068980	26.8089183000	2.0993395110	1.5424068980	49.4964801500	13.4004352600
1.5609901140	26.7942031400	2.1020037590	1.5609901140	49.4962322300	13.4009740800
1.5795733290	26.7866950600	2.1146671400	1.5795733290	49.4968610500	13.4020566400
1.5981565450	26.7582569500	2.1268924860	1.5981565450	49.4964021500	13.4030956000
1.6167397610	26.6951953100	2.1286120660	1.6167397610	49.4957757600	13.4065693200
1.6353229760	26.6829288800	2.1360472760	1.6353229760	49.4960915500	13.4074873100
1.6539061920	26.6423983500	2.1511952620	1.6539061920	49.4974731200	13.4112753700
1.6724894080	26.6029767200	2.1701803790	1.6724894080	49.4986783000	13.4157613300
1.6910726230	26.5313323900	2.1876965420	1.6910726230	49.4962176900	13.4192090700
1.7096558390	26.4482906000	2.1953785600	1.7096558390	49.4970865800	13.4280373000
1.7282390540	26.3970078400	2.1992337390	1.7282390540	49.5178338800	13.4270649700
1.7468222700	26.3179039100	2.1946128250	1.7468222700	49.5186336000	13.4397507500
1.7654054860	26.2267012000	2.1655962480	1.7654054860	49.5181327600	13.4513648700
1.7839887010	26.2349820600	2.1196648140	1.7839887010	49.5160529800	13.4550113400
1.8025719170	26.1349543500	2.1062297010	1.8025719170	49.5169576600	13.4580511700
1.8211551330	25.9744752200	2.0925882540	1.8211551330	49.5152263500	13.4617846500
1.8397383480	25.8629966500	2.0857264360	1.8397383480	49.5146619600	13.4636565800
1.8583215640	25.6484954500	2.0861019790	1.8583215640	49.5132098800	13.4666623600
1.8769047800	25.5825259100	2.0782584560	1.8769047800	49.5125868700	13.4683495700
1.8954879950	25.4516688600	2.0730524580	1.8954879950	49.5094716600	13.4734639700
1.9140712110	25.3648468700	2.0590594250	1.9140712110	49.5091943700	13.4759206600
1.9326544270	25.2684740500	2.0542465010	1.9326544270	49.5102512500	13.4786073400
1.9512376420	25.1598261900	2.0675583810	1.9512376420	49.5078612000	13.4841958800
1.9698208580	25.0766073800	2.0783040890	1.9698208580	49.5077462400	13.4919046200
1.9884040730	25.0343094000	2.0798925080	1.9884040730	49.5067361700	13.4922157900
2.0069872890	24.9746567600	2.0816296890	2.0069872890	49.5085821400	13.4938206400
2.0255705050	24.7444403700	2.0959495550	2.0255705050	49.5308442600	13.5130194400
2.0441537200	24.7206768400	2.0931664690	2.0441537200	49.5287206100	13.5196739100
2.0627369360	24.6243273800	2.1106038240	2.0627369360	49.5281948300	13.5267291200
2.0813201520	24.4987897700	2.1516579360	2.0813201520	49.5264189300	13.5327468700
2.0999033670	24.3707627800	2.1923464090	2.0999033670	49.5245884000	13.5393372500
2.1184865830	24.2305425200	2.2024843530	2.1184865830	49.5209617800	13.5492478600
2.1370697990	24.0903796400	2.2106724660	2.1370697990	49.5216278300	13.5531374100
2.1556530140	23.8195468600	2.2375378690	2.1556530140	49.5236477800	13.5635052200
2.1742362300	23.6082866700	2.2679177350	2.1742362300	49.5477336000	13.5811786100
2.1928194450	23.3345525100	2.2934418700	2.1928194450	49.5468750400	13.6015157700
2.2114026610	23.0840478300	2.3198780000	2.2114026610	49.5456107000	13.6090027300
2.2299858770	22.9720665300	2.3376102760	2.2299858770	49.5415706200	13.6131974200
2.2485690920	22.7484735700	2.3714892190	2.2485690920	49.5406266600	13.6180155900
2.2671523080	22.5193904800	2.3884967010	2.2671523080	49.5380816100	13.6270951100
2.2857355240	22.3161666800	2.4144049230	2.2857355240	49.5397599600	13.6374234600
2.3043187390	22.2155060100	2.4300647380	2.3043187390	49.5391638800	13.6442354500
2.3229019550	22.0510385300	2.4537497340	2.3229019550	49.5634069200	13.6570472000
2.3414851710	21.8830712300	2.4744252570	2.3414851710	49.5587278900	13.6742054000
2.3600683860	21.6206346400	2.5049648600	2.3600683860	49.5568263900	13.6823000900
2.3786516020	21.4286303400	2.5208801020	2.3786516020	49.5531406700	13.6877136300
2.3972348180	21.3380769500	2.5268095740	2.3972348180	49.5536034300	13.6904099200
2.4158180330	21.1536032400	2.5452698110	2.4158180330	49.5488197000	13.6978362200
2.4344012490	21.0306820000	2.5696234880	2.4344012490	49.5456219100	13.7063193200
2.4529844640	20.8912055100	2.5939567880	2.4529844640	49.5446517800	13.7188410900
2.4715676800	20.7624044800	2.6129268740	2.4715676800	49.5644801000	13.7346774100
2.4901508960	20.7109368300	2.6216242920	2.4901508960	49.5605575400	13.7456531000
2.5087341110	20.5664109900	2.6426960320	2.5087341110	49.5597689800	13.7548473700
2.5273173270	20.4528315200	2.6497113740	2.5273173270	49.5549968000	13.7610360800
2.5459005430	20.3135663800	2.6642110240	2.5459005430	49.5546473700	13.7677677800
2.5644837580	20.1774061900	2.6940612020	2.5644837580	49.5502010500	13.7764495800
2.5830669740	20.1292795300	2.7065971660	2.5830669740	49.5518882800	13.7813343100
2.6016501900	20.0104185100	2.7331746740	2.6016501900	49.5491209600	13.7996065000
2.6202334050	19.9059366200	2.7490858650	2.6202334050	49.5718191100	13.8146251000
2.6388166210	19.7753995800	2.7655181450	2.6388166210	49.5683015200	13.8267776100
2.6573998360	19.7071516100	2.7678393880	2.6573998360	49.5666942400	13.8304194600
2.6759830520	19.5988220800	2.7796691230	2.6759830520	49.5643401000	13.8355949700
2.6945662680	19.5255384400	2.7899514800	2.6945662680	49.5604430500	13.8398515100
2.7131494830	19.4351120900	2.8004796190	2.7131494830	49.5613007600	13.8437827600
2.7317326990	19.3468784900	2.8069524410	2.7317326990	49.5573102700	13.8503144000
2.7503159150	19.3070152600	2.8096639400	2.7503159150	49.5549326200	13.8539333600
2.7688991300	19.2542527000	2.8193222440	2.7688991300	49.5560100500	13.8640621800
2.7874823460	19.1801042500	2.8343175810	2.7874823460	49.5522653200	13.8749939000
2.8060655620	19.1372825500	2.8504430970	2.8060655620	49.5676167300	13.8811238700
2.8246487770	19.0447629200	2.8940844640	2.8246487770	49.5647664900	13.8945225300
2.8432319930	19.0308212800	2.9105465610	2.8432319930	49.5654129100	13.9002942500
2.8618152090	19.0267360900	2.9255522600	2.8618152090	49.5648378700	13.9078731100
2.8803984240	19.0392155600	2.9354480530	2.8803984240	49.5648457000	13.9098510200
2.8989816400	19.0414220900	2.9482327210	2.8989816400	49.5663413500	13.9107084600
2.9175648550	19.0062156900	2.9647165020	2.9175648550	49.5632403300	13.9127757100
2.9361480710	18.9785190200	2.9935276300	2.9361480710	49.5648151500	13.9134959000
2.9547312870	18.9157257900	3.0073046890	2.9547312870	49.5658679200	13.9145301200
2.9733145020	18.8537529400	3.0140800110	2.9733145020	49.5683644000	13.9161458300
2.9918977180	18.8011888600	3.0162140810	2.9918977180	49.5693301800	13.9177458500
3.0104809340	18.7730132100	3.0163765620	3.0104809340	49.5724617000	13.9193057700
3.0290641490	18.7702893400	3.0191743280	3.0290641490	49.5711647100	13.9202872900
3.0476473650	18.7573422200	3.0262734330	3.0476473650	49.5701104700	13.9216456000
3.0662305810	18.7708197400	3.0332220510	3.0662305810	49.5697920800	13.9208705400
3.0848137960	18.8432147000	3.0416278690	3.0848137960	49.5712774000	13.9172181600
3.1033970120	18.8559250400	3.0288942030	3.1033970120	49.5699580300	13.9162264400
3.1219802270	18.8671338500	3.0084747720	3.1219802270	49.5693700000	13.9155361700
3.1405634430	18.8627519100	3.0066321250	3.1405634430	49.5698124400	13.9153346700
3.1591466590	18.8378627600	3.0210368210	3.1591466590	49.5708322000	13.9162255300
3.1777298740	18.8112519700	3.0292478860	3.1777298740	49.5723633200	13.9165577600
3.1963130900	18.7722908800	3.0514661480	3.1963130900	49.5718581100	13.9177587200
3.2148963060	18.7291580800	3.0579419620	3.2148963060	49.5725799600	13.9191800500
3.2334795210	18.6740994300	3.0494141610	3.2334795210	49.5743384400	13.9204754200
3.2520627370	18.6388615000	3.0425297990	3.2520627370	49.5744585600	13.9207136200
3.2706459530	18.6034405900	3.0257021990	3.2706459530	49.5748336700	13.9223333900
3.2892291680	18.5634671100	3.0222391450	3.2892291680	49.5739540100	13.9246256000
3.3078123840	18.5152790900	3.0445340310	3.3078123840	49.5749687400	13.9250620800
3.3263955990	18.4526979600	3.0663136690	3.3263955990	49.5763955000	13.9302915400
3.3449788150	18.4223227400	3.0811955680	3.3449788150	49.5765344800	13.9325469100
3.3635620310	18.3439402800	3.0929012970	3.3635620310	49.5797315900	13.9335178900
3.3821452460	18.2515532500	3.0859034160	3.3821452460	49.5785568200	13.9421367700
3.4007284620	18.1899946000	3.0841908040	3.4007284620	49.5840300400	13.9498418800
3.4193116780	18.1267267600	3.0934066290	3.4193116780	49.5862260900	13.9633378800
3.4378948930	18.0946663400	3.0977269270	3.4378948930	49.5855079300	13.9701411800
3.4564781090	18.0070711300	3.1114929010	3.4564781090	49.5883649700	13.9753129100
3.4750613250	17.9514615000	3.1267459550	3.4750613250	49.5901431400	13.9790460600
3.4936445400	17.8990384000	3.1452556440	3.4936445400	49.5885743500	13.9819336800
3.5122277560	17.8747773400	3.1486087920	3.5122277560	49.5889036300	13.9843282900
3.5308109720	17.7965203400	3.1573296450	3.5308109720	49.5867043400	13.9868893300
3.5493941870	17.7288111100	3.1542268930	3.5493941870	49.5891429800	13.9858958200
3.5679774030	17.5672806500	3.1632373760	3.5679774030	49.5870107500	13.9913921800
3.5865606180	17.4455425700	3.1847718550	3.5865606180	49.5870988000	13.9961683500
3.6051438340	17.3358116100	3.2015923290	3.6051438340	49.5893356900	13.9997061000
3.6237270500	17.2796597000	3.2095984170	3.6237270500	49.5909145500	14.0017041600
3.6423102650	17.1569909900	3.2133778140	3.6423102650	49.5909533900	14.0163056300
3.6608934810	17.0317082900	3.2178927140	3.6608934810	49.6037190400	14.0221669800
3.6794766970	16.9236742300	3.2342504540	3.6794766970	49.6066851300	14.0402380200
3.6980599120	16.8378288300	3.2512192260	3.6980599120	49.6101555100	14.0465530500
3.7166431280	16.7979890700	3.2630452830	3.7166431280	49.6084621200	14.0489745300
3.7352263440	16.6997403700	3.2790410230	3.7352263440	49.6106816900	14.0538856300
3.7538095590	16.4951376400	3.2996106470	3.7538095590	49.6164197300	14.0591482800
3.7723927750	16.4496971200	3.3103038370	3.7723927750	49.6147604300	14.0606755300
3.7909759900	16.3626462600	3.3252428140	3.7909759900	49.6128821200	14.0654903300
3.8095592060	16.2788794500	3.3374027940	3.8095592060	49.6192593000	14.0648717600
3.8281424220	16.1673491900	3.3587286360	3.8281424220	49.6183935700	14.0705881700
3.8467256370	16.0437525300	3.3741513050	3.8467256370	49.6166143100	14.0762241800
3.8653088530	15.9753180200	3.3821742800	3.8653088530	49.6147991500	14.0775960900
3.8838920690	15.8124881000	3.3996247760	3.8838920690	49.6189663100	14.0832328400
3.9024752840	15.6609045600	3.4187061190	3.9024752840	49.6148523600	14.0883958100
3.9210585000	15.5061945400	3.4367791490	3.9210585000	49.6429284300	14.0976390700
3.9396417160	15.3378318900	3.4574711730	3.9396417160	49.6475509700	14.1134205400
3.9582249310	15.2298456800	3.4740932790	3.9582249310	49.6512336600	14.1189304300
3.9768081470	15.0699237700	3.4938352960	3.9768081470	49.6565104700	14.1244060800
3.9953913630	14.9126865600	3.5167020620	3.9953913630	49.6660278700	14.1276418100
4.0139745780	14.7376342800	3.5371125380	4.0139745780	49.6614254100	14.1327584500
4.0325577940	14.5786397600	3.5582590480	4.0325577940	49.6709932400	14.1362136000
4.0511410090	14.4992256900	3.5696467610	4.0511410090	49.6754037300	14.1351448400
4.0697242250	14.3524885500	3.5939653000	4.0697242250	49.6890336600	14.1325041200
4.0883074410	14.1937400500	3.6152405450	4.0883074410	49.6912971300	14.1333827800
4.1068906560	14.0489624200	3.6345686170	4.1068906560	49.6937559200	14.1337787500
4.1254738720	13.8803499600	3.6485728480	4.1254738720	49.6953684700	14.1378907000
4.1440570880	13.8101669200	3.6581980170	4.1440570880	49.6959962400	14.1394480400
4.1626403030	13.6661120900	3.6790557810	4.1626403030	49.6974378900	14.1380543900
4.1812235190	13.4871447000	3.6999665390	4.1812235190	49.7031357800	14.1414675800
4.1998067350	13.3389294500	3.7217953220	4.1998067350	49.7053297300	14.1471831400
4.2183899500	13.2502586800	3.7305489590	4.2183899500	49.7052829300	14.1445915600
4.2369731660	13.0542514000	3.7613369840	4.2369731660	49.7113986700	14.1513361100
4.2555563810	12.9151474900	3.7810211050	4.2555563810	49.7048648600	14.1617903600
4.2741395970	12.7797851800	3.8163798830	4.2741395970	49.7083583800	14.1758123400
4.2927228130	12.5813077600	3.8701230310	4.2927228130	49.7073577600	14.1815121000
4.3113060280	12.5097393900	3.8725785280	4.3113060280	49.7041535400	14.1853413600
4.3298892440	12.3641487500	3.8946537810	4.3298892440	49.7059647300	14.1904595500
4.3484724600	12.2284302300	3.9199089840	4.3484724600	49.7086452100	14.1943602200
4.3670556750	12.1075208300	3.9439344160	4.3670556750	49.7098823400	14.1975537800
4.3856388910	12.0850560600	3.9474175280	4.3856388910	49.7060544200	14.1997104600
4.4042221070	12.1021370700	3.9580052870	4.4042221070	49.7068595400	14.2017287900
4.4228053220	12.0718330500	3.9683799370	4.4228053220	49.7094842600	14.2018440900
4.4413885380	11.9693559300	3.9857331550	4.4413885380	49.7103799200	14.2034590800
4.4599717540	11.8682301000	3.9934726940	4.4599717540	49.7109350200	14.2034065200
4.4785549690	11.8108237200	3.9997362240	4.4785549690	49.7090762100	14.2040615600
4.4971381850	11.7317003000	4.0079738390	4.4971381850	49.7138603000	14.2096856600
4.5157214000	11.5944148000	4.0265877560	4.5157214000	49.7139016400	14.2107334300
4.5343046160	11.3358549400	4.0570336050	4.5343046160	49.7188097100	14.2300331200
4.5528878320	11.2861230400	4.0681869860	4.5528878320	49.7193931900	14.2316153500
4.5714710470	11.2223651700	4.0763016360	4.5714710470	49.7128888600	14.2385293800
4.5900542630	11.1765387600	4.0745602510	4.5900542630	49.7112391200	14.2491684800
4.6086374790	11.1985601100	4.0779796920	4.6086374790	49.7142629600	14.2551516800
4.6272206940	11.2533878300	4.0804169960	4.6272206940	49.7151999200	14.2602846300
4.6458039100	11.2747124600	4.0787361930	4.6458039100	49.7162417200	14.2608160900
4.6643871260	11.2896085500	4.0770732170	4.6643871260	49.7122876000	14.2651451300
4.6829703410	11.3677546600	4.0606136980	4.6829703410	49.7139105400	14.2638564600
4.7015535570	11.4697206300	4.0327217160	4.7015535570	49.7154737700	14.2594613800
4.7201367720	11.6082622500	4.0005244780	4.7201367720	49.7176065100	14.2545208000
4.7387199880	11.7886137300	3.9246185320	4.7387199880	49.7232533500	14.2550677900
4.7573032040	11.8182365800	3.9142514680	4.7573032040	49.7247646700	14.2576645300
4.7758864190	11.8454145200	3.8944136800	4.7758864190	49.7233278900	14.2590581300
4.7944696350	11.9502506700	3.8345758500	4.7944696350	49.7234499600	14.2628144100
4.8130528510	11.9291549900	3.8269613790	4.8130528510	49.7221371300	14.2645303800
4.8316360660	11.9267007000	3.8230370360	4.8316360660	49.7213293100	14.2655506900
4.8502192820	11.9361180800	3.8224005800	4.8502192820	49.7186802900	14.2684690800
4.8688024980	11.8702420900	3.8277172210	4.8688024980	49.7165015100	14.2692706400
4.8873857130	11.8025774900	3.8334528000	4.8873857130	49.7189671000	14.2688899700
4.9059689290	11.7800869500	3.8332575140	4.9059689290	49.7184522300	14.2678573200
4.9245521450	11.7173257100	3.8417381380	4.9245521450	49.7175603100	14.2671240800
4.9431353600	11.6190831900	3.8463410770	4.9431353600	49.7168841300	14.2694089900
4.9617185760	11.4269542200	3.8570114620	4.9617185760	49.7132003300	14.2719173700
4.9803017910	11.3903312100	3.8576507020	4.9803017910	49.7145491900	14.2715653200
4.9988850070	11.4256055000	3.8394975590	4.9988850070	49.7138080700	14.2725267300
5.0174682230	11.3808070300	3.8555286990	5.0174682230	49.7114293500	14.2747599400
5.0360514380	11.3478349400	3.8672637400	5.0360514380	49.7086169100	14.2758292500
5.0546346540	11.3520579100	3.8727129860	5.0546346540	49.7069314100	14.2783499900
5.0732178700	11.3754229800	3.8644035280	5.0732178700	49.7057537100	14.2814580600
5.0918010850	11.3689220300	3.8776421460	5.0918010850	49.7029294500	14.2851720600
5.1103843010	11.4073716200	3.8774502560	5.1103843010	49.7032878000	14.2877657200
5.1289675170	11.4198721200	3.8771232550	5.1289675170	49.7021269400	14.2846326200
5.1475507320	11.4227508000	3.8765897210	5.1475507320	49.7025917900	14.2813930400
5.1661339480	11.4198976500	3.8798061870	5.1661339480	49.7014596700	14.2786108200
5.1847171630	11.4248787400	3.8825115050	5.1847171630	49.7006685700	14.2771111100
5.2033003790	11.4245121600	3.8839183950	5.2033003790	49.6997806900	14.2769287600
5.2218835950	11.4404334300	3.8834958870	5.2218835950	49.7009296200	14.2768726800
5.2404668100	11.4354058600	3.8856470420	5.2404668100	49.7007268300	14.2750847100
5.2590500260	11.4227550000	3.8855236010	5.2590500260	49.7010231400	14.2757151400
5.2776332420	11.4299910700	3.8814109430	5.2776332420	49.7017900500	14.2743786100
5.2962164570	11.4041512700	3.8816537620	5.2962164570	49.7017002000	14.2741762900
5.3147996730	11.3975385800	3.8822050190	5.3147996730	49.7019036900	14.2735343900
5.3333828890	11.3584985900	3.8880591720	5.3333828890	49.7018895300	14.2737223000
5.3519661040	11.3169345700	3.8895477670	5.3519661040	49.7029221600	14.2726927100
5.3705493200	11.2791191800	3.8933822420	5.3705493200	49.7031270200	14.2716652900
5.3891325350	11.2669546000	3.8932614220	5.3891325350	49.7054396700	14.2708640800
5.4077157510	11.2685873500	3.8857213040	5.4077157510	49.7057340400	14.2703336500
5.4262989670	11.2764886400	3.8825577100	5.4262989670	49.7034748200	14.2714509800
5.4448821820	11.3356298600	3.8711132520	5.4448821820	49.7014132100	14.2713725000
5.4634653980	11.4426358100	3.8681448550	5.4634653980	49.7033776100	14.2667193600
5.4820486140	11.4754387800	3.8672195480	5.4820486140	49.7039533800	14.2640479100
5.5006318290	11.5119990100	3.8640916290	5.5006318290	49.7026531400	14.2595981200
5.5192150450	11.5504583700	3.8602598070	5.5192150450	49.7039420100	14.2583061000
5.5377982610	11.5891069400	3.8553982860	5.5377982610	49.7032057900	14.2577875600
5.5563814760	11.6418041800	3.8503565720	5.5563814760	49.7003911100	14.2552183900
5.5749646920	11.6559661600	3.8520784400	5.5749646920	49.6997517800	14.2538514200
5.5935479080	11.6496887400	3.8520686710	5.5935479080	49.7019592400	14.2522662000
5.6121311230	11.6587846300	3.8470217010	5.6121311230	49.7027779700	14.2526081400
5.6307143390	11.6603025500	3.8484950990	5.6307143390	49.7055733600	14.2453145600
5.6492975540	11.6489325000	3.8480255620	5.6492975540	49.7051038600	14.2479508800
5.6678807700	11.6353627400	3.8467021210	5.6678807700	49.7053914500	14.2487580700
5.6864639860	11.6005824900	3.8493156040	5.6864639860	49.7068875200	14.2501514300
5.7050472010	11.5493406600	3.8569969930	5.7050472010	49.7089667100	14.2489105400
5.7236304170	11.5273553600	3.8593894060	5.7236304170	49.7109435400	14.2458257800
5.7422136330	11.5497330200	3.8507629210	5.7422136330	49.7104321000	14.2476072700
5.7607968480	11.5773335000	3.8478367820	5.7607968480	49.7111390400	14.2409389400
5.7793800640	11.5986145900	3.8408855600	5.7793800640	49.7086482500	14.2434152200
5.7979632800	11.6609844000	3.8379159120	5.7979632800	49.7062832700	14.2481067200
5.8165464950	11.6658270400	3.8282261680	5.8165464950	49.7056840300	14.2526106400
5.8351297110	11.6966345100	3.8248122780	5.8351297110	49.7052893000	14.2493156600
5.8537129260	11.7125646100	3.8305454150	5.8537129260	49.7049913900	14.2456140500
5.8722961420	11.7041372500	3.8308168150	5.8722961420	49.7017374600	14.2331517500
5.8908793580	11.7204500400	3.8279010820	5.8908793580	49.7059375900	14.2373308800
5.9094625730	11.7358031200	3.8245875450	5.9094625730	49.7026563000	14.2507266200
5.9280457890	11.7804883900	3.8253092760	5.9280457890	49.7007458700	14.2493608300
5.9466290050	11.8155616100	3.8278170080	5.9466290050	49.7000376700	14.2412490000
5.9652122200	11.8270517400	3.8262358010	5.9652122200	49.6983559300	14.2199797000
5.9837954360	12.1813803800	3.7069580260	5.9837954360	49.6966661100	14.2139348800
			6.0023786520	49.6973412500	14.2082961600
			6.0209618670	49.6963617600	14.2056988700
			6.0395450830	49.6992199500	14.2030299800
			6.0581282990	49.7004131100	14.2010797800
			6.0767115140	49.7037160500	14.1977437300
			6.0952947300	49.6966099700	14.1992164000
			6.1138779450	49.6942668900	14.1996138400
			6.1324611610	49.6971675200	14.1971321200
			6.1510443770	49.7057616400	14.1915656700
			6.1696275920	49.7083923800	14.1902581700
			6.1882108080	49.7051611900	14.1912881000
			6.2067940240	49.7031562000	14.1918628200
			6.2253772390	49.7086437000	14.1879996400
			6.2439604550	49.7122808200	14.1854678500
			6.2625436710	49.7095622600	14.1892135600
			6.2811268860	49.6980564300	14.1939685400
			6.2997101020	49.6965850900	14.1957243200
