CALins			CALext		
t	x	y	t	x	y
0.000000000000	25.423884770000	5.674575335000	0.000000000000	-6.359694667000	13.538553750000
0.018485313420	25.411824650000	5.675572090000	0.018485313420	-6.360846123000	13.537344490000
0.036970626840	25.413631140000	5.676194347000	0.036970626840	-6.362900171000	13.536412780000
0.055455940260	25.410440540000	5.674276224000	0.055455940260	-6.362624616000	13.536138520000
0.073941253670	25.418244110000	5.670944982000	0.073941253670	-6.364875348000	13.536102090000
0.092426567090	25.417974980000	5.664461124000	0.092426567090	-6.362159875000	13.535850170000
0.110911880500	25.412538880000	5.662487670000	0.110911880500	-6.360277999000	13.535807590000
0.129397193900	25.419385140000	5.666208089000	0.129397193900	-6.361712789000	13.536131490000
0.147882507300	25.424364980000	5.664302969000	0.147882507300	-6.360411325000	13.535761070000
0.166367820800	25.421363630000	5.662165058000	0.166367820800	-6.361116002000	13.536219210000
0.184853134200	25.423657200000	5.665620551000	0.184853134200	-6.362039407000	13.536087840000
0.203338447600	25.422588150000	5.667922511000	0.203338447600	-6.361059756000	13.536224580000
0.221823761000	25.422874190000	5.671423449000	0.221823761000	-6.363016364000	13.536769510000
0.240309074400	25.426801660000	5.670225132000	0.240309074400	-6.360301895000	13.536746350000
0.258794387900	25.426008030000	5.667309884000	0.258794387900	-6.361988593000	13.535748870000
0.277279701300	25.423603970000	5.667827914000	0.277279701300	-6.358686725000	13.536887770000
0.295765014700	25.426102720000	5.670832831000	0.295765014700	-6.359891098000	13.536815100000
0.314250328100	25.427850640000	5.672181628000	0.314250328100	-6.360263079000	13.536875310000
0.332735641500	25.427153160000	5.669613243000	0.332735641500	-6.362927237000	13.537083440000
0.351220955000	25.431158980000	5.669269984000	0.351220955000	-6.361595997000	13.536494300000
0.369706268400	25.430080260000	5.670548198000	0.369706268400	-6.360000785000	13.537007820000
0.388191581800	25.422744380000	5.671218701000	0.388191581800	-6.361094490000	13.536487470000
0.406676895200	25.427679600000	5.669512044000	0.406676895200	-6.362978517000	13.536285850000
0.425162208600	25.428170500000	5.665897388000	0.425162208600	-6.360329967000	13.536439070000
0.443647522000	25.429057740000	5.665324262000	0.443647522000	-6.359936691000	13.537152430000
0.462132835500	25.427819040000	5.660775356000	0.462132835500	-6.362556697000	13.536902810000
0.480618148900	25.427894520000	5.663538297000	0.480618148900	-6.362847801000	13.536592280000
0.499103462300	25.429910730000	5.665376189000	0.499103462300	-6.362160197000	13.537464920000
0.517588775700	25.426589660000	5.666234707000	0.517588775700	-6.361449953000	13.537211790000
