SOLfasBEST1			SOLext		
0.8581449146	9.884308246	8.749701718	0.858144914600	26.944092340000	14.624363250000
0.8768002388	9.885366404	8.749000759	0.876800238800	26.944607510000	14.624450840000
0.895455563	9.888697406	8.748568566	0.895455563000	26.943729020000	14.624670570000
0.9141108872	9.884548428	8.750706534	0.914110887200	26.944433670000	14.624315810000
0.9327662115	9.88412403	8.746640756	0.932766211500	26.944641710000	14.624383440000
0.9514215357	9.880177763	8.747976349	0.951421535700	26.943297960000	14.624427530000
0.9700768599	9.881692041	8.747537827	0.970076859900	26.943703420000	14.624409610000
0.9887321842	9.88521572	8.746813922	0.988732184200	26.943920550000	14.624487670000
1.007387508	9.885333109	8.747090897	1.007387508000	26.944130280000	14.624389050000
1.026042833	9.890729325	8.745067304	1.026042833000	26.943180060000	14.624581040000
1.044698157	9.882453064	8.744719871	1.044698157000	26.943292390000	14.624342160000
1.063353481	9.878215473	8.739753009	1.063353481000	26.943920770000	14.624484790000
1.082008805	9.861655468	8.738349937	1.082008805000	26.944053730000	14.623664000000
1.10066413	9.801689112	8.732437354	1.100664130000	26.943258530000	14.624037110000
1.119319454	9.77481933	8.721942791	1.119319454000	26.942841420000	14.623258110000
1.137974778	9.743737231	8.728037961	1.137974778000	26.942129650000	14.624046490000
1.156630102	9.738995209	8.733527265	1.156630102000	26.941783080000	14.624463200000
1.175285426	9.731752114	8.735281232	1.175285426000	26.943969960000	14.623654880000
1.193940751	9.733423208	8.735810284	1.193940751000	26.944071340000	14.623737580000
1.212596075	9.740969259	8.736013103	1.212596075000	26.942803130000	14.624022690000
1.231251399	9.740150326	8.737713804	1.231251399000	26.943002750000	14.622839310000
1.249906723	9.743457153	8.738066749	1.249906723000	26.942607330000	14.623591970000
1.268562048	9.747418484	8.735686922	1.268562048000	26.942506730000	14.623970290000
1.287217372	9.740806457	8.738266617	1.287217372000	26.941305360000	14.623962000000
1.305872696	9.743164569	8.738935015	1.305872696000	26.943168580000	14.623716400000
1.32452802	9.745641674	8.739319646	1.324528020000	26.943210240000	14.624117770000
1.343183345	9.75003747	8.738000692	1.343183345000	26.941334510000	14.623536490000
1.361838669	9.748607011	8.738611787	1.361838669000	26.942550290000	14.623600250000
1.380493993	9.745533023	8.738774697	1.380493993000	26.942185340000	14.623703100000
1.399149317	9.743686524	8.737736623	1.399149317000	26.942208870000	14.623405500000
1.417804641	9.753314515	8.737388569	1.417804641000	26.943302410000	14.623496930000
1.436459966	9.751702006	8.73685392	1.436459966000	26.943103870000	14.624050490000
1.45511529	9.745833631	8.739504142	1.455115290000	26.942468830000	14.624187490000
1.473770614	9.742552215	8.742272015	1.473770614000	26.943711830000	14.624170920000
1.492425938	9.747271293	8.740235738	1.492425938000	26.942816760000	14.624531730000
1.511081263	9.743565022	8.740264422	1.511081263000	26.943279890000	14.624263250000
1.529736587	9.742128442	8.73976159	1.529736587000	26.943383660000	14.623794040000
1.548391911	9.739213048	8.739088329	1.548391911000	26.943011010000	14.624980830000
1.567047235	9.714522962	8.743055232	1.567047235000	26.943424840000	14.625338930000
1.58570256	9.680878688	8.740677845	1.585702560000	26.942156590000	14.624395450000
1.604357884	9.627486226	8.743696133	1.604357884000	26.943115860000	14.624664840000
1.623013208	9.585320102	8.750644037	1.623013208000	26.944038390000	14.624384190000
1.641668532	9.565023453	8.751503812	1.641668532000	26.945953800000	14.624597940000
1.660323856	9.548222805	8.736446201	1.660323856000	26.943911470000	14.623908420000
1.678979181	9.51074371	8.738629693	1.678979181000	26.943937980000	14.624048390000
1.697634505	9.492603751	8.735429906	1.697634505000	26.944849420000	14.624772180000
1.716289829	9.473896094	8.733247859	1.716289829000	26.944083480000	14.625528590000
1.734945153	9.433321033	8.729924836	1.734945153000	26.942736920000	14.626223560000
1.753600478	9.367269984	8.728795995	1.753600478000	26.945373530000	14.627204990000
1.772255802	9.346872731	8.72974429	1.772255802000	26.943181680000	14.626797700000
1.790911126	9.332217809	8.732516379	1.790911126000	26.940952820000	14.626982960000
1.80956645	9.323818026	8.731354177	1.809566450000	26.944267990000	14.627346600000
1.828221774	9.330560499	8.732942593	1.828221774000	26.942827380000	14.627904210000
1.846877099	9.32857365	8.732597884	1.846877099000	26.943270920000	14.628571460000
1.865532423	9.314161681	8.731673818	1.865532423000	26.941890670000	14.628040060000
1.884187747	9.271285131	8.732388399	1.884187747000	26.942955000000	14.628435730000
1.902843071	9.211648187	8.730285212	1.902843071000	26.943233910000	14.627599270000
1.921498396	9.137631654	8.739459909	1.921498396000	26.944820270000	14.627687250000
1.94015372	9.086608377	8.755118759	1.940153720000	26.944119530000	14.627722320000
1.958809044	9.095804959	8.752595645	1.958809044000	26.942890320000	14.627774010000
1.977464368	9.098332949	8.756530415	1.977464368000	26.942876830000	14.627393760000
1.996119693	9.049243948	8.740363862	1.996119693000	26.940447810000	14.628704990000
2.014775017	8.962820637	8.724997085	2.014775017000	26.941504140000	14.630196580000
2.033430341	8.928289928	8.713721614	2.033430341000	26.938985540000	14.629608960000
2.052085665	8.882860547	8.720996398	2.052085665000	26.940032440000	14.631038670000
2.070740989	8.86200356	8.723375362	2.070740989000	26.936347870000	14.631862720000
2.089396314	8.767050846	8.719703202	2.089396314000	26.931995060000	14.634053140000
2.108051638	8.707160817	8.732132729	2.108051638000	26.933308530000	14.636238020000
2.126706962	8.679808438	8.727206821	2.126706962000	26.931229420000	14.636143190000
2.145362286	8.591910087	8.727640739	2.145362286000	26.928049490000	14.637674620000
2.164017611	8.548725721	8.749475982	2.164017611000	26.927774350000	14.638475330000
2.182672935	8.513757615	8.77481967	2.182672935000	26.919686840000	14.636495130000
2.201328259	8.488150586	8.788556862	2.201328259000	26.922047010000	14.637244070000
2.219983583	8.438174366	8.789180115	2.219983583000	26.921832640000	14.637895850000
2.238638908	8.408440321	8.795351538	2.238638908000	26.912874420000	14.638707620000
2.257294232	8.398595027	8.805716774	2.257294232000	26.913135350000	14.638211730000
2.275949556	8.385091055	8.797224375	2.275949556000	26.917829810000	14.636239630000
2.29460488	8.360910553	8.804542417	2.294604880000	26.916047020000	14.634896180000
2.313260204	8.305229328	8.802333231	2.313260204000	26.919940980000	14.633413410000
2.331915529	8.276347004	8.807800496	2.331915529000	26.915649240000	14.634566130000
2.350570853	8.261122458	8.814362671	2.350570853000	26.916841210000	14.632682940000
2.369226177	8.249420602	8.81364802	2.369226177000	26.921789070000	14.631787610000
2.387881501	8.241105454	8.806502005	2.387881501000	26.922535150000	14.630380530000
2.406536826	8.211338139	8.810771155	2.406536826000	26.924597060000	14.630875950000
2.42519215	8.203410584	8.80918957	2.425192150000	26.921401730000	14.632561690000
2.443847474	8.196387697	8.809249796	2.443847474000	26.924924230000	14.632335140000
2.462502798	8.1971584	8.806303866	2.462502798000	26.926769280000	14.633960800000
2.481158123	8.190695551	8.805554509	2.481158123000	26.926344800000	14.632383940000
2.499813447	8.19170549	8.804597818	2.499813447000	26.927862830000	14.632987840000
2.518468771	8.193850931	8.803051689	2.518468771000	26.927203000000	14.632191000000
2.537124095	8.197505428	8.799839168	2.537124095000	26.930352660000	14.633716660000
2.555779419	8.198499163	8.799158697	2.555779419000	26.929884820000	14.633218960000
2.574434744	8.200001515	8.798145215	2.574434744000	26.929109630000	14.634665540000
2.593090068	8.197539975	8.796903823	2.593090068000	26.931407930000	14.633763910000
2.611745392	8.194145783	8.792703877	2.611745392000	26.929483660000	14.633799730000
2.630400716	8.194121948	8.789349939	2.630400716000	26.932520280000	14.635229680000
2.649056041	8.194790545	8.792500093	2.649056041000	26.932578950000	14.634280960000
2.667711365	8.173456479	8.796674784	2.667711365000	26.934559830000	14.637607900000
2.686366689	8.13150749	8.796562356	2.686366689000	26.937827610000	14.639965700000
2.705022013	8.07735573	8.797232551	2.705022013000	26.938923280000	14.639040340000
2.723677338	8.015222351	8.79669359	2.723677338000	26.940226220000	14.639193470000
2.742332662	7.965039843	8.804627952	2.742332662000	26.939711690000	14.637488800000
2.760987986	7.922312585	8.795627394	2.760987986000	26.940077400000	14.636651430000
2.77964331	7.878551432	8.788744352	2.779643310000	26.937061350000	14.637258570000
2.798298634	7.843042785	8.768292804	2.798298634000	26.936589760000	14.636633240000
2.816953959	7.814577928	8.776961251	2.816953959000	26.940466970000	14.638074620000
2.835609283	7.70410031	8.726780086	2.835609283000	26.940004840000	14.637329420000
2.854264607	7.664113567	8.721456511	2.854264607000	26.938001280000	14.637675200000
2.872919931	7.635637391	8.723730394	2.872919931000	26.939991610000	14.638911130000
2.891575256	7.567466016	8.71992988	2.891575256000	26.942201290000	14.639489640000
2.91023058	7.482694542	8.71284498	2.910230580000	26.942440700000	14.640651260000
2.928885904	7.457341865	8.715060636	2.928885904000	26.941094360000	14.640576070000
2.947541228	7.41538821	8.716249401	2.947541228000	26.938345520000	14.641581520000
2.966196552	7.354502027	8.717582761	2.966196552000	26.940493810000	14.640821410000
2.984851877	7.290776574	8.7274048	2.984851877000	26.938999820000	14.638944770000
3.003507201	7.192655413	8.717505736	3.003507201000	26.932689040000	14.640035820000
3.022162525	7.165526556	8.715914526	3.022162525000	26.935526510000	14.636697200000
3.040817849	7.150595659	8.715920391	3.040817849000	26.935538640000	14.638795100000
3.059473174	7.088509487	8.720395392	3.059473174000	26.936091600000	14.638475790000
3.078128498	6.985032958	8.733553598	3.078128498000	26.939347440000	14.639648370000
3.096783822	6.884301169	8.727847068	3.096783822000	26.936834280000	14.639070880000
3.115439146	6.845393876	8.732103778	3.115439146000	26.936036230000	14.640945330000
3.134094471	6.683152999	8.73993516	3.134094471000	26.940378270000	14.640838000000
3.152749795	6.618081695	8.739280663	3.152749795000	26.941510330000	14.642996400000
3.171405119	6.616781234	8.737839019	3.171405119000	26.944078700000	14.641171770000
3.190060443	6.618808731	8.738542868	3.190060443000	26.943550570000	14.639843210000
3.208715767	6.57692928	8.733712303	3.208715767000	26.943215870000	14.638871290000
3.227371092	6.503612703	8.731852606	3.227371092000	26.944517720000	14.639047880000
3.246026416	6.489473614	8.735181987	3.246026416000	26.941457310000	14.638370250000
3.26468174	6.487528565	8.737404085	3.264681740000	26.940205530000	14.636925880000
3.283337064	6.464473929	8.736377087	3.283337064000	26.939804010000	14.638103800000
3.301992389	6.416147865	8.735072999	3.301992389000	26.938219570000	14.637272100000
3.320647713	6.393636933	8.735071464	3.320647713000	26.942400550000	14.636974730000
3.339303037	6.42207983	8.73057927	3.339303037000	26.941648870000	14.636618860000
3.357958361	6.415433949	8.730990545	3.357958361000	26.940248480000	14.634610220000
3.376613686	6.375112081	8.732575937	3.376613686000	26.939497020000	14.636845620000
3.39526901	6.315756095	8.731726668	3.395269010000	26.939146050000	14.636327450000
3.413924334	6.246130678	8.732702971	3.413924334000	26.940291750000	14.634778930000
3.432579658	6.20886435	8.729368924	3.432579658000	26.941146050000	14.635717220000
3.451234982	6.178940671	8.730224115	3.451234982000	26.937858120000	14.634573270000
3.469890307	6.168592449	8.7284552	3.469890307000	26.936879900000	14.634729890000
3.488545631	6.115384874	8.727406992	3.488545631000	26.936927970000	14.634892590000
3.507200955	6.075889955	8.730356215	3.507200955000	26.937142930000	14.637151840000
3.525856279	6.046485691	8.732450346	3.525856279000	26.937528440000	14.634218280000
3.544511604	6.034110638	8.730850084	3.544511604000	26.936405870000	14.633840970000
3.563166928	6.012854837	8.728769557	3.563166928000	26.936462190000	14.633891080000
3.581822252	5.990013305	8.72147752	3.581822252000	26.937006200000	14.633601760000
3.600477576	5.877559946	8.725172011	3.600477576000	26.938600300000	14.634295490000
3.619132901	5.822474386	8.72650886	3.619132901000	26.937151390000	14.634101010000
3.637788225	5.673963412	8.732702704	3.637788225000	26.937916900000	14.635272310000
3.656443549	5.569911785	8.742650553	3.656443549000	26.937602950000	14.634780180000
3.675098873	5.464692211	8.737483559	3.675098873000	26.937313160000	14.636596620000
3.693754197	5.435227246	8.736766454	3.693754197000	26.936850540000	14.635771750000
3.712409522	5.377246387	8.733676433	3.712409522000	26.938783460000	14.636508120000
3.731064846	5.275430887	8.732630974	3.731064846000	26.938321900000	14.639274600000
3.74972017	5.190514624	8.735184356	3.749720170000	26.940653450000	14.638946180000
3.768375494	5.146644891	8.735329882	3.768375494000	26.942252510000	14.639235630000
3.787030819	5.111398395	8.744036708	3.787030819000	26.940984250000	14.637375210000
3.805686143	5.031770465	8.740024267	3.805686143000	26.939793790000	14.638977540000
3.824341467	5.022922307	8.734074065	3.824341467000	26.937848430000	14.638241910000
3.842996791	4.989586789	8.739032302	3.842996791000	26.940989940000	14.636251140000
3.861652116	4.875707777	8.752885721	3.861652116000	26.940203190000	14.635660580000
3.88030744	4.762623004	8.732141038	3.880307440000	26.937613710000	14.636387410000
3.898962764	4.731672494	8.741242988	3.898962764000	26.937254800000	14.634953130000
3.917618088	4.713634076	8.742044997	3.917618088000	26.936111500000	14.634908400000
3.936273412	4.647771736	8.741889672	3.936273412000	26.935480860000	14.634880920000
3.954928737	4.586626342	8.742542557	3.954928737000	26.933009420000	14.636027680000
3.973584061	4.593971247	8.742528815	3.973584061000	26.936137670000	14.634950560000
3.992239385	4.605325923	8.742053542	3.992239385000	26.938707010000	14.634945390000
4.010894709	4.595134789	8.742293538	4.010894709000	26.938669110000	14.633944850000
4.029550034	4.563664247	8.743184477	4.029550034000	26.936976120000	14.633281530000
4.048205358	4.490203969	8.741942583	4.048205358000	26.933912550000	14.632815130000
4.066860682	4.449182958	8.740325372	4.066860682000	26.935311380000	14.633382910000
4.085516006	4.347348942	8.739537998	4.085516006000	26.936444680000	14.634277750000
4.10417133	4.276103935	8.739499036	4.104171330000	26.936783490000	14.634149220000
4.122826655	4.22354553	8.74075291	4.122826655000	26.934192680000	14.633908160000
4.141481979	4.123474417	8.743889197	4.141481979000	26.936227200000	14.633830250000
4.160137303	4.080174527	8.742626978	4.160137303000	26.935764070000	14.632286910000
4.178792627	4.000919448	8.742388496	4.178792627000	26.934330230000	14.633597160000
4.197447952	3.979000214	8.742351587	4.197447952000	26.932306310000	14.633464020000
4.216103276	4.011892828	8.739152808	4.216103276000	26.933733910000	14.633781740000
4.2347586	4.023420963	8.740124031	4.234758600000	26.934601720000	14.633263370000
4.253413924	4.031865858	8.739061103	4.253413924000	26.934172910000	14.633979790000
4.272069249	3.988270931	8.737928098	4.272069249000	26.935503040000	14.633753880000
4.290724573	3.908029377	8.735801475	4.290724573000	26.935144030000	14.632898020000
4.309379897	3.845521044	8.73478431	4.309379897000	26.934292420000	14.633926260000
4.328035221	3.766842901	8.735130597	4.328035221000	26.933499690000	14.635727710000
4.346690545	3.723131689	8.734125252	4.346690545000	26.936189310000	14.634445990000
4.36534587	3.648179421	8.733312482	4.365345870000	26.937937740000	14.633171800000
4.384001194	3.641669149	8.732247571	4.384001194000	26.940424820000	14.633074910000
4.402656518	3.676576512	8.735836946	4.402656518000	26.937909540000	14.633775810000
4.421311842	3.677331683	8.737562385	4.421311842000	26.937416620000	14.634048410000
4.439967167	3.6755056	8.7383625	4.439967167000	26.940308540000	14.633043250000
4.458622491	3.657719198	8.740772584	4.458622491000	26.940299850000	14.633412270000
4.477277815	3.61531551	8.742097906	4.477277815000	26.937512920000	14.633824890000
4.495933139	3.523182557	8.741207217	4.495933139000	26.934875230000	14.633014330000
4.514588464	3.467132371	8.73745918	4.514588464000	26.935354880000	14.632626130000
4.533243788	3.410787069	8.73761404	4.533243788000	26.938006710000	14.632750240000
4.551899112	3.388157436	8.741778534	4.551899112000	26.939757650000	14.631803340000
4.570554436	3.289722903	8.748311232	4.570554436000	26.943403680000	14.630566980000
4.58920976	3.168215665	8.745962509	4.589209760000	26.943775600000	14.630838370000
4.607865085	3.090524116	8.742683022	4.607865085000	26.942980610000	14.632568350000
4.626520409	3.076214346	8.742519826	4.626520409000	26.941296720000	14.633803190000
4.645175733	3.020374037	8.741760456	4.645175733000	26.941559420000	14.633040330000
4.663831057	2.920112448	8.740524021	4.663831057000	26.941093880000	14.632652090000
4.682486382	2.827427428	8.740190398	4.682486382000	26.946429090000	14.632710700000
4.701141706	2.728951844	8.737879652	4.701141706000	26.949709130000	14.632712880000
4.71979703	2.708705742	8.739670976	4.719797030000	26.946905020000	14.632423230000
4.738452354	2.686229554	8.741930276	4.738452354000	26.947809330000	14.632181730000
4.757107679	2.631760523	8.743407043	4.757107679000	26.948477120000	14.631654330000
4.775763003	2.549427716	8.743677891	4.775763003000	26.950461770000	14.631236400000
4.794418327	2.518599306	8.744484244	4.794418327000	26.947450850000	14.631047570000
4.813073651	2.407025295	8.742749056	4.813073651000	26.951019440000	14.630884670000
4.831728975	2.334640748	8.742570127	4.831728975000	26.952576910000	14.630601270000
4.8503843	2.327765257	8.74466504	4.850384300000	26.955495750000	14.631412910000
4.869039624	2.263972431	8.744015033	4.869039624000	26.952088250000	14.630981700000
4.887694948	2.179457274	8.741788555	4.887694948000	26.950546240000	14.629750770000
4.906350272	2.174845832	8.741829832	4.906350272000	26.949390470000	14.630027730000
4.925005597	2.237406628	8.743913374	4.925005597000	26.948044580000	14.630297770000
4.943660921	2.253897309	8.743800121	4.943660921000	26.947048070000	14.629523000000
4.962316245	2.260011856	8.741082619	4.962316245000	26.948435840000	14.629085670000
4.980971569	2.282389143	8.742336471	4.980971569000	26.950292570000	14.628925440000
4.999626894	2.29871504	8.742350542	4.999626894000	26.947818100000	14.628628680000
5.018282218	2.264374592	8.743274429	5.018282218000	26.946318410000	14.628329930000
5.036937542	2.212681134	8.741166999	5.036937542000	26.943922580000	14.629615950000
5.055592866	2.162798086	8.740883621	5.055592866000	26.946312270000	14.627674780000
5.07424819	2.159376658	8.74147025	5.074248190000	26.947882210000	14.628682260000
5.092903515	2.09143887	8.742661421	5.092903515000	26.947432580000	14.628496950000
5.111558839	2.032960612	8.744118078	5.111558839000	26.953122370000	14.629549490000
5.130214163	1.970007205	8.744468162	5.130214163000	26.949040400000	14.630415080000
5.148869487	1.934058785	8.743613675	5.148869487000	26.950341870000	14.630858520000
5.167524812	1.906023839	8.742809731	5.167524812000	26.951366580000	14.631147400000
5.186180136	1.894655156	8.742425714	5.186180136000	26.951441420000	14.631294330000
5.20483546	1.87708156	8.741740785	5.204835460000	26.951759990000	14.630211570000
5.223490784	1.875563937	8.741645101	5.223490784000	26.950831890000	14.631014480000
5.242146108	1.872212184	8.741878581	5.242146108000	26.951794690000	14.630258170000
5.260801433	1.856518342	8.741698876	5.260801433000	26.949994790000	14.630430470000
5.279456757	1.845625058	8.740989007	5.279456757000	26.952138930000	14.630951300000
5.298112081	1.854693515	8.741551077	5.298112081000	26.951668090000	14.631184230000
5.316767405	1.861397101	8.742421327	5.316767405000	26.953230490000	14.631475570000
5.33542273	1.859354564	8.743257008	5.335422730000	26.953607130000	14.631894090000
5.354078054	1.82348324	8.741620253	5.354078054000	26.951820600000	14.632417130000
5.372733378	1.745977806	8.739405927	5.372733378000	26.952696920000	14.633210660000
5.391388702	1.743844328	8.738015039	5.391388702000	26.951223120000	14.632621870000
5.410044027	1.757977229	8.736259421	5.410044027000	26.951173210000	14.631987970000
5.428699351	1.759028044	8.734834764	5.428699351000	26.952601660000	14.631488010000
5.447354675	1.769248172	8.732247252	5.447354675000	26.951751830000	14.631808710000
5.466009999	1.801848681	8.733313942	5.466009999000	26.950342280000	14.630565280000
5.484665323	1.784262364	8.734636956	5.484665323000	26.949505240000	14.631930880000
5.503320648	1.751010067	8.735150924	5.503320648000	26.949787600000	14.631069510000
5.521975972	1.739436603	8.736264137	5.521975972000	26.948769420000	14.631616590000
5.540631296	1.742068336	8.736402793	5.540631296000	26.950482450000	14.630212740000
5.55928662	1.757303332	8.735768958	5.559286620000	26.950337560000	14.630811270000
5.577941945	1.725546825	8.738287583	5.577941945000	26.948191030000	14.630539500000
5.596597269	1.706440187	8.739302025	5.596597269000	26.948257030000	14.630426280000
5.615252593	1.622617262	8.739122677	5.615252593000	26.945719590000	14.630670800000
5.633907917	1.623353276	8.739031528	5.633907917000	26.944609340000	14.631498490000
5.652563242	1.638962233	8.739578004	5.652563242000	26.946509020000	14.631079740000
5.671218566	1.596534048	8.740697265	5.671218566000	26.944461490000	14.632947050000
5.68987389	1.528723926	8.740537359	5.689873890000	26.944989530000	14.634242170000
5.708529214	1.510600947	8.741379015	5.708529214000	26.944085570000	14.634608880000
5.727184538	1.507467066	8.741593613	5.727184538000	26.945466510000	14.634979470000
5.745839863	1.479020154	8.741510329	5.745839863000	26.945620030000	14.635196280000
5.764495187	1.401993656	8.7395028	5.764495187000	26.943007500000	14.634619130000
5.783150511	1.395748991	8.740366513	5.783150511000	26.941223010000	14.633145270000
5.801805835	1.389791166	8.740246042	5.801805835000	26.941109620000	14.633308640000
5.82046116	1.32375027	8.739293245	5.820461160000	26.937208490000	14.633157630000
5.839116484	1.257573453	8.738746166	5.839116484000	26.938564960000	14.633173700000
5.857771808	1.221987505	8.739104788	5.857771808000	26.936327530000	14.633650590000
5.876427132	1.197159728	8.737497022	5.876427132000	26.937765850000	14.634176660000
5.895082457	1.139171605	8.736722692	5.895082457000	26.939171410000	14.633424000000
5.913737781	1.040802289	8.734449291	5.913737781000	26.934723340000	14.631856610000
5.932393105	0.9835533065	8.732664963	5.932393105000	26.935329430000	14.630878490000
5.951048429	0.9678113837	8.729558124	5.951048429000	26.936459050000	14.630720480000
5.969703753	0.9720518422	8.731208173	5.969703753000	26.938034940000	14.630628530000
5.988359078	0.9399011013	8.732092181	5.988359078000	26.937256290000	14.629894530000
6.007014402	0.879517952	8.732685499	6.007014402000	26.937490020000	14.629439600000
6.025669726	0.8261847099	8.734029133	6.025669726000	26.940716270000	14.629408820000
6.04432505	0.7811526568	8.735677767	6.044325050000	26.941526970000	14.629053980000
6.062980375	0.7449396162	8.73647751	6.062980375000	26.941444840000	14.629433720000
6.081635699	0.6945690283	8.732626414	6.081635699000	26.945562740000	14.629808510000
6.100291023	0.6367163719	8.733291781	6.100291023000	26.945523390000	14.629105520000
6.118946347	0.6042585817	8.738073633	6.118946347000	26.947820680000	14.628556940000
6.137601672	0.5486873154	8.738367402	6.137601672000	26.950546640000	14.629314470000
6.156256996	0.5251719791	8.73876659	6.156256996000	26.946652850000	14.628602790000
6.17491232	0.5428787438	8.735466747	6.174912320000	26.947365280000	14.628016100000
6.193567644	0.5734176825	8.737250727	6.193567644000	26.948218290000	14.629014870000
6.212222968	0.5329108746	8.741345588	6.212222968000	26.946686970000	14.628297490000
6.230878293	0.4551217423	8.741221631	6.230878293000	26.947498000000	14.628135870000
6.249533617	0.4359711184	8.741292918	6.249533617000	26.950919060000	14.628521800000
6.268188941	0.4406166692	8.741929535	6.268188941000	26.946562650000	14.628209030000
6.286844265	0.417547867	8.742753623	6.286844265000	26.949476460000	14.628274040000
6.30549959	0.3756790798	8.742698632	6.305499590000	26.950125280000	14.629308120000
6.324154914	0.3473665169	8.743010057	6.324154914000	26.951383380000	14.629334870000
6.342810238	0.3196745621	8.741599435	6.342810238000	26.949323050000	14.629147500000
6.361465562	0.3032035858	8.740949145	6.361465562000	26.950158090000	14.628930960000
6.380120887	0.3564287135	8.74056597	6.380120887000	26.951384610000	14.628790960000
6.398776211	0.3787364041	8.741712722	6.398776211000	26.951321000000	14.627684450000
6.417431535	0.3986486514	8.743882197	6.417431535000	26.951203770000	14.628426750000
6.436086859	0.4130442387	8.742491603	6.436086859000	26.950447960000	14.628424390000
6.454742183	0.3980548739	8.745187275	6.454742183000	26.949698510000	14.627846790000
6.473397508	0.3384267177	8.745991386	6.473397508000	26.948776970000	14.629045040000
6.492052832	0.3099314994	8.746418651	6.492052832000	26.948598430000	14.628871440000
6.510708156	0.3276586713	8.743715607	6.510708156000	26.946994390000	14.628454190000
6.52936348	0.315448458	8.743854249	6.529363480000	26.948233180000	14.628015580000
6.548018805	0.3205936777	8.745694791	6.548018805000	26.947379820000	14.628141610000
6.566674129	0.3408371803	8.748060329	6.566674129000	26.949387240000	14.628608540000
6.585329453	0.2858319879	8.747394194	6.585329453000	26.947749970000	14.627873830000
6.603984777	0.2383856926	8.743921859	6.603984777000	26.947378910000	14.628594960000
