GMfasBEST			GMext_		
t	x	y	t	x	y
0.00000000000000	19.51437912000000	1.52352423300000	0.00000000000000	12.88866323000000	8.32317946900000
0.05961251863000	19.52311238000000	1.52123749400000	0.05961251863000	12.88737748000000	8.32213404100000
0.11922503730000	19.55586207000000	1.51763207500000	0.11922503730000	12.88834011000000	8.32200811400000
0.17883755590000	19.64722581000000	1.50636806100000	0.17883755590000	12.88772675000000	8.32220568400000
0.23845007450000	19.68916925000000	1.50158278600000	0.23845007450000	12.88894824000000	8.32217863800000
0.29806259310000	19.75644773000000	1.49273852400000	0.29806259310000	12.88926740000000	8.32198239800000
0.35767511180000	19.82217501000000	1.48412637300000	0.35767511180000	12.88851576000000	8.32213070600000
0.41728763040000	19.84683787000000	1.48236931100000	0.41728763040000	12.88687639000000	8.32210032100000
0.47690014900000	19.90686752000000	1.47670990500000	0.47690014900000	12.88699298000000	8.32225583600000
0.53651266770000	19.95142080000000	1.47139859600000	0.53651266770000	12.88578274000000	8.32246070300000
0.59612518630000	20.04218143000000	1.46021536900000	0.59612518630000	12.88816181000000	8.32232632500000
0.65573770490000	20.11157005000000	1.45166764700000	0.65573770490000	12.88914682000000	8.32205573000000
0.71535022350000	20.14335351000000	1.44574568600000	0.71535022350000	12.88917353000000	8.32228956600000
0.77496274220000	20.17785658000000	1.44131257300000	0.77496274220000	12.88782085000000	8.32232024800000
0.83457526080000	20.23509166000000	1.43395073000000	0.83457526080000	12.88771808000000	8.32246128000000
0.89418777940000	20.26033006000000	1.43141198000000	0.89418777940000	12.88810544000000	8.32238821400000
0.95380029810000	20.27252321000000	1.42908730400000	0.95380029810000	12.88688869000000	8.32250460100000
1.01341281700000	20.32193056000000	1.42315132300000	1.01341281700000	12.88711481000000	8.32227689600000
1.07302533500000	20.39340794000000	1.41793575700000	1.07302533500000	12.88662283000000	8.32164888700000
1.13263785400000	20.41108527000000	1.41011126000000	1.13263785400000	12.88765880000000	8.32247476400000
1.19225037300000	20.38693296000000	1.40780426500000	1.19225037300000	12.88980953000000	8.32280739900000
1.25186289100000	20.41874911000000	1.40411033500000	1.25186289100000	12.89060041000000	8.32304932300000
1.31147541000000	20.42899305000000	1.40455899400000	1.31147541000000	12.88956785000000	8.32293338400000
1.37108792800000	20.51274785000000	1.39558929400000	1.37108792800000	12.89045289000000	8.32272837400000
1.43070044700000	20.58003052000000	1.39115284200000	1.43070044700000	12.88917879000000	8.32246695700000
1.49031296600000	20.68960785000000	1.37754800600000	1.49031296600000	12.88806936000000	8.32234894700000
1.54992548400000	20.74396060000000	1.36894227700000	1.54992548400000	12.88680007000000	8.32209602000000
1.60953800300000	20.85941761000000	1.34928216300000	1.60953800300000	12.88747070000000	8.32138637700000
1.66915052200000	20.96399555000000	1.32946813300000	1.66915052200000	12.88568690000000	8.32051406100000
1.72876304000000	21.03396779000000	1.31476191800000	1.72876304000000	12.88409498000000	8.32049183500000
1.78837555900000	21.02370053000000	1.31429350600000	1.78837555900000	12.88228477000000	8.31999297600000
1.84798807700000	21.07588923000000	1.31149952800000	1.84798807700000	12.88367716000000	8.31975208500000
1.90760059600000	21.16015077000000	1.30290564900000	1.90760059600000	12.88744801000000	8.32061591500000
1.96721311500000	21.26370611000000	1.29304992700000	1.96721311500000	12.88801707000000	8.32102463900000
2.02682563300000	21.41048784000000	1.27461496200000	2.02682563300000	12.88747381000000	8.32074540600000
2.08643815200000	21.50122166000000	1.26378470400000	2.08643815200000	12.88935296000000	8.32035002800000
2.14605067100000	21.56755969000000	1.25695388700000	2.14605067100000	12.88992434000000	8.32059457600000
2.20566318900000	21.62264104000000	1.24991986400000	2.20566318900000	12.88785259000000	8.32119080700000
2.26527570800000	21.67626753000000	1.24306542300000	2.26527570800000	12.88793103000000	8.32103673200000
2.32488822700000	21.72788590000000	1.23577236100000	2.32488822700000	12.89030409000000	8.32057288000000
2.38450074500000	21.76135141000000	1.23043119400000	2.38450074500000	12.89059350000000	8.32055587200000
2.44411326400000	21.79515519000000	1.22601507300000	2.44411326400000	12.88997650000000	8.32087731200000
2.50372578200000	21.87055139000000	1.21548360600000	2.50372578200000	12.88999724000000	8.32101209300000
2.56333830100000	21.92210043000000	1.20964757300000	2.56333830100000	12.88833999000000	8.32097430600000
2.62295082000000	21.96294677000000	1.20472783500000	2.62295082000000	12.88615826000000	8.32101415600000
2.68256333800000	22.01525194000000	1.19861783500000	2.68256333800000	12.88479808000000	8.32094215000000
2.74217585700000	22.04653699000000	1.19736035300000	2.74217585700000	12.88516863000000	8.32039337300000
