GMfasUSE			GMext		
t	x	y	t	x	y
0.000000000000	32.442940810000	0.308675921400	0.000000000000	44.874492590000	14.452331410000
0.023611635810	32.443065910000	0.308662910700	0.023611635810	44.874422700000	14.452596890000
0.047223271630	32.442541310000	0.308616439700	0.047223271630	44.874697390000	14.452376050000
0.070834907440	32.442633580000	0.308513225800	0.070834907440	44.874580710000	14.452220790000
0.094446543260	32.444088120000	0.308443683100	0.094446543260	44.874489260000	14.452040650000
0.118058179100	32.444678070000	0.308560825000	0.118058179100	44.874389050000	14.452246170000
0.141669814900	32.444289530000	0.308375577600	0.141669814900	44.874735850000	14.452114380000
0.165281450700	32.444443600000	0.308774852700	0.165281450700	44.874330040000	14.452462640000
0.188893086500	32.444982050000	0.308278080000	0.188893086500	44.875065410000	14.452352600000
0.212504722300	32.445381660000	0.308296104900	0.212504722300	44.874392090000	14.452309400000
0.236116358100	32.445234380000	0.308181854200	0.236116358100	44.874556660000	14.452213060000
0.259727994000	32.446313710000	0.307862730700	0.259727994000	44.874400960000	14.452281980000
0.283339629800	32.445178490000	0.308192106800	0.283339629800	44.874064160000	14.452555740000
0.306951265600	32.444278160000	0.308415608300	0.306951265600	44.874246890000	14.452221730000
0.330562901400	32.443945320000	0.308951640200	0.330562901400	44.873940020000	14.452333380000
0.354174537200	32.442633890000	0.309142103500	0.354174537200	44.874618870000	14.452446250000
0.377786173000	32.436809240000	0.310785551800	0.377786173000	44.874524540000	14.452770440000
0.401397808800	32.435549900000	0.311085050400	0.401397808800	44.875273920000	14.452551740000
0.425009444700	32.435350360000	0.311936138500	0.425009444700	44.874371900000	14.452775100000
0.448621080500	32.434095680000	0.312553359700	0.448621080500	44.874142710000	14.452903660000
0.472232716300	32.430358280000	0.316344138400	0.472232716300	44.874424570000	14.453176620000
0.495844352100	32.430104850000	0.316774616600	0.495844352100	44.874147580000	14.452908530000
0.519455987900	32.431934460000	0.315818871100	0.519455987900	44.874905590000	14.452670830000
0.543067623700	32.433735750000	0.315645988500	0.543067623700	44.874162430000	14.452945730000
0.566679259500	32.435429200000	0.314546688800	0.566679259500	44.874296750000	14.452738260000
0.590290895400	32.436858750000	0.314171616300	0.590290895400	44.874584800000	14.452586110000
0.613902531200	32.438558030000	0.312777231300	0.613902531200	44.874474960000	14.452865740000
