GMfas			GMext		
t	x	y	t	x	y
0.0000000000	27.5092638500	0.4603589431	0.0000000000	47.1298064000	10.0498218300
0.0233868893	27.5114164900	0.4606597518	0.0233868893	47.1295142600	10.0498717800
0.0467737786	27.5106419800	0.4602926198	0.0467737786	47.1296119900	10.0499146200
0.0701606679	27.5103537700	0.4604093335	0.0701606679	47.1303438100	10.0496492500
0.0935475572	27.5088845000	0.4602252355	0.0935475572	47.1295591100	10.0496553000
0.1169344465	27.5081855400	0.4600557954	0.1169344465	47.1296690500	10.0496036000
0.1403213359	27.5088655100	0.4600667201	0.1403213359	47.1298447800	10.0497313000
0.1637082252	27.5105045100	0.4602700215	0.1637082252	47.1294582800	10.0497781700
0.1870951145	27.5088797900	0.4601737652	0.1870951145	47.1297763100	10.0497507000
0.2104820038	27.5078121600	0.4598013232	0.2104820038	47.1298626600	10.0497675300
0.2338688931	27.5071812100	0.4601499533	0.2338688931	47.1295680900	10.0498034500
0.2572557824	27.5057743400	0.4600268085	0.2572557824	47.1303532500	10.0494921300
0.2806426717	27.5058772600	0.4599973815	0.2806426717	47.1293596100	10.0500108600
0.3040295610	27.5064097300	0.4599247959	0.3040295610	47.1298313600	10.0499317700
0.3274164503	27.5057694500	0.4601468361	0.3274164503	47.1298210100	10.0500307900
0.3508033396	27.5053108800	0.4600266870	0.3508033396	47.1299589200	10.0502403600
0.3741902290	27.5064599200	0.4602274662	0.3741902290	47.1296616100	10.0503461400
0.3975771183	27.5060086300	0.4600059025	0.3975771183	47.1298403500	10.0501636300
0.4209640076	27.5032665400	0.4594047607	0.4209640076	47.1293312600	10.0502159000
0.4443508969	27.5052465400	0.4595141728	0.4443508969	47.1296671500	10.0499460900
0.4677377862	27.5064467100	0.4594577144	0.4677377862	47.1298826000	10.0500036100
0.4911246755	27.5081645800	0.4598693529	0.4911246755	47.1297766300	10.0499364800
0.5145115648	27.5073214700	0.4594964274	0.5145115648	47.1292581600	10.0497495000
0.5378984541	27.5057251100	0.4592205440	0.5378984541	47.1296538500	10.0496611700
0.5612853434	27.5037728400	0.4586355532	0.5612853434	47.1294213700	10.0494661300
0.5846722327	27.4990515200	0.4572940342	0.5846722327	47.1288852800	10.0498471000
0.6080591221	27.4995765500	0.4568409650	0.6080591221	47.1288461700	10.0499052700
0.6314460114	27.5006905000	0.4564314313	0.6314460114	47.1293606000	10.0498487100
0.6548329007	27.5005617900	0.4574948905	0.6548329007	47.1293053400	10.0495538000
0.6782197900	27.5011786800	0.4576358984	0.6782197900	47.1295001900	10.0497628700
0.7016066793	27.4953587300	0.4572814435	0.7016066793	47.1292151900	10.0496668100
0.7249935686	27.4889475700	0.4562213092	0.7249935686	47.1289303000	10.0496674600
0.7483804579	27.4842144600	0.4547373016	0.7483804579	47.1286453500	10.0498993900
0.7717673472	27.4795171100	0.4543354923	0.7717673472	47.1292842900	10.0497656800
