GMfas			GMext		
t	x	y	t	x	y
0.0000000000	24.0857259000	0.9322303167	0.0000000000	47.6622984800	8.8269516640
0.0233972859	24.0858722500	0.9333085221	0.0233972859	47.6621840100	8.8269738180
0.0467945718	24.0895309600	0.9333098866	0.0467945718	47.6622858200	8.8276730950
0.0701918577	24.0963307300	0.9364021536	0.0701918577	47.6627472600	8.8272246030
0.0935891437	24.0957455900	0.9385095605	0.0935891437	47.6627250100	8.8271140440
0.1169864296	24.1177760900	0.9387178349	0.1169864296	47.6634155900	8.8271965500
0.1403837155	24.1227125900	0.9438361917	0.1403837155	47.6630384700	8.8292963700
0.1637810014	24.1359374800	0.9402796154	0.1637810014	47.6635894700	8.8295322170
0.1871782873	24.1754237900	0.9462114802	0.1871782873	47.6641151200	8.8288016880
0.2105755732	24.2310374100	0.9608117696	0.2105755732	47.6663303000	8.8271413060
0.2339728591	24.2447369200	0.9745014819	0.2339728591	47.6659986100	8.8269110370
0.2573701451	24.2433436100	0.9828321929	0.2573701451	47.6659402700	8.8274603380
0.2807674310	24.2353547500	0.9910364167	0.2807674310	47.6648945700	8.8289519100
0.3041647169	24.2342318400	1.0103239960	0.3041647169	47.6638009400	8.8330936420
0.3275620028	24.1738596800	1.0448437940	0.3275620028	47.6651635800	8.8533619360
0.3509592887	24.1274547800	1.0837419900	0.3509592887	47.6814575300	8.8749429040
0.3743565746	24.0357348600	1.1401488790	0.3743565746	47.6825105400	8.8828209910
0.3977538606	24.0069770800	1.1692738850	0.3977538606	47.6807801700	8.8867088880
0.4211511465	23.9932703300	1.2058633350	0.4211511465	47.6813927800	8.8919753130
0.4445484324	23.8822806400	1.2505464490	0.4445484324	47.6808935900	8.8982152260
0.4679457183	23.6421147100	1.2932846150	0.4679457183	47.6758848200	8.9118038740
0.4913430042	23.5876054200	1.2998078550	0.4913430042	47.6751387900	8.9171954350
0.5147402901	23.4587765600	1.3152011100	0.5147402901	47.6724561500	8.9314821250
0.5381375760	23.3483239500	1.3278461950	0.5381375760	47.6914171000	8.9488030920
0.5615348620	23.2004421700	1.3442125770	0.5615348620	47.6898145800	8.9623114110
0.5849321479	23.0660169900	1.3441681110	0.5849321479	47.6893717800	8.9649279860
0.6083294338	22.9926180800	1.3440267100	0.6083294338	47.6879298500	8.9666898410
0.6317267197	22.7644792700	1.3791072590	0.6317267197	47.6879933400	8.9666244770
0.6551240056	22.7250319000	1.3841664390	0.6551240056	47.6884614400	8.9672036290
0.6785212915	22.6569953700	1.3957852130	0.6785212915	47.6878203100	8.9682737900
0.7019185774	22.6009970200	1.4050614650	0.7019185774	47.6864027800	8.9728545400
0.7253158634	22.5487436900	1.4198153820	0.7253158634	47.6852208900	8.9773710020
0.7487131493	22.4287312600	1.4627647200	0.7487131493	47.6842254500	8.9802961420
0.7721104352	22.4002967800	1.4778712860	0.7721104352	47.6855251700	8.9807090780
0.7955077211	22.2881594100	1.4913923100	0.7955077211	47.6859699800	8.9899229370
0.8189050070	22.1332865800	1.5145959660	0.8189050070	47.6828734400	9.0007639870
0.8423022929	22.1303517200	1.5095654570	0.8423022929	47.6840550500	9.0062638580
0.8656995788	22.0190436200	1.5308080910	0.8656995788	47.6855615600	9.0064915940
0.8890968648	21.9279653000	1.5525073180	0.8890968648	47.7078675200	9.0121431370
0.9124941507	21.8604855200	1.5725962640	0.9124941507	47.7079558200	9.0196337240
0.9358914366	21.7564395700	1.5802427850	0.9358914366	47.7097247500	9.0262416470
0.9592887225	21.6527263900	1.5516353750	0.9592887225	47.7063177800	9.0441326780
0.9826860084	21.4789942200	1.5885963460	0.9826860084	47.7096647400	9.0443384370
1.0060832940	21.3306509100	1.5838228060	1.0060832940	47.7134984900	9.0441357450
1.0294805800	21.1012106200	1.5900120220	1.0294805800	47.7155363600	9.0508078710
1.0528778660	20.8804210100	1.6238875540	1.0528778660	47.7128516500	9.0587436120
1.0762751520	20.8453711700	1.6244858000	1.0762751520	47.7107863100	9.0642242140
1.0996724380	20.7207802900	1.6372537110	1.0996724380	47.7112565500	9.0645386220
1.1230697240	20.5277624300	1.6808416000	1.1230697240	47.7156141900	9.0681769000
1.1464670100	20.4347766700	1.7125994590	1.1464670100	47.7170065500	9.0768550430
1.1698642960	20.4249505200	1.7092372660	1.1698642960	47.7692447000	9.0869684440
1.1932615820	20.1634341100	1.8250990030	1.1932615820	47.7669817300	9.1106395230
1.2166588680	20.1456523800	1.8098874470	1.2166588680	47.7691206500	9.1116806300
1.2400561530	19.9343031300	1.8480171350	1.2400561530	47.7881042400	9.1097056750
1.2634534390	19.8682941400	1.8888030290	1.2634534390	47.7870496600	9.1113097850
1.2868507250	19.7805844700	1.9825030080	1.2868507250	47.7870132600	9.1166541640
1.3102480110	19.7564167500	2.0034665160	1.3102480110	47.7885156700	9.1189477960
1.3336452970	19.5887698700	2.0445810930	1.3336452970	47.7855013900	9.1242902200
1.3570425830	19.4179924500	1.9413342040	1.3570425830	47.7873862800	9.1422110650
1.3804398690	19.3724778700	1.9463765890	1.3804398690	47.7872312000	9.1421341770
1.4038371550	19.2734352600	1.9457810290	1.4038371550	47.8511958300	9.1521867250
1.4272344410	19.1814542700	1.9557618590	1.4272344410	47.8508871200	9.1575532560
1.4506317270	19.0282247700	1.9752135800	1.4506317270	47.8487677100	9.1622379840
1.4740290130	18.8315895800	1.9849796850	1.4740290130	47.8422215700	9.1740168080
1.4974262990	18.6757947300	1.9879879800	1.4974262990	47.8438869000	9.1770853250
1.5208235840	18.5734480400	1.9881597510	1.5208235840	47.8528659500	9.1768515320
1.5442208700	18.3752897200	1.9931636840	1.5442208700	47.8502664600	9.1808720010
1.5676181560	18.3427524800	1.9958621250	1.5676181560	47.8497260900	9.1816640820
1.5910154420	18.2870802400	2.0024439850	1.5910154420	47.8506491700	9.1847299390
1.6144127280	18.2040876100	2.0158497280	1.6144127280	47.8513440500	9.1863429320
1.6378100140	18.0284641900	2.0137383500	1.6378100140	47.8509038300	9.1854807110
1.6612073000	18.0123120400	2.0142647490	1.6612073000	47.8534816900	9.1849437450
1.6846045860	17.7946414400	2.0380687050	1.6846045860	47.8504201300	9.1856551210
1.7080018720	17.7159183700	2.0396815640	1.7080018720	47.8557322200	9.1836616720
1.7313991580	17.6117714400	2.0529506960	1.7313991580	47.8528498400	9.1847034130
1.7547964440	17.5825802700	2.0507795460	1.7547964440	47.8547796400	9.1841293510
1.7781937300	17.5315690700	2.0471378430	1.7781937300	47.8569309400	9.1824207160
1.8015910150	17.4172152400	2.0656589980	1.8015910150	47.8625935600	9.1776993260
1.8249883010	17.3958489300	2.0769699470	1.8249883010	47.8598091800	9.1802652710
1.8483855870	17.3462240300	2.0936031560	1.8483855870	47.8566186800	9.1848204420
1.8717828730	17.1754924300	2.1144085960	1.8717828730	47.8576347300	9.1898091430
1.8951801590	17.0823067400	2.1200528930	1.8951801590	47.8519910900	9.1978751770
1.9185774450	17.0426328100	2.1274279140	1.9185774450	47.8533124700	9.2020353080
1.9419747310	16.9563413900	2.1375490000	1.9419747310	47.8940551100	9.2153717750
1.9653720170	16.8601420500	2.1485018340	1.9653720170	47.8855009600	9.2349081720
1.9887693030	16.7583579600	2.1563351400	1.9887693030	47.8810573800	9.2430446200
2.0121665890	16.5639450100	2.1840217240	2.0121665890	47.8750731900	9.2516730740
2.0355638750	16.4164160200	2.1796995930	2.0355638750	47.8747698000	9.2524834680
2.0589611610	16.1201646100	2.1833408420	2.0589611610	47.8634496200	9.2716243840
2.0823584460	15.9726874300	2.1988966080	2.0823584460	47.9017060300	9.2930079930
2.1057557320	15.8033635300	2.2194065480	2.1057557320	47.8960493800	9.3132713870
2.1291530180	15.6818165200	2.2363800930	2.1291530180	47.8875658000	9.3214433130
2.1525503040	15.6167334400	2.2367354200	2.1525503040	47.8824985500	9.3267527140
2.1759475900	15.5582369700	2.2354066110	2.1759475900	47.8818991700	9.3273940570
2.1993448760	15.4579075200	2.2692768600	2.1993448760	47.8809109100	9.3285613820
2.2227421620	15.3852773700	2.2925151730	2.2227421620	47.8800513300	9.3317647740
2.2461394480	15.3107041900	2.3049067180	2.2461394480	47.8766446600	9.3408446530
2.2695367340	15.2026647000	2.2969819540	2.2695367340	47.8720965400	9.3624622230
2.2929340200	15.1159691000	2.3049319070	2.2929340200	47.9123899300	9.3667511310
2.3163313060	15.0237381900	2.2993522640	2.3163313060	47.9107749700	9.3791366780
2.3397285910	14.9257512600	2.3020462560	2.3397285910	47.9048381400	9.3878619950
2.3631258770	14.8754780200	2.3026529780	2.3631258770	47.9045113300	9.3893861100
2.3865231630	14.7797037900	2.3146658930	2.3865231630	47.9045323800	9.3910600780
2.4099204490	14.6740829800	2.3322080800	2.4099204490	47.9015367500	9.3950212730
2.4333177350	14.5327462400	2.3077921770	2.4333177350	47.9036786200	9.3992288510
