SOLfasBEST			SOLext		
t	x	y	t	x	y
0.000000000000	6.771270861000	6.806722541000	0.000000000000	25.194342820000	13.360072490000
0.023407691770	6.771545001000	6.806586211000	0.023407691770	25.195769710000	13.359520350000
0.046815383540	6.771794105000	6.806413025000	0.046815383540	25.194812460000	13.359497050000
0.070223075300	6.770995399000	6.806417296000	0.070223075300	25.194057770000	13.359462160000
0.093630767070	6.771482218000	6.806653022000	0.093630767070	25.194312310000	13.359339020000
0.117038458800	6.771707440000	6.806554732000	0.117038458800	25.194289210000	13.359649350000
0.140446150600	6.771866409000	6.806337654000	0.140446150600	25.193536520000	13.359960690000
0.163853842400	6.771019405000	6.806649163000	0.163853842400	25.194167490000	13.359600740000
0.187261534100	6.771220141000	6.806575175000	0.187261534100	25.194501590000	13.359133610000
0.210669225900	6.771165270000	6.806541873000	0.210669225900	25.194146600000	13.359298620000
0.234076917700	6.771390645000	6.806697115000	0.234076917700	25.191370180000	13.359272870000
0.257484609400	6.771588404000	6.806635220000	0.257484609400	25.194667280000	13.359877130000
0.280892301200	6.771661934000	6.806508207000	0.280892301200	25.193194730000	13.359183910000
0.304299993000	6.771135774000	6.806540022000	0.304299993000	25.193614740000	13.359706390000
0.327707684700	6.771314522000	6.806386658000	0.327707684700	25.193226210000	13.360704850000
0.351115376500	6.771701115000	6.806404430000	0.351115376500	25.193737410000	13.359359960000
0.374523068300	6.772256589000	6.806276359000	0.374523068300	25.194412040000	13.358539920000
0.397930760000	6.771586051000	6.806329018000	0.397930760000	25.192607330000	13.359113150000
0.421338451800	6.772355635000	6.806067081000	0.421338451800	25.195493990000	13.358592180000
0.444746143600	6.771929507000	6.806046466000	0.444746143600	25.194137400000	13.358864810000
0.468153835400	6.771606562000	6.805922106000	0.468153835400	25.193113290000	13.358438160000
0.491561527100	6.772259194000	6.806020657000	0.491561527100	25.192837140000	13.358873150000
0.514969218900	6.772128076000	6.805930248000	0.514969218900	25.194950140000	13.358249470000
0.538376910700	6.772562859000	6.805901159000	0.538376910700	25.194530640000	13.359020710000
0.561784602400	6.772177762000	6.805518772000	0.561784602400	25.194363180000	13.358765530000
0.585192294200	6.772403798000	6.805873874000	0.585192294200	25.193514650000	13.358680690000
0.608599986000	6.772041688000	6.805801656000	0.608599986000	25.193385560000	13.359276150000
0.632007677700	6.772173399000	6.805631782000	0.632007677700	25.193913480000	13.358715660000
0.655415369500	6.771849274000	6.805709359000	0.655415369500	25.194173420000	13.358333570000
0.678823061300	6.772456267000	6.805325599000	0.678823061300	25.194503060000	13.359014800000
0.702230753000	6.771194885000	6.805463409000	0.702230753000	25.192417830000	13.358457090000
0.725638444800	6.770336649000	6.805419374000	0.725638444800	25.192605490000	13.358648180000
0.749046136600	6.766506754000	6.805389525000	0.749046136600	25.193719220000	13.359042410000
0.772453828300	6.755807013000	6.805241541000	0.772453828300	25.193438810000	13.358588370000
0.795861520100	6.651815082000	6.800116062000	0.795861520100	25.191988220000	13.359491890000
0.819269211900	6.633296425000	6.800482601000	0.819269211900	25.193074050000	13.359719210000
0.842676903600	6.601617336000	6.796648974000	0.842676903600	25.191328140000	13.358785500000
0.866084595400	6.591627917000	6.796987561000	0.866084595400	25.190442950000	13.358818980000
0.889492287200	6.562310723000	6.794769971000	0.889492287200	25.190155350000	13.358784110000
0.912899978900	6.527975100000	6.797563950000	0.912899978900	25.189550590000	13.358421510000
0.936307670700	6.520941074000	6.799264451000	0.936307670700	25.187691220000	13.358222230000
0.959715362500	6.514501148000	6.800310726000	0.959715362500	25.186191790000	13.359386180000
