SOLend2BEST			SOLext		
t	x	y	t	x	y
0.0000000000000	10.1167881000000	10.2919705800000	0.0000000000000	-5.0364962410000	13.7080289000000
0.0596125186300	10.1434812600000	10.2896212800000	0.0596125186300	-5.0341952970000	13.7059436800000
0.1192250373000	10.2379357900000	10.2911048600000	0.1192250373000	-5.0333959580000	13.7060136000000
0.1788375559000	10.2564498400000	10.2953128800000	0.1788375559000	-5.0320876230000	13.7060602400000
0.2384500745000	10.2699231200000	10.2973557500000	0.2384500745000	-5.0311668800000	13.7046562800000
0.2980625931000	10.2885142000000	10.2928957500000	0.2980625931000	-5.0271828660000	13.7036936200000
0.3576751118000	10.3484968100000	10.2966337900000	0.3576751118000	-5.0198267670000	13.7044399700000
0.4172876304000	10.3862346500000	10.2995828000000	0.4172876304000	-5.0188562860000	13.7025711700000
0.4769001490000	10.4343788000000	10.2907190400000	0.4769001490000	-5.0104492420000	13.7017529500000
0.5365126677000	10.5355298600000	10.2960258600000	0.5365126677000	-5.0053304180000	13.7014132200000
0.5961251863000	10.5996746300000	10.2897743000000	0.5961251863000	-5.0113126970000	13.6987861100000
0.6557377049000	10.6938378200000	10.2967350000000	0.6557377049000	-5.0133429000000	13.6973048700000
0.7153502235000	10.7672298500000	10.2947217200000	0.7153502235000	-5.0135101900000	13.6947653800000
0.7749627422000	10.8669025600000	10.2969250300000	0.7749627422000	-5.0079494090000	13.6934370300000
0.8345752608000	10.9331970400000	10.2914600000000	0.8345752608000	-5.0090194650000	13.6941331500000
0.8941877794000	10.9788585800000	10.2880996100000	0.8941877794000	-5.0134037990000	13.6941459000000
0.9538002981000	11.0262077000000	10.2815776500000	0.9538002981000	-5.0165704450000	13.6950921300000
1.0134128170000	11.0946618500000	10.2888695100000	1.0134128170000	-5.0150866010000	13.6942781300000
1.0730253350000	11.1663371700000	10.2904148600000	1.0730253350000	-5.0094482650000	13.6952095500000
1.1326378540000	11.1837153600000	10.2903829600000	1.1326378540000	-5.0000527900000	13.6954603900000
1.1922503730000	11.2279364000000	10.2907574900000	1.1922503730000	-4.9653645750000	13.6945143000000
1.2518628910000	11.2727101100000	10.2889122800000	1.2518628910000	-4.9265427780000	13.6933279600000
1.3114754100000	11.3125683500000	10.2909631000000	1.3114754100000	-4.9105916950000	13.6926175300000
1.3710879280000	11.3171971600000	10.2910241900000	1.3710879280000	-4.8957516780000	13.6955084700000
1.4307004470000	11.3356632100000	10.2940014600000	1.4307004470000	-4.8911381950000	13.6936923900000
1.4903129660000	11.3552657800000	10.2955151300000	1.4903129660000	-4.8863895590000	13.6969399100000
1.5499254840000	11.4158627800000	10.2845633000000	1.5499254840000	-4.8875407980000	13.6972741600000
1.6095380030000	11.4407066700000	10.2838212100000	1.6095380030000	-4.8768561150000	13.6984890300000
1.6691505220000	11.4733824800000	10.2763365100000	1.6691505220000	-4.8832936580000	13.6984466400000
1.7287630400000	11.5057429900000	10.2782973800000	1.7287630400000	-4.8857477670000	13.6999062000000
1.7883755590000	11.5652984700000	10.2768521200000	1.7883755590000	-4.8886488640000	13.6996801800000
1.8479880770000	11.6195859200000	10.2739947000000	1.8479880770000	-4.8851948320000	13.7010155900000
1.9076005960000	11.7140848400000	10.2644754900000	1.9076005960000	-4.8833595600000	13.7029805300000
1.9672131150000	11.7525136800000	10.2717551200000	1.9672131150000	-4.8837817750000	13.7026235500000
2.0268256330000	11.7531162800000	10.2421406700000	2.0268256330000	-4.8781934290000	13.7019290200000
2.0864381520000	11.7724338300000	10.2303851100000	2.0864381520000	-4.8769631460000	13.7014111600000
2.1460506710000	11.7468833400000	10.2375045000000	2.1460506710000	-4.8764800870000	13.7025351600000
2.2056631890000	11.7628117900000	10.2380266600000	2.2056631890000	-4.8806425860000	13.7025973900000
2.2652757080000	11.7616316900000	10.2461829600000	2.2652757080000	-4.8768485180000	13.7031732200000
2.3248882270000	11.7855145000000	10.2320014900000	2.3248882270000	-4.8767342530000	13.7025768900000
2.3845007450000	11.8101958600000	10.2261011700000	2.3845007450000	-4.8821393270000	13.7029089700000
2.4441132640000	11.8712116500000	10.2064572700000	2.4441132640000	-4.8808983840000	13.7027060800000
2.5037257820000	11.8805610300000	10.2120438100000	2.5037257820000	-4.8816564550000	13.7018682800000
2.5633383010000	11.9034504000000	10.2082249000000	2.5633383010000	-4.8789985110000	13.7025980000000
2.6229508200000	11.9293210400000	10.2064056400000	2.6229508200000	-4.8827250010000	13.7023476100000
2.6825633380000	11.9807159300000	10.2060900700000	2.6825633380000	-4.8844648840000	13.7025637500000
