SOLfasSLIDES			SOLext		
t	x	y	t	x	y
0.0000000000000	-0.4775943293000	6.7924526830000	0.0000000000000	23.9936770300000	13.5379343700000
0.0235549064900	-0.4779746558000	6.7930652320000	0.0235549064900	23.9928407900000	13.5375556100000
0.0471098129700	-0.4798214081000	6.7934252430000	0.0471098129700	23.9928270700000	13.5376642200000
0.0706647194600	-0.4797403060000	6.7938048100000	0.0706647194600	23.9926252300000	13.5376613800000
0.0942196259500	-0.4788989278000	6.7934633910000	0.0942196259500	23.9933975900000	13.5374100400000
0.1177745324000	-0.4774449566000	6.7929719450000	0.1177745324000	23.9927615200000	13.5374034400000
0.1413294389000	-0.4783610303000	6.7928260110000	0.1413294389000	23.9929857900000	13.5375701300000
0.1648843454000	-0.4780078562000	6.7928026210000	0.1648843454000	23.9934875600000	13.5373911300000
0.1884392519000	-0.4777683820000	6.7924555700000	0.1884392519000	23.9931592500000	13.5372769900000
0.2119941584000	-0.4776869857000	6.7926700180000	0.2119941584000	23.9930095500000	13.5375144500000
0.2355490649000	-0.4794225019000	6.7929488220000	0.2355490649000	23.9925752600000	13.5374566200000
0.2591039714000	-0.4794925283000	6.7934384050000	0.2591039714000	23.9935046700000	13.5375772500000
0.2826588778000	-0.4787777345000	6.7932058000000	0.2826588778000	23.9925772900000	13.5377146900000
0.3062137843000	-0.4791677693000	6.7933069460000	0.3062137843000	23.9930481100000	13.5373889400000
0.3297686908000	-0.4789461215000	6.7934368370000	0.3297686908000	23.9932335800000	13.5376203200000
0.3533235973000	-0.4782235830000	6.7935849330000	0.3533235973000	23.9931859600000	13.5375367700000
0.3768785038000	-0.4785539156000	6.7927652790000	0.3768785038000	23.9928724300000	13.5375886700000
0.4004334103000	-0.4786162609000	6.7930840710000	0.4004334103000	23.9926934400000	13.5376136700000
0.4239883168000	-0.4788238394000	6.7937178250000	0.4239883168000	23.9929999600000	13.5376342100000
0.4475432233000	-0.4791360917000	6.7939418570000	0.4475432233000	23.9933358800000	13.5375774000000
0.4710981297000	-0.4777764075000	6.7937981090000	0.4710981297000	23.9933540800000	13.5373839300000
0.4946530362000	-0.4798147862000	6.7937216550000	0.4946530362000	23.9934288500000	13.5375797100000
0.5182079427000	-0.4777714129000	6.7933778840000	0.5182079427000	23.9935643600000	13.5376743000000
0.5417628492000	-0.4786453273000	6.7937903840000	0.5417628492000	23.9933216200000	13.5375250600000
0.5653177557000	-0.4783263593000	6.7936551190000	0.5653177557000	23.9935121300000	13.5376069300000
0.5888726622000	-0.4788131663000	6.7936300170000	0.5888726622000	23.9929856400000	13.5374317000000
0.6124275687000	-0.4793838403000	6.7940431910000	0.6124275687000	23.9937405400000	13.5376961800000
0.6359824751000	-0.4789855939000	6.7939051100000	0.6359824751000	23.9934579000000	13.5375064600000
0.6595373816000	-0.4789581297000	6.7931452090000	0.6595373816000	23.9936181000000	13.5378647100000
0.6830922881000	-0.4782740036000	6.7935090320000	0.6830922881000	23.9931892300000	13.5377374500000
0.7066471946000	-0.4786897370000	6.7930244260000	0.7066471946000	23.9931132200000	13.5376847400000
0.7302021011000	-0.4844874065000	6.7927079220000	0.7302021011000	23.9939287900000	13.5376677600000
0.7537570076000	-0.4937106037000	6.7913275840000	0.7537570076000	23.9935188800000	13.5374780600000
0.7773119141000	-0.5068886972000	6.7851964120000	0.7773119141000	23.9958146400000	13.5374645900000
0.8008668206000	-0.5291228054000	6.7717087880000	0.8008668206000	23.9968463700000	13.5373980200000
0.8244217270000	-0.7426254667000	6.7284545810000	0.8244217270000	23.9986910700000	13.5369213600000
0.8479766335000	-0.7918947698000	6.7214443250000	0.8479766335000	23.9988235800000	13.5365629800000
0.8715315400000	-0.7951248525000	6.7195937460000	0.8715315400000	23.9970055500000	13.5368169900000
0.8950864465000	-0.8021974208000	6.7185053020000	0.8950864465000	23.9981542900000	13.5371903300000
0.9186413530000	-0.8977914700000	6.7039719170000	0.9186413530000	23.9982797200000	13.5368990000000
0.9421962595000	-1.0475789540000	6.7057004630000	0.9421962595000	23.9969478700000	13.5363208200000
0.9657511660000	-1.0659249090000	6.7093150340000	0.9657511660000	23.9969447300000	13.5368522300000
0.9893060725000	-1.0890130960000	6.7135994380000	0.9893060725000	23.9973638700000	13.5370062700000
1.0128609790000	-1.1107166530000	6.7170239540000	1.0128609790000	23.9969681000000	13.5370688400000
1.0364158850000	-1.1842428510000	6.7134501830000	1.0364158850000	23.9976674900000	13.5370701700000
1.0599707920000	-1.2104501930000	6.7127878500000	1.0599707920000	23.9970945000000	13.5372780200000
1.0835256980000	-1.2576174950000	6.7212497150000	1.0835256980000	23.9963014000000	13.5373460900000
1.1070806050000	-1.3798168730000	6.7199787190000	1.1070806050000	23.9959524200000	13.5373748600000
1.1306355110000	-1.4005036100000	6.7221929190000	1.1306355110000	23.9935289300000	13.5373138100000
1.1541904180000	-1.5358006410000	6.7263892930000	1.1541904180000	23.9933214000000	13.5374551200000
1.1777453240000	-1.6126017070000	6.7245498210000	1.1777453240000	23.9925972500000	13.5379960000000
1.2013002310000	-1.6533113060000	6.7216707680000	1.2013002310000	23.9932568600000	13.5380708300000
1.2248551370000	-1.7074014220000	6.7204505380000	1.2248551370000	23.9933378000000	13.5381523100000
1.2484100440000	-1.8334340350000	6.7110027600000	1.2484100440000	23.9923986100000	13.5388045700000
1.2719649500000	-1.8598249730000	6.7094770300000	1.2719649500000	23.9924030000000	13.5389355800000
1.2955198570000	-2.0139509320000	6.7034593710000	1.2955198570000	23.9918568700000	13.5393039600000
1.3190747630000	-2.1120418560000	6.6947303350000	1.3190747630000	23.9944263200000	13.5395592200000
1.3426296700000	-2.3469612220000	6.6676132000000	1.3426296700000	23.9920910100000	13.5403545500000
1.3661845760000	-2.4547743630000	6.6570181850000	1.3661845760000	23.9888639500000	13.5400897800000
