mass_A			SOLext		
t	x	y	t	x	y
0.000000000000	16.777430350000	8.191591318000	0.000000000000	-7.789273908000	14.585681340000
0.059612518630	16.766248130000	8.194223583000	0.059612518630	-7.789433295000	14.585228520000
0.119225037300	16.757650030000	8.198831292000	0.119225037300	-7.789202803000	14.585256900000
0.178837555900	16.765155170000	8.197437503000	0.178837555900	-7.789469762000	14.585225160000
0.238450074500	16.775474130000	8.195709012000	0.238450074500	-7.789234603000	14.585251050000
0.298062593100	16.740667950000	8.198636186000	0.298062593100	-7.788915334000	14.585385100000
0.357675111800	16.769789550000	8.196698606000	0.357675111800	-7.789466425000	14.585200570000
0.417287630400	16.774799290000	8.192195044000	0.417287630400	-7.789097285000	14.585200050000
0.476900149000	16.758596600000	8.192855866000	0.476900149000	-7.789084785000	14.585200370000
0.536512667700	16.768423980000	8.190866590000	0.536512667700	-7.789321865000	14.585382390000
0.596125186300	16.772685760000	8.189785591000	0.596125186300	-7.788279967000	14.585361800000
0.655737704900	16.767957280000	8.185927171000	0.655737704900	-7.788877644000	14.585251880000
0.715350223500	16.754206940000	8.184693491000	0.715350223500	-7.789240630000	14.585184890000
0.774962742200	16.751709030000	8.185045141000	0.774962742200	-7.790098897000	14.585267220000
0.834575260800	16.747342320000	8.187565344000	0.834575260800	-7.790659654000	14.585089270000
0.894187779400	16.641403890000	8.189438768000	0.894187779400	-7.792522769000	14.584958250000
0.953800298100	16.629043120000	8.183445667000	0.953800298100	-7.791552816000	14.584827890000
1.013412817000	16.631455660000	8.187540638000	1.013412817000	-7.792855452000	14.584906980000
1.073025335000	16.639634110000	8.186185743000	1.073025335000	-7.791930971000	14.585071690000
1.132637854000	16.676303080000	8.188268380000	1.132637854000	-7.792823645000	14.585261860000
1.192250373000	16.752117720000	8.189352345000	1.192250373000	-7.791492821000	14.585198490000
1.251862891000	16.746225910000	8.190478436000	1.251862891000	-7.791539457000	14.585069960000
1.311475410000	16.719644050000	8.189508717000	1.311475410000	-7.791934599000	14.585190470000
1.371087928000	16.699915890000	8.192678529000	1.371087928000	-7.791131170000	14.584994190000
1.430700447000	16.661249130000	8.195938310000	1.430700447000	-7.791133057000	14.585165990000
1.490312966000	16.664788340000	8.189379963000	1.490312966000	-7.789937919000	14.585179770000
1.549925484000	16.753609530000	8.192869760000	1.549925484000	-7.790886954000	14.585246280000
1.609538003000	16.795184090000	8.196389792000	1.609538003000	-7.791288182000	14.585349630000
1.669150522000	16.913201660000	8.204287153000	1.669150522000	-7.791315406000	14.585356900000
1.728763040000	16.994857990000	8.209511243000	1.728763040000	-7.791383031000	14.585587070000
1.788375559000	17.130487300000	8.215459347000	1.788375559000	-7.792659061000	14.585395680000
1.847988077000	17.209256580000	8.220418340000	1.847988077000	-7.794159746000	14.585336560000
1.907600596000	17.409054130000	8.239323814000	1.907600596000	-7.793839843000	14.585359940000
1.967213115000	17.509163840000	8.247051297000	1.967213115000	-7.796630216000	14.585424720000
2.026825633000	17.530746320000	8.250787956000	2.026825633000	-7.800513539000	14.585425600000
2.086438152000	17.585835380000	8.256511844000	2.086438152000	-7.799746598000	14.585391770000
2.146050671000	17.690350080000	8.255577309000	2.146050671000	-7.799540463000	14.585691710000
2.205663189000	17.692090540000	8.262583756000	2.205663189000	-7.798620443000	14.585651430000
2.265275708000	17.806056090000	8.268617988000	2.265275708000	-7.800385262000	14.585910520000
2.324888227000	17.823953660000	8.269522914000	2.324888227000	-7.801758129000	14.585807140000
2.384500745000	17.856881120000	8.266156082000	2.384500745000	-7.805643418000	14.586080820000
2.444113264000	17.897184180000	8.265015362000	2.444113264000	-7.805564692000	14.586350990000
2.503725782000	17.931026460000	8.262756145000	2.503725782000	-7.809459715000	14.586631890000
2.563338301000	17.942567080000	8.265472440000	2.563338301000	-7.814189042000	14.586703180000
2.622950820000	17.953978050000	8.267423310000	2.622950820000	-7.815844572000	14.586684930000
2.682563338000	17.953401350000	8.263852346000	2.682563338000	-7.817416522000	14.586284730000
2.742175857000	17.964562380000	8.270203244000	2.742175857000	-7.817279184000	14.586516530000
2.801788376000	17.974356400000	8.270345228000	2.801788376000	-7.812428582000	14.586542240000
