GFsupBEST			GFext		
t	x	y	t	x	y
0.00000000000000	23.00884917000000	12.83185819000000	0.00000000000000	16.39496945000000	19.57459988000000
0.05193456245000	23.00699032000000	12.83252516000000	0.05193456245000	16.39581208000000	19.57486368000000
0.10386912490000	23.00959393000000	12.83419131000000	0.10386912490000	16.39206634000000	19.57460991000000
0.15580368740000	23.01427559000000	12.83425394000000	0.15580368740000	16.39274902000000	19.57495256000000
0.20773824980000	23.01927865000000	12.83769721000000	0.20773824980000	16.39564269000000	19.57524993000000
0.25967281230000	23.02805612000000	12.84692299000000	0.25967281230000	16.39682375000000	19.57557074000000
0.31160737470000	23.01488950000000	12.84369964000000	0.31160737470000	16.39730507000000	19.57582903000000
0.36354193720000	23.01461028000000	12.84057755000000	0.36354193720000	16.39638717000000	19.57585426000000
0.41547649960000	23.03306499000000	12.83978675000000	0.41547649960000	16.39687990000000	19.57583859000000
0.46741106210000	23.05381588000000	12.83872312000000	0.46741106210000	16.39793366000000	19.57657830000000
0.51934562450000	23.08256295000000	12.84336096000000	0.51934562450000	16.39663956000000	19.57639711000000
0.57128018700000	23.08023380000000	12.83761976000000	0.57128018700000	16.39772727000000	19.57565965000000
0.62321474940000	23.05713219000000	12.83655547000000	0.62321474940000	16.39746616000000	19.57590064000000
0.67514931190000	23.03502441000000	12.83398885000000	0.67514931190000	16.39708176000000	19.57564345000000
0.72708387430000	23.01688266000000	12.83264538000000	0.72708387430000	16.39865546000000	19.57695291000000
0.77901843680000	23.01415517000000	12.83172350000000	0.77901843680000	16.39912318000000	19.57583160000000
0.83095299920000	23.02312998000000	12.83224944000000	0.83095299920000	16.39879271000000	19.57589628000000
0.88288756170000	23.08002968000000	12.83524804000000	0.88288756170000	16.40277828000000	19.57623806000000
0.93482212410000	23.10935855000000	12.83270210000000	0.93482212410000	16.40551465000000	19.57668393000000
0.98675668660000	23.09279730000000	12.83136643000000	0.98675668660000	16.40635052000000	19.57659300000000
1.03869124900000	23.07747457000000	12.82979413000000	1.03869124900000	16.40585583000000	19.57614889000000
1.09062581100000	23.10135053000000	12.83371985000000	1.09062581100000	16.40194448000000	19.57692802000000
1.14256037400000	23.10248822000000	12.83628515000000	1.14256037400000	16.40309375000000	19.57688410000000
1.19449493600000	23.11444871000000	12.84286027000000	1.19449493600000	16.40363532000000	19.57734034000000
1.24642949900000	23.11013722000000	12.84341577000000	1.24642949900000	16.40591054000000	19.57740052000000
1.29836406100000	23.12111960000000	12.83631441000000	1.29836406100000	16.40495560000000	19.57734654000000
1.35029862400000	23.11067420000000	12.83540211000000	1.35029862400000	16.40894612000000	19.57775384000000
1.40223318600000	23.10839702000000	12.83492034000000	1.40223318600000	16.40845193000000	19.57794747000000
1.45416774900000	23.10022063000000	12.83498107000000	1.45416774900000	16.40522396000000	19.57788907000000
1.50610231100000	23.11072381000000	12.83911433000000	1.50610231100000	16.40784242000000	19.57754523000000
1.55803687400000	23.11729065000000	12.84081302000000	1.55803687400000	16.40710788000000	19.57763672000000
1.60997143600000	23.11718458000000	12.84363152000000	1.60997143600000	16.40993438000000	19.57765285000000
1.66190599800000	23.12871514000000	12.84341306000000	1.66190599800000	16.40922514000000	19.57714346000000
1.71384056100000	23.12989133000000	12.84166553000000	1.71384056100000	16.41071175000000	19.57773770000000
1.76577512300000	23.18742470000000	12.83867959000000	1.76577512300000	16.40985368000000	19.57680799000000
1.81770968600000	23.18227647000000	12.83939983000000	1.81770968600000	16.42094665000000	19.57838327000000
1.86964424800000	23.17667293000000	12.84686264000000	1.86964424800000	16.41175094000000	19.57738103000000
1.92157881100000	23.15440416000000	12.84605640000000	1.92157881100000	16.41938784000000	19.57863168000000
1.97351337300000	23.15485908000000	12.85327592000000	1.97351337300000	16.41855985000000	19.57858926000000
2.02544793600000	23.18080068000000	12.85390495000000	2.02544793600000	16.40562284000000	19.57786502000000
2.07738249800000	23.08830545000000	12.87680591000000	2.07738249800000	16.41942875000000	19.57941623000000
2.12931706100000	23.06580263000000	12.89141502000000	2.12931706100000	16.41828681000000	19.57947082000000
2.18125162300000	23.08654181000000	12.90322148000000	2.18125162300000	16.41450664000000	19.57844216000000
2.23318618500000	23.08369358000000	12.90613229000000	2.23318618500000	16.40938437000000	19.57864542000000
2.28512074800000	23.11663434000000	12.90783743000000	2.28512074800000	16.41292148000000	19.57893522000000
2.33705531000000	23.11230850000000	12.90940401000000	2.33705531000000	16.41501252000000	19.57864954000000
2.38898987300000	23.10360520000000	12.91422879000000	2.38898987300000	16.41353246000000	19.57818646000000
2.44092443500000	23.11803636000000	12.91496918000000	2.44092443500000	16.41496326000000	19.57904258000000
2.49285899800000	23.09914772000000	12.91433771000000	2.49285899800000	16.41610890000000	19.57815031000000
2.54479356000000	23.10876236000000	12.91879237000000	2.54479356000000	16.40675989000000	19.57826488000000
2.59672812300000	23.10813912000000	12.92049860000000	2.59672812300000	16.41266794000000	19.57854135000000
2.64866268500000	23.13322520000000	12.92372154000000	2.64866268500000	16.41493080000000	19.57826723000000
2.70059724700000	23.13305205000000	12.92449549000000	2.70059724700000	16.42001047000000	19.57882833000000
2.75253181000000	23.15866597000000	12.92387026000000	2.75253181000000	16.42159719000000	19.57896835000000
2.80446637200000	23.23094275000000	12.92554264000000	2.80446637200000	16.42694480000000	19.57872343000000
2.85640093500000	23.24614208000000	12.92511096000000	2.85640093500000	16.43463756000000	19.57852802000000
2.90833549700000	23.26040745000000	12.92569367000000	2.90833549700000	16.43033151000000	19.57886817000000
2.96027006000000	23.28666068000000	12.93292782000000	2.96027006000000	16.44800953000000	19.57667909000000
3.01220462200000	23.29183950000000	12.93943264000000	3.01220462200000	16.45578087000000	19.57702821000000
3.06413918500000	23.28386965000000	12.94165721000000	3.06413918500000	16.46503759000000	19.57703065000000
3.11607374700000	23.27925276000000	12.93920351000000	3.11607374700000	16.46574858000000	19.57653567000000
3.16800831000000	23.29906560000000	12.94240402000000	3.16800831000000	16.48109976000000	19.57785805000000
3.21994287200000	23.33655874000000	12.94056501000000	3.21994287200000	16.48637537000000	19.57771708000000
3.27187743400000	23.36565499000000	12.93757096000000	3.27187743400000	16.49464343000000	19.57918368000000
3.32381199700000	23.39101429000000	12.93931614000000	3.32381199700000	16.49611505000000	19.57865942000000
3.37574655900000	23.37159056000000	12.93764624000000	3.37574655900000	16.49872375000000	19.57905008000000
3.42768112200000	23.36660016000000	12.93544645000000	3.42768112200000	16.50055431000000	19.57950229000000
3.47961568400000	23.38606220000000	12.93120227000000	3.47961568400000	16.50439253000000	19.57891120000000
3.53155024700000	23.41977391000000	12.93245774000000	3.53155024700000	16.51245134000000	19.57977718000000
3.58348480900000	23.45079723000000	12.93276933000000	3.58348480900000	16.53633111000000	19.57868179000000
3.63541937200000	23.44964220000000	12.93199812000000	3.63541937200000	16.53205505000000	19.57648696000000
3.68735393400000	23.46929660000000	12.93016627000000	3.68735393400000	16.55156833000000	19.57879677000000
3.73928849600000	23.48295814000000	12.92997103000000	3.73928849600000	16.55404367000000	19.57769441000000
3.79122305900000	23.51773336000000	12.92848792000000	3.79122305900000	16.55954252000000	19.57798429000000
3.84315762100000	23.52467280000000	12.93279492000000	3.84315762100000	16.56092609000000	19.57755604000000
