 CALbump 			 CALext 		
 t 	 x 	 y 	 t 	 x 	 y 
 0 	 15.27967404 	 10.54096616 	 0 	 -15.54376624 	 14.15119333 
 0.01872835 	 15.28091607 	 10.54105729 	 0.01872835 	 -15.54382058 	 14.15105334 
 0.03745669 	 15.28069983 	 10.54075661 	 0.03745669 	 -15.54420673 	 14.15106456 
 0.05618504 	 15.28229744 	 10.54058143 	 0.05618504 	 -15.54410351 	 14.15125899 
 0.07491338 	 15.28311814 	 10.54023700 	 0.07491338 	 -15.54330323 	 14.15110235 
 0.09364173 	 15.28421773 	 10.54026337 	 0.09364173 	 -15.54371780 	 14.15118192 
 0.11237007 	 15.28417000 	 10.54010962 	 0.11237007 	 -15.54374292 	 14.15111967 
 0.13109842 	 15.28538264 	 10.53947687 	 0.13109842 	 -15.54255986 	 14.15105069 
 0.14982676 	 15.28710570 	 10.53963572 	 0.14982676 	 -15.54295074 	 14.15111928 
 0.16855511 	 15.28838933 	 10.53966041 	 0.16855511 	 -15.54286446 	 14.15129670 
 0.18728345 	 15.28858751 	 10.53945599 	 0.18728345 	 -15.54230409 	 14.15187888 
 0.20601180 	 15.28991687 	 10.53931030 	 0.20601180 	 -15.54314479 	 14.15187047 
 0.22474014 	 15.29103802 	 10.53921216 	 0.22474014 	 -15.54272074 	 14.15175329 
 0.24346849 	 15.29112885 	 10.53926858 	 0.24346849 	 -15.54230299 	 14.15159426 
 0.26219683 	 15.29292480 	 10.53926108 	 0.26219683 	 -15.54192514 	 14.15150869 
 0.28092518 	 15.29189608 	 10.53877406 	 0.28092518 	 -15.54218767 	 14.15149712 
 0.29965353 	 15.29870588 	 10.53873757 	 0.29965353 	 -15.54188664 	 14.15171246 
 0.31838187 	 15.30432646 	 10.53842779 	 0.31838187 	 -15.54128198 	 14.15188474 
 0.33711022 	 15.31165513 	 10.53831623 	 0.33711022 	 -15.54039374 	 14.15118357 
 0.35583856 	 15.31335347 	 10.53828352 	 0.35583856 	 -15.54142211 	 14.15147828 
 0.37456691 	 15.31243028 	 10.53791556 	 0.37456691 	 -15.54051638 	 14.15194371 
 0.39329525 	 15.31639193 	 10.53846442 	 0.39329525 	 -15.53956722 	 14.15153296 
 0.41202360 	 15.32524309 	 10.53919460 	 0.41202360 	 -15.53826252 	 14.15086229 
 0.43075194 	 15.33261089 	 10.53746662 	 0.43075194 	 -15.53854360 	 14.15076207 
 0.44948029 	 15.33974488 	 10.53787320 	 0.44948029 	 -15.53937386 	 14.15092839 
 0.46820863 	 15.33597418 	 10.53824348 	 0.46820863 	 -15.54015372 	 14.15112433 
 0.48693698 	 15.34213970 	 10.53819391 	 0.48693698 	 -15.54116475 	 14.15101497 
