SOLfas2MM			SOLext		
t	x	y	t	x	y
0.000000000000	7.563252848000	7.698795014000	0.000000000000	26.245733220000	13.549487760000
0.024896058950	7.578746475000	7.696776068000	0.024896058950	26.245696490000	13.549581670000
0.049792117910	7.585159373000	7.696100600000	0.049792117910	26.245994680000	13.549211460000
0.074688176860	7.597458654000	7.695715507000	0.074688176860	26.245658600000	13.549417480000
0.099584235820	7.652353216000	7.696425058000	0.099584235820	26.246072760000	13.549526930000
0.124480294800	7.653484755000	7.696115385000	0.124480294800	26.245250120000	13.549155100000
0.149376353700	7.640878512000	7.697100854000	0.149376353700	26.245821210000	13.549442470000
0.174272412700	7.640725793000	7.696502936000	0.174272412700	26.245291900000	13.549146330000
0.199168471600	7.644016993000	7.696699118000	0.199168471600	26.245664080000	13.549480930000
0.224064530600	7.634182580000	7.697255395000	0.224064530600	26.245348530000	13.549357640000
0.248960589500	7.641060030000	7.696236535000	0.248960589500	26.244997460000	13.549291950000
0.273856648500	7.640634727000	7.696379853000	0.273856648500	26.245537020000	13.549312930000
0.298752707400	7.640452983000	7.695095363000	0.298752707400	26.244690790000	13.549217890000
0.323648766400	7.638999063000	7.694807061000	0.323648766400	26.244084170000	13.548993580000
0.348544825400	7.640201310000	7.694751130000	0.348544825400	26.243858620000	13.549125410000
0.373440884300	7.640629994000	7.695057877000	0.373440884300	26.244252600000	13.549359400000
0.398336943300	7.638886802000	7.696223733000	0.398336943300	26.244593570000	13.548924700000
0.423233002200	7.635294524000	7.696680591000	0.423233002200	26.243869660000	13.548942820000
0.448129061200	7.631441522000	7.695943541000	0.448129061200	26.245370470000	13.549293520000
0.473025120100	7.620065638000	7.697233292000	0.473025120100	26.244469620000	13.548509260000
0.497921179100	7.622815688000	7.697134176000	0.497921179100	26.243712120000	13.548987350000
0.522817238000	7.603150137000	7.697215932000	0.522817238000	26.243025970000	13.548902350000
0.547713297000	7.591607390000	7.695020320000	0.547713297000	26.243758660000	13.548732120000
0.572609355900	7.574159195000	7.695447220000	0.572609355900	26.243442340000	13.548523450000
0.597505414900	7.579100853000	7.694844066000	0.597505414900	26.242406800000	13.548436030000
0.622401473800	7.572939033000	7.695271598000	0.622401473800	26.242521870000	13.548333920000
0.647297532800	7.569609423000	7.695693616000	0.647297532800	26.242257480000	13.549196010000
0.672193591800	7.569231701000	7.696068976000	0.672193591800	26.242028710000	13.548357240000
0.697089650700	7.569424226000	7.695873923000	0.697089650700	26.243682310000	13.548152200000
0.721985709700	7.571494461000	7.696235952000	0.721985709700	26.242291620000	13.548421850000
0.746881768600	7.562260679000	7.697046427000	0.746881768600	26.243097300000	13.548789960000
0.771777827600	7.560101631000	7.697203339000	0.771777827600	26.242535360000	13.548038790000
0.796673886500	7.565607184000	7.697112978000	0.796673886500	26.241682830000	13.548350830000
0.821569945500	7.560445074000	7.697100548000	0.821569945500	26.241701220000	13.548553850000
0.846466004400	7.551821739000	7.697660254000	0.846466004400	26.241622140000	13.548505030000
0.871362063400	7.544260253000	7.697957096000	0.871362063400	26.242778670000	13.547902370000
0.896258122300	7.531373509000	7.697128405000	0.896258122300	26.241958980000	13.548363290000
0.921154181300	7.481388122000	7.695575777000	0.921154181300	26.243672630000	13.548348680000
0.946050240200	7.393452561000	7.689996706000	0.946050240200	26.247347280000	13.549005810000
0.970946299200	7.377682617000	7.689980184000	0.970946299200	26.247148660000	13.550467790000
0.995842358200	7.252481888000	7.676933002000	0.995842358200	26.242267670000	13.548198250000
1.020738417000	7.208194333000	7.668462380000	1.020738417000	26.238471670000	13.549654090000
1.045634476000	7.086216701000	7.659288815000	1.045634476000	26.234501400000	13.544312310000
1.070530535000	7.045575492000	7.637800202000	1.070530535000	26.237006430000	13.544765680000
1.095426594000	6.922460952000	7.613724832000	1.095426594000	26.248791770000	13.548466950000
1.120322653000	6.832359724000	7.616535369000	1.120322653000	26.238079980000	13.552302240000
1.145218712000	6.781667111000	7.620251137000	1.145218712000	26.240044440000	13.551673120000
1.170114771000	6.688904505000	7.612561634000	1.170114771000	26.246204610000	13.545195840000
1.195010830000	6.624065762000	7.606387247000	1.195010830000	26.253234220000	13.549536270000
1.219906889000	6.511387203000	7.594121273000	1.219906889000	26.241148250000	13.547383240000
1.244802948000	6.385366990000	7.587660791000	1.244802948000	26.273258610000	13.519934600000
1.269699007000	6.325302082000	7.595048331000	1.269699007000	26.264777910000	13.527875380000
1.294595066000	6.215230667000	7.597939047000	1.294595066000	26.233704680000	13.527985090000
1.319491125000	6.183598259000	7.602917935000	1.319491125000	26.222509910000	13.524448430000
1.344387184000	6.124015386000	7.598534545000	1.344387184000	26.224897930000	13.515334370000
1.369283242000	5.994905220000	7.596696788000	1.369283242000	26.224440590000	13.513008800000
1.394179301000	5.918395094000	7.595285834000	1.394179301000	26.218289960000	13.504530290000
1.419075360000	5.761424938000	7.600003188000	1.419075360000	26.222486650000	13.499961810000
1.443971419000	5.682495701000	7.610950931000	1.443971419000	26.232030480000	13.489661230000
1.468867478000	5.545006565000	7.613473247000	1.468867478000	26.203545370000	13.480854050000
1.493763537000	5.513167389000	7.615447471000	1.493763537000	26.192594020000	13.478623590000
1.518659596000	5.434787579000	7.614018186000	1.518659596000	26.195534410000	13.467557090000
1.543555655000	5.386045751000	7.610580225000	1.543555655000	26.191142600000	13.459420810000
1.568451714000	5.364555139000	7.611798262000	1.568451714000	26.198642640000	13.443722710000
1.593347773000	5.349459694000	7.613400979000	1.593347773000	26.209519690000	13.445639120000
1.618243832000	5.233419082000	7.611202342000	1.618243832000	26.207434680000	13.439898730000
1.643139891000	5.094890318000	7.601048568000	1.643139891000	26.204229130000	13.428858350000
1.668035950000	5.081846503000	7.603663311000	1.668035950000	26.196214130000	13.429034530000
1.692932009000	5.066463177000	7.604998465000	1.692932009000	26.195327860000	13.430719830000
1.717828068000	5.054275148000	7.613241375000	1.717828068000	26.184578830000	13.428598090000
1.742724127000	5.043610811000	7.619854254000	1.742724127000	26.179393400000	13.432518300000
1.767620186000	5.019516970000	7.619051031000	1.767620186000	26.179896210000	13.432616990000
1.792516245000	4.943994701000	7.618422218000	1.792516245000	26.185885260000	13.432642950000
1.817412304000	4.929319570000	7.617615822000	1.817412304000	26.187954760000	13.432630090000
1.842308363000	4.880854805000	7.619082192000	1.842308363000	26.182666810000	13.432494740000
1.867204422000	4.851172934000	7.615171140000	1.867204422000	26.182515490000	13.432128290000
1.892100480000	4.764735601000	7.616108358000	1.892100480000	26.182831970000	13.431273610000
1.916996539000	4.686062518000	7.622173046000	1.916996539000	26.181072730000	13.432438500000
1.941892598000	4.688414126000	7.621628530000	1.941892598000	26.185013480000	13.432766900000
1.966788657000	4.673603784000	7.624042456000	1.966788657000	26.187833660000	13.434288790000
1.991684716000	4.644958305000	7.622811487000	1.991684716000	26.185976420000	13.433861120000
2.016580775000	4.608541403000	7.621629748000	2.016580775000	26.185160670000	13.427269800000
2.041476834000	4.565090934000	7.611415773000	2.041476834000	26.193651830000	13.428108610000
2.066372893000	4.533686677000	7.613103187000	2.066372893000	26.202554100000	13.426519030000
2.091268952000	4.535231584000	7.615123680000	2.091268952000	26.208250180000	13.427168680000
2.116165011000	4.536148640000	7.615573100000	2.116165011000	26.207073850000	13.427147840000
2.141061070000	4.527227611000	7.619428900000	2.141061070000	26.207552220000	13.426989600000
2.165957129000	4.494660416000	7.612700187000	2.165957129000	26.209429980000	13.425452680000
2.190853188000	4.454216160000	7.609805296000	2.190853188000	26.210597280000	13.420553300000
2.215749247000	4.442361247000	7.609132100000	2.215749247000	26.208058640000	13.420603600000
2.240645306000	4.383388629000	7.605466518000	2.240645306000	26.212708950000	13.420790570000
2.265541365000	4.347513913000	7.603384322000	2.265541365000	26.213876570000	13.423196310000
2.290437424000	4.340749705000	7.604798635000	2.290437424000	26.216211510000	13.423377310000
2.315333483000	4.333314578000	7.606079224000	2.315333483000	26.220845090000	13.421538130000
