SOLendUSED			SOLext		
t	x	y	t	x	y
0.000000000000	9.745542136000	6.786775484000	0.000000000000	27.324618860000	13.833553640000
0.018361763460	9.745385674000	6.786788564000	0.018361763460	27.324076040000	13.833227420000
0.036723526930	9.745001040000	6.786544588000	0.036723526930	27.324140520000	13.833491910000
0.055085290390	9.745308178000	6.786561016000	0.055085290390	27.324603930000	13.833383470000
0.073447053860	9.744621811000	6.786635243000	0.073447053860	27.324382260000	13.833186010000
0.091808817320	9.744676442000	6.786604470000	0.091808817320	27.324354380000	13.833035000000
0.110170580800	9.744312212000	6.786588626000	0.110170580800	27.323724300000	13.832911060000
0.128532344200	9.744404272000	6.786522882000	0.128532344200	27.323995840000	13.833261340000
0.146894107700	9.744976745000	6.786595494000	0.146894107700	27.323823450000	13.832996320000
0.165255871200	9.745203743000	6.786470804000	0.165255871200	27.324572190000	13.833396540000
0.183617634600	9.744844616000	6.786431650000	0.183617634600	27.323361400000	13.832899950000
0.201979398100	9.744388100000	6.786486465000	0.201979398100	27.324937630000	13.832815880000
0.220341161600	9.745076067000	6.786375430000	0.220341161600	27.323647710000	13.832835760000
0.238702925000	9.744633515000	6.786484936000	0.238702925000	27.322267540000	13.832428810000
0.257064688500	9.745413595000	6.786431457000	0.257064688500	27.325038560000	13.832469130000
0.275426452000	9.745128471000	6.786490046000	0.275426452000	27.323278410000	13.832115700000
0.293788215400	9.744736958000	6.786301300000	0.293788215400	27.324361760000	13.832198070000
0.312149978900	9.745192387000	6.786371778000	0.312149978900	27.324716300000	13.831921680000
0.330511742300	9.744897045000	6.786474320000	0.330511742300	27.324793960000	13.832268170000
0.348873505800	9.744874668000	6.786329373000	0.348873505800	27.323364120000	13.831974000000
0.367235269300	9.744803558000	6.786161185000	0.367235269300	27.324032660000	13.832240750000
0.385597032700	9.744855743000	6.786359681000	0.385597032700	27.323326900000	13.832210900000
0.403958796200	9.745043583000	6.786201457000	0.403958796200	27.323124420000	13.832389970000
0.422320559700	9.745416669000	6.786154411000	0.422320559700	27.323302850000	13.831830300000
0.440682323100	9.745235485000	6.786179277000	0.440682323100	27.323941450000	13.831849430000
0.459044086600	9.745404447000	6.786115890000	0.459044086600	27.323775020000	13.831520540000
0.477405850100	9.745733036000	6.786126462000	0.477405850100	27.324835100000	13.831870920000
0.495767613500	9.745293152000	6.786075001000	0.495767613500	27.325523750000	13.831361370000
0.514129377000	9.745211944000	6.786092710000	0.514129377000	27.326185640000	13.831744010000
0.532491140400	9.744562854000	6.786129023000	0.532491140400	27.324991920000	13.831587890000
0.550852903900	9.743877021000	6.786079849000	0.550852903900	27.325993880000	13.831261130000
0.569214667400	9.744000284000	6.786115356000	0.569214667400	27.325201990000	13.830973620000
0.587576430800	9.743387502000	6.785964577000	0.587576430800	27.325365420000	13.831251280000
0.605938194300	9.743914494000	6.786119478000	0.605938194300	27.324751200000	13.830941870000
0.624299957800	9.743291631000	6.786143378000	0.624299957800	27.325078170000	13.831339930000
0.642661721200	9.743391182000	6.786188746000	0.642661721200	27.323985130000	13.831221710000
0.661023484700	9.743012111000	6.785985987000	0.661023484700	27.324822230000	13.831700710000
0.679385248200	9.743601402000	6.786136239000	0.679385248200	27.324088150000	13.830715930000
0.697747011600	9.743217996000	6.785978532000	0.697747011600	27.323781050000	13.831148140000
0.716108775100	9.744203620000	6.786130646000	0.716108775100	27.325130020000	13.831283540000
0.734470538600	9.743880703000	6.786059015000	0.734470538600	27.324879910000	13.831133000000
0.752832302000	9.743871256000	6.785948753000	0.752832302000	27.325883270000	13.830946730000
0.771194065500	9.743217953000	6.785930820000	0.771194065500	27.327217360000	13.830799790000
0.789555828900	9.743782846000	6.785901890000	0.789555828900	27.323910260000	13.830533130000
0.807917592400	9.743331494000	6.786081039000	0.807917592400	27.325321100000	13.830511110000
0.826279355900	9.744049555000	6.785984768000	0.826279355900	27.325619400000	13.830348830000
0.844641119300	9.743098207000	6.786078706000	0.844641119300	27.324281250000	13.830392500000
0.863002882800	9.744229025000	6.785875316000	0.863002882800	27.326013080000	13.830448380000
0.881364646300	9.743620753000	6.786038517000	0.881364646300	27.326102840000	13.831090910000
0.899726409700	9.743712636000	6.785951569000	0.899726409700	27.324477560000	13.830558360000
0.918088173200	9.743694761000	6.785971546000	0.918088173200	27.325255750000	13.830427930000
0.936449936700	9.743457289000	6.785979480000	0.936449936700	27.324527350000	13.830033340000
0.954811700100	9.742929444000	6.785828346000	0.954811700100	27.326509840000	13.830340140000
0.973173463600	9.744238472000	6.785880423000	0.973173463600	27.325998790000	13.830287860000
0.991535227000	9.744024127000	6.785824897000	0.991535227000	27.325999550000	13.829882410000
1.009896991000	9.743275354000	6.785792693000	1.009896991000	27.326178420000	13.829373440000
1.028258754000	9.743089163000	6.785951268000	1.028258754000	27.325186870000	13.829751460000
1.046620517000	9.743253181000	6.785949236000	1.046620517000	27.326200610000	13.830057320000
1.064982281000	9.742879536000	6.785944697000	1.064982281000	27.325953890000	13.829603640000
1.083344044000	9.742632358000	6.785873453000	1.083344044000	27.326363140000	13.829727060000
1.101705808000	9.742623234000	6.785868040000	1.101705808000	27.327761060000	13.830199130000
1.120067571000	9.741422007000	6.786186483000	1.120067571000	27.327252220000	13.829474550000
1.138429335000	9.738558879000	6.785897598000	1.138429335000	27.325317420000	13.828670500000
1.156791098000	9.735487662000	6.786217220000	1.156791098000	27.326358240000	13.829087610000
1.175152862000	9.729700529000	6.786398542000	1.175152862000	27.327731900000	13.828572080000
1.193514625000	9.726218763000	6.786391057000	1.193514625000	27.325927620000	13.828751510000
1.211876389000	9.710246707000	6.789606013000	1.211876389000	27.326970860000	13.829904900000
1.230238152000	9.630220201000	6.795770245000	1.230238152000	27.327049630000	13.831106990000
1.248599916000	9.572343465000	6.802396249000	1.248599916000	27.325159590000	13.832506010000
