GFsup2BEST			GFext		
t	x	y	t	x	y
0	7.053608124	15.8259557	0	-7.849751271	24.04217383
0.055260831	7.042778883	15.82522438	0.055260831	-7.847984498	24.04223922
0.110521662	7.110570614	15.83495277	0.110521662	-7.847256079	24.04216944
0.165782493	7.137251458	15.827935	0.165782493	-7.848395968	24.04174207
0.221043325	7.124873345	15.82681723	0.221043325	-7.848374022	24.0421456
0.276304156	7.160765329	15.82782904	0.276304156	-7.848233219	24.04150816
0.331564987	7.194909717	15.83133688	0.331564987	-7.848074819	24.04192353
0.386825818	7.180461406	15.83404948	0.386825818	-7.848135565	24.04201759
0.442086649	7.235821568	15.83444864	0.442086649	-7.84678126	24.04182904
0.49734748	7.241054479	15.83586478	0.49734748	-7.846507895	24.04269684
0.552608311	7.313068076	15.84473488	0.552608311	-7.846210798	24.04213657
0.607869142	7.246196505	15.83103953	0.607869142	-7.846495914	24.04209686
0.663129974	7.27423512	15.83949639	0.663129974	-7.846263035	24.0422529
0.718390805	7.39910753	15.84194498	0.718390805	-7.845120106	24.04232219
0.773651636	7.401903741	15.83665347	0.773651636	-7.844880461	24.04310555
0.828912467	7.412333712	15.83566065	0.828912467	-7.845197293	24.04228308
0.884173298	7.484304075	15.83569088	0.884173298	-7.84494391	24.04224839
0.939434129	7.513798671	15.83756994	0.939434129	-7.84136497	24.04232855
0.99469496	7.492640711	15.83374494	0.99469496	-7.841979958	24.04229635
1.049955791	7.538124497	15.83644787	1.049955791	-7.840514471	24.04237357
1.105216622	7.579411752	15.83673975	1.105216622	-7.839002982	24.04271271
1.160477454	7.615767609	15.83792824	1.160477454	-7.841219713	24.04136589
1.215738285	7.724711259	15.83993137	1.215738285	-7.837554168	24.04148279
1.270999116	7.724782012	15.83636376	1.270999116	-7.835037159	24.04099737
1.326259947	7.792453304	15.83969067	1.326259947	-7.83176992	24.04153003
1.381520778	7.780648105	15.83747403	1.381520778	-7.830535225	24.04211604
1.436781609	7.817885006	15.83726493	1.436781609	-7.827270512	24.04171925
1.49204244	7.791360735	15.83209215	1.49204244	-7.827534851	24.04034457
1.547303271	7.861431374	15.83502782	1.547303271	-7.829207294	24.04156807
1.602564103	7.882278102	15.83663703	1.602564103	-7.823679578	24.04141258
1.657824934	7.859031684	15.83614452	1.657824934	-7.823863377	24.04105329
1.713085765	7.861370603	15.83235698	1.713085765	-7.823112147	24.0404803
1.768346596	7.847698776	15.83091459	1.768346596	-7.823128195	24.04176002
1.823607427	7.956518098	15.83268628	1.823607427	-7.824421212	24.04119141
1.878868258	7.881767417	15.83225274	1.878868258	-7.822273477	24.04053631
1.934129089	7.861971466	15.82987553	1.934129089	-7.821378013	24.04250042
1.98938992	7.970282452	15.83156165	1.98938992	-7.819157021	24.04108521
2.044650752	7.889376688	15.82802371	2.044650752	-7.820699751	24.03931505
2.099911583	7.943638011	15.8278925	2.099911583	-7.821799776	24.03938942
2.155172414	8.034152205	15.82130454	2.155172414	-7.824161127	24.04030153
2.210433245	8.0212018	15.82588015	2.210433245	-7.82185667	24.03903992
2.265694076	8.003165781	15.82467445	2.265694076	-7.824494335	24.03960134
2.320954907	8.056210525	15.82346666	2.320954907	-7.823933577	24.03922465
2.376215738	8.027279113	15.8268023	2.376215738	-7.821183451	24.0397539
2.431476569	8.062571506	15.82945572	2.431476569	-7.821422672	24.04004606
2.486737401	8.134851112	15.83128664	2.486737401	-7.822017798	24.0402907
2.541998232	8.116435296	15.82731925	2.541998232	-7.820075955	24.04094154
2.597259063	8.169058822	15.82781696	2.597259063	-7.812523201	24.04024531
2.652519894	8.185935244	15.82938944	2.652519894	-7.807123637	24.03989995
2.707780725	8.257942948	15.82890221	2.707780725	-7.803204434	24.03880741
2.763041556	8.23523291	15.82779192	2.763041556	-7.807537735	24.03831049
2.818302387	8.287032238	15.83094197	2.818302387	-7.798260231	24.03874978
2.873563218	8.304993845	15.8281912	2.873563218	-7.794353553	24.03691315
2.92882405	8.341803929	15.82600977	2.92882405	-7.772940075	24.03756714
2.984084881	8.364309	15.82674473	2.984084881	-7.758201515	24.03678865
3.039345712	8.506942756	15.8296407	3.039345712	-7.731584487	24.03652996
3.094606543	8.504857898	15.83048575	3.094606543	-7.724540782	24.03732262
3.149867374	8.593617311	15.8298528	3.149867374	-7.713257073	24.03734711
3.205128205	8.668691577	15.83088498	3.205128205	-7.707965351	24.03752258
3.260389036	8.70507714	15.82783933	3.260389036	-7.700765422	24.03715104
3.315649867	8.769446641	15.82372961	3.315649867	-7.674072356	24.03715821
3.370910698	8.827945458	15.82991066	3.370910698	-7.658831538	24.03660679
3.42617153	8.832113557	15.82233799	3.42617153	-7.659897463	24.03674301
3.481432361	8.849179614	15.82357105	3.481432361	-7.64377654	24.03546937
3.536693192	8.873200892	15.82467689	3.536693192	-7.639847315	24.03506263
3.591954023	8.90367759	15.82782599	3.591954023	-7.637663298	24.0349693
3.647214854	9.006552749	15.82935614	3.647214854	-7.625844603	24.03657187
3.702475685	8.955050642	15.84225878	3.702475685	-7.622971487	24.03489038
3.757736516	8.998206879	15.83336514	3.757736516	-7.612172184	24.03344869
3.812997347	9.036406703	15.82718385	3.812997347	-7.602985616	24.03251701
3.868258179	9.089653574	15.82667107	3.868258179	-7.599647227	24.03344377
3.92351901	9.114906441	15.82717153	3.92351901	-7.591923637	24.03409901
3.978779841	9.117071968	15.83434294	3.978779841	-7.577761033	24.03443024
4.034040672	9.189180593	15.82593313	4.034040672	-7.571112567	24.03368516
4.089301503	9.211833381	15.81639356	4.089301503	-7.546676563	24.0337418
4.144562334	9.262709539	15.82032693	4.144562334	-7.535496133	24.03472191
4.199823165	9.30902936	15.81847733	4.199823165	-7.523200776	24.03350648
4.255083996	9.273784636	15.82262869	4.255083996	-7.519150782	24.03256822
4.310344828	9.318471855	15.82448325	4.310344828	-7.508662476	24.03365835
4.365605659	9.3763545	15.82580722	4.365605659	-7.49728409	24.03310071
4.42086649	9.378963469	15.82466116	4.42086649	-7.49455757	24.03466828
4.476127321	9.428495803	15.82748701	4.476127321	-7.461341381	24.03379238
4.531388152	9.512104786	15.83590105	4.531388152	-7.43138549	24.03271494
4.586648983	9.433789673	15.82322598	4.586648983	-7.420991056	24.03462043
4.641909814	9.460588554	15.82558261	4.641909814	-7.415231569	24.0332912
4.697170645	9.480933827	15.82040513	4.697170645	-7.400389267	24.03138438
4.752431477	9.489983062	15.82269556	4.752431477	-7.3973825	24.03384376
4.807692308	9.504978706	15.82562519	4.807692308	-7.388034229	24.0331742
4.862953139	9.485997486	15.82203684	4.862953139	-7.386148491	24.03657882
4.91821397	9.462838888	15.81271221	4.91821397	-7.387712723	24.03534402
4.973474801	9.501374669	15.80534781	4.973474801	-7.388470999	24.03804315
5.028735632	9.486993855	15.80244941	5.028735632	-7.381267764	24.03825884
5.083996463	9.511666166	15.80669085	5.083996463	-7.379185167	24.03913849
5.139257294	9.506336781	15.80559877	5.139257294	-7.379470406	24.03862605
