mass_A			SOLext		
t	x	y	t	x	y
0.000000000000	3.900353689000	8.702830000000	0.000000000000	-11.063864750000	14.637656860000
0.059612518630	3.900767998000	8.702447154000	0.059612518630	-11.063269450000	14.637651090000
0.119225037300	3.897972534000	8.703575117000	0.119225037300	-11.064116330000	14.637585700000
0.178837555900	3.890561381000	8.704688272000	0.178837555900	-11.064192920000	14.637640550000
0.238450074500	3.877343881000	8.705162308000	0.238450074500	-11.064047270000	14.637611930000
0.298062593100	3.889503234000	8.704986101000	0.298062593100	-11.064829590000	14.637688930000
0.357675111800	3.894950294000	8.704475438000	0.357675111800	-11.063751840000	14.637696130000
0.417287630400	3.896138787000	8.704507520000	0.417287630400	-11.064853730000	14.637662300000
0.476900149000	3.878361915000	8.704635872000	0.476900149000	-11.065799240000	14.637580090000
0.536512667700	3.882791401000	8.704374137000	0.536512667700	-11.065783250000	14.637520740000
0.596125186300	3.888449474000	8.705811948000	0.596125186300	-11.066130710000	14.637648720000
0.655737704900	3.899368746000	8.707572569000	0.655737704900	-11.065588540000	14.637644110000
0.715350223500	3.900602131000	8.709797598000	0.715350223500	-11.066317380000	14.637753060000
0.774962742200	3.935085009000	8.719044859000	0.774962742200	-11.068927410000	14.637605170000
0.834575260800	4.081520674000	8.746512302000	0.834575260800	-11.072069410000	14.637895770000
0.894187779400	4.210753080000	8.771928600000	0.894187779400	-11.078278110000	14.638188440000
0.953800298100	4.320114287000	8.803935550000	0.953800298100	-11.082555240000	14.638492190000
1.013412817000	4.543259514000	8.856337400000	1.013412817000	-11.086160260000	14.637985400000
1.073025335000	4.649425282000	8.873395642000	1.073025335000	-11.091415550000	14.638004790000
1.132637854000	4.818537474000	8.923195851000	1.132637854000	-11.095647490000	14.638807600000
1.192250373000	4.818194434000	8.925795883000	1.192250373000	-11.095360940000	14.638989560000
1.251862891000	4.831761705000	8.927307654000	1.251862891000	-11.094028390000	14.638986770000
1.311475410000	4.812825511000	8.929176255000	1.311475410000	-11.103053930000	14.638723380000
1.371087928000	4.818118194000	8.923003457000	1.371087928000	-11.110922130000	14.638587590000
1.430700447000	4.801855344000	8.918795953000	1.430700447000	-11.112092090000	14.638693990000
1.490312966000	4.768649846000	8.911974572000	1.490312966000	-11.117326730000	14.637898750000
1.549925484000	4.635573238000	8.880938262000	1.549925484000	-11.107151330000	14.638242620000
1.609538003000	4.584163111000	8.849922033000	1.609538003000	-11.118253310000	14.638186630000
1.669150522000	4.520155857000	8.840852346000	1.669150522000	-11.125464020000	14.638170140000
1.728763040000	4.419108927000	8.843072919000	1.728763040000	-11.119611630000	14.637757820000
1.788375559000	4.235858387000	8.831744469000	1.788375559000	-11.121924110000	14.638138790000
1.847988077000	4.023869136000	8.809270809000	1.847988077000	-11.125518490000	14.638051190000
1.907600596000	3.936717899000	8.777674576000	1.907600596000	-11.138302440000	14.637830650000
1.967213115000	3.898411195000	8.771895828000	1.967213115000	-11.139635800000	14.637931160000
2.026825633000	3.886960908000	8.767193504000	2.026825633000	-11.133240280000	14.637961130000
2.086438152000	3.859141099000	8.763227304000	2.086438152000	-11.135588770000	14.637871380000
