SOLend			SOLext										
t	x	y	t	x	y								
0.000000000000	7.927007127000	9.153284473000	0.000000000000	-11.781021640000	13.883211380000								
0.059612518630	7.907794979000	9.151516616000	0.059612518630	-11.779122190000	13.879617800000								
0.119225037300	7.809651164000	9.140473739000	0.119225037300	-11.781092790000	13.880073330000								
0.178837555900	7.739820206000	9.138858244000	0.178837555900	-11.779725710000	13.879731350000								
0.238450074500	7.741157189000	9.137973410000	0.238450074500	-11.779902760000	13.879413410000								
0.298062593100	7.641224912000	9.127212138000	0.298062593100	-11.778853790000	13.879369450000								
0.357675111800	7.586222327000	9.124229200000	0.357675111800	-11.777620170000	13.879343190000								
0.417287630400	7.503027543000	9.120818221000	0.417287630400	-11.779447750000	13.879489360000								
0.476900149000	7.392350878000	9.125940237000	0.476900149000	-11.778434190000	13.878983610000								
0.536512667700	7.164640028000	9.108456067000	0.536512667700	-11.776786620000	13.878754160000								
0.596125186300	7.022882118000	9.086153686000	0.596125186300	-11.777436680000	13.878582710000								
0.655737704900	6.940848326000	9.078610157000	0.655737704900	-11.777202430000	13.878842450000								
0.715350223500	6.801337594000	9.074596849000	0.715350223500	-11.776466030000	13.878551000000								
0.774962742200	6.717413262000	9.072054084000	0.774962742200	-11.777995760000	13.878953360000								
0.834575260800	6.614453992000	9.064625476000	0.834575260800	-11.778305290000	13.879058150000								
0.894187779400	6.510837621000	9.065165033000	0.894187779400	-11.779723360000	13.878929640000								
0.953800298100	6.395908697000	9.063145312000	0.953800298100	-11.779530920000	13.879144910000								
1.013412817000	6.294164643000	9.058188190000	1.013412817000	-11.779943270000	13.878688760000								
1.073025335000	6.220267332000	9.057623096000	1.073025335000	-11.781202340000	13.878913210000								
1.132637854000	6.122019628000	9.059587668000	1.132637854000	-11.781067940000	13.878759400000								
1.192250373000	6.042578107000	9.052632557000	1.192250373000	-11.780760410000	13.878740530000								
1.251862891000	5.893847975000	9.048093075000	1.251862891000	-11.781884110000	13.878921810000								
1.311475410000	5.741630135000	9.034889451000	1.311475410000	-11.782647300000	13.877982300000								
1.371087928000	5.655203413000	9.016103679000	1.371087928000	-11.780538480000	13.878594990000								
1.430700447000	5.585353552000	9.003740035000	1.430700447000	-11.781240550000	13.878447640000								
1.490312966000	5.538183985000	8.998515474000	1.490312966000	-11.781398450000	13.878495370000								
1.549925484000	5.399397867000	8.991236396000	1.549925484000	-11.780406110000	13.878238740000								
1.609538003000	5.265884939000	8.988595968000	1.609538003000	-11.780765840000	13.878442790000								
1.669150522000	5.211701446000	8.982330667000	1.669150522000	-11.779385300000	13.878202160000								
1.728763040000	5.094244794000	8.973357587000	1.728763040000	-11.779971370000	13.878045770000								
1.788375559000	4.895333270000	8.962246933000	1.788375559000	-11.780513230000	13.878380200000								
1.847988077000	4.773597367000	8.935758182000	1.847988077000	-11.779934650000	13.878415650000								
1.907600596000	4.690920642000	8.929842252000	1.907600596000	-11.779950010000	13.878624540000								
1.967213115000	4.625649857000	8.924813128000	1.967213115000	-11.779184980000	13.878531480000								
2.026825633000	4.484103367000	8.918635012000	2.026825633000	-11.778210040000	13.878426720000								
2.086438152000	4.370174416000	8.916387177000	2.086438152000	-11.779410280000	13.878702740000								
2.146050671000	4.291860041000	8.914855034000	2.146050671000	-11.778457810000	13.878630540000								
2.205663189000	4.154091960000	8.909079824000	2.205663189000	-11.776937040000	13.878610000000								
2.265275708000	4.046501830000	8.904575405000	2.265275708000	-11.777594830000	13.878763350000								
2.324888227000	4.020514230000	8.916016497000	2.324888227000	-11.778503420000	13.879133700000								
2.384500745000	4.036923039000	8.918813864000	2.384500745000	-11.778642960000	13.879200160000								
2.444113264000	4.013066719000	8.922775880000	2.444113264000	-11.778523270000	13.879175400000								
2.503725782000	3.956541336000	8.921979085000	2.503725782000	-11.780157640000	13.879360730000								
2.563338301000	3.957831762000	8.924365961000	2.563338301000	-11.779537020000	13.879666840000								
2.622950820000	3.954382360000	8.925853395000	2.622950820000	-11.779799380000	13.879798950000								
2.682563338000	3.934415818000	8.927048562000	2.682563338000	-11.779555860000	13.879770640000								
2.742175857000	3.966742449000	8.926349280000	2.742175857000	-11.780382030000	13.879871760000								
2.801788376000	3.901821031000	8.925881497000	2.801788376000	-11.779908010000	13.879434720000								
2.861400894000	3.916364733000	8.927967395000	2.861400894000	-11.779234770000	13.879659400000								
2.921013413000	3.961986742000	8.927200278000	2.921013413000	-11.780496850000	13.879711240000								
2.980625931000	3.957679505000	8.926868998000	2.980625931000	-11.779755520000	13.879759400000								
3.040238450000	3.954724364000	8.927412416000	3.040238450000	-11.779440370000	13.879846850000								
3.099850969000	3.956009065000	8.927922959000	3.099850969000	-11.780135540000	13.879860820000								
3.159463487000	3.948136083000	8.927631913000	3.159463487000	-11.780331890000	13.879992840000								
3.219076006000	3.955462173000	8.927055402000	3.219076006000	-11.780688960000	13.879674740000								
3.278688525000	4.030832103000	8.928285850000	3.278688525000	-11.780325820000	13.879973630000								
3.338301043000	4.118723783000	8.932201267000	3.338301043000	-11.780365770000	13.879599110000								
3.397913562000	4.207039291000	8.938856170000	3.397913562000	-11.780873460000	13.879822760000								
3.457526080000	4.266460826000	8.945778106000	3.457526080000	-11.780915720000	13.879987490000								
3.517138599000	4.376949146000	8.952520219000	3.517138599000	-11.781910010000	13.879879550000								
3.576751118000	4.415670877000	8.946323307000	3.576751118000	-11.781941470000	13.879826700000								
3.636363636000	4.469041041000	8.954994703000	3.636363636000	-11.782432490000	13.879607600000								
3.695976155000	4.545629411000	8.954065668000	3.695976155000	-11.782286530000	13.880107530000								
3.755588674000	4.786742262000	8.977741294000	3.755588674000	-11.783403330000	13.880216430000								
3.815201192000	4.883828059000	8.992939106000	3.815201192000	-11.782803150000	13.879923930000								
3.874813711000	4.993060927000	9.006201590000	3.874813711000	-11.783150060000	13.880056700000								
3.934426230000	5.130940633000	9.015350615000	3.934426230000	-11.783415690000	13.880237060000								
3.994038748000	5.197414758000	9.015786091000	3.994038748000	-11.783046990000	13.880046140000								
4.053651267000	5.322887804000	9.021448141000	4.053651267000	-11.783570180000	13.879853820000								
4.113263785000	5.448207438000	9.023610897000	4.113263785000	-11.783551680000	13.880275690000								
4.172876304000	5.530973282000	9.025549479000	4.172876304000	-11.783379630000	13.880118330000								
4.232488823000	5.657045292000	9.032817104000	4.232488823000	-11.782655750000	13.880048040000								
4.292101341000	5.756538180000	9.027511632000	4.292101341000	-11.781038050000	13.880267700000								
4.351713860000	5.879172286000	9.032794446000	4.351713860000	-11.781948650000	13.879827120000								
4.411326379000	5.959062190000	9.032551397000	4.411326379000	-11.779582720000	13.880062160000								
4.470938897000	6.052462621000	9.026948342000	4.470938897000	-11.779993020000	13.880010230000								
4.530551416000	6.159162986000	9.020050883000	4.530551416000	-11.780402410000	13.879867380000								
4.590163934000	6.206099036000	9.022191391000	4.590163934000	-11.780473870000	13.879818720000								
4.649776453000	6.299291803000	9.024607966000	4.649776453000	-11.779476560000	13.880035500000								
4.709388972000	6.409637123000	9.032960675000	4.709388972000	-11.781280880000	13.879718030000								
4.769001490000	6.497216285000	9.029003014000	4.769001490000	-11.781574850000	13.879762940000								
4.828614009000	6.595634973000	9.027371072000	4.828614009000	-11.782392530000	13.880030780000								
4.888226528000	6.623727394000	9.031073461000	4.888226528000	-11.783695400000	13.880075660000								
4.947839046000	6.695854134000	9.032210809000	4.947839046000	-11.785436870000	13.879826310000								
5.007451565000	6.780701240000	9.030284488000	5.007451565000	-11.783512830000	13.879893030000								
5.067064083000	6.807530045000	9.024625028000	5.067064083000	-11.784548550000	13.879945420000								
5.126676602000	6.904923119000	9.025503956000	5.126676602000	-11.784572910000	13.879914030000								
5.186289121000	6.963195769000	9.026661817000	5.186289121000	-11.784776010000	13.879776860000								
5.245901639000	7.088289943000	9.029455376000	5.245901639000	-11.783769110000	13.879736720000								
