CALinsMM			CALext		
t	x	y	t	x	y
0.000000000000	24.125886770000	4.738267335000	0.000000000000	-17.224677830000	15.063985030000
0.018340210910	24.124582260000	4.738403675000	0.018340210910	-17.224718850000	15.063520380000
0.036680421820	24.129550040000	4.739511559000	0.036680421820	-17.224150300000	15.063035000000
0.055020632740	24.128388670000	4.739722648000	0.055020632740	-17.225224950000	15.063698870000
0.073360843650	24.127604960000	4.740292799000	0.073360843650	-17.225007000000	15.063455610000
0.091701054560	24.130760360000	4.739244006000	0.091701054560	-17.224569580000	15.063436670000
0.110041265500	24.127755940000	4.738334652000	0.110041265500	-17.223925960000	15.063605480000
0.128381476400	24.126292160000	4.738800299000	0.128381476400	-17.225329050000	15.063445320000
0.146721687300	24.126865960000	4.739372018000	0.146721687300	-17.224503860000	15.063774280000
0.165061898200	24.130090230000	4.739135488000	0.165061898200	-17.223696950000	15.063716830000
0.183402109100	24.130712240000	4.739326680000	0.183402109100	-17.224007720000	15.063936030000
0.201742320000	24.129658930000	4.739347387000	0.201742320000	-17.224034680000	15.063877430000
0.220082530900	24.126701390000	4.738501941000	0.220082530900	-17.224952020000	15.063805590000
0.238422741900	24.128300380000	4.739408786000	0.238422741900	-17.224287870000	15.063540920000
0.256762952800	24.129182170000	4.739143903000	0.256762952800	-17.224434890000	15.063733120000
0.275103163700	24.130009160000	4.738571308000	0.275103163700	-17.223383860000	15.063525420000
0.293443374600	24.127203620000	4.737929821000	0.293443374600	-17.223746790000	15.063605560000
0.311783585500	24.127056050000	4.737676498000	0.311783585500	-17.224646690000	15.063611740000
0.330123796400	24.126442760000	4.739458774000	0.330123796400	-17.223996220000	15.063423630000
0.348464007300	24.131062630000	4.740881474000	0.348464007300	-17.223415070000	15.063738470000
0.366804218200	24.129248090000	4.740880269000	0.366804218200	-17.223979050000	15.063841280000
0.385144429200	24.126878120000	4.740458735000	0.385144429200	-17.223472540000	15.063569840000
0.403484640100	24.126657670000	4.739948762000	0.403484640100	-17.224344080000	15.063614780000
0.421824851000	24.125021830000	4.740039096000	0.421824851000	-17.224134680000	15.063811310000
0.440165061900	24.126175310000	4.740116719000	0.440165061900	-17.224031660000	15.063848740000
0.458505272800	24.127970710000	4.740131885000	0.458505272800	-17.224613640000	15.063587640000
0.476845483700	24.127425180000	4.738686385000	0.476845483700	-17.223768890000	15.063799010000
0.495185694600	24.126562150000	4.738259692000	0.495185694600	-17.223801950000	15.063790610000
0.513525905500	24.122891650000	4.738173821000	0.513525905500	-17.224075660000	15.063826690000
0.531866116500	24.120534440000	4.738332018000	0.531866116500	-17.223975900000	15.063699400000
0.550206327400	24.125493770000	4.738045127000	0.550206327400	-17.224724360000	15.063816980000
0.568546538300	24.125583340000	4.738426449000	0.568546538300	-17.224008600000	15.063508760000
0.586886749200	24.125921200000	4.738564711000	0.586886749200	-17.224288230000	15.063462470000
0.605226960100	24.125361580000	4.737854485000	0.605226960100	-17.224760010000	15.063680150000
0.623567171000	24.127755040000	4.737687454000	0.623567171000	-17.224397810000	15.063755180000
0.641907381900	24.130068120000	4.737892397000	0.641907381900	-17.224530960000	15.063732000000
0.660247592800	24.129711660000	4.737781076000	0.660247592800	-17.224550650000	15.063742640000
0.678587803800	24.128105750000	4.737643064000	0.678587803800	-17.224626470000	15.063708950000
0.696928014700	24.131431960000	4.738433088000	0.696928014700	-17.224176380000	15.063783640000
0.715268225600	24.132459560000	4.738540914000	0.715268225600	-17.223941040000	15.063642540000
0.733608436500	24.130832010000	4.738487905000	0.733608436500	-17.223868760000	15.063718670000
0.751948647400	24.133196060000	4.738088107000	0.751948647400	-17.224405220000	15.063829610000
0.770288858300	24.130539470000	4.738919876000	0.770288858300	-17.223893270000	15.063371050000
0.788629069200	24.129054290000	4.739518196000	0.788629069200	-17.223533070000	15.063687940000
