GMfas			GMext		
t	x	y	t	x	y
0.0000000000	20.2783396800	0.4462213849	0.0000000000	48.8970951300	11.2153502700
0.0186282180	20.2774065100	0.4462982523	0.0186282180	48.8966815800	11.2152133100
0.0372564361	20.2775775200	0.4463826954	0.0372564361	48.8970107000	11.2151358700
0.0558846541	20.2772211700	0.4462856474	0.0558846541	48.8967311100	11.2152045300
0.0745128721	20.2772454500	0.4460770973	0.0745128721	48.8967485200	11.2151015200
0.0931410901	20.2761455000	0.4461952291	0.0931410901	48.8969805400	11.2151318800
0.1117693081	20.2779348600	0.4459934837	0.1117693081	48.8965305100	11.2151637900
0.1303975262	20.2772561000	0.4459845548	0.1303975262	48.8967538800	11.2150511800
0.1490257442	20.2779189000	0.4459419784	0.1490257442	48.8967103800	11.2150883600
0.1676539622	20.2774183700	0.4456881006	0.1676539622	48.8962840800	11.2151357400
0.1862821802	20.2777372200	0.4457157852	0.1862821802	48.8968088800	11.2150097600
0.2049103983	20.2779483900	0.4457715552	0.2049103983	48.8963536800	11.2148665700
0.2235386163	20.2784218500	0.4458802708	0.2235386163	48.8966451300	11.2149374000
0.2421668343	20.2782484500	0.4453709040	0.2421668343	48.8966817600	11.2151188800
0.2607950523	20.2783495100	0.4458855871	0.2607950523	48.8964921800	11.2149855500
0.2794232704	20.2782468900	0.4460214141	0.2794232704	48.8965188400	11.2149786200
0.2980514884	20.2781999100	0.4454529892	0.2980514884	48.8968390000	11.2149516400
0.3166797064	20.2785083700	0.4459326135	0.3166797064	48.8962727700	11.2150215700
0.3353079244	20.2785625800	0.4457323386	0.3353079244	48.8964440900	11.2150069900
0.3539361425	20.2781735600	0.4456376572	0.3539361425	48.8960847700	11.2150220500
0.3725643605	20.2782763700	0.4460498816	0.3725643605	48.8966085100	11.2151218100
0.3911925785	20.2781216800	0.4457178433	0.3911925785	48.8965237900	11.2149635500
0.4098207965	20.2795280600	0.4455147655	0.4098207965	48.8967113500	11.2149099900
0.4284490146	20.2783348800	0.4456083625	0.4284490146	48.8964963200	11.2150051600
0.4470772326	20.2787607200	0.4454162380	0.4470772326	48.8964392600	11.2150732600
0.4657054506	20.2784190000	0.4452891359	0.4657054506	48.8963041600	11.2151440800
0.4843336686	20.2783296400	0.4454093599	0.4843336686	48.8969103500	11.2148959100
0.5029618867	20.2779664900	0.4454243432	0.5029618867	48.8964984400	11.2148031800
0.5215901047	20.2797195300	0.4453338913	0.5215901047	48.8961312300	11.2149016000
0.5402183227	20.2793610200	0.4453334262	0.5402183227	48.8962688300	11.2149789400
0.5588465407	20.2796766900	0.4453871086	0.5588465407	48.8963561400	11.2149932300
0.5774747588	20.2791319700	0.4450956773	0.5774747588	48.8963045500	11.2147822800
0.5961029768	20.2791810000	0.4454614144	0.5961029768	48.8960632600	11.2151006700
0.6147311948	20.2781762700	0.4453234676	0.6147311948	48.8968106100	11.2147838400
0.6333594128	20.2792549500	0.4453392146	0.6333594128	48.8965062300	11.2148849600
0.6519876309	20.2787779000	0.4453246117	0.6519876309	48.8962272900	11.2147648400
0.6706158489	20.2779423100	0.4454774045	0.6706158489	48.8963143900	11.2147462000
0.6892440669	20.2782575700	0.4448844548	0.6892440669	48.8966426300	11.2147213700
0.7078722849	20.2778764200	0.4452437756	0.7078722849	48.8962255700	11.2147598600
0.7265005030	20.2784310000	0.4450331027	0.7265005030	48.8965367300	11.2146788700
0.7451287210	20.2779515200	0.4452459423	0.7451287210	48.8963922900	11.2145829100
0.7637569390	20.2788319700	0.4448709620	0.7637569390	48.8959883600	11.2147071300
0.7823851570	20.2787995000	0.4449426599	0.7823851570	48.8963441000	11.2148157600
0.8010133751	20.2771690800	0.4451168899	0.8010133751	48.8963250600	11.2147455100
0.8196415931	20.2785385500	0.4452581550	0.8196415931	48.8961730600	11.2148302500
0.8382698111	20.2773307000	0.4452065810	0.8382698111	48.8957786200	11.2145619700
0.8568980291	20.2676964100	0.4443777973	0.8568980291	48.8964109400	11.2146849200
0.8755262472	20.2503669900	0.4434336458	0.8755262472	48.8955423300	11.2147588000
0.8941544652	20.1199490900	0.4056568906	0.8941544652	48.8956201800	11.2151005300
0.9127826832	19.9492027100	0.3269425383	0.9127826832	48.8934536200	11.2160616100
0.9314109012	19.7891453300	0.2661606465	0.9314109012	48.8919188400	11.2170593800
0.9500391193	19.7000983400	0.2307494007	0.9500391193	48.8914734700	11.2190255100
0.9686673373	19.6379405300	0.2281309959	0.9686673373	48.8889061500	11.2201824000
0.9872955553	19.3687074000	0.2690496185	0.9872955553	48.8888120900	11.2236332200
1.0059237730	19.1576285500	0.2858418810	1.0059237730	48.8875321100	11.2260554200
1.0245519910	18.9164536800	0.3278403473	1.0245519910	48.8850297000	11.2310922000
1.0431802090	18.6825301500	0.3894175612	1.0431802090	48.8846069400	11.2335394600
1.0618084270	18.5151688000	0.4192040815	1.0618084270	48.8840373600	11.2395194500
1.0804366450	18.3719037400	0.4324740292	1.0804366450	48.8836923900	11.2409587600
