CALbump2			CALext		
5.007451565	17.64956021	10.83560952	5.007451565	8.099468862	14.77342061
5.067064083	17.64935016	10.83603187	5.067064083	8.09984611	14.77477219
5.126676602	17.65737918	10.83707903	5.126676602	8.097653932	14.77348865
5.186289121	17.65278456	10.83794314	5.186289121	8.091804984	14.77565734
5.245901639	17.6405945	10.83671794	5.245901639	8.094678321	14.776349
5.305514158	17.62458138	10.83268271	5.305514158	8.091511519	14.77570309
5.365126677	17.63570668	10.81723015	5.365126677	8.091966221	14.77698964
5.424739195	17.64051157	10.81620487	5.424739195	8.092796937	14.77552969
5.484351714	17.65474483	10.80483065	5.484351714	8.08883816	14.77606584
5.543964232	17.65524668	10.79271538	5.543964232	8.092133784	14.77604572
5.603576751	17.65803861	10.78209554	5.603576751	8.090328049	14.77683672
5.66318927	17.64877159	10.79213753	5.66318927	8.089689321	14.77628633
5.722801788	17.64505751	10.7931004	5.722801788	8.084803139	14.77724784
5.782414307	17.64275618	10.78883272	5.782414307	8.083114912	14.77889083
5.842026826	17.64897843	10.77706889	5.842026826	8.085912663	14.77679388
5.901639344	17.64852956	10.77456493	5.901639344	8.086721819	14.77899946
5.961251863	17.66275592	10.76679388	5.961251863	8.085843803	14.77803455
6.020864382	17.66200149	10.76584847	6.020864382	8.087948937	14.77727726
6.0804769	17.66345984	10.75988131	6.0804769	8.089809683	14.77744237
6.140089419	17.67297401	10.75601984	6.140089419	8.098071238	14.77795572
6.199701937	17.67004597	10.75399122	6.199701937	8.098416359	14.77839856
6.259314456	17.66388499	10.76000219	6.259314456	8.097018848	14.77929703
6.318926975	17.66444529	10.7601796	6.318926975	8.086930579	14.78139371
6.378539493	17.66070593	10.75572088	6.378539493	8.095953469	14.78101097
6.438152012	17.667664	10.75692663	6.438152012	8.096927227	14.78128467
6.497764531	17.66600166	10.75933108	6.497764531	8.10512338	14.7807416
6.557377049	17.6652919	10.76127326	6.557377049	8.097453533	14.78080034
6.616989568	17.66584044	10.75951176	6.616989568	8.098705715	14.78101453
6.676602086	17.66950373	10.75834084	6.676602086	8.092733295	14.78062627
6.736214605	17.66832646	10.75821083	6.736214605	8.102388822	14.78077058
6.795827124	17.65953996	10.76247467	6.795827124	8.087489906	14.78255565
6.855439642	17.64433918	10.7646986	6.855439642	8.074573911	14.78249069
6.915052161	17.63069482	10.76451391	6.915052161	8.068108126	14.7864118
6.97466468	17.61924078	10.76220362	6.97466468	8.037162296	14.78579631
7.034277198	17.60797341	10.75719915	7.034277198	8.004610518	14.78720681
7.093889717	17.54570333	10.75880867	7.093889717	8.003795935	14.78583038
7.153502235	17.52098226	10.7603439	7.153502235	7.96145981	14.78995037
7.213114754	17.48841344	10.76370746	7.213114754	7.929292271	14.79313805
7.272727273	17.44046446	10.76367102	7.272727273	7.852587771	14.79248875
7.332339791	17.37988416	10.76625705	7.332339791	7.790069388	14.79759788
7.39195231	17.35254451	10.7676448	7.39195231	7.788491641	14.81191574
7.451564829	17.36244037	10.76349296	7.451564829	7.76197009	14.79911631
7.511177347	17.35575563	10.76186542	7.511177347	7.793134422	14.8125602
7.570789866	17.34954705	10.75962784	7.570789866	7.818874195	14.7961913
7.630402385	17.34396195	10.75919522	7.630402385	7.826493832	14.79032136
7.690014903	17.30960968	10.76183427	7.690014903	7.816448626	14.79406139
7.749627422	17.26094896	10.76180938	7.749627422	7.861187042	14.78206068
7.80923994	17.2162093	10.76138016	7.80923994	7.891867812	14.77924682
7.868852459	17.18608504	10.760805	7.868852459	7.780885022	14.78355956
7.928464978	17.18127079	10.75452593	7.928464978	7.756386516	14.78441138
7.988077496	17.15437196	10.75135954	7.988077496	7.760509014	14.78146787
8.047690015	17.12534293	10.74697839	8.047690015	7.778929604	14.7784383
8.107302534	17.08508756	10.71643123	8.107302534	7.790784346	14.77976477
8.166915052	17.08561537	10.69176424	8.166915052	7.790330991	14.78093519
8.226527571	17.08904215	10.69046986	8.226527571	7.821931636	14.77865649
8.286140089	17.06598393	10.69293456	8.286140089	7.801684327	14.7779305
8.345752608	17.03179354	10.6982122	8.345752608	7.771221849	14.77903953
8.405365127	16.96029728	10.71450228	8.405365127	7.749131114	14.77838067
8.464977645	16.94462088	10.70493338	8.464977645	7.743402614	14.78127896
8.524590164	16.91446316	10.70400998	8.524590164	7.734099266	14.78013224
8.584202683	16.91177499	10.70774115	8.584202683	7.707864198	14.78283402
8.643815201	16.89923796	10.705458	8.643815201	7.713490834	14.7837559
8.70342772	16.90617741	10.69439656	8.70342772	7.695658139	14.78384886
8.763040238	16.90549566	10.69314365	8.763040238	7.710422255	14.78745454
8.822652757	16.90550839	10.6896801	8.822652757	7.705605936	14.78778709
8.882265276	16.8936875	10.69534571	8.882265276	7.705256221	14.78904029
8.941877794	16.88765481	10.70988315	8.941877794	7.68011456	14.79211228
9.001490313	16.89320667	10.70439455	9.001490313	7.677105558	14.78639367
9.061102832	16.89972286	10.70220529	9.061102832	7.678936277	14.78760475
9.12071535	16.91852215	10.69833552	9.12071535	7.689556702	14.78679028
9.180327869	16.93065866	10.69494716	9.180327869	7.699388278	14.78359127
9.239940387	16.93679971	10.68948514	9.239940387	7.687220652	14.7839488
9.299552906	16.92531078	10.70045636	9.299552906	7.684740503	14.78582212
9.359165425	16.89855269	10.71744759	9.359165425	7.662317833	14.78538134
9.418777943	16.8901424	10.74948857	9.418777943	7.643766308	14.78913991
9.478390462	16.90930222	10.75162229	9.478390462	7.648367152	14.78530628
9.538002981	16.90899867	10.75424666	9.538002981	7.649528503	14.78491271
9.597615499	16.90815888	10.75748119	9.597615499	7.646522229	14.78289535
9.657228018	16.91273145	10.75772332	9.657228018	7.644257781	14.78116389
9.716840537	16.90480161	10.76097596	9.716840537	7.64726185	14.77976473
9.776453055	16.90816131	10.76162881	9.776453055	7.640518778	14.78043668
9.836065574	16.90076045	10.76023645	9.836065574	7.64168939	14.78174937
9.895678092	16.89854355	10.76046698	9.895678092	7.648480629	14.78195393
9.955290611	16.90822233	10.76141164	9.955290611	7.642177441	14.7816712
10.01490313	16.9097178	10.76294791	10.01490313	7.645109324	14.78439662
10.07451565	16.89550813	10.76839971	10.07451565	7.64660859	14.78652051
10.13412817	16.91769384	10.768659	10.13412817	7.658471052	14.78000167
10.19374069	16.91150698	10.76860925	10.19374069	7.653727979	14.77764376
10.2533532	16.91611651	10.76602561	10.2533532	7.660513301	14.77050299
10.31296572	16.91266981	10.76888369	10.31296572	7.653682239	14.77357579
10.37257824	16.91571758	10.76772562	10.37257824	7.666336858	14.77173747
10.43219076	16.91283162	10.76933068	10.43219076	7.664558268	14.77272896
10.49180328	16.90683908	10.77245276	10.49180328	7.65785461	14.77319342
10.5514158	16.91424506	10.77036566	10.5514158	7.664284742	14.76613059
10.61102832	16.92017519	10.77188781	10.61102832	7.67156707	14.77042435
10.67064083	16.93433096	10.76926874	10.67064083	7.667016786	14.76954168
10.73025335	16.94264721	10.76887062	10.73025335	7.67231022	14.77183065
10.78986587	16.93010601	10.76818548	10.78986587	7.665587906	14.77166789
10.84947839	16.92709491	10.76642903	10.84947839	7.672643325	14.77366509
10.90909091	16.91894563	10.77104958	10.90909091	7.66538161	14.77301524
10.96870343	16.93302601	10.77224765	10.96870343	7.665760446	14.77161922
11.02831595	16.93090509	10.76412912	11.02831595	7.665838996	14.77251545
11.08792846	16.95021136	10.76502937	11.08792846	7.671778821	14.77251351
11.14754098	17.00476123	10.76307792	11.14754098	7.670635141	14.77399584
11.2071535	17.00962442	10.76446821	11.2071535	7.672344969	14.77399245
11.26676602	17.0271715	10.76278013	11.26676602	7.676542516	14.77257916
11.32637854	17.05192808	10.76066714	11.32637854	7.676961812	14.77155313
11.38599106	17.06056669	10.76120101	11.38599106	7.678070027	14.77011244
11.44560358	17.06112914	10.75931127	11.44560358	7.665847814	14.77443255
11.5052161	17.05409282	10.76233812	11.5052161	7.665530276	14.7733223
11.56482861	17.06075406	10.76121215	11.56482861	7.672180905	14.77542464
11.62444113	17.07862729	10.75802594	11.62444113	7.667199768	14.77283671
11.68405365	17.08370035	10.75496218	11.68405365	7.672301823	14.77345723
11.74366617	17.13304466	10.75692199	11.74366617	7.668012666	14.772241
11.80327869	17.15632782	10.75970949	11.80327869	7.670218893	14.77196082
11.86289121	17.19053556	10.75940595	11.86289121	7.682569929	14.77468844
11.92250373	17.22729139	10.76289219	11.92250373	7.683815108	14.77319363
11.98211624	17.21444573	10.76414673	11.98211624	7.675781988	14.77315477
12.04172876	17.18727863	10.76812853	12.04172876	7.669522731	14.775243
12.10134128	17.19988316	10.76754609	12.10134128	7.666792728	14.77330518
12.1609538	17.19760577	10.76567389	12.1609538	7.677382351	14.77605191
12.22056632	17.2066764	10.76644154	12.22056632	7.670748399	14.77341028
12.28017884	17.20728557	10.76498963	12.28017884	7.674756425	14.77285723
12.33979136	17.20550302	10.7617116	12.33979136	7.675392068	14.77389819
12.39940387	17.20503547	10.75703955	12.39940387	7.680129907	14.77445301
12.45901639	17.20636384	10.75431347	12.45901639	7.687517306	14.77412493
12.51862891	17.2079388	10.75748147	12.51862891	7.673757575	14.77431838
12.57824143	17.22027978	10.75894748	12.57824143	7.674313603	14.77520457
12.63785395	17.22108543	10.7585582	12.63785395	7.668272237	14.77379598
12.69746647	17.22221027	10.75819684	12.69746647	7.678008066	14.77559566
12.75707899	17.21878443	10.75770049	12.75707899	7.675597045	14.77428859
12.81669151	17.21729394	10.75855031	12.81669151	7.666812307	14.77459785
12.87630402	17.21721237	10.75834737	12.87630402	7.674429649	14.77485983
12.93591654	17.22140908	10.75784294	12.93591654	7.670328308	14.77594952
12.99552906	17.20800992	10.75413582	12.99552906	7.658699684	14.77309965
13.05514158	17.19448617	10.74534753	13.05514158	7.659044577	14.77280186
13.1147541	17.1720008	10.74711175	13.1147541	7.661464513	14.77583871
13.17436662	17.193621	10.74812853	13.17436662	7.659182524	14.77351588
13.23397914	17.20648857	10.74922396	13.23397914	7.657268456	14.77496208
13.29359165	17.20986401	10.7540909	13.29359165	7.650394868	14.77645221
13.35320417	17.20210398	10.76018096	13.35320417	7.660569173	14.77731584
13.41281669	17.21939183	10.76079692	13.41281669	7.654969968	14.77744917
13.47242921	17.21519554	10.76370474	13.47242921	7.652421131	14.77728061
13.53204173	17.22315701	10.76029535	13.53204173	7.650713802	14.77631974
13.59165425	17.23029938	10.75311258	13.59165425	7.654592605	14.7766037
13.65126677	17.22509465	10.74634235	13.65126677	7.652574472	14.77682704
13.71087928	17.2148052	10.74085716	13.71087928	7.661909584	14.77611013
13.7704918	17.20569406	10.7482896	13.7704918	7.654737449	14.77605596
13.83010432	17.19445718	10.75685216	13.83010432	7.655864627	14.77577711
13.88971684	17.19312717	10.7601978	13.88971684	7.650443463	14.77625699
13.94932936	17.20653787	10.75705136	13.94932936	7.653453798	14.77663073
14.00894188	17.21102606	10.75317198	14.00894188	7.647309174	14.77943968
14.0685544	17.23005691	10.74331833	14.0685544	7.647402304	14.77798474
14.12816692	17.22767573	10.75147638	14.12816692	7.651538282	14.78065585
14.18777943	17.22809153	10.75441337	14.18777943	7.650394852	14.78170713
14.24739195	17.23061089	10.75621311	14.24739195	7.647257637	14.78125945
14.30700447	17.22718513	10.75744161	14.30700447	7.642520045	14.78179227
14.36661699	17.21842242	10.75770701	14.36661699	7.65021115	14.78363848
14.42622951	17.21752831	10.75299003	14.42622951	7.650986475	14.78426642
14.48584203	17.21064734	10.75561787	14.48584203	7.649971121	14.78361236
14.54545455	17.21076191	10.75661538	14.54545455	7.659198503	14.78373147
14.60506706	17.20346579	10.75663813	14.60506706	7.64871974	14.78556246
14.66467958	17.19750386	10.75710476	14.66467958	7.634787761	14.78562711
14.7242921	17.19192221	10.75369361	14.7242921	7.634495106	14.78786336
14.78390462	17.1871371	10.75474967	14.78390462	7.637022686	14.79061013
14.84351714	17.18687145	10.75130949	14.84351714	7.622239432	14.79268691
14.90312966	17.1801243	10.7517042	14.90312966	7.611689603	14.79837801
14.96274218	17.15704532	10.75085197	14.96274218	7.588053901	14.80272919
15.02235469	17.17251528	10.74673104	15.02235469	7.610597482	14.79514029
			15.08196721	7.658826701	14.77415364
			15.14157973	7.662732965	14.76362558
			15.20119225	7.648286511	14.74227675
			15.26080477	7.571737651	14.74654785
			15.32041729	7.526550492	14.72051277
			15.38002981	7.577021175	14.73052293
			15.43964232	7.574038023	14.73038977
			15.49925484	7.610691698	14.72833622
			15.55886736	7.647540384	14.72491125
