CALinsBEST			CALext		
t	x	y	t	x	y
0.000000000000	20.514290270000	7.483867861000	0.000000000000	-6.905225195000	14.679873420000
0.059612518630	20.515122070000	7.483188851000	0.059612518630	-6.906640375000	14.677398410000
0.119225037300	20.514403210000	7.483075670000	0.119225037300	-6.904160026000	14.678163040000
0.178837555900	20.513147450000	7.482988774000	0.178837555900	-6.906122955000	14.678307290000
0.238450074500	20.515998530000	7.484219617000	0.238450074500	-6.902848130000	14.678877480000
0.298062593100	20.517402200000	7.483360136000	0.298062593100	-6.904411676000	14.677714680000
0.357675111800	20.517779230000	7.484387443000	0.357675111800	-6.905617020000	14.678296440000
0.417287630400	20.518590120000	7.484566655000	0.417287630400	-6.904651629000	14.677822970000
0.476900149000	20.519186020000	7.485181570000	0.476900149000	-6.904943197000	14.678908630000
0.536512667700	20.514308270000	7.483209980000	0.536512667700	-6.901401526000	14.678252170000
0.596125186300	20.512495730000	7.483690863000	0.596125186300	-6.907472053000	14.679387370000
0.655737704900	20.513962360000	7.484075333000	0.655737704900	-6.907907719000	14.679263960000
0.715350223500	20.517063570000	7.485522837000	0.715350223500	-6.906139871000	14.679326060000
0.774962742200	20.512531120000	7.484650824000	0.774962742200	-6.906041838000	14.679105560000
0.834575260800	20.488089170000	7.479835824000	0.834575260800	-6.903212860000	14.680316620000
0.894187779400	20.425156590000	7.471578193000	0.894187779400	-6.907596460000	14.679884680000
0.953800298100	20.395583030000	7.477971746000	0.953800298100	-6.906904711000	14.680839940000
1.013412817000	20.397969430000	7.485172746000	1.013412817000	-6.909292594000	14.679134780000
1.073025335000	20.380203900000	7.486732323000	1.073025335000	-6.910291329000	14.679979460000
1.132637854000	20.380268720000	7.486725328000	1.132637854000	-6.904098709000	14.679827250000
1.192250373000	20.388823330000	7.486567617000	1.192250373000	-6.900065177000	14.679413050000
1.251862891000	20.405943610000	7.486844581000	1.251862891000	-6.904728274000	14.681871610000
1.311475410000	20.428026440000	7.489807944000	1.311475410000	-6.907308587000	14.679456440000
1.371087928000	20.456239610000	7.489195034000	1.371087928000	-6.905004948000	14.679175220000
1.430700447000	20.460876260000	7.490234753000	1.430700447000	-6.905117988000	14.680223080000
1.490312966000	20.463174880000	7.489726764000	1.490312966000	-6.905764520000	14.679197080000
1.549925484000	20.461999970000	7.487707609000	1.549925484000	-6.904268713000	14.679279810000
1.609538003000	20.482140660000	7.489932291000	1.609538003000	-6.907503432000	14.679366650000
1.669150522000	20.507022970000	7.489372523000	1.669150522000	-6.903672985000	14.682302240000
1.728763040000	20.502022090000	7.488225686000	1.728763040000	-6.898796177000	14.682312290000
1.788375559000	20.487544010000	7.485063270000	1.788375559000	-6.903803519000	14.679096000000
1.847988077000	20.490174130000	7.483354910000	1.847988077000	-6.904244781000	14.681756530000
1.907600596000	20.484419460000	7.480222767000	1.907600596000	-6.895935221000	14.682693490000
1.967213115000	20.489218340000	7.476186776000	1.967213115000	-6.890640753000	14.682620550000
2.026825633000	20.491548180000	7.473949572000	2.026825633000	-6.894866096000	14.681094300000
2.086438152000	20.501661210000	7.477947787000	2.086438152000	-6.893247672000	14.683759070000
2.146050671000	20.515830200000	7.477454359000	2.146050671000	-6.893278738000	14.686411330000
2.205663189000	20.514834320000	7.477320290000	2.205663189000	-6.888638869000	14.682569890000
2.265275708000	20.536445780000	7.484821746000	2.265275708000	-6.897090124000	14.684999950000
2.324888227000	20.551485630000	7.492857942000	2.324888227000	-6.889868907000	14.683741650000
2.384500745000	20.675545910000	7.498092560000	2.384500745000	-6.889518811000	14.683483330000
2.444113264000	20.730344990000	7.492561666000	2.444113264000	-6.892263264000	14.682337720000
2.503725782000	20.729163590000	7.481421330000	2.503725782000	-6.892885512000	14.683171980000
2.563338301000	20.702380490000	7.477237948000	2.563338301000	-6.897757512000	14.682453970000
2.622950820000	20.690391320000	7.479312889000	2.622950820000	-6.903540913000	14.679171980000
2.682563338000	20.661999920000	7.476444283000	2.682563338000	-6.897697549000	14.678987530000
2.742175857000	20.671015770000	7.477775208000	2.742175857000	-6.902167665000	14.678894480000
2.801788376000	20.680367810000	7.480068890000	2.801788376000	-6.899389847000	14.678447540000
2.861400894000	20.687946090000	7.483880946000	2.861400894000	-6.892804106000	14.681362630000
2.921013413000	20.689368490000	7.483816283000	2.921013413000	-6.888943646000	14.679367510000
2.980625931000	20.733586650000	7.484602801000	2.980625931000	-6.899570591000	14.679192390000
3.040238450000	20.822419070000	7.492801897000	3.040238450000	-6.892101243000	14.676522890000
3.099850969000	20.821638780000	7.490204694000	3.099850969000	-6.892312068000	14.678821200000
3.159463487000	20.845905420000	7.487783467000	3.159463487000	-6.895836645000	14.678645230000
3.219076006000	20.850715270000	7.492686222000	3.219076006000	-6.894900436000	14.679634810000
3.278688525000	20.911901490000	7.498333361000	3.278688525000	-6.898546815000	14.679606880000
3.338301043000	20.957985530000	7.501511487000	3.338301043000	-6.900828635000	14.681435080000
3.397913562000	20.991725420000	7.500833378000	3.397913562000	-6.901111260000	14.681313980000
3.457526080000	20.995146100000	7.501037223000	3.457526080000	-6.908209083000	14.683248750000
3.517138599000	20.989049600000	7.496611368000	3.517138599000	-6.899902520000	14.681037480000
3.576751118000	21.032333810000	7.499228606000	3.576751118000	-6.900175465000	14.678876820000
3.636363636000	21.118541580000	7.515545459000	3.636363636000	-6.897178797000	14.681967700000
3.695976155000	21.106090890000	7.540446651000	3.695976155000	-6.893524476000	14.679816350000
3.755588674000	21.040213200000	7.539854846000	3.755588674000	-6.902736129000	14.679100130000
3.815201192000	20.993334300000	7.540995199000	3.815201192000	-6.909514571000	14.674922480000
3.874813711000	20.936790210000	7.528014953000	3.874813711000	-6.914725727000	14.675636860000
3.934426230000	20.938053860000	7.535182205000	3.934426230000	-6.913296666000	14.675101430000
3.994038748000	20.947739650000	7.544855000000	3.994038748000	-6.910217226000	14.675630380000
4.053651267000	20.948696930000	7.546674021000	4.053651267000	-6.912195045000	14.676517740000
4.113263785000	20.959792790000	7.552201332000	4.113263785000	-6.912127847000	14.676685490000
4.172876304000	20.964446070000	7.553681238000	4.172876304000	-6.905761140000	14.675246650000
4.232488823000	20.968364170000	7.555112504000	4.232488823000	-6.907379350000	14.675436710000
4.292101341000	20.967548080000	7.554421303000	4.292101341000	-6.909031340000	14.677083430000
4.351713860000	20.963533020000	7.553609376000	4.351713860000	-6.902957884000	14.672952330000
4.411326379000	20.964340720000	7.554790943000	4.411326379000	-6.906006588000	14.676654410000
4.470938897000	20.962407920000	7.553435834000	4.470938897000	-6.904046565000	14.676064060000
