CALtend2			CALext		
t	x	y	t	x	y
0.000000000000	12.89259426	12.00630226	0.000000000000	-3.556985217000	14.511554310000
0.02432616522	12.89197462	12.00621638	0.024326165220	-3.559199770000	14.509780640000
0.04865233045	12.89691153	12.0071876	0.048652330450	-3.556227578000	14.509989650000
0.07297849567	12.89581447	12.00670761	0.072978495670	-3.556385263000	14.510372010000
0.09730466089	12.89415115	12.00649485	0.097304660890	-3.557759416000	14.510302360000
0.1216308261	12.89235186	12.00603673	0.121630826100	-3.557036522000	14.510032190000
0.1459569913	12.89269034	12.00594399	0.145956991300	-3.558415536000	14.510114780000
0.1702831566	12.89112871	12.00561712	0.170283156600	-3.557153396000	14.509961850000
0.1946093218	12.89312269	12.00648225	0.194609321800	-3.554332463000	14.510427540000
0.218935487	12.89303509	12.00634954	0.218935487000	-3.559954392000	14.510180860000
0.2432616522	12.89506541	12.00668477	0.243261652200	-3.558908074000	14.510434860000
0.2675878175	12.89647349	12.00777721	0.267587817500	-3.557912700000	14.510275520000
0.2919139827	12.90232699	12.00918197	0.291913982700	-3.556301348000	14.510368240000
0.3162401479	12.90108785	12.0084013	0.316240147900	-3.556257633000	14.509892570000
0.3405663131	12.90412096	12.00856377	0.340566313100	-3.557547573000	14.510348740000
0.3648924783	12.90637296	12.00863473	0.364892478300	-3.557194330000	14.511042450000
0.3892186436	12.90520889	12.00872211	0.389218643600	-3.560463960000	14.509558280000
0.4135448088	12.90347599	12.00871381	0.413544808800	-3.557736946000	14.510229030000
0.437870974	12.90295032	12.00910784	0.437870974000	-3.558786172000	14.510193480000
0.4621971392	12.90293106	12.00812124	0.462197139200	-3.556910865000	14.510081230000
0.4865233045	12.89953568	12.00882534	0.486523304500	-3.557661543000	14.510238210000
0.5108494697	12.90531058	12.0092622	0.510849469700	-3.557204189000	14.510289740000
0.5351756349	12.8992779	12.00827341	0.535175634900	-3.558596164000	14.509903990000
0.5595018001	12.90238244	12.00867144	0.559501800100	-3.557501302000	14.510216930000
0.5838279654	12.90120957	12.0091969	0.583827965400	-3.558501675000	14.509522070000
0.6081541306	12.9010998	12.00879434	0.608154130600	-3.558025889000	14.510592790000
0.6324802958	12.90236134	12.00861982	0.632480295800	-3.557871286000	14.509142920000
0.656806461	12.90335968	12.00851898	0.656806461000	-3.557222090000	14.510400320000
0.6811326263	12.90732582	12.00956729	0.681132626300	-3.560035103000	14.509077250000
0.7054587915	12.91594613	12.00968972	0.705458791500	-3.556552113000	14.510323990000
0.7297849567	12.91402911	12.00896233	0.729784956700	-3.556943798000	14.509458480000
0.7541111219	12.91915266	12.00909522	0.754111121900	-3.557791025000	14.510068050000
0.7784372871	12.91400666	12.00862829	0.778437287100	-3.558074266000	14.509488300000
0.8027634524	12.91696224	12.00931127	0.802763452400	-3.556636438000	14.510250040000
0.8270896176	12.90789466	12.00820907	0.827089617600	-3.559512228000	14.509487510000
0.8514157828	12.90206083	12.00841745	0.851415782800	-3.560202353000	14.509534630000
0.875741948	12.90625021	12.00747423	0.875741948000	-3.557256583000	14.509606250000
0.9000681133	12.93205534	12.00403694	0.900068113300	-3.556923077000	14.510369730000
0.9243942785	12.94931132	12.00538701	0.924394278500	-3.557068105000	14.509006330000
0.9487204437	12.96515066	12.00746866	0.948720443700	-3.559346912000	14.510034780000
0.9730466089	12.94798237	12.00771381	0.973046608900	-3.556922818000	14.509575580000
0.9973727742	12.95221693	12.00810241	0.997372774200	-3.559050394000	14.509922650000
1.021698939	12.91758852	12.01264282	1.021698939000	-3.556671740000	14.510767890000
1.046025105	12.89910568	12.01168254	1.046025105000	-3.557229341000	14.509960690000
1.07035127	12.86350184	12.01191856	1.070351270000	-3.554118443000	14.510953170000
1.094677435	12.87325174	12.01153906	1.094677435000	-3.558309186000	14.511693250000
1.1190036	12.88578902	12.01085375	1.119003600000	-3.556970773000	14.511395880000
1.143329765	12.85712314	12.00909458	1.143329765000	-3.557167939000	14.513249820000
1.167655931	12.84514	12.01470341	1.167655931000	-3.559927139000	14.514909800000
1.191982096	12.67658742	12.00559788	1.191982096000	-3.572059956000	14.529062780000
1.216308261	12.68246231	12.02087136	1.216308261000	-3.554788654000	14.543932880000
1.240634426	12.68264985	12.00397844	1.240634426000	-3.579471290000	14.561004040000
1.264960592	12.67559429	11.99653092	1.264960592000	-3.568846724000	14.567102840000
1.289286757	12.67345468	11.9923202	1.289286757000	-3.562776656000	14.571326210000
1.313612922	12.6785348	11.99163582	1.313612922000	-3.562592372000	14.573608530000
1.337939087	12.68642584	11.99330029	1.337939087000	-3.558660165000	14.572535780000
1.362265253	12.7117659	11.99298951	1.362265253000	-3.562248967000	14.572496430000
1.386591418	12.69806825	11.99315625	1.386591418000	-3.562428304000	14.573086380000
1.410917583	12.69689453	11.99252316	1.410917583000	-3.559960664000	14.572152450000
1.435243748	12.69013779	11.98835194	1.435243748000	-3.561368024000	14.571076800000
1.459569913	12.69504802	11.98653806	1.459569913000	-3.560800257000	14.570187090000
1.483896079	12.71116795	11.98432953	1.483896079000	-3.561150408000	14.569721010000
1.508222244	12.69469442	11.9846411	1.508222244000	-3.559219158000	14.567845920000
1.532548409	12.68550569	11.98254329	1.532548409000	-3.558389006000	14.568157480000
1.556874574	12.67425632	11.9782687	1.556874574000	-3.556565441000	14.567072900000
1.58120074	12.64756195	11.97162792	1.581200740000	-3.556924834000	14.568162800000
1.605526905	12.65461545	11.9731506	1.605526905000	-3.549845859000	14.567712330000
1.62985307	12.62622954	11.96630752	1.629853070000	-3.545208022000	14.566084480000
1.654179235	12.59094528	11.96952386	1.654179235000	-3.539471541000	14.566253380000
1.6785054	12.55751683	11.97383705	1.678505400000	-3.537915686000	14.568387180000
1.702831566	12.55392313	11.97662166	1.702831566000	-3.536038401000	14.565848590000
1.727157731	12.52709567	11.97812235	1.727157731000	-3.535490357000	14.566466070000
1.751483896	12.51349113	11.97939008	1.751483896000	-3.532299021000	14.566995640000
1.775810061	12.49509518	11.97979915	1.775810061000	-3.539469408000	14.566645850000
1.800136227	12.48012926	11.98376538	1.800136227000	-3.534552287000	14.566556740000
1.824462392	12.40030137	11.98388865	1.824462392000	-3.540910817000	14.566642750000
1.848788557	12.37957934	11.98502033	1.848788557000	-3.538839354000	14.565083340000
1.873114722	12.35913779	11.98402758	1.873114722000	-3.540725277000	14.561680920000
1.897440887	12.34393881	11.982366	1.897440887000	-3.543649350000	14.563177660000
1.921767053	12.34607046	11.98400089	1.921767053000	-3.556115589000	14.564762960000
1.946093218	12.34770947	11.98175612	1.946093218000	-3.542835611000	14.561455520000
1.970419383	12.3387214	11.97295175	1.970419383000	-3.547398542000	14.562889450000
1.994745548	12.33812128	11.9734804	1.994745548000	-3.538100477000	14.564788160000
2.019071714	12.3254461	11.97645384	2.019071714000	-3.542163456000	14.565135010000
2.043397879	12.31923372	11.97791566	2.043397879000	-3.541923003000	14.566074910000
2.067724044	12.28950005	11.97133981	2.067724044000	-3.539045554000	14.564136330000
2.092050209	12.23790128	11.9726258	2.092050209000	-3.545861557000	14.564651550000
2.116376374	12.21966994	11.97142641	2.116376374000	-3.546928395000	14.563465540000
2.14070254	12.20708352	11.97135063	2.140702540000	-3.552041254000	14.560639740000
2.165028705	12.20373536	11.96916289	2.165028705000	-3.544305509000	14.563829320000
2.18935487	12.14761628	11.96438343	2.189354870000	-3.538532909000	14.558967400000
2.213681035	12.14448687	11.96650871	2.213681035000	-3.542122403000	14.560734630000
2.238007201	12.12798856	11.97244787	2.238007201000	-3.540237200000	14.561617740000
2.262333366	12.13006024	11.97001702	2.262333366000	-3.549589186000	14.563018880000
2.286659531	12.11538435	11.96180074	2.286659531000	-3.543850480000	14.563189630000
2.310985696	12.06357729	11.92632292	2.310985696000	-3.553405071000	14.558227150000
2.335311861	12.0165238	11.9208062	2.335311861000	-3.557374765000	14.559924310000
2.359638027	11.99179064	11.91484245	2.359638027000	-3.556502597000	14.559155790000
2.383964192	11.97089184	11.91384875	2.383964192000	-3.557521108000	14.558747490000
2.408290357	11.95268547	11.91471281	2.408290357000	-3.560999865000	14.559468150000
2.432616522	11.89533624	11.91418765	2.432616522000	-3.557177406000	14.560376760000
2.456942688	11.86876851	11.91642273	2.456942688000	-3.562039686000	14.562071980000
2.481268853	11.90566639	11.91453842	2.481268853000	-3.558164351000	14.560670780000
2.505595018	11.90062648	11.91471778	2.505595018000	-3.554102770000	14.561569650000
2.529921183	11.90346826	11.9157034	2.529921183000	-3.559875111000	14.559589190000
2.554247348	11.90951427	11.91347341	2.554247348000	-3.555098330000	14.561756350000
2.578573514	11.90407961	11.91188202	2.578573514000	-3.555158914000	14.560524650000
2.602899679	11.87676078	11.91129653	2.602899679000	-3.555988574000	14.563065500000
2.627225844	11.79947512	11.90629471	2.627225844000	-3.555937958000	14.562534750000
2.651552009	11.77163519	11.90587337	2.651552009000	-3.555102116000	14.565765930000
2.675878175	11.795975	11.90295044	2.675878175000	-3.557041759000	14.563535930000
2.70020434	11.73181044	11.89885002	2.700204340000	-3.553234317000	14.563611910000
2.724530505	11.65959033	11.89400124	2.724530505000	-3.552377234000	14.562954290000
2.74885667	11.64201372	11.89151557	2.748856670000	-3.550935740000	14.563500190000
2.773182835	11.62592514	11.88573885	2.773182835000	-3.548668482000	14.563238180000
2.797509001	11.6264974	11.88269098	2.797509001000	-3.555659555000	14.563627320000
2.821835166	11.6292847	11.88315323	2.821835166000	-3.550383165000	14.562532050000
2.846161331	11.63353856	11.88094816	2.846161331000	-3.550478209000	14.563517410000
2.870487496	11.63050881	11.8804503	2.870487496000	-3.543033101000	14.562947320000
2.894813662	11.61538677	11.87786234	2.894813662000	-3.555491555000	14.562654210000
2.919139827	11.59624243	11.86800732	2.919139827000	-3.553718531000	14.561773520000
2.943465992	11.60139888	11.86998708	2.943465992000	-3.547940374000	14.561843000000
2.967792157	11.61058059	11.87207491	2.967792157000	-3.550396541000	14.564383420000
2.992118322	11.54402696	11.87265153	2.992118322000	-3.552404763000	14.561283230000
3.016444488	11.49561564	11.86941108	3.016444488000	-3.563210745000	14.560476410000
3.040770653	11.51309552	11.87141879	3.040770653000	-3.563752080000	14.560308850000
3.065096818	11.50767411	11.86670208	3.065096818000	-3.551898699000	14.559754630000
3.089422983	11.51066963	11.86045164	3.089422983000	-3.560879548000	14.560975610000
3.113749149	11.51232417	11.85807738	3.113749149000	-3.560928706000	14.559572280000
3.138075314	11.51114832	11.85696279	3.138075314000	-3.562502799000	14.559153000000
