SOLendBEST			SOLext		
t	x	y	t	x	y
0.00000000000000	16.98550429000000	12.21180370000000	0.00000000000000	-9.02189761400000	16.68613102000000
0.05961251863000	16.98500767000000	12.21052914000000	0.05961251863000	-9.02194083300000	16.68199272000000
0.11922503730000	16.99235479000000	12.21056652000000	0.11922503730000	-9.02281484900000	16.68173832000000
0.17883755590000	16.99543394000000	12.21792553000000	0.17883755590000	-9.02273808200000	16.68196896000000
0.23845007450000	17.00533539000000	12.21546411000000	0.23845007450000	-9.02327635300000	16.68192781000000
0.29806259310000	16.98325453000000	12.21846029000000	0.29806259310000	-9.02243477400000	16.68223779000000
0.35767511180000	16.96607744000000	12.22431256000000	0.35767511180000	-9.02256743400000	16.68154081000000
0.41728763040000	16.97880663000000	12.22525206000000	0.41728763040000	-9.02301819500000	16.68150063000000
0.47690014900000	17.00075725000000	12.21937578000000	0.47690014900000	-9.02454812100000	16.68104650000000
0.53651266770000	16.99056846000000	12.20814650000000	0.53651266770000	-9.02577796500000	16.68093083000000
0.59612518630000	17.00313827000000	12.20804680000000	0.59612518630000	-9.02847243900000	16.68004732000000
0.65573770490000	17.06711286000000	12.21788740000000	0.65573770490000	-9.03101705800000	16.67824860000000
0.71535022350000	17.10545407000000	12.21565681000000	0.71535022350000	-9.03473830200000	16.67643041000000
0.77496274220000	17.17583812000000	12.21744485000000	0.77496274220000	-9.04869317000000	16.67477126000000
0.83457526080000	17.36346812000000	12.23163668000000	0.83457526080000	-9.09340420500000	16.67582128000000
0.89418777940000	17.51239861000000	12.24700233000000	0.89418777940000	-9.13891400400000	16.67468805000000
0.95380029810000	17.54428889000000	12.23462762000000	0.95380029810000	-9.16749959300000	16.67495977000000
1.01341281700000	17.53391870000000	12.24130736000000	1.01341281700000	-9.19192659100000	16.67621846000000
1.07302533500000	17.50732638000000	12.24575424000000	1.07302533500000	-9.20342983800000	16.67663125000000
1.13263785400000	17.44261835000000	12.24946789000000	1.13263785400000	-9.19816090700000	16.67810076000000
1.19225037300000	17.37187604000000	12.26813827000000	1.19225037300000	-9.19517378500000	16.67871277000000
1.25186289100000	17.26154415000000	12.28457420000000	1.25186289100000	-9.18838895300000	16.68014812000000
1.31147541000000	17.14128762000000	12.28877754000000	1.31147541000000	-9.18305351900000	16.68014993000000
1.37108792800000	17.00308662000000	12.28806234000000	1.37108792800000	-9.17900440200000	16.68094839000000
1.43070044700000	16.84653919000000	12.28612760000000	1.43070044700000	-9.17901242800000	16.68145639000000
1.49031296600000	16.69177661000000	12.29245341000000	1.49031296600000	-9.17781991200000	16.68090642000000
