CALins			CALext		
t	x	y	t	x	y
0.000000000000	24.455086320000	4.951029745000	0.000000000000	-2.813085082000	14.928104840000
0.024985008990	24.455362460000	4.950742592000	0.024985008990	-2.813941601000	14.927319210000
0.049970017990	24.454979360000	4.951527005000	0.049970017990	-2.813846774000	14.927531550000
0.074955026980	24.454974230000	4.951037643000	0.074955026980	-2.815473427000	14.926773710000
0.099940035980	24.456743090000	4.951367144000	0.099940035980	-2.815237199000	14.927021780000
0.124925045000	24.455425480000	4.951248140000	0.124925045000	-2.813800671000	14.927105090000
0.149910054000	24.456329250000	4.951391886000	0.149910054000	-2.813422974000	14.927395950000
0.174895063000	24.455268070000	4.950758996000	0.174895063000	-2.813444747000	14.927392350000
0.199880072000	24.455937210000	4.951106756000	0.199880072000	-2.813545002000	14.927082830000
0.224865081000	24.455949590000	4.951151570000	0.224865081000	-2.812812693000	14.927270430000
0.249850089900	24.455752730000	4.951535917000	0.249850089900	-2.814350086000	14.927340540000
0.274835098900	24.456670340000	4.951098236000	0.274835098900	-2.813244024000	14.927331240000
0.299820107900	24.458399160000	4.950693542000	0.299820107900	-2.813222156000	14.927193810000
0.324805116900	24.456795690000	4.951174928000	0.324805116900	-2.813955062000	14.927130180000
0.349790125900	24.457729770000	4.950755586000	0.349790125900	-2.812474089000	14.927258920000
0.374775134900	24.455889110000	4.951453374000	0.374775134900	-2.812018742000	14.927135890000
0.399760143900	24.458040630000	4.950191389000	0.399760143900	-2.814146715000	14.927378550000
0.424745152900	24.459832590000	4.950428190000	0.424745152900	-2.812537020000	14.927417900000
0.449730161900	24.459164210000	4.950011928000	0.449730161900	-2.812701718000	14.926927830000
0.474715170900	24.457354920000	4.949537465000	0.474715170900	-2.813245384000	14.926949320000
0.499700179900	24.456970960000	4.949174239000	0.499700179900	-2.812319605000	14.927371840000
0.524685188900	24.459799570000	4.947713732000	0.524685188900	-2.812674767000	14.927352430000
0.549670197900	24.460970250000	4.948438469000	0.549670197900	-2.812856011000	14.927207440000
0.574655206900	24.461521710000	4.947577866000	0.574655206900	-2.813055692000	14.927286240000
