SOLfas2BEST			SOLext		
t	x	y	t	x	y
0.0	3.112177298	9.455658299	0.0	25.03978726	12.63925702
0.02361163581	3.113780443	9.455145902	0.02361163581	25.03885638	12.63857277
0.04722327163	3.11781349	9.454586235	0.04722327163	25.03872575	12.63740894
0.07083490744	3.122269356	9.453196496	0.07083490744	25.03966628	12.63552089
0.09444654326	3.12697594	9.452658207	0.09444654326	25.04230255	12.6325487
0.1180581791	3.131291458	9.452233568	0.1180581791	25.04208756	12.63309938
0.1416698149	3.136246296	9.451981226	0.1416698149	25.04258302	12.62579728
0.1652814507	3.149177809	9.449283017	0.1652814507	25.04643219	12.61454687
0.1888930865	3.171318337	9.449481656	0.1888930865	25.03424474	12.60001583
0.2125047223	3.185991033	9.450833333	0.2125047223	25.03784779	12.5965294
0.2361163581	3.189670394	9.44952407	0.2361163581	25.03702791	12.58427598
0.259727994	3.197482435	9.449161563	0.259727994	25.03888973	12.57756127
0.2833396298	3.205798771	9.448036462	0.2833396298	25.03811387	12.57224229
0.3069512656	3.211241534	9.447984431	0.3069512656	25.0388517	12.5745118
0.3305629014	3.205876234	9.447692998	0.3305629014	25.03869054	12.56945035
0.3541745372	3.206055693	9.448689734	0.3541745372	25.03665072	12.5709898
0.377786173	3.204852446	9.449542585	0.377786173	25.03719527	12.57108566
0.4013978088	3.202109703	9.448018589	0.4013978088	25.04013195	12.56905196
0.4250094447	3.19617143	9.44932168	0.4250094447	25.03734313	12.56861732
0.4486210805	3.197795912	9.44862254	0.4486210805	25.03837636	12.56724364
0.4722327163	3.195930237	9.450210623	0.4722327163	25.03836858	12.56720327
0.4958443521	3.197175428	9.450137228	0.4958443521	25.04014011	12.56652333
0.5194559879	3.196889478	9.448955177	0.5194559879	25.03930455	12.56625186
0.5430676237	3.19294195	9.450232336	0.5430676237	25.03999244	12.566458
0.5666792595	3.192680552	9.450630342	0.5666792595	25.0403796	12.56537933
0.5902908954	3.191871646	9.452066589	0.5902908954	25.03857778	12.56654268
0.6139025312	3.190312899	9.451836606	0.6139025312	25.0417915	12.56666883
0.637514167	3.190482965	9.45214914	0.637514167	25.03901324	12.56550902
0.6611258028	3.189861973	9.451851047	0.6611258028	25.03981548	12.56516156
0.6847374386	3.187541648	9.451990227	0.6847374386	25.04059381	12.56728872
0.7083490744	3.18571911	9.451446713	0.7083490744	25.03719579	12.5672853
0.7319607102	3.186109972	9.452519997	0.7319607102	25.0362806	12.56765881
0.7555723461	3.188316261	9.453503414	0.7555723461	25.03930146	12.56868444
0.7791839819	3.188047712	9.452830685	0.7791839819	25.04014249	12.56751068
0.8027956177	3.18740355	9.452845202	0.8027956177	25.04032506	12.56808445
0.8264072535	3.186415378	9.45299887	0.8264072535	25.03830237	12.56673883
0.8500188893	3.186698763	9.453545543	0.8500188893	25.03727762	12.56786962
0.8736305251	3.183709271	9.454163935	0.8736305251	25.03629702	12.57170149
0.8972421609	3.181722147	9.45451679	0.8972421609	25.03599447	12.56899589
0.9208537968	3.181144118	9.455248847	0.9208537968	25.03559005	12.57084102
0.9444654326	3.177556357	9.455365422	0.9444654326	25.0348405	12.57249125
0.9680770684	3.176730696	9.454973512	0.9680770684	25.03368173	12.57223559
0.9916887042	3.176855714	9.457000401	0.9916887042	25.03491839	12.5730149
1.01530034	3.176529165	9.457234608	1.01530034	25.03474569	12.57543453
1.038911976	3.173068842	9.457409461	1.038911976	25.03345422	12.57482514
1.062523612	3.169273916	9.457941154	1.062523612	25.03279336	12.57677455
1.086135247	3.166462986	9.457394357	1.086135247	25.03297078	12.58106524
1.109746883	3.167553225	9.456963699	1.109746883	25.0323324	12.58183677
1.133358519	3.167236271	9.457830734	1.133358519	25.03266102	12.58311393
1.156970155	3.164016772	9.458805742	1.156970155	25.03371909	12.58237113
1.180581791	3.122541593	9.463148728	1.180581791	25.03282853	12.59423023
1.204193427	3.109014865	9.461968364	1.204193427	25.03201318	12.59426203
1.227805062	3.100970512	9.46299906	1.227805062	25.04302088	12.60424314
1.251416698	3.06645347	9.462979542	1.251416698	25.04137702	12.61984221
1.275028334	3.050908516	9.462384351	1.275028334	25.04218654	12.62453367
1.29863997	3.046058943	9.459829722	1.29863997	25.04058649	12.62645188
1.322251606	3.042517813	9.456995201	1.322251606	25.03768908	12.63102919
1.345863241	3.036331786	9.456882004	1.345863241	25.03770573	12.63340928
1.369474877	3.034239299	9.456886827	1.369474877	25.03761009	12.63570723
1.393086513	3.022309656	9.458623013	1.393086513	25.03555593	12.63791475
1.416698149	2.996314061	9.4626179	1.416698149	25.03414149	12.64025238
1.440309785	2.962463549	9.462437641	1.440309785	25.03204013	12.64416705
1.46392142	2.68642104	9.462732017	1.46392142	25.02518918	12.65262458
1.487533056	2.587586099	9.456531021	1.487533056	25.02549079	12.65529325
1.511144692	2.379623374	9.463781528	1.511144692	25.02446425	12.66703369
1.534756328	2.24143723	9.487359318	1.534756328	25.03648517	12.68332381
1.558367964	2.206349374	9.478904435	1.558367964	25.03680519	12.69078266
1.5819796	2.177257897	9.468285699	1.5819796	25.03611938	12.69575698
1.605591235	2.11757306	9.466335639	1.605591235	25.03687989	12.69686344
1.629202871	2.052319037	9.469562251	1.629202871	25.03442503	12.70098194
1.652814507	1.932489357	9.474494865	1.652814507	25.02934161	12.70645101
1.676426143	1.822917267	9.475261537	1.676426143	25.02708473	12.70974144
1.700037779	1.640785823	9.481132444	1.700037779	25.02295098	12.71436193
1.723649414	1.584688616	9.476856614	1.723649414	25.02638381	12.71437454
1.74726105	1.477452476	9.494157614	1.74726105	25.02365228	12.71797695
1.770872686	1.38160604	9.510642454	1.770872686	25.02357747	12.71752795
1.794484322	1.327171073	9.515040377	1.794484322	25.02313787	12.7177498
1.818095958	1.187381784	9.514241189	1.818095958	25.01979911	12.71715371
1.841707594	1.086075667	9.519758257	1.841707594	25.02170409	12.71798618
1.865319229	0.9764051587	9.526201179	1.865319229	25.01688679	12.72051119
1.888930865	0.8640822386	9.533218532	1.888930865	25.01904611	12.72061902
1.912542501	0.7792471483	9.536282906	1.912542501	25.01693431	12.72210673
1.936154137	0.6864890764	9.534905251	1.936154137	25.01272706	12.72430019
1.959765773	0.5946307149	9.539450931	1.959765773	25.01668563	12.72189195
1.983377408	0.4611700735	9.548106063	1.983377408	25.01631929	12.7210327
2.006989044	0.3972491182	9.541524969	2.006989044	25.01940887	12.72320753
2.03060068	0.3254249052	9.540792301	2.03060068	25.01249618	12.72621749
2.054212316	0.2367130676	9.541692773	2.054212316	25.01280522	12.7234577
2.077823952	0.08656344985	9.543461096	2.077823952	25.01170366	12.71827531
2.101435587	0.007522913606	9.54568993	2.101435587	25.00985431	12.72007313
2.125047223	-0.1160557479	9.548900624	2.125047223	25.01598843	12.71634175
2.148658859	-0.2402019632	9.558048642	2.148658859	25.01190059	12.71573717
2.172270495	-0.4526167643	9.575820624	2.172270495	25.01152189	12.71189805
2.195882131	-0.5143321758	9.585290236	2.195882131	25.00855319	12.71303441
2.219493767	-0.6389887092	9.585658333	2.219493767	25.00925787	12.70794172
2.243105402	-0.7710580496	9.587386916	2.243105402	25.00505219	12.71170934
2.266717038	-0.9552727297	9.588153698	2.266717038	25.00542918	12.71083991
2.290328674	-1.06872789	9.596191834	2.290328674	25.00690102	12.70896641
2.31394031	-1.20628353	9.601591278	2.31394031	25.00626731	12.70877938
2.337551946	-1.251017512	9.599976532	2.337551946	25.00464728	12.70904318
2.361163581	-1.367615446	9.601230869	2.361163581	25.0053062	12.70651031
2.384775217	-1.551039974	9.613076927	2.384775217	24.99130122	12.70111661
2.408386853	-1.604175547	9.619300121	2.408386853	24.96818138	12.70039485
2.431998489	-1.705686328	9.611439941	2.431998489	24.96919054	12.69714876
2.455610125	-1.762594191	9.612552185	2.455610125	24.96271649	12.69964073
2.47922176	-1.862355085	9.61532344	2.47922176	24.95337724	12.70356079
2.502833396	-1.939000533	9.612968307	2.502833396	24.94568608	12.70308167
2.526445032	-2.00148159	9.609831821	2.526445032	24.94320743	12.70458523
2.550056668	-2.049453305	9.608987492	2.550056668	24.93526931	12.70459897
2.573668304	-2.104028429	9.60759354	2.573668304	24.94003868	12.70399403
2.59727994	-2.175011588	9.609040292	2.59727994	24.94009899	12.70506866
2.620891575	-2.208764329	9.608621335	2.620891575	24.94120279	12.70664721
2.644503211	-2.291340926	9.613273847	2.644503211	24.93564077	12.70258756
2.668114847	-2.37075621	9.6060977	2.668114847	24.93672044	12.69066088
2.691726483	-2.392269125	9.608281754	2.691726483	24.93866741	12.68819703
2.715338119	-2.424538403	9.610100135	2.715338119	24.90646473	12.67134763
2.738949754	-2.456534678	9.613399881	2.738949754	24.90008833	12.65598779
2.76256139	-2.587259252	9.611960238	2.76256139	24.89644604	12.64882331
2.786173026	-2.618701605	9.612343419	2.786173026	24.89931073	12.64443679
2.809784662	-2.729201622	9.606162585	2.809784662	24.900719	12.63480544
2.833396298	-2.771120413	9.609351265	2.833396298	24.90257259	12.63213981
2.857007934	-2.864994715	9.600201517	2.857007934	24.90336598	12.63186945
2.880619569	-3.015614277	9.597538807	2.880619569	24.9029714	12.62223599
2.904231205	-3.123134739	9.600283034	2.904231205	24.90079311	12.61579677
2.927842841	-3.230456447	9.598843823	2.927842841	24.89282887	12.61029256
2.951454477	-3.308765053	9.599566901	2.951454477	24.88976686	12.61254193
2.975066113	-3.399127456	9.59966248	2.975066113	24.86661059	12.60030661
2.998677748	-3.495091553	9.600037678	2.998677748	24.87014707	12.57651159
3.022289384	-3.554222094	9.596123652	3.022289384	24.87338379	12.57645533
