GMfasMANUALMARK			GMext		
t	x	y	t	x	y
0.00000000000	4.24684009200	1.40969464300	0.00000000000	9.23298675600	11.07150659000
0.05961251863	4.26357514200	1.40690779800	0.05961251863	9.23357432400	11.07079260000
0.11922503730	4.34980033600	1.41300628300	0.11922503730	9.23352826400	11.07083359000
0.17883755590	4.38375005900	1.40952653400	0.17883755590	9.23473487100	11.07059254000
0.23845007450	4.39156549800	1.40658172500	0.23845007450	9.23397026600	11.07099129000
0.29806259310	4.41455474000	1.39921843800	0.29806259310	9.23508537100	11.07039037000
0.35767511180	4.44753350100	1.38068224400	0.35767511180	9.23563848900	11.07084011000
0.41728763040	4.47176296000	1.37977505600	0.41728763040	9.23638091800	11.07059730000
0.47690014900	4.52096890700	1.37266415600	0.47690014900	9.23602024900	11.07075144000
0.53651266770	4.56105443600	1.37547312300	0.53651266770	9.23644148000	11.07049734000
0.59612518630	4.68150558500	1.34870495700	0.59612518630	9.23748282100	11.07016359000
0.65573770490	4.72675615700	1.33523272700	0.65573770490	9.23708749800	11.07054579000
0.71535022350	4.76730753300	1.31913282800	0.71535022350	9.23735361200	11.07092002000
0.77496274220	4.77079098800	1.31204143500	0.77496274220	9.23694064100	11.07054027000
0.83457526080	4.77333907900	1.30374463100	0.83457526080	9.23764190100	11.07046567000
0.89418777940	4.76158908700	1.28979967700	0.89418777940	9.23768911200	11.07030431000
0.95380029810	4.88919588000	1.25856575700	0.95380029810	9.23843457900	11.07058194000
1.01341281700	4.91958624400	1.25018817400	1.01341281700	9.23896171600	11.07052653000
1.07302533500	4.97331044000	1.24205565700	1.07302533500	9.23833464500	11.07075007000
1.13263785400	4.98816231500	1.23676048900	1.13263785400	9.23882637800	11.06980718000
1.19225037300	5.02486157300	1.22585806400	1.19225037300	9.23911467700	11.07004027000
1.25186289100	5.02142706800	1.22290949100	1.25186289100	9.23878374900	11.07011716000
1.31147541000	5.09691302600	1.22911182500	1.31147541000	9.24010367500	11.07023456000
1.37108792800	5.12839456700	1.22401789500	1.37108792800	9.23696772500	11.07047858000
1.43070044700	5.15434152600	1.21465685800	1.43070044700	9.23759594800	11.07028061000
1.49031296600	5.32889376600	1.15047630900	1.49031296600	9.23811231300	11.07002817000
1.54992548400	5.42442422200	1.14604227500	1.54992548400	9.23920062200	11.07056324000
1.60953800300	5.45755965200	1.13230574600	1.60953800300	9.23922898900	11.07072492000
1.66915052200	5.46786696400	1.12632391000	1.66915052200	9.23849732200	11.07108636000
1.72876304000	5.51119767500	1.12039439300	1.72876304000	9.23940493400	11.07077523000
1.78837555900	5.75419642700	1.06471941800	1.78837555900	9.24023763800	11.07128167000
1.84798807700	5.83387573900	1.04606972000	1.84798807700	9.24334161700	11.07084067000
1.90760059600	5.88576758700	1.03553476200	1.90760059600	9.24033478300	11.07090411000
1.96721311500	6.01020880300	1.01324411100	1.96721311500	9.24217867200	11.07055496000
2.02682563300	6.21412955600	0.95148489420	2.02682563300	9.24283139500	11.07047276000
2.08643815200	6.31949781100	0.92054786160	2.08643815200	9.24520547800	11.06963207000
2.14605067100	6.60866371600	0.87558012360	2.14605067100	9.24990961900	11.06919953000
2.20566318900	6.61979357300	0.85979459140	2.20566318900	9.24822268200	11.06923663000
2.26527570800	6.71114374800	0.85544591040	2.26527570800	9.25142684200	11.06983851000
2.32488822700	6.79331254400	0.84058046760	2.32488822700	9.24610165900	11.06963562000
2.38450074500	6.86978734600	0.83314975290	2.38450074500	9.24603950100	11.07003742000
2.44411326400	7.05888069100	0.81181032510	2.44411326400	9.24506043600	11.07024049000
2.50372578200	7.22515334700	0.84788833810	2.50372578200	9.24599296700	11.07034472000
2.56333830100	7.39210536900	0.80305717100	2.56333830100	9.24536364600	11.07046312000
2.62295082000	7.53587907200	0.79096669840	2.62295082000	9.24440609100	11.07058157000
2.68256333800	7.69719449000	0.83701864290	2.68256333800	9.24349865700	11.07121082000
2.74217585700	7.77785220000	0.86004461510	2.74217585700	9.24168057300	11.07100367000
2.80178837600	7.96682550800	0.93143849040	2.80178837600	9.24112219400	11.07095866000
2.86140089400	8.00592957700	0.61112361140	2.86140089400	9.24083339500	11.07146733000
2.92101341300	8.06124535600	0.66180747290	2.92101341300	9.23987261000	11.07185771000
2.98062593100	8.24558674700	0.62720170810	2.98062593100	9.23905662600	11.07154966000
3.04023845000	8.30166333300	0.67933365150	3.04023845000	9.23919707300	11.07122197000
3.09985096900	8.36989854000	0.70980381390	3.09985096900	9.24049216200	11.07105276000
3.15946348700	8.40036870300	0.64156860670	3.15946348700	9.23790061600	11.07073713000
3.21907600600	8.48019155000	0.55445087700	3.21907600600	9.23696901500	11.07139675000
3.27868852500	8.62970858100	0.53119142520	3.27868852500	9.23728974100	11.07105097000
3.33830104300	8.73352036800	0.61028478430	3.33830104300	9.23747447700	11.07084043000
3.39791356200	8.85767365500	0.77211894360	3.39791356200	9.23893188100	11.07133766000
3.45752608000	8.96796666400	0.61676600670	3.45752608000	9.24143803600	11.07135884000
3.51713859900	9.11675420700	0.57681249710	3.51713859900	9.24359361600	11.07161011000
3.57675111800	9.26335328500	0.48677681450	3.57675111800	9.24394234500	11.07168801000
3.63636363600	9.39690574700	0.48094090860	3.63636363600	9.24446219700	11.07214709000
3.69597615500	9.54060840100	0.49096099410	3.69597615500	9.24187958700	11.07161964000
3.75558867400	9.66328118200	0.45257503920	3.75558867400	9.24292401300	11.07146967000
3.81520119200	9.83094943200	0.45172331210	3.81520119200	9.23997318900	11.07146546000
3.87481371100	9.98647495400	0.36527570640	3.87481371100	9.24202993100	11.07058676000
3.93442623000	10.09131662000	0.33414387940	3.93442623000	9.24081234800	11.07106500000
3.99403874800	10.22138018000	0.26653136310	3.99403874800	9.24423823300	11.07088454000
4.05365126700	10.38915075000	0.24043231980	4.05365126700	9.24822926300	11.06980234000
4.11326378500	10.42077968000	0.23993380810	4.11326378500	9.25397321200	11.06976836000
4.17287630400	10.50705425000	0.22376410290	4.17287630400	9.26211976900	11.06828066000
4.23248882300	10.54032051000	0.22916744770	4.23248882300	9.25854639200	11.06901698000
4.29210134100	10.55031539000	0.22708360290	4.29210134100	9.25403241400	11.06940852000
4.35171386000	10.56929404000	0.23430770150	4.35171386000	9.25603360600	11.06936290000
4.41132637900	10.68559054000	0.15240707870	4.41132637900	9.25047463500	11.07002105000
4.47093889700	10.73851273000	0.07502294333	4.47093889700	9.25221899700	11.06982185000
4.53055141600	10.72141770000	0.11330573770	4.53055141600	9.25588039800	11.07035671000
4.59016393400	10.70350412000	0.13285640820	4.59016393400	9.25591096100	11.07040584000
