SOLend2BEST			SOLext		
t	x	y	t	x	y
0.000000000000	22.374999510000	9.749999788000	0.000000000000	27.656249400000	14.231249690000
0.024206627770	22.376372910000	9.749934225000	0.024206627770	27.657548020000	14.229654730000
0.048413255550	22.374325260000	9.749957482000	0.048413255550	27.656888900000	14.230119730000
0.072619883320	22.375105430000	9.749551266000	0.072619883320	27.657311990000	14.229338920000
0.096826511100	22.373603820000	9.750081493000	0.096826511100	27.657571640000	14.229929550000
0.121033138900	22.372510410000	9.750399589000	0.121033138900	27.656696890000	14.230075290000
0.145239766600	22.372752480000	9.750849417000	0.145239766600	27.657482370000	14.229680750000
0.169446394400	22.371983390000	9.750691369000	0.169446394400	27.655988530000	14.229848930000
0.193653022200	22.372290650000	9.750945908000	0.193653022200	27.658090570000	14.230437690000
0.217859650000	22.374798660000	9.750882314000	0.217859650000	27.656671720000	14.230133560000
0.242066277700	22.371280800000	9.750668698000	0.242066277700	27.657470060000	14.229633360000
0.266272905500	22.366701840000	9.752702998000	0.266272905500	27.655638020000	14.230171580000
0.290479533300	22.357973920000	9.755973779000	0.290479533300	27.657374820000	14.229964290000
0.314686161100	22.353067700000	9.757475163000	0.314686161100	27.657310230000	14.229984640000
0.338892788800	22.327372140000	9.754928218000	0.338892788800	27.656518510000	14.229964880000
0.363099416600	22.282987280000	9.761946004000	0.363099416600	27.655991750000	14.229954760000
0.387306044400	22.269249880000	9.758902080000	0.387306044400	27.656140020000	14.229832190000
0.411512672200	22.232807000000	9.757245997000	0.411512672200	27.658652650000	14.229319750000
0.435719299900	22.109681070000	9.755294793000	0.435719299900	27.655193100000	14.230649090000
0.459925927700	22.073620450000	9.756165020000	0.459925927700	27.656012400000	14.230115720000
0.484132555500	21.931820230000	9.764494871000	0.484132555500	27.659954370000	14.228974930000
0.508339183300	21.868057260000	9.761861905000	0.508339183300	27.651004590000	14.232045370000
0.532545811000	21.761253880000	9.761215264000	0.532545811000	27.652496070000	14.229980550000
0.556752438800	21.735722480000	9.757995587000	0.556752438800	27.650852700000	14.228979850000
0.580959066600	21.539857370000	9.764813393000	0.580959066600	27.643084930000	14.232317030000
0.605165694400	21.430388870000	9.766474105000	0.605165694400	27.644372280000	14.231637470000
0.629372322100	21.266145230000	9.765907268000	0.629372322100	27.640913300000	14.234377190000
0.653578949900	21.136281640000	9.760066809000	0.653578949900	27.637388900000	14.235829040000
0.677785577700	21.015521030000	9.772629979000	0.677785577700	27.637342390000	14.237433130000
0.701992205500	20.883808530000	9.764990916000	0.701992205500	27.621892580000	14.244524700000
0.726198833200	20.846789720000	9.761489302000	0.726198833200	27.602148490000	14.240792150000
0.750405461000	20.778544580000	9.766754825000	0.750405461000	27.593847630000	14.241348640000
0.774612088800	20.607388170000	9.761252972000	0.774612088800	27.588069560000	14.231940270000
0.798818716600	20.517705030000	9.760047508000	0.798818716600	27.579046030000	14.230351850000
0.823025344300	20.477469070000	9.756281702000	0.823025344300	27.570896830000	14.230190700000
0.847231972100	20.374476970000	9.751645534000	0.847231972100	27.587111850000	14.230081040000
0.871438599900	20.318037860000	9.746980763000	0.871438599900	27.586738870000	14.229686870000
0.895645227700	20.201059280000	9.752160018000	0.895645227700	27.579968920000	14.230822330000
0.919851855400	20.116429510000	9.751967453000	0.919851855400	27.579736130000	14.229257370000
0.944058483200	19.951586490000	9.768133338000	0.944058483200	27.578442870000	14.233065940000
0.968265111000	19.906964780000	9.772775563000	0.968265111000	27.590712780000	14.234097920000
0.992471738800	19.776787340000	9.771915796000	0.992471738800	27.591101570000	14.239056420000
