CALbump			CALext2USE		
t	x	y	t	x	y
0.0	21.229415420000	8.326731844000	0.0	-10.41314268	14.65640967
0.059612518630	21.203137100000	8.322904479000	0.05961251863	-10.50946078	14.6554185
0.119225037300	21.106743150000	8.316724866000	0.1192250373	-10.59823403	14.65183958
0.178837555900	21.063752730000	8.303948335000	0.1788375559	-10.73833243	14.65010273
0.238450074500	20.965283210000	8.308134943000	0.2384500745	-10.86802349	14.6566573
0.298062593100	20.786887610000	8.289605901000	0.2980625931	-11.15991395	14.65709433
0.357675111800	20.640000540000	8.262143478000	0.3576751118	-11.44911549	14.65802477
0.417287630400	20.601106310000	8.259345181000	0.4172876304	-11.67082035	14.65665404
0.476900149000	20.499904350000	8.263218713000	0.476900149	-11.9438448	14.65513245
0.536512667700	20.496939100000	8.262651459000	0.5365126677	-12.12564179	14.65662334
0.596125186300	20.528250540000	8.260658675000	0.5961251863	-12.34208718	14.65662903
0.655737704900	20.504201250000	8.269950014000	0.6557377049	-12.48962449	14.65783231
0.715350223500	20.601455430000	8.266461638000	0.7153502235	-12.52892117	14.65901625
0.774962742200	20.570656500000	8.283176082000	0.7749627422	-12.56002966	14.65725649
0.834575260800	20.583132770000	8.280694580000	0.8345752608	-12.5666105	14.65771963
0.894187779400	20.465555850000	8.292935014000	0.8941877794	-12.57487071	14.65602208
0.953800298100	20.473410410000	8.309708359000	0.9538002981	-12.5769229	14.65517156
1.013412817000	20.519483970000	8.317862240000	1.013412817	-12.60425052	14.65584566
1.073025335000	20.521076430000	8.321164719000	1.073025335	-12.6038515	14.65632724
1.132637854000	20.465003370000	8.322414651000	1.132637854	-12.68710569	14.65715201
1.192250373000	20.461586620000	8.317072957000	1.192250373	-12.73283712	14.6562927
1.251862891000	20.477847460000	8.320143809000	1.251862891	-12.74389915	14.65569657
1.311475410000	20.546018580000	8.316136793000	1.31147541	-12.75976148	14.65621426
1.371087928000	20.578861810000	8.316141442000	1.371087928	-12.76996223	14.6561924
1.430700447000	20.600477500000	8.313758492000	1.430700447	-12.77216286	14.65483646
1.490312966000	20.621653850000	8.313915087000	1.490312966	-12.76197687	14.65443175
1.549925484000	20.691849670000	8.319451282000	1.549925484	-12.75844584	14.65469765
1.609538003000	20.751910510000	8.321845957000	1.609538003	-12.75852845	14.65440084
1.669150522000	20.767386940000	8.322033223000	1.669150522	-12.77076928	14.65440306
1.728763040000	20.781080740000	8.319496536000	1.72876304	-12.74307251	14.64889977
1.788375559000	20.794075960000	8.316130706000	1.788375559	-12.722033	14.64694727
1.847988077000	20.815325460000	8.312515232000	1.847988077	-12.74060904	14.64959445
1.907600596000	20.799668110000	8.319359773000	1.907600596	-12.74570211	14.64966379
1.967213115000	20.826155580000	8.321936482000	1.967213115	-12.75045398	14.6499686
2.026825633000	20.843778730000	8.321689800000	2.026825633	-12.75131423	14.65267449
2.086438152000	20.848679780000	8.318499458000	2.086438152	-12.61777042	14.65673375
2.146050671000	20.919388340000	8.310971951000	2.146050671	-12.5990489	14.65542479
2.205663189000	21.052630340000	8.327212481000	2.205663189	-12.58770888	14.65492356
2.265275708000	21.075847910000	8.330640241000	2.265275708	-12.58974946	14.65450186
2.324888227000	21.108786780000	8.329352357000	2.324888227	-12.58353216	14.65362872
2.384500745000	21.125086540000	8.329542768000	2.384500745	-12.55985981	14.65072145
2.444113264000	21.141733390000	8.327373416000	2.444113264	-12.46608156	14.6527817
2.503725782000	21.130656820000	8.324986657000	2.503725782	-12.38681134	14.64691826
2.563338301000	21.130485430000	8.326662870000	2.563338301	-12.36696054	14.64877896
2.622950820000	21.156870050000	8.326873389000	2.62295082	-12.37042804	14.64913376
2.682563338000	21.195904130000	8.328425539000	2.682563338	-12.36088829	14.6494191
2.742175857000	21.219240530000	8.325969565000	2.742175857	-12.33175132	14.64575583
