CALbump			CALext2USE		
2.801788376000	21.257472280000	8.319835237000	2.801788376	-12.28777122	14.64590171
2.861400894000	21.329947930000	8.318212051000	2.861400894	-12.20381339	14.64678207
2.921013413000	21.394983770000	8.330408998000	2.921013413	-12.1737425	14.63926322
2.980625931000	21.460429700000	8.340604789000	2.980625931	-12.1699517	14.63826696
3.040238450000	21.485530150000	8.345375915000	3.04023845	-12.14943096	14.6371651
3.099850969000	21.486656970000	8.353645724000	3.099850969	-12.14241563	14.6322385
3.159463487000	21.564396180000	8.377863819000	3.159463487	-12.04919858	14.62826619
3.219076006000	21.508139020000	8.388766930000	3.219076006	-12.03188385	14.6271615
3.278688525000	21.485713630000	8.389416671000	3.278688525	-12.0184152	14.62475852
3.338301043000	21.445979260000	8.399471366000	3.338301043	-12.02051121	14.62156446
3.397913562000	21.438697280000	8.400525969000	3.397913562	-12.01860553	14.61739277
3.457526080000	21.450072670000	8.399425676000	3.45752608	-12.01415255	14.6203851
3.517138599000	21.458396570000	8.394646858000	3.517138599	-12.02019947	14.62372107
3.576751118000	21.466927350000	8.392581481000	3.576751118	-12.01325889	14.62767818
3.636363636000	21.481156430000	8.389309559000	3.636363636	-12.00765357	14.6295783
3.695976155000	21.480796110000	8.390299699000	3.695976155	-12.01047572	14.63264396
3.755588674000	21.470885490000	8.395254583000	3.755588674	-12.01247834	14.63352256
3.815201192000	21.471619140000	8.395365407000	3.815201192	-12.01243171	14.63451167
3.874813711000	21.473039830000	8.395604453000	3.874813711	-12.01213488	14.63495045
3.934426230000	21.469362960000	8.396921454000	3.93442623	-12.01617508	14.63523284
3.994038748000	21.461638130000	8.398591963000	3.994038748	-12.01612669	14.63620467
4.053651267000	21.461273190000	8.400213318000	4.053651267	-12.01237837	14.63574376
4.113263785000	21.474500890000	8.399730435000	4.113263785	-12.008797	14.63435378
4.172876304000	21.475656100000	8.401199545000	4.172876304	-12.01303287	14.63541103
4.232488823000	21.447636970000	8.407531927000	4.232488823	-12.01546568	14.63639865
4.292101341000	21.424725040000	8.416476038000	4.292101341	-12.01744344	14.63833499
4.351713860000	21.408439630000	8.415830079000	4.35171386	-12.01797033	14.63918375
4.411326379000	21.412737750000	8.417580409000	4.411326379	-12.01858849	14.63907662
4.470938897000	21.442074960000	8.414971747000	4.470938897	-12.01637231	14.63907449
4.530551416000	21.441310380000	8.418434114000	4.530551416	-12.02020784	14.63996392
4.590163934000	21.440555880000	8.416354247000	4.590163934	-12.02041834	14.64089149
4.649776453000	21.437466350000	8.415387737000	4.649776453	-12.02150657	14.64223251
4.709388972000	21.427222080000	8.413465389000	4.709388972	-12.02347004	14.64314631
4.769001490000	21.408157340000	8.405320706000	4.76900149	-12.02175549	14.64553587
4.828614009000	21.389691560000	8.405517256000	4.828614009	-12.02079212	14.64724177
4.888226528000	21.340921600000	8.400333277000	4.888226528	-12.02343893	14.64410306
4.947839046000	21.312725180000	8.399702011000	4.947839046	-12.02657261	14.64409664
5.007451565000	21.275430410000	8.396514018000	5.007451565	-12.02665945	14.64607608
5.067064083000	21.265802860000	8.391819170000	5.067064083	-12.02703433	14.64479981
5.126676602000	21.259062250000	8.390163367000	5.126676602	-12.03061232	14.64578133
5.186289121000	21.245335290000	8.385286474000	5.186289121	-12.0323232	14.64698289
5.245901639000	21.287830870000	8.392830678000	5.245901639	-12.02866414	14.64907429
5.305514158000	21.284728820000	8.388591611000	5.305514158	-12.0424601	14.64958651
5.365126677000	21.187960350000	8.371299545000	5.365126677	-12.04387125	14.64905408
5.424739195000	21.116814120000	8.351350572000	5.424739195	-12.04102434	14.65011458
5.484351714000	21.059084130000	8.337897458000	5.484351714	-12.05756553	14.64990044
5.543964232000	21.019838940000	8.330850223000	5.543964232	-12.05050051	14.64695803
5.603576751000	21.041701560000	8.328955982000	5.603576751	-12.05016834	14.64521646
5.663189270000	20.999764220000	8.329325498000	5.66318927	-12.05360729	14.64528278
5.722801788000	20.978858320000	8.328036102000	5.722801788	-12.05667037	14.64618117
5.782414307000	20.969918460000	8.326535442000	5.782414307	-12.05451598	14.64598288
5.842026826000	20.971787390000	8.324000323000	5.842026826	-12.05601385	14.64863602
5.901639344000	20.969725760000	8.321171608000	5.901639344	-12.02440509	14.65791114
5.961251863000	20.929221690000	8.315785543000	5.961251863	-12.03653302	14.66067227
6.020864382000	20.892578670000	8.314911754000	6.020864382	-12.03476906	14.659073
6.080476900000	20.893048480000	8.316961769000	6.0804769	-12.03962372	14.65571125
6.140089419000	20.935217190000	8.318923102000	6.140089419	-12.03791696	14.65194768
6.199701937000	20.866912090000	8.317163811000	6.199701937	-12.04535545	14.65027205
6.259314456000	20.760054000000	8.301083032000	6.259314456	-12.05304523	14.65488906
6.318926975000	20.739842520000	8.292501336000	6.318926975	-12.04311229	14.65615485
6.378539493000	20.697974520000	8.298232292000	6.378539493	-12.07090216	14.65274956
6.438152012000	20.705120010000	8.305364615000	6.438152012	-12.13565067	14.65229962
6.497764531000	20.759013330000	8.315627587000	6.497764531	-12.26798907	14.65181612
6.557377049000	20.773461630000	8.316041928000	6.557377049	-12.3107023	14.64776623
6.616989568000	20.751682680000	8.316722897000	6.616989568	-12.4463	14.64988768
6.676602086000	20.687381130000	8.302332354000	6.676602086	-12.48977752	14.6493522
6.736214605000	20.601090900000	8.292804921000	6.736214605	-12.63600484	14.64890243
6.795827124000	20.564851790000	8.294678672000	6.795827124	-12.79793313	14.64631943
6.855439642000	20.565258640000	8.296606333000	6.855439642	-12.96399206	14.64542739
6.915052161000	20.586684190000	8.300325825000	6.915052161	-13.17388444	14.64016319
6.974664680000	20.634811310000	8.310384668000	6.97466468	-13.32003494	14.64005785
7.034277198000	20.647069150000	8.306049460000	7.034277198	-13.46366996	14.64166781
7.093889717000	20.699932300000	8.299254741000	7.093889717	-13.59206773	14.63941903
7.153502235000	20.730600220000	8.303042260000	7.153502235	-13.64987015	14.63829273
7.213114754000	20.778706280000	8.303503530000	7.213114754	-13.64245168	14.6358697
7.272727273000	20.774964400000	8.311946173000	7.272727273	-13.65160881	14.63662046
7.332339791000	20.744305520000	8.316776653000	7.332339791	-13.67725466	14.63730344
7.391952310000	20.743371050000	8.322338962000	7.39195231	-13.67566444	14.63805297
7.451564829000	20.753215560000	8.319461282000	7.451564829	-13.68660489	14.6394581
7.511177347000	20.723074020000	8.319002101000	7.511177347	-13.68208317	14.63802526
7.570789866000	20.720188900000	8.321734631000	7.570789866	-13.68799059	14.63837806
7.630402385000	20.719997150000	8.322380315000	7.630402385	-13.68569838	14.63873446
7.690014903000	20.705045930000	8.323276410000	7.690014903	-13.68533717	14.63901302
7.749627422000	20.694227830000	8.324883062000	7.749627422	-13.68379167	14.63912615
7.809239940000	20.678960590000	8.324958239000	7.80923994	-13.68676304	14.6396835
7.868852459000	20.675930340000	8.325261094000	7.868852459	-13.68453567	14.63931473
7.928464978000	20.690393650000	8.324735996000	7.928464978	-13.68293655	14.63881151
7.988077496000	20.688127550000	8.324594737000	7.988077496	-13.68704491	14.63916378
8.047690015000	20.680031810000	8.323813424000	8.047690015	-13.68415827	14.63908245
8.107302534000	20.711173880000	8.324040151000	8.107302534	-13.68417287	14.63939591
8.166915052000	20.753545640000	8.315222100000	8.166915052	-13.68455199	14.64093844
8.226527571000	20.759788130000	8.311759424000	8.226527571	-13.67820776	14.64132552
8.286140089000	20.756539940000	8.314525091000	8.286140089	-13.66477223	14.6414965
8.345752608000	20.773111040000	8.316576045000	8.345752608	-13.64031641	14.64161171
8.405365127000	20.790164310000	8.317557413000	8.405365127	-13.65687436	14.64195176
8.464977645000	20.773352980000	8.316613531000	8.464977645	-13.65434953	14.64076348
8.524590164000	20.794673980000	8.317194050000	8.524590164	-13.66389101	14.63965032
8.584202683000	20.807482220000	8.319407547000	8.584202683	-13.65086366	14.63859671
8.643815201000	20.828241300000	8.319878289000	8.643815201	-13.6297119	14.63801496
8.703427720000	20.835609310000	8.322703289000	8.70342772	-13.58506742	14.63744705
8.763040238000	20.852961830000	8.322322179000	8.763040238	-13.59496694	14.63825661
8.822652757000	20.848291560000	8.322053686000	8.822652757	-13.56943838	14.63899325
8.882265276000	20.852019310000	8.322870264000	8.882265276	-13.52894559	14.6391901
8.941877794000	20.856327910000	8.323533557000	8.941877794	-13.49008294	14.63760067
9.001490313000	20.858859150000	8.322748928000	9.001490313	-13.48360279	14.63881095
9.061102832000	20.863312710000	8.323076522000	9.061102832	-13.4463317	14.63751092
9.120715350000	20.880115350000	8.324508929000	9.12071535	-13.42212139	14.63623414
9.180327869000	20.908793150000	8.324684761000	9.180327869	-13.3085108	14.63718681
9.239940387000	20.992179190000	8.329974294000	9.239940387	-13.22355618	14.63816663
9.299552906000	21.040054100000	8.332810483000	9.299552906	-13.17053414	14.63702314
9.359165425000	21.114104480000	8.336559877000	9.359165425	-13.13952406	14.63547533
9.418777943000	21.127635460000	8.340850128000	9.418777943	-13.129206	14.6350538
9.478390462000	21.155110080000	8.341558354000	9.478390462	-13.03927556	14.6275529
9.538002981000	21.204097920000	8.345894406000	9.538002981	-13.03365545	14.62671055
9.597615499000	21.228214490000	8.345297112000	9.597615499	-13.01297516	14.62750511
9.657228018000	21.249340490000	8.342882292000	9.657228018	-13.00414466	14.62853969
9.716840537000	21.288119120000	8.344443823000	9.716840537	-12.98554542	14.62780499
9.776453055000	21.326066700000	8.344412043000	9.776453055	-12.93997636	14.62599037
9.836065574000	21.358271690000	8.348602934000	9.836065574	-12.87941915	14.62920752
9.895678092000	21.402792430000	8.344686217000	9.895678092	-12.83645064	14.63249506
9.955290611000	21.445436290000	8.350547497000	9.955290611	-12.81608314	14.63223348
10.014903130000	21.507554180000	8.361262804000	10.01490313	-12.80557265	14.6304653
10.074515650000	21.551307100000	8.358004023000	10.07451565	-12.74327842	14.62414423
10.134128170000	21.609360550000	8.361405730000	10.13412817	-12.64796007	14.62234544
10.193740690000	21.658245030000	8.372030319000	10.19374069	-12.59559817	14.61648249
10.253353200000	21.661892790000	8.381863516000	10.2533532	-12.57747964	14.61899014
10.312965720000	21.694557370000	8.383139112000	10.31296572	-12.52577113	14.61594001
10.372578240000	21.732488470000	8.386254214000	10.37257824	-12.51347805	14.6150058
10.432190760000	21.759968350000	8.387858110000	10.43219076	-12.47303461	14.61560705
10.491803280000	21.766873850000	8.391985386000	10.49180328	-12.42489724	14.62099769
10.551415800000	21.785478800000	8.396137964000	10.5514158	-12.38510785	14.62206049
10.611028320000	21.831835640000	8.403273939000	10.61102832	-12.35865318	14.62345972
10.670640830000	21.867406200000	8.413876124000	10.67064083	-12.2748394	14.62159667
10.730253350000	21.881631250000	8.416629146000	10.73025335	-12.22470496	14.62390872
10.789865870000	21.916722500000	8.420491260000	10.78986587	-12.18360742	14.62547994
10.849478390000	21.930615250000	8.425809080000	10.84947839	-12.15131317	14.62622967
10.909090910000	21.977143550000	8.425973042000	10.90909091	-12.14253636	14.62759329
10.968703430000	21.965334850000	8.427639114000	10.96870343	-12.13001466	14.62689177
11.028315950000	21.958096670000	8.420693688000	11.02831595	-12.09780001	14.62694935
11.087928460000	21.938860130000	8.418574166000	11.08792846	-12.08129185	14.62851489
11.147540980000	21.920409670000	8.418584375000	11.14754098	-12.06951622	14.63140067
11.207153500000	21.939238930000	8.413714167000	11.2071535	-12.05073466	14.63285685
11.266766020000	21.939987330000	8.409586335000	11.26676602	-12.02697977	14.63368112
11.326378540000	21.919850670000	8.410648524000	11.32637854	-12.0051781	14.63544292
11.385991060000	21.933078330000	8.408224776000	11.38599106	-11.99333944	14.63479734
11.445603580000	21.932787100000	8.404398987000	11.44560358	-11.97821712	14.63423963
11.505216100000	21.914641840000	8.407045805000	11.5052161	-11.94656053	14.63313251
11.564828610000	21.912232380000	8.406992797000	11.56482861	-11.94181002	14.63429458
11.624441130000	21.921811010000	8.406362429000	11.62444113	-11.93136061	14.63366341
11.684053650000	21.927372680000	8.406093265000	11.68405365	-11.92307119	14.6333649
11.743666170000	21.919100250000	8.405793458000	11.74366617	-11.91822959	14.63309717
11.803278690000	21.919440080000	8.406327391000	11.80327869	-11.91573386	14.63431753
11.862891210000	21.926832440000	8.405712071000	11.86289121	-11.91653566	14.63551216
11.922503730000	21.937353890000	8.406001894000	11.92250373	-11.923158	14.6358659
11.982116240000	21.907902060000	8.406354831000	11.98211624	-11.92271108	14.63735873
12.041728760000	21.891757280000	8.410052873000	12.04172876	-11.92871273	14.63799566
12.101341280000	21.886375750000	8.415835439000	12.10134128	-11.92901799	14.63880931
12.160953800000	21.915506350000	8.409924326000	12.1609538	-11.93596266	14.63893792
12.220566320000	21.947213920000	8.411405906000	12.22056632	-11.93437025	14.63701837
12.280178840000	21.983929440000	8.415531163000	12.28017884	-11.93817693	14.63569245
12.339791360000	22.018159250000	8.417821085000	12.33979136	-11.94113748	14.63395
12.399403870000	22.038229940000	8.426443423000	12.39940387	-11.9487176	14.6315103
12.459016390000	22.048250850000	8.432924895000	12.45901639	-11.95474648	14.63023368
12.518628910000	22.058470630000	8.434235720000	12.51862891	-11.95897046	14.63132198
12.578241430000	22.088384860000	8.428784028000	12.57824143	-11.96504349	14.6299888
12.637853950000	22.081780350000	8.426212780000	12.63785395	-11.96532216	14.63075467
12.697466470000	22.090495050000	8.420232085000	12.69746647	-11.96220949	14.63140605
12.757078990000	22.143714840000	8.416712881000	12.75707899	-11.9589644	14.62988992
12.816691510000	22.196406660000	8.412220312000	12.81669151	-11.95821343	14.62857336
12.876304020000	22.207232100000	8.411465650000	12.87630402	-11.95950428	14.62840254
12.935916540000	22.203279670000	8.410262453000	12.93591654	-11.96440579	14.62704381
12.995529060000	22.207373470000	8.407346747000	12.99552906	-11.96287072	14.62996887
13.055141580000	22.195552460000	8.407812793000	13.05514158	-11.96415078	14.63156357
13.114754100000	22.169177410000	8.407998463000	13.1147541	-11.96457851	14.63497953
13.174366620000	22.077780280000	8.405670810000	13.17436662	-11.96909396	14.63733967
13.233979140000	22.051081570000	8.400153844000	13.23397914	-11.97324633	14.63705496
13.293591650000	22.040372240000	8.394884678000	13.29359165	-11.97682658	14.63656081
13.353204170000	21.993788960000	8.386543072000	13.35320417	-11.98601714	14.63767536
13.412816690000	21.955614880000	8.375120335000	13.41281669	-12.01936398	14.63693817
13.472429210000	21.937090700000	8.369059237000	13.47242921	-12.07406094	14.63503115
13.532041730000	21.923329070000	8.362917079000	13.53204173	-12.10248155	14.63642424
13.591654250000	21.891021040000	8.344447438000	13.59165425	-12.11701567	14.63576741
13.651266770000	21.808875450000	8.338840392000	13.65126677	-12.12307027	14.63838915
13.710879280000	21.760882470000	8.334952631000	13.71087928	-12.1360557	14.63875778
13.770491800000	21.719613440000	8.335033369000	13.7704918	-12.16333374	14.63442906
13.830104320000	21.712281410000	8.330810397000	13.83010432	-12.24756369	14.62937384
13.889716840000	21.666606650000	8.327765829000	13.88971684	-12.28565942	14.63285544
13.949329360000	21.603934620000	8.325688648000	13.94932936	-12.35260161	14.62991199
14.008941880000	21.513030350000	8.323846142000	14.00894188	-12.41188869	14.63365873
14.068554400000	21.467914670000	8.322487882000	14.0685544	-12.46313893	14.61191551
