GMfasBEST			GMextMMM		
t	x	y	t	x	y
0.00000000000	14.65946020000	1.57532662200	0.00000000000	4.48995934800	12.54799859000
0.05961251863	14.68344822000	1.57512089200	0.05961251863	4.48972354400	12.54571603000
0.11922503730	14.80245628000	1.56645648100	0.11922503730	4.49025281700	12.54590678000
0.17883755590	14.92819654000	1.55055587800	0.17883755590	4.49002998100	12.54547286000
0.23845007450	14.96022638000	1.54716841400	0.23845007450	4.49032416600	12.54494593000
0.29806259310	15.00218514000	1.54350011300	0.29806259310	4.49078509900	12.54475198000
0.35767511180	15.09342985000	1.53407286900	0.35767511180	4.49277773600	12.54450386000
0.41728763040	15.16718988000	1.52955169600	0.41728763040	4.49083206400	12.54467147000
0.47690014900	15.28690764000	1.52128269700	0.47690014900	4.49238361700	12.54423721000
0.53651266770	15.33746503000	1.51753797300	0.53651266770	4.49194765800	12.54378040000
0.59612518630	15.44794660000	1.51036435800	0.59612518630	4.49620685500	12.54109888000
0.65573770490	15.52884812000	1.50461734800	0.65573770490	4.50726824200	12.53859711000
0.71535022350	15.69470040000	1.48950299000	0.71535022350	4.54173863900	12.53792007000
0.77496274220	15.74002624000	1.48908679400	0.77496274220	4.56681869100	12.53621194000
0.83457526080	15.85279713000	1.47916820900	0.83457526080	4.59511237900	12.53438021000
0.89418777940	15.86086807000	1.47696748700	0.89418777940	4.60867058500	12.53506419000
0.95380029810	15.88183723000	1.47632244100	0.95380029810	4.61357180700	12.53475981000
1.01341281700	16.00440180000	1.46675493800	1.01341281700	4.61616172600	12.53403098000
1.07302533500	16.13505174000	1.45558239700	1.07302533500	4.63015460600	12.53339268000
1.13263785400	16.28434752000	1.44315195600	1.13263785400	4.65475976200	12.53081980000
1.19225037300	16.44075025000	1.42841286600	1.19225037300	4.65557243200	12.53097057000
1.25186289100	16.51178458000	1.42347048400	1.25186289100	4.65801523500	12.53105965000
1.31147541000	16.55055110000	1.41675074000	1.31147541000	4.66215667900	12.53056281000
1.37108792800	16.62555241000	1.41487465800	1.37108792800	4.67458642300	12.52950462000
1.43070044700	16.69803465000	1.40972943700	1.43070044700	4.69354928700	12.52977264000
1.49031296600	16.80466572000	1.39797121200	1.49031296600	4.71771211000	12.52776874000
1.54992548400	16.85173925000	1.38996933500	1.54992548400	4.73274701900	12.52700949000
1.60953800300	16.90296547000	1.39052400900	1.60953800300	4.74622922900	12.52596539000
1.66915052200	16.97064544000	1.38918324300	1.66915052200	4.76184217600	12.52726091000
1.72876304000	17.00939408000	1.38450356400	1.72876304000	4.77423950100	12.52600106000
1.78837555900	17.09546269000	1.38018185100	1.78837555900	4.79619298500	12.52308433000
1.84798807700	17.12402395000	1.38184389800	1.84798807700	4.80450784100	12.52213745000
1.90760059600	17.20320517000	1.37724344700	1.90760059600	4.81113380100	12.52156678000
1.96721311500	17.34518730000	1.36447716700	1.96721311500	4.83647024400	12.52067606000
2.02682563300	17.44624848000	1.35891599800	2.02682563300	4.87921876900	12.51809355000
2.08643815200	17.56184977000	1.34818930800	2.08643815200	4.91794441100	12.51461353000
2.14605067100	17.65699491000	1.33884290400	2.14605067100	4.94042575200	12.51076761000
2.20566318900	17.74120165000	1.33226160500	2.20566318900	4.95556202900	12.50703785000
2.26527570800	17.84242813000	1.32516721500	2.26527570800	4.99274776700	12.50490874000
