SOLend2BEST			SOLext		
t	x	y	t	x	y
0.000000000000	15.965073180000	6.688550275000	0.000000000000	26.025807080000	14.462495040000
0.023441712180	15.969354050000	6.688553682000	0.023441712180	26.027117800000	14.461162550000
0.046883424370	15.966791890000	6.689159007000	0.046883424370	26.026828630000	14.460640170000
0.070325136550	15.967513680000	6.689607365000	0.070325136550	26.027530540000	14.461281720000
0.093766848730	15.972447690000	6.689093780000	0.093766848730	26.026349730000	14.459900530000
0.117208560900	15.969994140000	6.688657554000	0.117208560900	26.024386900000	14.458824700000
0.140650273100	15.970262290000	6.688538949000	0.140650273100	26.027056670000	14.459865130000
0.164091985300	15.968953380000	6.689347608000	0.164091985300	26.025001450000	14.459492840000
0.187533697500	15.970512510000	6.689424809000	0.187533697500	26.022540910000	14.459408670000
0.210975409600	15.967888790000	6.690058738000	0.210975409600	26.024241680000	14.460159250000
0.234417121800	15.965623560000	6.690472354000	0.234417121800	26.023657450000	14.460502690000
0.257858834000	15.964933510000	6.690332596000	0.257858834000	26.023288210000	14.459870540000
0.281300546200	15.963707050000	6.691028391000	0.281300546200	26.024564810000	14.461352770000
0.304742258400	15.961828830000	6.691758029000	0.304742258400	26.024338360000	14.460733070000
0.328183970600	15.964917670000	6.691641117000	0.328183970600	26.025577370000	14.461119560000
0.351625682700	15.964440090000	6.692766048000	0.351625682700	26.025037080000	14.461219170000
0.375067394900	15.963979210000	6.691913022000	0.375067394900	26.024075250000	14.461382630000
0.398509107100	15.960306310000	6.691922098000	0.398509107100	26.024694620000	14.461626370000
0.421950819300	15.965497070000	6.693939643000	0.421950819300	26.025212580000	14.461160240000
0.445392531500	15.961895460000	6.692355868000	0.445392531500	26.023986670000	14.461462850000
0.468834243700	15.957152170000	6.695559438000	0.468834243700	26.024346340000	14.461391650000
0.492275955800	15.938046740000	6.699338976000	0.492275955800	26.024354640000	14.461676570000
0.515717668000	15.809403720000	6.696815134000	0.515717668000	26.026157100000	14.461085630000
0.539159380200	15.701700060000	6.720128782000	0.539159380200	26.026628030000	14.462938360000
0.562601092400	15.331789400000	6.850005159000	0.562601092400	26.028133950000	14.465605400000
0.586042804600	15.100429760000	6.865890343000	0.586042804600	26.026828410000	14.467475710000
0.609484516700	15.018375580000	6.844516169000	0.609484516700	26.025026450000	14.463200390000
0.632926228900	14.958648910000	6.840732409000	0.632926228900	26.021033960000	14.466419180000
0.656367941100	14.939606500000	6.845886953000	0.656367941100	26.021682370000	14.465406550000
0.679809653300	14.890686650000	6.850753708000	0.679809653300	26.023080880000	14.469242230000
0.703251365500	14.621666440000	6.903410350000	0.703251365500	26.030803620000	14.484521270000
0.726693077700	14.495004960000	6.925848906000	0.726693077700	26.029290150000	14.486226500000
0.750134789800	14.471621960000	6.924953432000	0.750134789800	26.030118770000	14.478385670000
0.773576502000	14.395656250000	6.922392562000	0.773576502000	26.037180240000	14.474716490000
0.797018214200	14.360435950000	6.918180253000	0.797018214200	26.038612340000	14.468832200000
0.820459926400	14.366438870000	6.917648300000	0.820459926400	26.033243770000	14.473785090000
0.843901638600	14.313249630000	6.924176334000	0.843901638600	26.012121600000	14.489685360000
0.867343350800	14.307167260000	6.921874624000	0.867343350800	26.025858710000	14.484260210000
0.890785062900	14.297182010000	6.923116388000	0.890785062900	26.032979130000	14.480514350000
0.914226775100	14.284373400000	6.925505147000	0.914226775100	26.035056390000	14.479209600000
0.937668487300	14.239463120000	6.927946522000	0.937668487300	26.034717700000	14.484383750000
0.961110199500	14.220770890000	6.927766336000	0.961110199500	26.036607510000	14.485264090000
0.984551911700	14.172895610000	6.925968417000	0.984551911700	26.037961860000	14.490248080000
1.007993624000	14.124500130000	6.923142423000	1.007993624000	26.033156950000	14.497152210000
1.031435336000	14.036769990000	6.920855451000	1.031435336000	26.024353120000	14.496170470000
1.054877048000	14.020683460000	6.923862445000	1.054877048000	26.026556410000	14.497446710000
1.078318760000	13.848886550000	6.931443400000	1.078318760000	26.025344540000	14.488438200000
1.101760473000	13.755049840000	6.930527955000	1.101760473000	26.019618350000	14.479292200000
1.125202185000	13.689856820000	6.925797389000	1.125202185000	26.017353780000	14.489046930000
1.148643897000	13.664218530000	6.921681818000	1.148643897000	26.023291950000	14.489215950000
1.172085609000	13.606811920000	6.936993054000	1.172085609000	26.026018740000	14.484287900000
1.195527321000	13.520254130000	6.937520381000	1.195527321000	26.030023090000	14.474602550000
1.218969033000	13.494497350000	6.969210245000	1.218969033000	26.045938990000	14.473225170000
1.242410746000	13.511314000000	6.976259733000	1.242410746000	26.046711560000	14.476293110000
1.265852458000	13.445871090000	7.001460019000	1.265852458000	26.052851220000	14.463521300000
1.289294170000	13.371861580000	7.016933090000	1.289294170000	26.040914390000	14.461677510000
1.312735882000	13.354160790000	7.018844818000	1.312735882000	26.043119820000	14.463203010000
1.336177594000	13.232173550000	7.021857687000	1.336177594000	26.036693650000	14.464497360000
1.359619307000	13.211936300000	7.010993421000	1.359619307000	26.037348590000	14.461907370000
1.383061019000	13.155695750000	7.003266253000	1.383061019000	26.040788780000	14.461184020000
1.406502731000	13.071745660000	7.003343465000	1.406502731000	26.035052600000	14.459748770000
1.429944443000	12.951407300000	6.999364916000	1.429944443000	26.042917470000	14.457218620000
1.453386155000	12.883420820000	6.993382119000	1.453386155000	26.046004280000	14.459906780000
1.476827868000	12.758908780000	6.985107113000	1.476827868000	26.046312680000	14.461476430000
1.500269580000	12.733218370000	6.985239159000	1.500269580000	26.043591780000	14.461472950000
1.523711292000	12.625041430000	6.989813634000	1.523711292000	26.040363040000	14.464775540000
