GMfas			GMext		
t	x	y	t	x	y
0.0000000000	42.6626978800	0.1869760449	0.0000000000	46.6468740500	12.3424662600
0.0231986266	42.6646103300	0.1862961667	0.0231986266	46.6471221500	12.3424642700
0.0463972533	42.6650881300	0.1872321977	0.0463972533	46.6471537700	12.3425774800
0.0695958799	42.6656381600	0.1873502455	0.0695958799	46.6465341100	12.3424414000
0.0927945066	42.6706414300	0.1868678498	0.0927945066	46.6468213700	12.3426328600
0.1159931332	42.6731706300	0.1864791786	0.1159931332	46.6472662200	12.3424034600
0.1391917598	42.6720342800	0.1868021132	0.1391917598	46.6471167600	12.3424066900
0.1623903865	42.6688689500	0.1871472570	0.1623903865	46.6470558000	12.3425172800
0.1855890131	42.6698247300	0.1868223220	0.1855890131	46.6469579100	12.3425132400
0.2087876398	42.6785625200	0.1870068004	0.2087876398	46.6472567500	12.3425496700
0.2319862664	42.6735432500	0.1868538069	0.2319862664	46.6474439000	12.3424466400
0.2551848931	42.6700380000	0.1871283170	0.2551848931	46.6468794300	12.3422693300
0.2783835197	42.6827348300	0.1876003332	0.2783835197	46.6475944800	12.3426780000
0.3015821463	42.6806566400	0.1879953990	0.3015821463	46.6470524900	12.3425703500
0.3247807730	42.6772946500	0.1875635598	0.3247807730	46.6471750600	12.3423351200
0.3479793996	42.6756470300	0.1881592510	0.3479793996	46.6472767600	12.3426385900
0.3711780263	42.6818428000	0.1871459080	0.3711780263	46.6469527500	12.3425001500
0.3943766529	42.6781953700	0.1874459141	0.3943766529	46.6463854000	12.3430134500
0.4175752795	42.6754784500	0.1871999826	0.4175752795	46.6473313200	12.3423917000
0.4407739062	42.6818861600	0.1868544817	0.4407739062	46.6469058600	12.3427175000
0.4639725328	42.6814413000	0.1865935562	0.4639725328	46.6466788200	12.3426089100
0.4871711595	42.6741006000	0.1863564837	0.4871711595	46.6466208100	12.3425503300
0.5103697861	42.6759089600	0.1858130396	0.5103697861	46.6471008800	12.3425118200
0.5335684127	42.6730391700	0.1861964288	0.5335684127	46.6472323100	12.3423223100
0.5567670394	42.6796850400	0.1859794147	0.5567670394	46.6470737300	12.3424320100
0.5799656660	42.6782088800	0.1850657909	0.5799656660	46.6468380900	12.3424227900
0.6031642927	42.6739599300	0.1859050932	0.6031642927	46.6478756400	12.3422623600
0.6263629193	42.6713289700	0.1858454284	0.6263629193	46.6477337900	12.3423529300
0.6495615460	42.6688883200	0.1848057103	0.6495615460	46.6467410000	12.3421963100
0.6727601726	42.6680059200	0.1842534231	0.6727601726	46.6479164700	12.3423448900
0.6959587992	42.6588087800	0.1839323041	0.6959587992	46.6470312800	12.3420471200
0.7191574259	42.6555880500	0.1849561256	0.7191574259	46.6466452700	12.3420704900
0.7423560525	42.6561554200	0.1853285565	0.7423560525	46.6465055500	12.3423540900
