CALbump			CALext		
t	x	y	t	x	y
0.000000000000	16.054167770000	10.278380850000	0.000000000000	-4.087022720000	14.241301390000
0.059612518630	16.055907260000	10.278427860000	0.059612518630	-4.087502723000	14.240799280000
0.119225037300	16.059399840000	10.277811410000	0.119225037300	-4.086523415000	14.240430160000
0.178837555900	16.053444340000	10.279044380000	0.178837555900	-4.087335934000	14.240440430000
0.238450074500	16.045553970000	10.280743360000	0.238450074500	-4.086803615000	14.240660770000
0.298062593100	16.041418680000	10.281528960000	0.298062593100	-4.090986819000	14.242095910000
0.357675111800	15.930874870000	10.285586120000	0.357675111800	-4.092686670000	14.242273800000
0.417287630400	15.866637330000	10.283905670000	0.417287630400	-4.093486651000	14.242165440000
0.476900149000	15.769673520000	10.283992530000	0.476900149000	-4.090357875000	14.241371610000
0.536512667700	15.755574100000	10.280804000000	0.536512667700	-4.091608794000	14.240181480000
0.596125186300	15.725623020000	10.277954370000	0.596125186300	-4.092217938000	14.241398000000
0.655737704900	15.683744740000	10.277346240000	0.655737704900	-4.093364959000	14.240876070000
0.715350223500	15.617329300000	10.278360740000	0.715350223500	-4.096621965000	14.241050540000
0.774962742200	15.574927380000	10.284762760000	0.774962742200	-4.102452227000	14.240793330000
0.834575260800	15.461787260000	10.297640830000	0.834575260800	-4.114836996000	14.243707440000
0.894187779400	15.402074890000	10.323399280000	0.894187779400	-4.107080162000	14.240604890000
0.953800298100	15.343032880000	10.335310770000	0.953800298100	-4.100386402000	14.239468890000
1.013412817000	15.341132940000	10.335938140000	1.013412817000	-4.095798916000	14.237708780000
1.073025335000	15.443938370000	10.307850930000	1.073025335000	-4.091033390000	14.237655610000
1.132637854000	15.329891570000	10.340097720000	1.132637854000	-4.107917067000	14.238296760000
1.192250373000	15.322486290000	10.352370960000	1.192250373000	-4.109990232000	14.241993160000
1.251862891000	15.275487730000	10.358018000000	1.251862891000	-4.112069579000	14.243272310000
1.311475410000	15.266937100000	10.373470680000	1.311475410000	-4.118899426000	14.245364140000
1.371087928000	15.158894600000	10.400628730000	1.371087928000	-4.111284453000	14.248255420000
1.430700447000	15.261872600000	10.409625010000	1.430700447000	-4.114917035000	14.243916350000
1.490312966000	15.336228780000	10.417649190000	1.490312966000	-4.106698101000	14.246360260000
1.549925484000	15.575687090000	10.413957960000	1.549925484000	-4.087453981000	14.244782840000
1.609538003000	15.617361680000	10.415545970000	1.609538003000	-4.075893566000	14.242741920000
1.669150522000	15.629022380000	10.413241890000	1.669150522000	-4.075167073000	14.245585700000
1.728763040000	15.678184600000	10.400524480000	1.728763040000	-4.070616739000	14.242290200000
1.788375559000	15.777731370000	10.385435940000	1.788375559000	-4.066777420000	14.244676040000
1.847988077000	15.854674350000	10.368713590000	1.847988077000	-4.061758028000	14.244261230000
1.907600596000	15.953292580000	10.357380990000	1.907600596000	-4.057118819000	14.243780120000
1.967213115000	16.061639830000	10.355146020000	1.967213115000	-4.068937547000	14.242698340000
2.026825633000	16.218452880000	10.349164680000	2.026825633000	-4.070151381000	14.239604070000
2.086438152000	16.273925570000	10.349667980000	2.086438152000	-4.072326537000	14.242176550000
2.146050671000	16.379640630000	10.345251120000	2.146050671000	-4.079378737000	14.244847450000
2.205663189000	16.488224080000	10.337691730000	2.205663189000	-4.087790767000	14.243902880000
