mass_A			mass_B		
t	x	y	t	x	y
0.000000000000	13.579020860000	-7.271346654000	0.000000000000	0.000000000000	0.000000000000
0.059612518630	13.549396800000	-7.264289078000	0.059612518630	0.000000000000	0.000000000000
0.119225037300	13.571892620000	-7.262810353000	0.119225037300	0.000000000000	0.000000000000
0.178837555900	13.582939980000	-7.263004098000	0.178837555900	0.000000000000	0.000000000000
0.238450074500	13.609711150000	-7.264663969000	0.238450074500	0.000000000000	0.000000000000
0.298062593100	13.715048690000	-7.255325428000	0.298062593100	0.000000000000	0.000000000000
0.357675111800	13.762408540000	-7.256751119000	0.357675111800	0.000000000000	0.000000000000
0.417287630400	13.848108500000	-7.248225062000	0.417287630400	0.000000000000	0.000000000000
0.476900149000	13.932034990000	-7.259458111000	0.476900149000	0.000000000000	0.000000000000
0.536512667700	13.966401010000	-7.257458717000	0.536512667700	0.000000000000	0.000000000000
0.596125186300	14.018687860000	-7.264350827000	0.596125186300	0.000000000000	0.000000000000
0.655737704900	14.164715590000	-7.270141358000	0.655737704900	0.000000000000	0.000000000000
0.715350223500	14.230359820000	-7.267975903000	0.715350223500	0.000000000000	0.000000000000
0.774962742200	14.333634080000	-7.271396553000	0.774962742200	0.000000000000	0.000000000000
0.834575260800	14.393704190000	-7.272590416000	0.834575260800	0.000000000000	0.000000000000
0.894187779400	14.492885820000	-7.273226484000	0.894187779400	0.000000000000	0.000000000000
0.953800298100	14.552819270000	-7.268557688000	0.953800298100	0.000000000000	0.000000000000
1.013412817000	14.634457120000	-7.261034362000	1.013412817000	0.000000000000	0.000000000000
1.073025335000	14.644063210000	-7.262384876000	1.073025335000	0.000000000000	0.000000000000
1.132637854000	14.724929980000	-7.259502386000	1.132637854000	0.000000000000	0.000000000000
1.192250373000	14.721200670000	-7.262574664000	1.192250373000	0.000000000000	0.000000000000
1.251862891000	14.729047840000	-7.252281443000	1.251862891000	0.000000000000	0.000000000000
1.311475410000	14.686072090000	-7.248568710000	1.311475410000	0.000000000000	0.000000000000
1.371087928000	14.648800550000	-7.230747131000	1.371087928000	0.000000000000	0.000000000000
1.430700447000	14.388050520000	-7.235402038000	1.430700447000	0.000000000000	0.000000000000
1.490312966000	14.021128400000	-7.270486008000	1.490312966000	0.000000000000	0.000000000000
1.549925484000	13.921318320000	-7.270093848000	1.549925484000	0.000000000000	0.000000000000
1.609538003000	13.756022880000	-7.273431681000	1.609538003000	0.000000000000	0.000000000000
1.669150522000	13.593788680000	-7.276782776000	1.669150522000	0.000000000000	0.000000000000
1.728763040000	13.558258740000	-7.281474200000	1.728763040000	0.000000000000	0.000000000000
1.788375559000	13.506681080000	-7.273237745000	1.788375559000	0.000000000000	0.000000000000
1.847988077000	13.306422170000	-7.278025360000	1.847988077000	0.000000000000	0.000000000000
