GMfasMMM			GMext		
t	x	y	t	x	y
0.0000000000	24.5968290900	0.9505103425	0.0000000000	46.5408359400	13.3066325400
0.0183402109	24.5966342500	0.9502467499	0.0183402109	46.5410799000	13.3066656100
0.0366804218	24.5953325500	0.9500658452	0.0366804218	46.5404483100	13.3067297300
0.0550206327	24.5961621700	0.9498926842	0.0550206327	46.5407389200	13.3066765600
0.0733608437	24.5952212400	0.9496668123	0.0733608437	46.5407255600	13.3065807200
0.0917010546	24.5944373600	0.9497775113	0.0917010546	46.5407402900	13.3065847000
0.1100412655	24.5940049100	0.9497465678	0.1100412655	46.5406484500	13.3063883700
0.1283814764	24.5943588500	0.9496117473	0.1283814764	46.5406526900	13.3065517200
0.1467216873	24.5951987400	0.9496672979	0.1467216873	46.5409365400	13.3064895200
0.1650618982	24.5954868100	0.9498463238	0.1650618982	46.5407526800	13.3063100600
0.1834021091	24.5948393500	0.9498818869	0.1834021091	46.5407524900	13.3063737300
0.2017423200	24.5958751700	0.9498811314	0.2017423200	46.5406402000	13.3064291800
0.2200825309	24.5963740300	0.9497538583	0.2200825309	46.5405341300	13.3062653700
0.2384227419	24.5962811000	0.9499718659	0.2384227419	46.5405825500	13.3062887200
0.2567629528	24.5969340800	0.9496862430	0.2567629528	46.5404498800	13.3061405900
0.2751031637	24.5967656700	0.9498418484	0.2751031637	46.5403443600	13.3060908200
0.2934433746	24.5967484400	0.9498075050	0.2934433746	46.5404285700	13.3061843400
0.3117835855	24.5970237500	0.9497515546	0.3117835855	46.5405534300	13.3060861200
0.3301237964	24.5967758100	0.9496345373	0.3301237964	46.5406758600	13.3059725900
0.3484640073	24.5980292000	0.9493608682	0.3484640073	46.5402914700	13.3059337600
0.3668042182	24.5975816600	0.9490756126	0.3668042182	46.5405023100	13.3059165900
0.3851444292	24.5974333300	0.9491107357	0.3851444292	46.5404472900	13.3060682000
0.4034846401	24.5975465300	0.9491025479	0.4034846401	46.5401657500	13.3058148000
0.4218248510	24.5984106100	0.9484587700	0.4218248510	46.5407424000	13.3059152500
0.4401650619	24.5983808100	0.9482855284	0.4401650619	46.5404894500	13.3058163500
0.4585052728	24.5984135200	0.9486718990	0.4585052728	46.5405661400	13.3058256400
0.4768454837	24.5986896500	0.9487814850	0.4768454837	46.5404226100	13.3058626900
0.4951856946	24.5982191700	0.9492462763	0.4951856946	46.5406796600	13.3060895800
0.5135259055	24.5981670500	0.9496839877	0.5135259055	46.5406877300	13.3061888900
0.5318661165	24.5982768000	0.9500809149	0.5318661165	46.5404844400	13.3062796900
0.5502063274	24.5985461200	0.9502277473	0.5502063274	46.5406814800	13.3063341000
0.5685465383	24.5984339400	0.9505990299	0.5685465383	46.5403336100	13.3062648500
0.5868867492	24.5978304300	0.9505435262	0.5868867492	46.5405717900	13.3064052400
0.6052269601	24.5976776900	0.9507915989	0.6052269601	46.5408737100	13.3062728500
0.6235671710	24.5989681400	0.9505492276	0.6235671710	46.5404326900	13.3062136000
0.6419073819	24.5996893000	0.9502811075	0.6419073819	46.5406527300	13.3064695500
0.6602475928	24.6002119200	0.9503867159	0.6602475928	46.5408307800	13.3063448200
0.6785878038	24.6018947900	0.9500723650	0.6785878038	46.5404885500	13.3064492100
0.6969280147	24.6029244100	0.9499556557	0.6969280147	46.5406675000	13.3063970500
0.7152682256	24.6034890100	0.9501676379	0.7152682256	46.5405337000	13.3063381000
0.7336084365	24.6037280800	0.9498956278	0.7336084365	46.5402961100	13.3063291500
0.7519486474	24.6046800900	0.9500364140	0.7519486474	46.5404296700	13.3062964800
0.7702888583	24.6041766400	0.9502023711	0.7702888583	46.5405094100	13.3064150800
0.7886290692	24.6052290800	0.9500989283	0.7886290692	46.5407238100	13.3064025900
0.8069692801	24.6060247500	0.9501539825	0.8069692801	46.5409137300	13.3065162100
0.8253094911	24.6047879400	0.9500699354	0.8253094911	46.5408532600	13.3064227500
0.8436497020	24.6044017800	0.9503493403	0.8436497020	46.5403338600	13.3068288100
0.8619899129	24.6032831900	0.9506377045	0.8619899129	46.5405927600	13.3064831900
0.8803301238	24.6043407200	0.9506354187	0.8803301238	46.5405586600	13.3065245800
0.8986703347	24.6046905400	0.9504705116	0.8986703347	46.5409332100	13.3065179800
0.9170105456	24.6033662600	0.9506986600	0.9170105456	46.5402119200	13.3066556800
0.9353507565	24.6031172900	0.9508459519	0.9353507565	46.5405879100	13.3065039000
0.9536909674	24.6026102100	0.9507130446	0.9536909674	46.5406480800	13.3064857500
0.9720311784	24.6024721700	0.9505335058	0.9720311784	46.5406265100	13.3064097700
0.9903713893	24.6017278400	0.9505819093	0.9903713893	46.5410193200	13.3064817700
1.0087116000	24.5995118300	0.9496700178	1.0087116000	46.5404437900	13.3066800500
1.0270518110	24.5940420100	0.9482997638	1.0270518110	46.5405893300	13.3065595500
1.0453920220	24.5929036500	0.9478285512	1.0453920220	46.5405542200	13.3063662700
1.0637322330	24.5861759300	0.9459725191	1.0637322330	46.5406629400	13.3064189400
1.0820724440	24.5735631000	0.9406481739	1.0820724440	46.5405166900	13.3064729100
1.1004126550	24.5547191900	0.9027143335	1.1004126550	46.5405060400	13.3066047100
1.1187528660	24.4959215200	0.8890008171	1.1187528660	46.5402731000	13.3065686500
