SOLfas			SOLext		
t	x	y	t	x	y
0.0000000000	27.2187317600	9.3802782700	0.0000000000	43.2673452300	16.2210189900
0.0245615759	27.2164790100	9.3826239430	0.0245615759	43.2670848400	16.2215218700
0.0491231517	27.2153039400	9.3833889170	0.0491231517	43.2677842500	16.2214917700
0.0736847276	27.2141217000	9.3854521150	0.0736847276	43.2679832600	16.2217708000
0.0982463035	27.2058657900	9.3905502100	0.0982463035	43.2692059500	16.2224615800
0.1228078794	27.1916662100	9.3927074120	0.1228078794	43.2666168800	16.2221490500
0.1473694552	27.1946484800	9.3913405770	0.1473694552	43.2659088200	16.2222829300
0.1719310311	27.1852102800	9.3918729520	0.1719310311	43.2654203100	16.2218832300
0.1964926070	27.1634224600	9.3904200300	0.1964926070	43.2659889700	16.2213864100
0.2210541828	27.1543816400	9.3891959590	0.2210541828	43.2653603700	16.2218291300
0.2456157587	27.1283391600	9.3909090810	0.2456157587	43.2654392700	16.2216956400
0.2701773346	27.1222151900	9.3921220140	0.2701773346	43.2631800100	16.2219179100
0.2947389104	27.1134592600	9.3965605140	0.2947389104	43.2645321100	16.2207478800
0.3193004863	27.1367817200	9.4060186100	0.3193004863	43.2642207100	16.2203511300
0.3438620622	27.1600641100	9.4096861590	0.3438620622	43.2653925600	16.2184506400
0.3684236381	27.1637250400	9.4050597930	0.3684236381	43.2673789400	16.2171128600
0.3929852139	27.1586967400	9.4000216620	0.3929852139	43.2646641700	16.2185241200
0.4175467898	27.1556527600	9.3952204090	0.4175467898	43.2634854400	16.2192064300
0.4421083657	27.1536547500	9.3915556200	0.4421083657	43.2637322200	16.2192642600
0.4666699415	27.1539034700	9.3869848560	0.4666699415	43.2655980400	16.2192722900
0.4912315174	27.1524417700	9.3805236590	0.4912315174	43.2676177400	16.2211735700
0.5157930933	27.1465442400	9.3809379000	0.5157930933	43.2667727600	16.2212239300
0.5403546692	27.1483991300	9.3818548870	0.5403546692	43.2669493000	16.2210240800
0.5649162450	27.1462163700	9.3814998730	0.5649162450	43.2654199600	16.2217587900
0.5894778209	27.1485475800	9.3820817710	0.5894778209	43.2671710500	16.2223461600
0.6140393968	27.1483274400	9.3807944370	0.6140393968	43.2665123700	16.2238836000
0.6386009726	27.1551457400	9.3785323700	0.6386009726	43.2685003200	16.2236887800
0.6631625485	27.1437274100	9.3759634730	0.6631625485	43.2689786400	16.2231394100
0.6877241244	27.1287836800	9.3762053240	0.6877241244	43.2658636200	16.2228686000
0.7122857003	26.9883216800	9.3800256810	0.7122857003	43.2516604600	16.2256113200
0.7368472761	26.9071333400	9.3886451900	0.7368472761	43.2498189800	16.2276528100
0.7614088520	26.8639150600	9.3888102930	0.7614088520	43.2490431100	16.2293048400
0.7859704279	26.7745305400	9.3996493950	0.7859704279	43.2437856600	16.2352484000
0.8105320037	26.6641912600	9.4456699610	0.8105320037	43.2710889200	16.2684102300
0.8350935796	26.6374788400	9.4529419970	0.8350935796	43.2677308700	16.2834557800
0.8596551555	26.5347015500	9.4780441820	0.8596551555	43.2555529300	16.2987209900
0.8842167313	26.4145969800	9.5200697400	0.8842167313	43.2666186200	16.3511118900
0.9087783072	26.3155910800	9.5402890110	0.9087783072	43.2532231900	16.3685156000
0.9333398831	26.1266391200	9.5555433860	0.9333398831	43.2178564100	16.3780091900
0.9579014590	26.0881890100	9.5897753740	0.9579014590	43.2438858500	16.4203401700
0.9824630348	25.7675518300	9.6137474540	0.9824630348	43.1597065300	16.4419361600
1.0070246110	25.6821524400	9.6139542590	1.0070246110	43.1456087800	16.4407062500
1.0315861870	25.5871445500	9.6212378390	1.0315861870	43.1238146500	16.4576606900
1.0561477620	25.4519796800	9.6321465450	1.0561477620	43.1532438700	16.4842074300
1.0807093380	25.3494510600	9.6591167980	1.0807093380	43.1188894500	16.5118622700
1.1052709140	25.2232976400	9.6711514360	1.1052709140	43.1018624800	16.5231740300
1.1298324900	24.9559085200	9.6883181660	1.1298324900	43.0521606900	16.5322249700
1.1543940660	24.8523286300	9.6860684800	1.1543940660	42.9942252700	16.5370529500
1.1789556420	24.6893295300	9.6890758250	1.1789556420	42.9693467600	16.5527304200
1.2035172180	24.6302630400	9.6911139570	1.2035172180	43.0150826600	16.5762811900
1.2280787940	24.5383647500	9.6897503420	1.2280787940	43.0008864300	16.5802200500
1.2526403690	24.4771429300	9.6892251940	1.2526403690	42.9850621400	16.5891606200
1.2772019450	24.4473120400	9.6913107160	1.2772019450	42.9768506800	16.5925176700
1.3017635210	24.3494361600	9.7063063680	1.3017635210	42.9639827300	16.5998927200
1.3263250970	24.3212353000	9.6969265290	1.3263250970	42.9550090100	16.6043986800
