CALbump			CALext			
t	x	y	t	x	y	
0.00000000000	21.67499953000	8.79374980900	0.00000000000	-8.11671069900	14.68169729000	
0.05961251863	21.67181199000	8.79451571700	0.05961251863	-8.11648239900	14.68152714000	
0.11922503730	21.66489010000	8.79742321600	0.11922503730	-8.11626473500	14.68150713000	
0.17883755590	21.66915906000	8.79747757700	0.17883755590	-8.11595071200	14.68140358000	
0.23845007450	21.66612864000	8.79806900400	0.23845007450	-8.11612449400	14.68137318000	
0.29806259310	21.65957378000	8.80075892200	0.29806259310	-8.11577059000	14.68134356000	
0.35767511180	21.65995355000	8.80202948100	0.35767511180	-8.11635529400	14.68142857000	
0.41728763040	21.65360133000	8.80624738800	0.41728763040	-8.11760745800	14.68138006000	
0.47690014900	21.64827842000	8.80770629200	0.47690014900	-8.11686511300	14.68136733000	
0.53651266770	21.64209587000	8.81003899000	0.53651266770	-8.11937253100	14.68142856000	
0.59612518630	21.62173450000	8.80777787300	0.59612518630	-8.12145093000	14.68156189000	
0.65573770490	21.63274863000	8.84051628600	0.65573770490	-8.12576065900	14.68127237000	
0.71535022350	21.60048094000	8.85646137100	0.71535022350	-8.13665025000	14.68219388000	
0.77496274220	21.60627567000	8.86378953400	0.77496274220	-8.15144914200	14.68288868000	
0.83457526080	21.59599253000	8.86905031900	0.83457526080	-8.20603062100	14.68343624000	
0.89418777940	21.59601902000	8.87033351700	0.89418777940	-8.24001237000	14.68309042000	
0.95380029810	21.58434315000	8.87044251300	0.95380029810	-8.25613506700	14.68376500000	
1.01341281700	21.60821041000	8.86897870400	1.01341281700	-8.25889557400	14.68387337000	
1.07302533500	21.64817352000	8.87011719500	1.07302533500	-8.25831827200	14.68474421000	
1.13263785400	21.65998422000	8.87067128200	1.13263785400	-8.26272120800	14.68489906000	
1.19225037300	21.64322944000	8.87126026700	1.19225037300	-8.26341890400	14.68536153000	
1.25186289100	21.62095124000	8.87367767200	1.25186289100	-8.26285770100	14.68508528000	
1.31147541000	21.62704732000	8.87103324100	1.31147541000	-8.26093492400	14.68421819000	
1.37108792800	21.64578473000	8.87199255100	1.37108792800	-8.26310766800	14.68448565000	
1.43070044700	21.70208749000	8.86215436000	1.43070044700	-8.25652941600	14.68485968000	
1.49031296600	21.77827805000	8.86414394100	1.49031296600	-8.25029645400	14.68433800000	
1.54992548400	21.82247228000	8.86477408500	1.54992548400	-8.24134849100	14.68435020000	
1.60953800300	21.82591636000	8.86321754800	1.60953800300	-8.24130560100	14.68519158000	
1.66915052200	21.81515765000	8.86436682500	1.66915052200	-8.23974262700	14.68452078000	
1.72876304000	21.80260729000	8.86822613100	1.72876304000	-8.23974660700	14.68389016000	
1.78837555900	21.79567751000	8.87146146400	1.78837555900	-8.24145505600	14.68353922000	
1.84798807700	21.80356965000	8.86903547800	1.84798807700	-8.23782982400	14.68348327000	
1.90760059600	21.81802188000	8.86755084700	1.90760059600	-8.23927400500	14.68292311000	
1.96721311500	21.81890637000	8.86936351300	1.96721311500	-8.23426447800	14.68238274000	
