CALbump2BEST			CALext		
t	x	y	t	x	y
0.000000000000	15.535165740000	7.813544900000	0.000000000000	-7.075155744000	14.655679760000
0.059612518630	15.540320700000	7.813591912000	0.059612518630	-7.074753897000	14.655333210000
0.119225037300	15.540655420000	7.814028910000	0.119225037300	-7.074799725000	14.655275230000
0.178837555900	15.537920910000	7.814279464000	0.178837555900	-7.074903469000	14.655294810000
0.238450074500	15.543369160000	7.815026317000	0.238450074500	-7.074793859000	14.655380480000
0.298062593100	15.547386350000	7.813988009000	0.298062593100	-7.075564340000	14.655317530000
0.357675111800	15.544236380000	7.815019282000	0.357675111800	-7.074522610000	14.655399060000
0.417287630400	15.542782880000	7.814772220000	0.417287630400	-7.074387955000	14.655305170000
0.476900149000	15.545594020000	7.813909883000	0.476900149000	-7.075282785000	14.655258020000
0.536512667700	15.549602310000	7.812792134000	0.536512667700	-7.075663112000	14.655299810000
0.596125186300	15.546447680000	7.812148279000	0.596125186300	-7.075279872000	14.655245670000
0.655737704900	15.543068030000	7.812048501000	0.655737704900	-7.074911519000	14.655188170000
0.715350223500	15.541364670000	7.815762570000	0.715350223500	-7.074551814000	14.655240890000
0.774962742200	15.544822200000	7.824561888000	0.774962742200	-7.075238584000	14.655199540000
0.834575260800	15.545865620000	7.826534339000	0.834575260800	-7.075536291000	14.655229090000
0.894187779400	15.540140380000	7.824027215000	0.894187779400	-7.075055137000	14.655248860000
0.953800298100	15.541024520000	7.821659201000	0.953800298100	-7.076125220000	14.655222650000
1.013412817000	15.538303720000	7.819199635000	1.013412817000	-7.076028160000	14.655173100000
1.073025335000	15.540824070000	7.816501090000	1.073025335000	-7.076378767000	14.655254840000
1.132637854000	15.541362760000	7.813061585000	1.132637854000	-7.076118653000	14.655328060000
1.192250373000	15.545399530000	7.809814052000	1.192250373000	-7.075760466000	14.655402050000
1.251862891000	15.548842100000	7.810609382000	1.251862891000	-7.075191070000	14.655427660000
1.311475410000	15.546190610000	7.810921165000	1.311475410000	-7.076243110000	14.655380910000
1.371087928000	15.546662590000	7.810976329000	1.371087928000	-7.075310735000	14.655378140000
1.430700447000	15.534227020000	7.807913596000	1.430700447000	-7.074800495000	14.655252120000
1.490312966000	15.537002390000	7.799173674000	1.490312966000	-7.074588022000	14.655039550000
1.549925484000	15.544554200000	7.805302797000	1.549925484000	-7.073957240000	14.655159640000
1.609538003000	15.550392570000	7.807416702000	1.609538003000	-7.075852320000	14.655105890000
1.669150522000	15.549558420000	7.795472028000	1.669150522000	-7.074919884000	14.654342320000
1.728763040000	15.809538160000	7.782868728000	1.728763040000	-7.091288113000	14.653416100000
1.788375559000	15.847045960000	7.764114827000	1.788375559000	-7.106193575000	14.655493500000
1.847988077000	15.713790330000	7.804054025000	1.847988077000	-7.197987483000	14.658171680000
1.907600596000	15.632593770000	7.808764363000	1.907600596000	-7.337082671000	14.660615550000
1.967213115000	15.694052790000	7.816484352000	1.967213115000	-7.476414397000	14.660342520000
2.026825633000	15.752793690000	7.826562426000	2.026825633000	-7.582604241000	14.659080840000
2.086438152000	15.623485750000	7.826068826000	2.086438152000	-7.731413755000	14.660899430000
2.146050671000	15.560907700000	7.830960882000	2.146050671000	-7.876768102000	14.661090520000
2.205663189000	15.507272900000	7.833904054000	2.205663189000	-7.895507472000	14.655844220000
2.265275708000	15.506016190000	7.831568043000	2.265275708000	-7.967649226000	14.656413710000
2.324888227000	15.423286800000	7.868261712000	2.324888227000	-8.004959699000	14.656506110000
2.384500745000	15.440443410000	7.864722558000	2.384500745000	-8.024046323000	14.657082340000
2.444113264000	15.389587210000	7.870386528000	2.444113264000	-8.059349441000	14.658059350000
2.503725782000	15.279896770000	7.871738695000	2.503725782000	-8.103434721000	14.658105400000
2.563338301000	15.266948490000	7.872572249000	2.563338301000	-8.122918954000	14.658012010000
2.622950820000	15.267677590000	7.884128394000	2.622950820000	-8.129542476000	14.657671120000
2.682563338000	15.256869830000	7.890140687000	2.682563338000	-8.128597505000	14.657464130000
2.742175857000	15.220191340000	7.887822649000	2.742175857000	-8.148538677000	14.656902390000
2.801788376000	15.226276600000	7.892220289000	2.801788376000	-8.151135205000	14.656014440000
2.861400894000	15.236513550000	7.896163479000	2.861400894000	-8.153280769000	14.655411300000
2.921013413000	15.242978450000	7.901810815000	2.921013413000	-8.157760744000	14.655607370000
2.980625931000	15.246363410000	7.901832882000	2.980625931000	-8.166469633000	14.655591060000
3.040238450000	15.227405090000	7.899610594000	3.040238450000	-8.185664726000	14.655290070000
3.099850969000	15.205435280000	7.902774696000	3.099850969000	-8.206219699000	14.655322590000
3.159463487000	15.168106910000	7.907566207000	3.159463487000	-8.211305194000	14.655478940000
3.219076006000	15.158434340000	7.904993450000	3.219076006000	-8.230293868000	14.655706930000
3.278688525000	15.161497260000	7.906164873000	3.278688525000	-8.240959086000	14.655770840000
3.338301043000	15.158553670000	7.906484708000	3.338301043000	-8.252174104000	14.655685270000
3.397913562000	15.167639500000	7.905566860000	3.397913562000	-8.256473133000	14.655213310000
3.457526080000	15.170821090000	7.903398006000	3.457526080000	-8.259792328000	14.654724090000
3.517138599000	15.176997720000	7.900585213000	3.517138599000	-8.255406650000	14.654656920000
3.576751118000	15.175242650000	7.898290755000	3.576751118000	-8.262029212000	14.654534980000
3.636363636000	15.168645320000	7.895183201000	3.636363636000	-8.267210671000	14.654511050000
3.695976155000	15.173448150000	7.895534520000	3.695976155000	-8.266187563000	14.654512560000
3.755588674000	15.167960740000	7.892215874000	3.755588674000	-8.266403745000	14.654754030000
3.815201192000	15.168192070000	7.892152998000	3.815201192000	-8.268688593000	14.654566690000
3.874813711000	15.168552720000	7.891878003000	3.874813711000	-8.268898234000	14.654670680000
3.934426230000	15.170719460000	7.892452526000	3.934426230000	-8.267151535000	14.654814860000
3.994038748000	15.172611600000	7.891574978000	3.994038748000	-8.267786880000	14.654660870000
4.053651267000	15.163605090000	7.888871349000	4.053651267000	-8.269081505000	14.654463300000
4.113263785000	15.139320740000	7.882684527000	4.113263785000	-8.270594173000	14.654411690000
4.172876304000	15.126410940000	7.875133402000	4.172876304000	-8.270885685000	14.654682950000
4.232488823000	15.128960870000	7.873552965000	4.232488823000	-8.267639007000	14.654583130000
4.292101341000	15.122119190000	7.879671856000	4.292101341000	-8.270665927000	14.654778750000
4.351713860000	15.100508860000	7.881212147000	4.351713860000	-8.274607686000	14.654868780000
4.411326379000	15.074156540000	7.877962821000	4.411326379000	-8.273022834000	14.654673180000
4.470938897000	15.058075400000	7.873604190000	4.470938897000	-8.272352737000	14.654506600000
4.530551416000	15.059511600000	7.872373742000	4.530551416000	-8.272491960000	14.654319800000
4.590163934000	15.051231730000	7.872472545000	4.590163934000	-8.271902233000	14.654649950000
4.649776453000	15.033951790000	7.873734671000	4.649776453000	-8.273040588000	14.654376020000
4.709388972000	15.006343230000	7.872412438000	4.709388972000	-8.269931406000	14.654423420000
4.769001490000	14.971768160000	7.877631416000	4.769001490000	-8.274026687000	14.654515070000
4.828614009000	14.932307530000	7.881186735000	4.828614009000	-8.273851086000	14.654430060000
4.888226528000	14.911215350000	7.880730901000	4.888226528000	-8.273604633000	14.654473830000
4.947839046000	14.902115460000	7.881488901000	4.947839046000	-8.271978731000	14.654644640000
5.007451565000	14.891843880000	7.885522024000	5.007451565000	-8.272433395000	14.654450040000
5.067064083000	14.873764720000	7.886104118000	5.067064083000	-8.272021522000	14.654300070000
5.126676602000	14.864898370000	7.885173409000	5.126676602000	-8.271030686000	14.654517920000
5.186289121000	14.858238590000	7.880807788000	5.186289121000	-8.272080409000	14.654512810000
5.245901639000	14.861999780000	7.878441135000	5.245901639000	-8.270527966000	14.654513080000
5.305514158000	14.867504740000	7.880434715000	5.305514158000	-8.273154284000	14.654310910000
5.365126677000	14.870192610000	7.883356167000	5.365126677000	-8.273148522000	14.654072100000
5.424739195000	14.874575480000	7.884718062000	5.424739195000	-8.275721263000	14.654090860000
5.484351714000	14.882939240000	7.882706786000	5.484351714000	-8.275369802000	14.654351790000
5.543964232000	14.882700160000	7.881156416000	5.543964232000	-8.276732378000	14.654009650000
5.603576751000	14.877450660000	7.878681813000	5.603576751000	-8.279317429000	14.654149610000
5.663189270000	14.875745660000	7.873679592000	5.663189270000	-8.276127869000	14.654034770000
5.722801788000	14.864639290000	7.875382156000	5.722801788000	-8.274895280000	14.654294600000
5.782414307000	14.846858720000	7.865906647000	5.782414307000	-8.277040934000	14.654355490000
5.842026826000	14.836938950000	7.864986422000	5.842026826000	-8.278724803000	14.654380890000
5.901639344000	14.843051880000	7.878363389000	5.901639344000	-8.276036071000	14.654082150000
5.961251863000	14.844057470000	7.882802416000	5.961251863000	-8.275760991000	14.654061020000
6.020864382000	14.833865160000	7.883087146000	6.020864382000	-8.274504755000	14.654189940000
6.080476900000	14.836175900000	7.886999136000	6.080476900000	-8.274944831000	14.654079620000
6.140089419000	14.845874250000	7.886063113000	6.140089419000	-8.274527106000	14.654307610000
6.199701937000	14.834044520000	7.884985055000	6.199701937000	-8.274050531000	14.654366990000
6.259314456000	14.836323230000	7.885977857000	6.259314456000	-8.274538024000	14.654413520000
6.318926975000	14.837079280000	7.886667877000	6.318926975000	-8.276259388000	14.654487110000
6.378539493000	14.843408400000	7.887613679000	6.378539493000	-8.276230198000	14.654495660000
6.438152012000	14.833561070000	7.886617576000	6.438152012000	-8.276969091000	14.654470830000
6.497764531000	14.837066460000	7.888388906000	6.497764531000	-8.278961367000	14.654727380000
6.557377049000	14.850520670000	7.891163373000	6.557377049000	-8.285221116000	14.654863040000
6.616989568000	14.857551100000	7.894162661000	6.616989568000	-8.293245693000	14.655012450000
6.676602086000	14.842686020000	7.894029884000	6.676602086000	-8.312016054000	14.655134060000
6.736214605000	14.757798510000	7.895748716000	6.736214605000	-8.388156903000	14.655032120000
6.795827124000	14.744807570000	7.898855114000	6.795827124000	-8.416180067000	14.655264560000
6.855439642000	14.742986400000	7.898670092000	6.855439642000	-8.430446658000	14.655238770000
6.915052161000	14.743268190000	7.898034961000	6.915052161000	-8.440943432000	14.655243410000
6.974664680000	14.742161350000	7.894929416000	6.974664680000	-8.444959240000	14.654533020000
7.034277198000	14.732055690000	7.895412155000	7.034277198000	-8.447374921000	14.654232640000
7.093889717000	14.749986250000	7.893147596000	7.093889717000	-8.448676747000	14.654741140000
7.153502235000	14.757348660000	7.896961938000	7.153502235000	-8.462399719000	14.655271580000
7.213114754000	14.755157150000	7.898219991000	7.213114754000	-8.501911528000	14.655403010000
7.272727273000	14.769369500000	7.897412220000	7.272727273000	-8.535287158000	14.655926980000
7.332339791000	14.787270870000	7.898240089000	7.332339791000	-8.527420918000	14.656106180000
7.391952310000	14.802830040000	7.900910623000	7.391952310000	-8.539342265000	14.656634650000
7.451564829000	14.840804890000	7.896713112000	7.451564829000	-8.541148306000	14.656903230000
7.511177347000	14.857013930000	7.895380740000	7.511177347000	-8.553658690000	14.657144600000
7.570789866000	14.857935920000	7.893945609000	7.570789866000	-8.571931907000	14.657227070000
7.630402385000	14.869401860000	7.894580088000	7.630402385000	-8.577639381000	14.657186640000
7.690014903000	14.886605160000	7.896762500000	7.690014903000	-8.581610604000	14.657479870000
7.749627422000	14.922340070000	7.892942112000	7.749627422000	-8.582238002000	14.657467730000
7.809239940000	14.997968580000	7.892435128000	7.809239940000	-8.584549764000	14.657039200000
7.868852459000	15.010614900000	7.894088450000	7.868852459000	-8.588079438000	14.657399690000
7.928464978000	15.018863490000	7.895705774000	7.928464978000	-8.594306812000	14.656941700000
7.988077496000	15.014438260000	7.895722488000	7.988077496000	-8.609502290000	14.656992180000
8.047690015000	15.021874340000	7.876638231000	8.047690015000	-8.616006631000	14.656972290000
8.107302534000	15.020728060000	7.897482841000	8.107302534000	-8.693307846000	14.657545060000
8.166915052000	15.016300890000	7.898869195000	8.166915052000	-8.750763433000	14.658375880000
8.226527571000	15.077142070000	7.897744532000	8.226527571000	-8.796731270000	14.657280280000
8.286140089000	15.142552650000	7.892927756000	8.286140089000	-8.782979645000	14.656514870000
8.345752608000	15.164767020000	7.893741254000	8.345752608000	-8.750343983000	14.655326680000
8.405365127000	15.167312390000	7.892719237000	8.405365127000	-8.757671460000	14.654144320000
8.464977645000	15.181560430000	7.893211035000	8.464977645000	-8.736142336000	14.651555140000
8.524590164000	15.175286800000	7.894552845000	8.524590164000	-8.718230467000	14.652216530000
8.584202683000	15.177372780000	7.898506521000	8.584202683000	-8.732983320000	14.655821120000
8.643815201000	15.183812960000	7.897277637000	8.643815201000	-8.718787012000	14.658677200000
8.703427720000	15.180778020000	7.897612483000	8.703427720000	-8.712443935000	14.659282000000
8.763040238000	15.169026230000	7.897421666000	8.763040238000	-8.699009395000	14.659922050000
8.822652757000	15.162795630000	7.896127839000	8.822652757000	-8.699154145000	14.660061920000
8.882265276000	15.158814950000	7.893844168000	8.882265276000	-8.686336529000	14.660202210000
8.941877794000	15.141829120000	7.891510719000	8.941877794000	-8.664811520000	14.660492200000
9.001490313000	15.111682840000	7.893168427000	9.001490313000	-8.655897364000	14.660512370000
9.061102832000	15.070792560000	7.891378658000	9.061102832000	-8.659114309000	14.660007680000
9.120715350000	15.056185260000	7.889300330000	9.120715350000	-8.665241846000	14.660469990000
9.180327869000	15.046816150000	7.892911585000	9.180327869000	-8.669642929000	14.660769960000
9.239940387000	15.032761980000	7.892084805000	9.239940387000	-8.666802510000	14.661004960000
9.299552906000	15.017609260000	7.890409453000	9.299552906000	-8.682383260000	14.660648990000
9.359165425000	15.009981590000	7.890466095000	9.359165425000	-8.686415867000	14.660444660000
9.418777943000	15.001461550000	7.889939388000	9.418777943000	-8.686777900000	14.660141850000
9.478390462000	14.991758410000	7.890077424000	9.478390462000	-8.684627271000	14.659610860000
9.538002981000	14.986100520000	7.889571682000	9.538002981000	-8.680082805000	14.659693500000
9.597615499000	14.978208140000	7.891449366000	9.597615499000	-8.686943534000	14.659603630000
9.657228018000	14.997321320000	7.893424787000	9.657228018000	-8.689842765000	14.659805560000
9.716840537000	15.012491080000	7.894850491000	9.716840537000	-8.688605199000	14.659632340000
9.776453055000	15.012510990000	7.894270668000	9.776453055000	-8.689371073000	14.659439970000
9.836065574000	14.990626790000	7.890571329000	9.836065574000	-8.686783054000	14.659578140000
9.895678092000	14.927960230000	7.886570527000	9.895678092000	-8.684740233000	14.658964090000
9.955290611000	14.911606750000	7.883451104000	9.955290611000	-8.681332462000	14.659386280000
10.014903130000	14.913578410000	7.883379955000	10.014903130000	-8.680317663000	14.658829700000
10.074515650000	14.907810810000	7.882060854000	10.074515650000	-8.678591251000	14.658663060000
10.134128170000	14.924299260000	7.882151831000	10.134128170000	-8.674125588000	14.658744250000
10.193740690000	14.898938060000	7.883287543000	10.193740690000	-8.674626978000	14.658631050000
10.253353200000	14.855477910000	7.877876330000	10.253353200000	-8.671332630000	14.658604530000
10.312965720000	14.844480080000	7.875371196000	10.312965720000	-8.673125988000	14.658406580000
10.372578240000	14.829437100000	7.873804701000	10.372578240000	-8.676404508000	14.658187490000
10.432190760000	14.841937720000	7.877588833000	10.432190760000	-8.670866318000	14.658155110000
10.491803280000	14.858280370000	7.878777679000	10.491803280000	-8.671097684000	14.658248120000
10.551415800000	14.857195550000	7.880359982000	10.551415800000	-8.677765609000	14.657585020000
10.611028320000	14.835703850000	7.881328412000	10.611028320000	-8.678984560000	14.657776740000
10.670640830000	14.814826320000	7.883614226000	10.670640830000	-8.674622564000	14.658328530000
10.730253350000	14.794052690000	7.881181403000	10.730253350000	-8.678993876000	14.658123030000
10.789865870000	14.788836780000	7.885097161000	10.789865870000	-8.673298919000	14.658039300000
10.849478390000	14.761940110000	7.881694357000	10.849478390000	-8.677174452000	14.657545960000
