SOLend2BEST			mass_A		
1.865532423000	12.882030070000	7.181138338000	1.865532423	26.49737731	14.35238431
1.884187747000	12.655799770000	7.181352571000	1.884187747	26.38447548	14.35488792
1.902843071000	12.439248940000	7.176715821000	1.902843071	26.33421866	14.35391301
1.921498396000	12.344282290000	7.168220311000	1.921498396	26.3188506	14.34732247
1.940153720000	12.196468730000	7.165475647000	1.94015372	26.3139653	14.34372075
1.958809044000	11.846809330000	7.124250614000	1.958809044	26.26607475	14.34691254
1.977464368000	11.763513440000	7.120174828000	1.977464368	26.28285827	14.34553603
1.996119693000	11.618504100000	7.120347554000	1.996119693	26.32870239	14.35164812
2.014775017000	11.495672160000	7.122069110000	2.014775017	26.36388191	14.35203046
2.033430341000	11.353735570000	7.122518797000	2.033430341	26.3292802	14.34927855
2.052085665000	11.284212280000	7.120940773000	2.052085665	26.30825906	14.34770859
2.070740989000	11.182357230000	7.123708489000	2.070740989	26.32431573	14.34729246
2.089396314000	11.080135300000	7.122315600000	2.089396314	26.28656547	14.34454523
2.108051638000	10.984065430000	7.124033759000	2.108051638	26.26724611	14.34450237
2.126706962000	10.940724390000	7.121581679000	2.126706962	26.27232474	14.34402961
2.145362286000	10.841430020000	7.118735625000	2.145362286	26.28255552	14.34185626
2.164017611000	10.743823760000	7.119693116000	2.164017611	26.28167344	14.34300703
2.182672935000	10.683966290000	7.119420402000	2.182672935	26.28412813	14.34239849
2.201328259000	10.679234740000	7.121430896000	2.201328259	26.27840101	14.34385917
2.219983583000	10.639130700000	7.120451048000	2.219983583	26.2711488	14.34429103
2.238638908000	10.588164080000	7.121844767000	2.238638908	26.26677546	14.34486845
2.257294232000	10.530261510000	7.119108431000	2.257294232	26.25801254	14.34375535
2.275949556000	10.460467280000	7.112959939000	2.275949556	26.26557185	14.34313254
2.294604880000	10.418892500000	7.115549039000	2.29460488	26.26575358	14.34397315
2.313260204000	10.329224950000	7.112019135000	2.313260204	26.26197838	14.34314878
2.331915529000	10.169179480000	7.111208190000	2.331915529	26.25495439	14.344015
2.350570853000	10.124795940000	7.110898426000	2.350570853	26.26243727	14.34394429
2.369226177000	10.042052470000	7.112563134000	2.369226177	26.26505244	14.34382347
2.387881501000	9.940523755000	7.112607230000	2.387881501	26.26329329	14.34444106
2.406536826000	9.794016987000	7.105253950000	2.406536826	26.26680917	14.34435207
2.425192150000	9.757973498000	7.104692788000	2.42519215	26.26473788	14.34405691
2.443847474000	9.676867361000	7.101935679000	2.443847474	26.26693039	14.3431704
2.462502798000	9.548303605000	7.095511394000	2.462502798	26.27043761	14.34196743
2.481158123000	9.457491017000	7.093279615000	2.481158123	26.27543523	14.3418126
2.499813447000	9.350907702000	7.097986967000	2.499813447	26.27336053	14.34103023
2.518468771000	9.297734200000	7.095720391000	2.518468771	26.2705863	14.34010367
2.537124095000	9.177608125000	7.083025283000	2.537124095	26.26938671	14.34088908
2.555779419000	9.069646995000	7.063244648000	2.555779419	26.26540222	14.3401163
2.574434744000	8.976381443000	7.053788424000	2.574434744	26.26000925	14.34003398
2.593090068000	8.927234637000	7.042385046000	2.593090068	26.25790662	14.34009003
2.611745392000	8.825299860000	7.034122511000	2.611745392	26.24945408	14.34134525
2.630400716000	8.751510431000	7.022962666000	2.630400716	26.22356954	14.3425411
2.649056041000	8.615238534000	7.005534491000	2.649056041	26.2226482	14.34260578
2.667711365000	8.562185041000	6.982133530000	2.667711365	26.22520094	14.34183476
2.686366689000	8.397992389000	6.976337019000	2.686366689	26.22008051	14.34139384
2.705022013000	8.301572482000	6.960719038000	2.705022013	26.21775791	14.34061068
2.723677338000	8.198921546000	6.962067150000	2.723677338	26.21391521	14.34181011
2.742332662000	8.152212339000	6.954784188000	2.742332662	26.21170261	14.34240049
2.760987986000	8.132314162000	6.958089228000	2.760987986	26.2104483	14.34166577
2.779643310000	8.003652468000	6.954983474000	2.77964331	26.20788043	14.34132458
2.798298634000	7.969508702000	6.957819215000	2.798298634	26.21285515	14.3411942
2.816953959000	7.857707379000	6.955923688000	2.816953959	26.20466342	14.34067382
2.835609283000	7.736985084000	6.956770898000	2.835609283	26.20142296	14.34074393
2.854264607000	7.659622178000	6.952519417000	2.854264607	26.19727103	14.33989797
2.872919931000	7.536295907000	6.945992537000	2.872919931	26.19526925	14.34005462
2.891575256000	7.522416759000	6.950389477000	2.891575256	26.19753988	14.34074349
2.910230580000	7.468259110000	6.953746786000	2.91023058	26.19928211	14.34062595
2.928885904000	7.418456870000	6.961122489000	2.928885904	26.19921845	14.34097909
2.947541228000	7.346577373000	6.961448629000	2.947541228	26.19967406	14.3411598
2.966196552000	7.261235701000	6.956405223000	2.966196552	26.20435544	14.34160613
2.984851877000	7.222181177000	6.954169275000	2.984851877	26.20532511	14.34212337
3.003507201000	7.119993032000	6.952515868000	3.003507201	26.2053515	14.34263852
3.022162525000	6.962873275000	6.953879773000	3.022162525	26.20755504	14.34256154
3.040817849000	6.933473005000	6.954554089000	3.040817849	26.2082637	14.34259295
3.059473174000	6.841112029000	6.954723085000	3.059473174	26.20756154	14.34272372
3.078128498000	6.764397610000	6.951144153000	3.078128498	26.20794017	14.34249765
3.096783822000	6.656671988000	6.936167911000	3.096783822	26.20682164	14.3422563
3.115439146000	6.534831163000	6.921463648000	3.115439146	26.20393914	14.3407932
3.134094471000	6.461566127000	6.910546037000	3.134094471	26.20514751	14.3411626
3.152749795000	6.344054360000	6.901737707000	3.152749795	26.20239999	14.34062095
3.171405119000	6.227555686000	6.897720345000	3.171405119	26.20298936	14.34138406
3.190060443000	6.085974542000	6.898180467000	3.190060443	26.20343979	14.34169715
3.208715767000	6.028226998000	6.888807608000	3.208715767	26.20382073	14.34228169
3.227371092000	5.880074983000	6.868128493000	3.227371092	26.20252986	14.34302664
3.246026416000	5.787213982000	6.863030983000	3.246026416	26.20333125	14.34276896
3.264681740000	5.704459613000	6.871065483000	3.26468174	26.19969762	14.34204688
3.283337064000	5.655761036000	6.873778922000	3.283337064	26.1990049	14.34185383
3.301992389000	5.590091509000	6.875531312000	3.301992389	26.20238205	14.34174764
3.320647713000	5.537383657000	6.880565376000	3.320647713	26.199036	14.34231748
3.339303037000	5.472257798000	6.880448994000	3.339303037	26.20132994	14.34161745
3.357958361000	5.384529098000	6.879848896000	3.357958361	26.20378889	14.34184474
3.376613686000	5.359987217000	6.880627939000	3.376613686	26.20186166	14.34209763
3.395269010000	5.299703488000	6.881524019000	3.39526901	26.20524448	14.34209329
3.413924334000	5.246147440000	6.876739722000	3.413924334	26.20411477	14.34132902
3.432579658000	5.226579191000	6.880047666000	3.432579658	26.20730269	14.34113359
3.451234982000	5.180965341000	6.881142652000	3.451234982	26.20609324	14.34113527
3.469890307000	5.113384168000	6.879334414000	3.469890307	26.20547623	14.3414217
3.488545631000	5.052842518000	6.882537165000	3.488545631	26.20788604	14.34162512
3.507200955000	4.989492809000	6.883759857000	3.507200955	26.20384464	14.34075326
3.525856279000	4.940470536000	6.881234661000	3.525856279	26.20835858	14.34163843
3.544511604000	4.947320310000	6.887367659000	3.544511604	26.20806702	14.34204975
3.563166928000	4.953179688000	6.889187632000	3.563166928	26.20957641	14.341782
3.581822252000	4.950688786000	6.892573123000	3.581822252	26.2099957	14.3424025
3.600477576000	4.936171595000	6.892041745000	3.600477576	26.21218615	14.34271339
3.619132901000	4.917071087000	6.891839848000	3.619132901	26.21116197	14.34258664
3.637788225000	4.900927910000	6.890757606000	3.637788225	26.21111496	14.34284764
3.656443549000	4.899711263000	6.892029032000	3.656443549	26.21368779	14.34260203
3.675098873000	4.855909512000	6.895208626000	3.675098873	26.21046016	14.34239418
3.693754197000	4.809126057000	6.891571406000	3.693754197	26.2093217	14.34236441
3.712409522000	4.774006947000	6.886175437000	3.712409522	26.20839158	14.34204867
3.731064846000	4.766969014000	6.884519670000	3.731064846	26.20975574	14.34285966
3.749720170000	4.740737455000	6.877438168000	3.74972017	26.211019	14.34257403
3.768375494000	4.679441974000	6.872621215000	3.768375494	26.21084456	14.34282286
3.787030819000	4.625245413000	6.867655900000	3.787030819	26.20887268	14.34222086
3.805686143000	4.596281491000	6.865307890000	3.805686143	26.20768659	14.34255735
3.824341467000	4.514469758000	6.870937354000	3.824341467	26.20624365	14.34202285
3.842996791000	4.474153606000	6.871020817000	3.842996791	26.20782102	14.34223186
3.861652116000	4.502755814000	6.875106319000	3.861652116	26.20893092	14.34196597
3.880307440000	4.540060940000	6.878897578000	3.88030744	26.20881806	14.34207369
3.898962764000	4.541284960000	6.881633118000	3.898962764	26.21014145	14.34267274
3.917618088000	4.460407524000	6.884368845000	3.917618088	26.21128183	14.34310324
3.936273412000	4.400754440000	6.886287603000	3.936273412	26.20872653	14.34254291
3.954928737000	4.369911240000	6.887154543000	3.954928737	26.21114063	14.34250901
3.973584061000	4.309440487000	6.887264657000	3.973584061	26.21144803	14.34276357
3.992239385000	4.238548690000	6.882693437000	3.992239385	26.21127906	14.34265943
4.010894709000	4.170128671000	6.876924061000	4.010894709	26.20902193	14.34216652
4.029550034000	4.138462419000	6.873953511000	4.029550034	26.20974242	14.34234028
4.048205358000	4.035447271000	6.866532305000	4.048205358	26.20844406	14.3411605
4.066860682000	3.884288393000	6.858380810000	4.066860682	26.20559389	14.34055274
4.085516006000	3.836565337000	6.839890849000	4.085516006	26.20736582	14.34047771
4.104171330000	3.720325182000	6.834722466000	4.10417133	26.2067114	14.3407801
4.122826655000	3.593399306000	6.822334557000	4.122826655	26.2090756	14.33992132
4.141481979000	3.544381437000	6.814068898000	4.141481979	26.20909048	14.33959945
4.160137303000	3.399181958000	6.806099402000	4.160137303	26.20958013	14.33984677
4.178792627000	3.271211876000	6.793896064000	4.178792627	26.20985329	14.34042157
4.197447952000	3.176946967000	6.794281165000	4.197447952	26.21151816	14.34133913
4.216103276000	3.123926218000	6.807056484000	4.216103276	26.21207576	14.34164676
4.234758600000	3.003029435000	6.808810270000	4.2347586	26.20732207	14.34217306
4.253413924000	2.859761619000	6.802200399000	4.253413924	26.20372098	14.34188408
4.272069249000	2.738965761000	6.795714305000	4.272069249	26.20861479	14.34319347
4.290724573000	2.649140958000	6.787241867000	4.290724573	26.20609367	14.34257128
4.309379897000	2.609687043000	6.765387125000	4.309379897	26.20367178	14.34260224
4.328035221000	2.521501663000	6.747379596000	4.328035221	26.20579494	14.34295963
4.346690545000	2.480909137000	6.738001622000	4.346690545	26.20260312	14.34221134
4.365345870000	2.438956283000	6.735306020000	4.36534587	26.20066623	14.34044238
4.384001194000	2.430494472000	6.734057898000	4.384001194	26.20358939	14.34057823
4.402656518000	2.434330590000	6.735132082000	4.402656518	26.2032309	14.34056365
4.421311842000	2.426032209000	6.736937252000	4.421311842	26.20382946	14.34058755
4.439967167000	2.435075748000	6.739222566000	4.439967167	26.20108797	14.34058024
4.458622491000	2.444831769000	6.738800856000	4.458622491	26.20473519	14.34065863
4.477277815000	2.446883196000	6.739822082000	4.477277815	26.20892592	14.34106093
4.495933139000	2.449973407000	6.742056364000	4.495933139	26.20747193	14.34188896
4.514588464000	2.441685285000	6.743704851000	4.514588464	26.20880143	14.34142713
4.533243788000	2.438210196000	6.745699803000	4.533243788	26.2073392	14.34148887
4.551899112000	2.437681269000	6.746719787000	4.551899112	26.20629781	14.34165551
4.570554436000	2.424990000000	6.746167685000	4.570554436	26.20877529	14.34214984
4.589209760000	2.349484174000	6.742517425000	4.58920976	26.20653321	14.34259469
4.607865085000	2.311192304000	6.740770801000	4.607865085	26.21103082	14.34242784
4.626520409000	2.277235400000	6.741565123000	4.626520409	26.207326	14.34257244
4.645175733000	2.261290754000	6.740905970000	4.645175733	26.20953631	14.34179938
4.663831057000	2.228275444000	6.746769254000	4.663831057	26.20871926	14.3419896
4.682486382000	2.207286475000	6.746642225000	4.682486382	26.20957227	14.3407185
4.701141706000	2.173726905000	6.746255077000	4.701141706	26.21095616	14.34059434
4.719797030000	2.150210624000	6.746013028000	4.71979703	26.21252342	14.3416477
4.738452354000	2.140004209000	6.746525401000	4.738452354	26.20885634	14.34112268
4.757107679000	2.148273585000	6.747499473000	4.757107679	26.21255898	14.34088217
4.775763003000	2.152875187000	6.747382743000	4.775763003	26.21252059	14.34062296
4.794418327000	2.146910929000	6.747692052000	4.794418327	26.21230112	14.34070257
4.813073651000	2.123536474000	6.748992437000	4.813073651	26.21618509	14.33978897
4.831728975000	2.060369452000	6.746560389000	4.831728975	26.21185783	14.33996541
4.850384300000	2.023897207000	6.742936599000	4.8503843	26.21050342	14.33993153
4.869039624000	2.006075340000	6.744619771000	4.869039624	26.21090825	14.33902712
4.887694948000	1.986558505000	6.744278200000	4.887694948	26.20937031	14.33765393
4.906350272000	2.002140938000	6.742855910000	4.906350272	26.21081452	14.33585696
4.925005597000	2.023752823000	6.742507624000	4.925005597	26.20910566	14.33226911
4.943660921000	2.023215501000	6.742957067000	4.943660921	26.21024963	14.32990462
4.962316245000	2.017467742000	6.744665879000	4.962316245	26.21136665	14.33174055
4.980971569000	2.010970511000	6.746910896000	4.980971569	26.20855492	14.33150095
4.999626894000	2.016674416000	6.746289292000	4.999626894	26.20863175	14.33103013
5.018282218000	2.045256769000	6.746793798000	5.018282218	26.21443278	14.3301136
5.036937542000	2.035007843000	6.745634044000	5.036937542	26.21243045	14.33325903
5.055592866000	2.007913459000	6.747344421000	5.055592866	26.21185534	14.33327385
5.074248190000	1.995060145000	6.750457162000	5.07424819	26.2108222	14.33333408
5.092903515000	1.994307471000	6.750641960000	5.092903515	26.21180625	14.33539531
5.111558839000	1.999414625000	6.750337957000	5.111558839	26.2118713	14.33509897
5.130214163000	2.005012287000	6.749316214000	5.130214163	26.21383417	14.33594458
5.148869487000	2.007431080000	6.748707563000	5.148869487	26.2162355	14.33653068
5.167524812000	2.009202389000	6.747265542000	5.167524812	26.21440999	14.33691833
5.186180136000	2.017674287000	6.744838695000	5.186180136	26.21562129	14.33826049
5.204835460000	2.037250589000	6.741286460000	5.20483546	26.21578844	14.33691649
5.223490784000	2.068490938000	6.742976632000	5.223490784	26.21542742	14.33782603
5.242146108000	2.106657282000	6.742866010000	5.242146108	26.216368	14.33794811
5.260801433000	2.125509814000	6.744748070000	5.260801433	26.21680787	14.33782674
5.279456757000	2.126650663000	6.745726851000	5.279456757	26.2165523	14.33867742
5.298112081000	2.088410893000	6.743895117000	5.298112081	26.2169032	14.33888696
5.316767405000	2.059842436000	6.746471763000	5.316767405	26.21715574	14.34013707
5.335422730000	2.042307160000	6.745738285000	5.33542273	26.21544291	14.34008742
5.354078054000	2.010348891000	6.748695017000	5.354078054	26.21463003	14.34100945
5.372733378000	1.971358259000	6.751222996000	5.372733378	26.21450745	14.34016451
5.391388702000	1.892574859000	6.746833180000	5.391388702	26.21700178	14.34055219
5.410044027000	1.859878298000	6.748498517000	5.410044027	26.21671626	14.33969977
5.428699351000	1.833865037000	6.750867978000	5.428699351	26.21677021	14.34117716
5.447354675000	1.800252255000	6.749198802000	5.447354675	26.21556353	14.3409044
5.466009999000	1.748455922000	6.749893341000	5.466009999	26.21629574	14.34016888
5.484665323000	1.766545587000	6.748246615000	5.484665323	26.21571377	14.33918087
5.503320648000	1.765340646000	6.746889141000	5.503320648	26.21564738	14.33859973
5.521975972000	1.742195753000	6.747156773000	5.521975972	26.21551741	14.33766727
5.540631296000	1.686923253000	6.749282535000	5.540631296	26.21393369	14.33805884
5.559286620000	1.627714636000	6.744008262000	5.55928662	26.21497453	14.33757517
5.577941945000	1.607359831000	6.742711387000	5.577941945	26.2155209	14.33689582
5.596597269000	1.602987510000	6.740407230000	5.596597269	26.21716881	14.33576675
5.615252593000	1.572861188000	6.732848494000	5.615252593	26.21290448	14.33565926
5.633907917000	1.545865469000	6.729337112000	5.633907917	26.20935853	14.33546117
5.652563242000	1.540530788000	6.730407828000	5.652563242	26.20893029	14.33682442
5.671218566000	1.521469490000	6.733171749000	5.671218566	26.20834586	14.33720473
5.689873890000	1.508722473000	6.733797512000	5.68987389	26.20893637	14.33617047
5.708529214000	1.441748934000	6.730367677000	5.708529214	26.20679468	14.33208999
5.727184538000	1.351987710000	6.727469070000	5.727184538	26.20274909	14.3350417
5.745839863000	1.296549861000	6.724942967000	5.745839863	26.20184889	14.3318519
5.764495187000	1.291430901000	6.725421313000	5.764495187	26.19655954	14.33276641
5.783150511000	1.275017435000	6.728473042000	5.783150511	26.20269409	14.33150411
5.801805835000	1.257471716000	6.728458601000	5.801805835	26.19675567	14.33304838
5.820461160000	1.249201757000	6.728718350000	5.82046116	26.19899204	14.33109837
5.839116484000	1.252515517000	6.731276563000	5.839116484	26.19717223	14.33324207
5.857771808000	1.248417635000	6.733232267000	5.857771808	26.19212406	14.3328781
5.876427132000	1.246207803000	6.735071906000	5.876427132	26.19637299	14.33410607
5.895082457000	1.238304915000	6.734386899000	5.895082457	26.19678135	14.33510193
5.913737781000	1.245979079000	6.740983817000	5.913737781	26.19712633	14.33490277
5.932393105000	1.252666465000	6.741860978000	5.932393105	26.20274071	14.33613018
5.951048429000	1.255270935000	6.743829329000	5.951048429	26.19930193	14.3360736
5.969703753000	1.252837674000	6.742859443000	5.969703753	26.20300473	14.33616075
5.988359078000	1.250664141000	6.744086667000	5.988359078	26.20375009	14.33666467
6.007014402000	1.253810785000	6.744571742000	6.007014402	26.20254485	14.33634689
6.025669726000	1.257536975000	6.745768730000	6.025669726	26.20124657	14.33618152
6.044325050000	1.263823990000	6.746225600000	6.04432505	26.20458357	14.33741773
6.062980375000	1.267556102000	6.747386681000	6.062980375	26.20491693	14.33675777
6.081635699000	1.262743358000	6.747269425000	6.081635699	26.20505883	14.33697901
6.100291023000	1.260514922000	6.747853860000	6.100291023	26.20642374	14.33654067
6.118946347000	1.256490617000	6.747798483000	6.118946347	26.20703699	14.33721563
6.137601672000	1.251821188000	6.747495647000	6.137601672	26.20843484	14.33842384
6.156256996000	1.257843630000	6.748563505000	6.156256996	26.20871934	14.33772775
6.174912320000	1.263702023000	6.749541437000	6.17491232	26.20642915	14.3379581
6.193567644000	1.274301835000	6.749864737000	6.193567644	26.20795417	14.33817274
6.212222968000	1.289038998000	6.748790388000	6.212222968	26.20666916	14.33897392
6.230878293000	1.291207187000	6.748718042000	6.230878293	26.20834277	14.33886013
6.249533617000	1.300340464000	6.747149283000	6.249533617	26.20976068	14.33956202
6.268188941000	1.348404813000	6.746608237000	6.268188941	26.20482375	14.33814247
6.286844265000	1.397469757000	6.745848736000	6.286844265	26.20783394	14.3388496
6.305499590000	1.427904108000	6.750638680000	6.30549959	26.20559876	14.33821667
6.324154914000	1.428140474000	6.752352839000	6.324154914	26.20577424	14.33750752
6.342810238000	1.424831183000	6.752822841000	6.342810238	26.21119966	14.33961273
6.361465562000	1.417029446000	6.750857361000	6.361465562	26.21200934	14.34089502
6.380120887000	1.401648858000	6.751460876000	6.380120887	26.21096306	14.34120122
6.398776211000	1.406354272000	6.751750383000	6.398776211	26.21238512	14.34153515
6.417431535000	1.412566139000	6.751453147000	6.417431535	26.2114282	14.34075757
6.436086859000	1.412986790000	6.750758510000	6.436086859	26.21175394	14.3413614
6.454742183000	1.410420394000	6.751386317000	6.454742183	26.21200452	14.3418629
6.473397508000	1.409952830000	6.751626903000	6.473397508	26.21266092	14.34147062
6.492052832000	1.417618485000	6.752571193000	6.492052832	26.21217045	14.34189594
6.510708156000	1.417287569000	6.752575466000	6.510708156	26.21194332	14.34144761
6.529363480000	1.413373113000	6.752753415000	6.52936348	26.21145961	14.34160044
6.548018805000	1.407623985000	6.753297503000	6.548018805	26.21187691	14.34191088
6.566674129000	1.407183649000	6.751863951000	6.566674129	26.2115591	14.34200191
6.585329453000	1.407072069000	6.752257609000	6.585329453	26.20979253	14.34177297
6.603984777000	1.418163504000	6.752658058000	6.603984777	26.21040821	14.34104453
6.622640101000	1.419511078000	6.754298689000	6.622640101	26.2092799	14.34132459
6.641295426000	1.421189724000	6.752981558000	6.641295426	26.21034216	14.34150553
