SOLend1&3			SOLext		
t	x	y	t	x	y
0.000000000000	14.497659020000	7.348125341000	0.000000000000	26.153845590000	14.416445310000
0.023992898100	14.498544540000	7.348350441000	0.023992898100	26.154118940000	14.415719840000
0.047985796200	14.496958130000	7.348300561000	0.047985796200	26.154209400000	14.415736970000
0.071978694310	14.487450750000	7.348699664000	0.071978694310	26.154308620000	14.415441940000
0.095971592410	14.493885020000	7.348339491000	0.095971592410	26.153812310000	14.415504070000
0.119964490500	14.495617890000	7.349118639000	0.119964490500	26.153864840000	14.415419630000
0.143957388600	14.487804990000	7.349683141000	0.143957388600	26.153351590000	14.415690260000
0.167950286700	14.488207340000	7.350715092000	0.167950286700	26.153037250000	14.415612110000
0.191943184800	14.491781830000	7.349950397000	0.191943184800	26.154255140000	14.415563600000
0.215936082900	14.492494510000	7.349202669000	0.215936082900	26.154148350000	14.415689090000
0.239928981000	14.491594330000	7.348956861000	0.239928981000	26.153410310000	14.415585030000
0.263921879100	14.493986850000	7.348519866000	0.263921879100	26.154082850000	14.415716380000
0.287914777200	14.493463830000	7.348745879000	0.287914777200	26.153722410000	14.415609580000
0.311907675300	14.494261330000	7.349698978000	0.311907675300	26.153478650000	14.415650880000
0.335900573400	14.490539360000	7.349887085000	0.335900573400	26.153717160000	14.415408330000
0.359893471500	14.482661940000	7.350928625000	0.359893471500	26.154266890000	14.415533840000
0.383886369600	14.482917630000	7.354982925000	0.383886369600	26.153916120000	14.415869400000
0.407879267700	14.483494300000	7.354411273000	0.407879267700	26.153967310000	14.415385400000
0.431872165800	14.486680290000	7.354839887000	0.431872165800	26.154048900000	14.415437520000
0.455865063900	14.492081160000	7.355595084000	0.455865063900	26.153953200000	14.415334280000
0.479857962000	14.487366990000	7.358522605000	0.479857962000	26.154096490000	14.415478480000
0.503850860100	14.487328480000	7.357025459000	0.503850860100	26.153585750000	14.415076120000
0.527843758200	14.491577400000	7.355329829000	0.527843758200	26.153368040000	14.415099450000
0.551836656300	14.498704170000	7.354210611000	0.551836656300	26.154927530000	14.415000670000
0.575829554500	14.505100280000	7.352488456000	0.575829554500	26.154774770000	14.415019420000
0.599822452600	14.509419880000	7.350364664000	0.599822452600	26.154916290000	14.414866130000
0.623815350700	14.510011820000	7.354164194000	0.623815350700	26.155094140000	14.414870750000
0.647808248800	14.503263300000	7.353549605000	0.647808248800	26.155178370000	14.415268550000
0.671801146900	14.501260910000	7.354890394000	0.671801146900	26.154596020000	14.414750610000
0.695794045000	14.503998340000	7.357239208000	0.695794045000	26.154369430000	14.415043670000
0.719786943100	14.490477900000	7.359054238000	0.719786943100	26.154165520000	14.415213950000
0.743779841200	14.442605680000	7.388864266000	0.743779841200	26.154616030000	14.415508720000
0.767772739300	14.411969310000	7.425758262000	0.767772739300	26.152771380000	14.415335780000
0.791765637400	14.346095340000	7.429779657000	0.791765637400	26.153385720000	14.415601440000
0.815758535500	14.247614330000	7.429006288000	0.815758535500	26.153681960000	14.415707470000
0.839751433600	14.237728220000	7.431706038000	0.839751433600	26.154371910000	14.415856000000
0.863744331700	14.209615530000	7.435060156000	0.863744331700	26.153474310000	14.415684710000
0.887737229800	14.173300460000	7.437600049000	0.887737229800	26.152568210000	14.415892360000
0.911730127900	14.090260720000	7.436131694000	0.911730127900	26.151811360000	14.415768950000
0.935723026000	13.873863120000	7.428606209000	0.935723026000	26.151739050000	14.416763400000
0.959715924100	13.904236660000	7.429732556000	0.959715924100	26.149336900000	14.416627320000
0.983708822200	13.830027950000	7.445761838000	0.983708822200	26.151031700000	14.416821700000
1.007701720000	13.697130100000	7.472849246000	1.007701720000	26.151120210000	14.417437220000
1.031694618000	13.476895490000	7.532675741000	1.031694618000	26.150492110000	14.418053780000
1.055687516000	13.405626800000	7.548570596000	1.055687516000	26.155477800000	14.419137510000
1.079680415000	13.192162200000	7.560346394000	1.079680415000	26.154867780000	14.420535100000
1.103673313000	13.131008530000	7.564580948000	1.103673313000	26.155209370000	14.420580070000
1.127666211000	13.114335290000	7.573762082000	1.127666211000	26.155366480000	14.422023790000
1.151659109000	13.028849840000	7.600564652000	1.151659109000	26.155427080000	14.420828860000
1.175652007000	12.951986410000	7.616119590000	1.175652007000	26.155576880000	14.420941030000
1.199644905000	12.916037140000	7.612822738000	1.199644905000	26.155687560000	14.421217540000
1.223637803000	12.909972880000	7.621581549000	1.223637803000	26.153304770000	14.420576370000
1.247630701000	12.922567100000	7.614854118000	1.247630701000	26.151476940000	14.420419020000
1.271623599000	12.893812510000	7.611963933000	1.271623599000	26.153853130000	14.421187250000
1.295616498000	12.691921100000	7.653852746000	1.295616498000	26.153152310000	14.418220910000
1.319609396000	12.575687860000	7.679456504000	1.319609396000	26.147680350000	14.417609520000
1.343602294000	12.557455620000	7.669269281000	1.343602294000	26.149751070000	14.418697110000
1.367595192000	12.513199220000	7.673471713000	1.367595192000	26.150453080000	14.419468640000
1.391588090000	12.476579690000	7.657526041000	1.391588090000	26.154094440000	14.416513230000
1.415580988000	12.449143740000	7.645253572000	1.415580988000	26.149437790000	14.416985010000
1.439573886000	12.401955450000	7.633981518000	1.439573886000	26.152404890000	14.417768370000
1.463566784000	12.369429830000	7.635884598000	1.463566784000	26.151589730000	14.417439160000
1.487559682000	12.306532550000	7.643239680000	1.487559682000	26.153065780000	14.418487190000
1.511552580000	12.266224610000	7.638942927000	1.511552580000	26.150928850000	14.417199200000
1.535545479000	12.272204890000	7.638441595000	1.535545479000	26.155387940000	14.417492060000
1.559538377000	12.254923690000	7.633845021000	1.559538377000	26.153192670000	14.416063060000
1.583531275000	12.183198900000	7.618866974000	1.583531275000	26.148600370000	14.416213350000
