GMfasMMM			GMext		
t	x	y	t	x	y
0.0000000000	16.6089072500	1.0079273170	0.0000000000	42.6204315500	14.7173517900
0.0228206299	16.6115229100	1.0093421840	0.0228206299	42.6202878800	14.7171060400
0.0456412597	16.6119657600	1.0162279820	0.0456412597	42.6199828900	14.7170986800
0.0684618896	16.6070212800	1.0161268810	0.0684618896	42.6192825500	14.7169850800
0.0912825194	16.6087143600	1.0154819570	0.0912825194	42.6197522100	14.7168865700
0.1141031492	16.6091970200	1.0147155560	0.1141031492	42.6197955200	14.7167244400
0.1369237791	16.6030346800	1.0112192180	0.1369237791	42.6200040000	14.7168123700
0.1597444089	16.6049816600	1.0107596700	0.1597444089	42.6196405100	14.7167817000
0.1825650388	16.6077288500	1.0099244150	0.1825650388	42.6196992800	14.7168010300
0.2053856686	16.6033199500	1.0090102550	0.2053856686	42.6196649300	14.7168275500
0.2282062985	16.6016057300	1.0077930060	0.2282062985	42.6197795800	14.7166526500
0.2510269283	16.6001738800	1.0075105090	0.2510269283	42.6197978400	14.7165720700
0.2738475582	16.6004652600	1.0065867140	0.2738475582	42.6197102300	14.7165641600
0.2966681880	16.6015449700	1.0068851240	0.2966681880	42.6190963100	14.7165246300
0.3194888179	16.6008213200	1.0068346500	0.3194888179	42.6195714000	14.7165331300
0.3423094477	16.5975809800	1.0063065540	0.3423094477	42.6195611100	14.7167200100
0.3651300776	16.6008221800	1.0062761080	0.3651300776	42.6193034000	14.7165862300
0.3879507074	16.6007693900	1.0054287270	0.3879507074	42.6194626100	14.7166142900
0.4107713373	16.6007568600	1.0057766520	0.4107713373	42.6193741600	14.7164585800
0.4335919671	16.5996657000	1.0054307420	0.4335919671	42.6189610900	14.7162634200
0.4564125970	16.5998843800	1.0052047940	0.4564125970	42.6188641700	14.7164129500
0.4792332268	16.6017729500	1.0052689950	0.4792332268	42.6184194600	14.7163065300
0.5020538567	16.6031223700	1.0051758530	0.5020538567	42.6187479100	14.7163550900
0.5248744865	16.6017630500	1.0053661420	0.5248744865	42.6189244900	14.7159694100
0.5476951164	16.6025743300	1.0057572400	0.5476951164	42.6186235300	14.7163002700
0.5705157462	16.6037184900	1.0062240630	0.5705157462	42.6188505500	14.7159649800
0.5933363761	16.6040030500	1.0065516460	0.5933363761	42.6183540000	14.7162388300
0.6161570059	16.6029638900	1.0068256850	0.6161570059	42.6185910800	14.7164320500
0.6389776358	16.6009477200	1.0069196560	0.6389776358	42.6182469800	14.7161349600
0.6617982656	16.6019356400	1.0072143920	0.6617982656	42.6187895200	14.7164176500
0.6846188955	16.5996986800	1.0072317560	0.6846188955	42.6188478800	14.7162038900
0.7074395253	16.5988551100	1.0075026960	0.7074395253	42.6186923700	14.7160636800
0.7302601552	16.5993767800	1.0075899160	0.7302601552	42.6186784300	14.7162605000
0.7530807850	16.6006225300	1.0072833720	0.7530807850	42.6194566700	14.7164443200
0.7759014149	16.6025572100	1.0072688990	0.7759014149	42.6179064000	14.7161885000
0.7987220447	16.6017038800	1.0073837050	0.7987220447	42.6185749900	14.7160090200
0.8215426746	16.6015851800	1.0072613390	0.8215426746	42.6180135800	14.7159495800
0.8443633044	16.6051520300	1.0073523290	0.8443633044	42.6189445900	14.7159908300
0.8671839343	16.6050841600	1.0068864810	0.8671839343	42.6189741300	14.7159306600
0.8900045641	16.6049794800	1.0072591260	0.8900045641	42.6190239700	14.7159253100
0.9128251940	16.6028654100	1.0073867180	0.9128251940	42.6181598200	14.7159215300
0.9356458238	16.6030950900	1.0072289070	0.9356458238	42.6182833900	14.7158822100
0.9584664537	16.6055137000	1.0070060230	0.9584664537	42.6178878400	14.7160144500
0.9812870835	16.6046943100	1.0075811960	0.9812870835	42.6183774700	14.7160718900
1.0041077130	16.6056226300	1.0078078660	1.0041077130	42.6173783700	14.7158171400
1.0269283430	16.6035163700	1.0070482080	1.0269283430	42.6183180700	14.7157882900
1.0497489730	16.6059033400	1.0078359690	1.0497489730	42.6177454400	14.7160164600
1.0725696030	16.6061775700	1.0077015350	1.0725696030	42.6164882000	14.7155406500
1.0953902330	16.6062549100	1.0073282520	1.0953902330	42.6174870500	14.7159625000
1.1182108630	16.6066832200	1.0076273580	1.1182108630	42.6173098700	14.7157681000
1.1410314920	16.6054841900	1.0074931260	1.1410314920	42.6172254500	14.7157875600
1.1638521220	16.6061672200	1.0073886580	1.1638521220	42.6176062000	14.7157263200
1.1866727520	16.6052200600	1.0077992120	1.1866727520	42.6178040800	14.7155848100
1.2094933820	16.6056368000	1.0074445330	1.2094933820	42.6178562700	14.7157273500
1.2323140120	16.6071528400	1.0077305890	1.2323140120	42.6175722800	14.7157030700
1.2551346420	16.6055174200	1.0077664920	1.2551346420	42.6171914600	14.7156348000
1.2779552720	16.6066321000	1.0075651940	1.2779552720	42.6175516800	14.7156143300
1.3007759010	16.6051150300	1.0072209220	1.3007759010	42.6179301700	14.7156391000
1.3235965310	16.6067904700	1.0074466590	1.3235965310	42.6177090900	14.7156150600
1.3464171610	16.6081076500	1.0076870380	1.3464171610	42.6174938300	14.7156393300
1.3692377910	16.6084796200	1.0078515500	1.3692377910	42.6179450500	14.7157295200
1.3920584210	16.6077600800	1.0079000730	1.3920584210	42.6179224100	14.7155914000
1.4148790510	16.6073877600	1.0079976560	1.4148790510	42.6176978900	14.7156139200
1.4376996810	16.6068191300	1.0083221970	1.4376996810	42.6172814500	14.7155040400
1.4605203100	16.6035372600	1.0084214070	1.4605203100	42.6168953500	14.7156617200
1.4833409400	16.5956540900	1.0067419650	1.4833409400	42.6179340200	14.7155335300
1.5061615700	16.5846668600	1.0048020550	1.5061615700	42.6176979600	14.7156754400
1.5289822000	16.4787487700	1.0059389600	1.5289822000	42.6182926700	14.7158126600
1.5518028300	16.4918107400	0.9675056150	1.5518028300	42.6169936900	14.7154174600
1.5746234600	16.4374945300	0.9471493456	1.5746234600	42.6167317000	14.7158536100
1.5974440890	16.4063749300	0.9507067123	1.5974440890	42.6167366200	14.7160711000
1.6202647190	16.3380209500	0.9541528621	1.6202647190	42.6161742100	14.7159377500
1.6430853490	16.1829339100	0.9547609097	1.6430853490	42.6156884600	14.7157485600
1.6659059790	16.1275150500	0.9391062044	1.6659059790	42.6164751500	14.7159534300
1.6887266090	16.0686269100	0.9047743708	1.6887266090	42.6169744400	14.7167102100
1.7115472390	15.4525319500	0.9534789005	1.7115472390	42.6165845600	14.7193097000
1.7343678690	15.0570239200	0.9790057875	1.7343678690	42.6162457900	14.7200477400
