SOLfas2JULY			SOLext		
t	x	y	t	x	y
0.000000000000	-3.112499932000	6.299999863000	0.000000000000	25.120780390000	12.374255190000
0.018778637420	-3.109002882000	6.298484414000	0.018778637420	25.120934730000	12.374152610000
0.037557274840	-3.107475044000	6.297898059000	0.037557274840	25.122457350000	12.374310320000
0.056335912270	-3.106507125000	6.298251027000	0.056335912270	25.121947060000	12.374352210000
0.075114549690	-3.104621351000	6.297357382000	0.075114549690	25.122234270000	12.374736070000
0.093893187110	-3.105953397000	6.297828076000	0.093893187110	25.121600670000	12.374883120000
0.112671824500	-3.102786347000	6.297040902000	0.112671824500	25.122567130000	12.374633740000
0.131450462000	-3.103939356000	6.296745211000	0.131450462000	25.122392630000	12.374806440000
0.150229099400	-3.100905648000	6.296643160000	0.150229099400	25.121949210000	12.374965540000
0.169007736800	-3.102669544000	6.296180870000	0.169007736800	25.122377150000	12.374533690000
0.187786374200	-3.102294895000	6.296197750000	0.187786374200	25.122334150000	12.374510160000
0.206565011600	-3.101392424000	6.296239230000	0.206565011600	25.122647100000	12.374742880000
0.225343649100	-3.099943628000	6.296139037000	0.225343649100	25.122571260000	12.374569270000
0.244122286500	-3.097833070000	6.294705949000	0.244122286500	25.122493690000	12.374616950000
0.262900923900	-3.098666965000	6.293230984000	0.262900923900	25.123527770000	12.374343160000
0.281679561300	-3.093782144000	6.292873641000	0.281679561300	25.123535030000	12.375183900000
0.300458198800	-3.089187090000	6.291410552000	0.300458198800	25.123668280000	12.374919410000
0.319236836200	-3.085791680000	6.291019993000	0.319236836200	25.123584900000	12.374610530000
0.338015473600	-3.084576292000	6.290484581000	0.338015473600	25.122539360000	12.374716340000
0.356794111000	-3.086957435000	6.290696044000	0.356794111000	25.122988080000	12.374616560000
0.375572748400	-3.081616874000	6.291700265000	0.375572748400	25.122905620000	12.374596320000
0.394351385900	-3.088287901000	6.292788243000	0.394351385900	25.123729140000	12.374591070000
0.413130023300	-3.087443665000	6.292731988000	0.413130023300	25.122690850000	12.374160320000
0.431908660700	-3.082958398000	6.292102339000	0.431908660700	25.122996440000	12.374406650000
0.450687298100	-3.080734876000	6.288545983000	0.450687298100	25.123407550000	12.374298710000
0.469465935600	-3.079625971000	6.288496009000	0.469465935600	25.123749680000	12.374591290000
