GMfas			GMext		
t	x	y	t	x	y
0.0000000000	33.6744261000	0.4705167013	0.0000000000	45.9516803600	6.0704193590
0.0239331786	33.6743542300	0.4702483646	0.0239331786	45.9521926000	6.0702898970
0.0478663571	33.6746584500	0.4702239622	0.0478663571	45.9525029600	6.0701106530
0.0717995357	33.6739593200	0.4698881613	0.0717995357	45.9520690800	6.0697955620
0.0957327143	33.6744169000	0.4695610820	0.0957327143	45.9519954300	6.0698194980
0.1196658928	33.6747714300	0.4693108542	0.1196658928	45.9520507900	6.0697273210
0.1435990714	33.6746286400	0.4694881301	0.1435990714	45.9517047300	6.0699911130
0.1675322500	33.6754284500	0.4697744515	0.1675322500	45.9519383300	6.0695257840
0.1914654285	33.6730902600	0.4707279139	0.1914654285	45.9521057800	6.0703008700
0.2153986071	33.6745787000	0.4707523687	0.2153986071	45.9515883000	6.0702558340
0.2393317857	33.6737913600	0.4710021527	0.2393317857	45.9516027500	6.0701709970
0.2632649642	33.6718860400	0.4711189412	0.2632649642	45.9515751700	6.0706003000
0.2871981428	33.6745945900	0.4705058038	0.2871981428	45.9514412200	6.0695885410
0.3111313214	33.6752702900	0.4699128796	0.3111313214	45.9513955600	6.0691513660
0.3350644999	33.6733067200	0.4712043242	0.3350644999	45.9516943200	6.0702151340
0.3589976785	33.6751637100	0.4705407109	0.3589976785	45.9513755300	6.0696656860
0.3829308570	33.6747731900	0.4706530254	0.3829308570	45.9519215300	6.0699176830
0.4068640356	33.6745630300	0.4708420230	0.4068640356	45.9516578100	6.0701155970
0.4307972142	33.6755755800	0.4706983486	0.4307972142	45.9519101900	6.0697926620
0.4547303927	33.6766562000	0.4702382878	0.4547303927	45.9514636300	6.0696136720
0.4786635713	33.6748483800	0.4700790550	0.4786635713	45.9511184900	6.0693819490
0.5025967499	33.6760690800	0.4699184091	0.5025967499	45.9510324500	6.0692118440
0.5265299284	33.6773945000	0.4699250342	0.5265299284	45.9511960100	6.0691370340
0.5504631070	33.6754945400	0.4702344843	0.5504631070	45.9508679200	6.0696419640
0.5743962856	33.6754085900	0.4708318602	0.5743962856	45.9514394800	6.0698181850
0.5983294641	33.6727196200	0.4720526650	0.5983294641	45.9519920900	6.0702037140
0.6222626427	33.6726102500	0.4725280171	0.6222626427	45.9517741900	6.0702485700
0.6461958213	33.6708287300	0.4735259705	0.6461958213	45.9522935200	6.0705425800
0.6701289998	33.6707752700	0.4735014384	0.6701289998	45.9519244700	6.0708621710
0.6940621784	33.6708573100	0.4740630373	0.6940621784	45.9522359400	6.0708018780
0.7179953570	33.6720170200	0.4733435105	0.7179953570	45.9527291400	6.0707778610
0.7419285355	33.6721164500	0.4730529821	0.7419285355	45.9523275500	6.0708811650
0.7658617141	33.6728109000	0.4723753022	0.7658617141	45.9521391200	6.0709249360
0.7897948927	33.6738761200	0.4719649198	0.7897948927	45.9521958400	6.0707569630
0.8137280712	33.6739795500	0.4719079293	0.8137280712	45.9517340800	6.0706308440
0.8376612498	33.6744563000	0.4715776726	0.8376612498	45.9520684000	6.0706192800
0.8615944284	33.6743295100	0.4713083013	0.8615944284	45.9516974000	6.0703510130
0.8855276069	33.6745348200	0.4706628031	0.8855276069	45.9509893700	6.0698064460
0.9094607855	33.6765063000	0.4701047008	0.9094607855	45.9517786700	6.0700245600
0.9333939641	33.6767230400	0.4701763994	0.9333939641	45.9513250200	6.0698470660
0.9573271426	33.6749797900	0.4708737471	0.9573271426	45.9511631400	6.0700368470
0.9812603212	33.6742478200	0.4713566878	0.9812603212	45.9517933900	6.0701104510
1.0051935000	33.6745794300	0.4715198065	1.0051935000	45.9512876000	6.0698799980
1.0291266780	33.6768620200	0.4704839478	1.0291266780	45.9510810700	6.0696777230
1.0530598570	33.6754790000	0.4704470184	1.0530598570	45.9511166900	6.0699501070
1.0769930350	33.6759224400	0.4702948368	1.0769930350	45.9510322800	6.0699611760
1.1009262140	33.6754375900	0.4704804946	1.1009262140	45.9508140900	6.0697442980
1.1248593930	33.6763746500	0.4701614631	1.1248593930	45.9513758900	6.0700408160
1.1487925710	33.6761709000	0.4700610083	1.1487925710	45.9514784800	6.0700234220
1.1727257500	33.6766491000	0.4702350228	1.1727257500	45.9508990500	6.0697637770
1.1966589280	33.6765471000	0.4702432940	1.1966589280	45.9511945400	6.0699172880
1.2205921070	33.6778337400	0.4694051688	1.2205921070	45.9511412900	6.0698215430
1.2445252850	33.6780175100	0.4690932630	1.2445252850	45.9506200500	6.0694675260
1.2684584640	33.6789536200	0.4690101602	1.2684584640	45.9513689000	6.0696443320
1.2923916430	33.6791952100	0.4687813872	1.2923916430	45.9509366300	6.0697016900
1.3163248210	33.6783755200	0.4690135752	1.3163248210	45.9511610500	6.0694014620
1.3402580000	33.6798132300	0.4688242539	1.3402580000	45.9512321000	6.0694984910
1.3641911780	33.6806940100	0.4685975000	1.3641911780	45.9511244500	6.0695825610
1.3881243570	33.6799849800	0.4687521508	1.3881243570	45.9515757300	6.0699592750
1.4120575350	33.6803755100	0.4683620052	1.4120575350	45.9513589200	6.0697845830
1.4359907140	33.6803475100	0.4685041431	1.4359907140	45.9513383700	6.0695873210
1.4599238920	33.6797438800	0.4690915005	1.4599238920	45.9506727300	6.0697059790
1.4838570710	33.6767407400	0.4707263877	1.4838570710	45.9516289000	6.0704145210
1.5077902500	33.6763635000	0.4710244606	1.5077902500	45.9520931600	6.0705966480
1.5317234280	33.6757940200	0.4716804017	1.5317234280	45.9518492800	6.0706739260
1.5556566070	33.6745008900	0.4717177183	1.5556566070	45.9516701100	6.0706982790
