GMfasBEST			GMextMMM		
3.2111564750	7.5442181150	2.2449215810	3.2111564750	42.7846087800	13.9530658900
3.2340933070	7.4559291760	2.2683399670	3.2340933070	42.7848010300	13.9548765900
3.2570301390	7.3370281130	2.2801997840	3.2570301390	42.7434651400	13.9700645600
3.2799669710	7.2925043310	2.2844029720	3.2799669710	42.7436339100	13.9733646300
3.3029038030	7.1367647590	2.3341616420	3.3029038030	42.7385732000	13.9832236000
3.3258406350	7.1212394750	2.3437607100	3.3258406350	42.7393268500	13.9872012400
3.3487774670	7.0920953890	2.3518282660	3.3487774670	42.7378587100	13.9888836500
3.3717142990	7.0527527450	2.3727444320	3.3717142990	42.7368153500	13.9917223800
3.3946511310	6.9812808320	2.4009843850	3.3946511310	42.7325315300	13.9932515200
3.4175879630	6.9811440540	2.4193424210	3.4175879630	42.7353990000	13.9942868000
3.4405247950	6.9900124700	2.4274468580	3.4405247950	42.7352370300	13.9948430400
3.4634616270	6.9864842800	2.4284812480	3.4634616270	42.7324900600	13.9959815300
3.4863984590	6.9771808450	2.4278664170	3.4863984590	42.7329007100	13.9973125700
3.5093352910	6.9372748650	2.4291055120	3.5093352910	42.7337103400	13.9973803300
3.5322721230	6.8500340050	2.4365062150	3.5322721230	42.7289995200	14.0001722900
3.5552089550	6.8396687520	2.4405071400	3.5552089550	42.7281559100	14.0004366000
3.5781457870	6.8389253180	2.4504311440	3.5781457870	42.7259211800	14.0008932700
3.6010826180	6.7975215580	2.4678545500	3.6010826180	42.7217790600	14.0020158600
3.6240194500	6.7517494770	2.4635413460	3.6240194500	42.7231910600	14.0026799800
3.6469562820	6.6839761710	2.4671772380	3.6469562820	42.7189820500	14.0032928200
3.6698931140	6.5952305270	2.4824857130	3.6698931140	42.7173613600	14.0042195600
3.6928299460	6.5339579530	2.4869328830	3.6928299460	42.7180618600	14.0040645600
3.7157667780	6.3309344180	2.5229996340	3.7157667780	42.7178207900	14.0048637400
3.7387036100	6.2810299560	2.5297419250	3.7387036100	42.7164155100	14.0043102100
3.7616404420	6.1171082890	2.5694940840	3.7616404420	42.7166931200	14.0054208800
3.7845772740	6.0759632490	2.5832141590	3.7845772740	42.7132562500	14.0076311200
3.8075141060	6.0574481570	2.5834265430	3.8075141060	42.7145733100	14.0075967700
3.8304509380	6.0227151080	2.5837930690	3.8304509380	42.7125847000	14.0086981400
3.8533877700	5.9465948490	2.5906733670	3.8533877700	42.7089413600	14.0098155600
3.8763246020	5.8609276070	2.6103797050	3.8763246020	42.7088677000	14.0110710600
3.8992614340	5.7595064630	2.6466597060	3.8992614340	42.7073543200	14.0120443300
3.9221982660	5.7637541240	2.6604972100	3.9221982660	42.7035606700	14.0126317900
3.9451350980	5.7771523760	2.6688115480	3.9451350980	42.7033027500	14.0110961900
3.9680719300	5.6711466030	2.6892440970	3.9680719300	42.6988490800	14.0117404800
3.9910087620	5.6393400480	2.6916617690	3.9910087620	42.7000800800	14.0115455100
4.0139455940	5.5599123130	2.7320033090	4.0139455940	42.6995255200	14.0145746200
4.0368824260	5.5527529320	2.7395698640	4.0368824260	42.6957931400	14.0136562700
4.0598192580	5.4925698690	2.7458134670	4.0598192580	42.6996626300	14.0149955200
4.0827560900	5.4371097210	2.7580841100	4.0827560900	42.6998686700	14.0168813000
4.1056929220	5.4122020690	2.7662748030	4.1056929220	42.6974355500	14.0182665300
4.1286297540	5.3357979130	2.7746737570	4.1286297540	42.6996071900	14.0186923400
4.1515665860	5.1694010400	2.7861457920	4.1515665860	42.7005861400	14.0245332600
4.1745034180	5.0342584350	2.7985681530	4.1745034180	42.6977503400	14.0249493100
4.1974402500	4.9603439500	2.8134725870	4.1974402500	42.6993043500	14.0226600300
4.2203770820	4.8097054470	2.8237279230	4.2203770820	42.7012915600	14.0254348200
4.2433139130	4.7537711670	2.8230980330	4.2433139130	42.7011240200	14.0235107600
4.2662507450	4.6292980630	2.8330830750	4.2662507450	42.7031970800	14.0242614800
4.2891875770	4.5739061770	2.8423024820	4.2891875770	42.7043251600	14.0225952500
4.3121244090	4.5840608240	2.8765883250	4.3121244090	42.7057277300	14.0225070800
4.3350612410	4.5339775140	2.8865602130	4.3350612410	42.7071929700	14.0230228500
4.3579980730	4.4635537790	2.8999724580	4.3579980730	42.7064942600	14.0195774900
4.3809349050	4.4074281070	2.9076739130	4.3809349050	42.7089616600	14.0193111300
4.4038717370	4.4015900990	2.9086870720	4.4038717370	42.7104311600	14.0172384900
4.4268085690	4.3750802580	2.9072027780	4.4268085690	42.7100055400	14.0172929500
4.4497454010	4.1536921210	2.9237625970	4.4497454010	42.7097421700	14.0220329300
4.4726822330	4.0545557560	2.9355725510	4.4726822330	42.7071346800	14.0198771300
4.4956190650	4.0124554410	2.9411006760	4.4956190650	42.7111787500	14.0186171200
4.5185558970	3.9555092450	2.9472961780	4.5185558970	42.7073905800	14.0202338000
4.5414927290	3.7424956110	2.9588641800	4.5414927290	42.7080149100	14.0235649300
4.5644295610	3.6568288180	2.9638393800	4.5644295610	42.7059955600	14.0237808700
4.5873663930	3.5376211100	2.9690475570	4.5873663930	42.7063237100	14.0231503800
4.6103032250	3.5005315180	2.9749211490	4.6103032250	42.7073907300	14.0220905200
4.6332400570	3.4600691580	2.9736447940	4.6332400570	42.7008897800	14.0233953700
4.6561768890	3.3751993890	2.9819371780	4.6561768890	42.7026884300	14.0259705200
4.6791137210	3.3053289420	2.9819311960	4.6791137210	42.7008731700	14.0255420700
4.7020505530	3.2682960420	2.9872236160	4.7020505530	42.7018613200	14.0237467000
4.7249873850	3.2028274940	2.9910844710	4.7249873850	42.6999314000	14.0266346600
4.7479242170	3.1238495130	2.9953306810	4.7479242170	42.6977910600	14.0269206700
4.7708610490	2.9341440930	2.9940078520	4.7708610490	42.6995376500	14.0297430300
4.7937978810	2.9020258040	3.0053069340	4.7937978810	42.7028852300	14.0285552800
4.8167347130	2.7933103690	3.0132386610	4.8167347130	42.7010706100	14.0259916000
4.8396715450	2.6985196740	3.0189980480	4.8396715450	42.7015066000	14.0252913600
4.8626083770	2.5884262670	3.0266852590	4.8626083770	42.7011189000	14.0246339700
4.8855452080	2.4618349020	3.0369837470	4.8855452080	42.7026171200	14.0236342500
4.9084820400	2.3738392740	3.0429866950	4.9084820400	42.7042260200	14.0212354000
4.9314188720	2.3213320640	3.0527384960	4.9314188720	42.7062478800	14.0198765000
4.9543557040	2.2857312180	3.0608825480	4.9543557040	42.7063623300	14.0181731000
4.9772925360	2.2627501180	3.0646546280	4.9772925360	42.7084831000	14.0167863900
5.0002293680	2.2806849270	3.0678206460	5.0002293680	42.7088629200	14.0144946300
5.0231662000	2.2923956250	3.0728905930	5.0231662000	42.7070895800	14.0136065900
5.0461030320	2.2809393080	3.0669461210	5.0461030320	42.7069412700	14.0151101000
5.0690398640	2.2844117200	3.0651983440	5.0690398640	42.7089377300	14.0146653700
5.0919766960	2.2892829510	3.0647871910	5.0919766960	42.7091459700	14.0136855900
5.1149135280	2.2905686870	3.0649751790	5.1149135280	42.7090709600	14.0132765200
5.1378503600	2.2822181260	3.0612512290	5.1378503600	42.7087730000	14.0141940800
5.1607871920	2.2796801970	3.0575667210	5.1607871920	42.7089879200	14.0129897600
5.1837240240	2.2805546740	3.0586027840	5.1837240240	42.7095501400	14.0125957700
5.2066608560	2.2777788390	3.0570529160	5.2066608560	42.7097559900	14.0125844600
5.2295976880	2.2650855210	3.0517711290	5.2295976880	42.7074307200	14.0137055200
5.2525345200	2.2134972560	3.0504367590	5.2525345200	42.7047416000	14.0134545600
5.2754713520	2.0753614810	3.0492297680	5.2754713520	42.7060511200	14.0125684500
5.2984081840	2.0363020480	3.0465865010	5.2984081840	42.7071249600	14.0116734300
5.3213450160	1.9798406520	3.0479827390	5.3213450160	42.7077616300	14.0126535500
5.3442818480	1.8427386690	3.0463855270	5.3442818480	42.7048377100	14.0153079200
5.3672186800	1.7485686750	3.0466148920	5.3672186800	42.7068368100	14.0153708500
5.3901555120	1.7188047380	3.0341002140	5.3901555120	42.7085340200	14.0134346900
5.4130923440	1.7579676730	3.0182801990	5.4130923440	42.7070943200	14.0152164500
5.4360291760	1.7005183410	3.0068835320	5.4360291760	42.7055433200	14.0154047100
5.4589660080	1.6438016040	3.0015539580	5.4589660080	42.7072304200	14.0139828400
5.4819028400	1.5772290620	3.0031483080	5.4819028400	42.7089946100	14.0112995200
5.5048396720	1.4771780470	3.0128756440	5.5048396720	42.7108316200	14.0116959100
5.5277765040	1.4176378240	3.0136778970	5.5277765040	42.7111802800	14.0137891900
5.5507133350	1.4214920740	3.0145294630	5.5507133350	42.7082923300	14.0136913200
5.5736501670	1.4152738200	3.0203795580	5.5736501670	42.7100165800	14.0115238000
5.5965869990	1.4195934660	3.0166271170	5.5965869990	42.7105767900	14.0116268600
5.6195238310	1.3983184160	3.0150813060	5.6195238310	42.7093613000	14.0124814200
5.6424606630	1.3690111650	3.0166043490	5.6424606630	42.7064005800	14.0121314700
5.6653974950	1.3462882090	3.0176852150	5.6653974950	42.7066110300	14.0104937700
5.6883343270	1.3427334770	3.0190118150	5.6883343270	42.7096336900	14.0105059800
5.7112711590	1.3297569940	3.0200289710	5.7112711590	42.7094535100	14.0102605000
5.7342079910	1.2855603320	3.0214166090	5.7342079910	42.7087377600	14.0097034600
5.7571448230	1.2295927370	3.0230553200	5.7571448230	42.7082676300	14.0083779800
5.7800816550	1.2272404790	3.0229790120	5.7800816550	42.7082742800	14.0077712900
5.8030184870	1.1470930470	3.0253720380	5.8030184870	42.7062152100	14.0092197300
5.8259553190	1.1066195780	3.0276092240	5.8259553190	42.7081911600	14.0087498300
5.8488921510	1.0456887910	3.0307069570	5.8488921510	42.7083095900	14.0079055100
5.8718289830	1.0278790670	3.0329654590	5.8718289830	42.7073883200	14.0084614500
5.8947658150	0.9823587308	3.0324936190	5.8947658150	42.7076644700	14.0084564100
5.9177026470	0.9541175572	3.0363132790	5.9177026470	42.7059016600	14.0078855000
5.9406394790	0.9317981015	3.0396031120	5.9406394790	42.7059849500	14.0073671300
5.9635763110	0.9060905002	3.0413069210	5.9635763110	42.7079281200	14.0065924200
5.9865131430	0.8492958684	3.0397171620	5.9865131430	42.7042094000	14.0073231700
6.0094499750	0.8370663699	3.0410691570	6.0094499750	42.7050494500	14.0069262000
6.0323868070	0.8265119142	3.0421896210	6.0323868070	42.7058045500	14.0068960700
6.0553236390	0.8028097843	3.0433439660	6.0553236390	42.7033013500	14.0067782300
6.0782604710	0.7746997533	3.0432142390	6.0782604710	42.7012323400	14.0070526300
6.1011973030	0.7633241570	3.0439966870	6.1011973030	42.7015764500	14.0067367700
6.1241341350	0.7413863811	3.0412772730	6.1241341350	42.7015964000	14.0059274700
6.1470709670	0.7646252796	3.0502730490	6.1470709670	42.7053776500	14.0052368400
6.1700077990	0.7738522518	3.0531160130	6.1700077990	42.6989735000	14.0069123600
6.1929446300	0.7645040334	3.0483660860	6.1929446300	42.6997982500	14.0073246900
6.2158814620	0.7552091540	3.0452000280	6.2158814620	42.7019850900	14.0055470600
6.2388182940	0.7514701251	3.0483408980	6.2388182940	42.7006303000	14.0050904700
6.2617551260	0.7318547593	3.0477216940	6.2617551260	42.6952045000	14.0065031500
6.2846919580	0.7037724084	3.0493764880	6.2846919580	42.7020914700	14.0056286800
6.3076287900	0.6915578667	3.0492950210	6.3076287900	42.6994548900	14.0055130500
6.3305656220	0.7043612273	3.0529961240	6.3305656220	42.6951252400	14.0048557100
6.3535024540	0.7137969066	3.0558713120	6.3535024540	42.6932102200	14.0051224900
6.3764392860	0.6451287543	3.0517525820	6.3764392860	42.6902693000	14.0044672700
6.3993761180	0.5952495686	3.0533084260	6.3993761180	42.6929662500	14.0040771300
6.4223129500	0.5747529582	3.0613513630	6.4223129500	42.6956637200	14.0030476400
6.4452497820	0.5061881770	3.0676396460	6.4452497820	42.6960798100	14.0020770100
6.4681866140	0.4567411315	3.0665112030	6.4681866140	42.6920920100	14.0026405300
6.4911234460	0.3996945102	3.0693751280	6.4911234460	42.6911361700	14.0020911000
6.5140602780	0.4290042641	3.0726827470	6.5140602780	42.6965360800	14.0002560100
6.5369971100	0.4272365911	3.0703566890	6.5369971100	42.6970780400	14.0008423200
6.5599339420	0.4001186323	3.0698786290	6.5599339420	42.6942087200	14.0014334000
6.5828707740	0.3896828323	3.0714697060	6.5828707740	42.6931945000	14.0020807600
6.6058076060	0.3997073162	3.0761908070	6.6058076060	42.6963959500	13.9998451100
6.6287444380	0.3909007471	3.0742257740	6.6287444380	42.6906272300	13.9990085900
6.6516812700	0.3852127583	3.0750719140	6.6516812700	42.6920191300	14.0001620700
6.6746181020	0.4287460156	3.0771912000	6.6746181020	42.6898869400	13.9999192200
6.6975549340	0.4577647350	3.0749320950	6.6975549340	42.6889291500	13.9983712200
6.7204917660	0.4347554204	3.0796511300	6.7204917660	42.6881734000	13.9983430300
6.7434285980	0.4225977255	3.0808161480	6.7434285980	42.6881719900	13.9993281300
6.7663654300	0.4127370973	3.0798079920	6.7663654300	42.6910841300	13.9996067700
6.7893022620	0.4570492329	3.0728865030	6.7893022620	42.6961615700	13.9985832600
6.8122390940	0.6499630794	3.0500371130	6.8122390940	42.6961852100	13.9995460500
6.8351759260	1.1159838440	2.9584706530	6.8351759260	42.6876125600	14.0006764900
6.8581127570	1.3511254310	2.9564249790	6.8581127570	42.6631327100	14.0034912900
6.8810495890	1.3969872900	2.9566836250	6.8810495890	42.6701594200	14.0020141900
6.9039864210	1.5182583290	2.9398139340	6.9039864210	42.6688194700	14.0027014500
6.9269232530	0.9313088782	3.1120311720	6.9269232530	42.6587486700	14.0050468800
6.9498600850	1.3658883230	3.0978551900	6.9498600850	42.6589255900	14.0062593900
6.9727969170	2.1929211330	2.8676909710	6.9727969170	42.5575785300	14.0102246300
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
