CALbump2prox			CALext		
t	x	y	t	x	y
0.000000000000	9.916715900000	7.919189098000	0.000000000000	-8.170120324000	14.466166660000
0.023509497840	9.916472040000	7.917919594000	0.023509497840	-8.171502481000	14.464494360000
0.047018995670	9.918097636000	7.917953785000	0.047018995670	-8.170086429000	14.465425130000
0.070528493510	9.917459561000	7.916977898000	0.070528493510	-8.169286897000	14.465249050000
0.094037991350	9.912773559000	7.915839681000	0.094037991350	-8.168358593000	14.464203140000
0.117547489200	9.912689527000	7.915095055000	0.117547489200	-8.169387429000	14.465036930000
0.141056987000	9.909173267000	7.911128155000	0.141056987000	-8.169685779000	14.465376560000
0.164566484900	9.901823790000	7.907869500000	0.164566484900	-8.169028549000	14.465478240000
0.188075982700	9.902549972000	7.904729297000	0.188075982700	-8.167983131000	14.464994670000
0.211585480500	9.905097634000	7.907085718000	0.211585480500	-8.169438261000	14.466034470000
0.235094978400	9.904990174000	7.907813550000	0.235094978400	-8.171043238000	14.465587510000
0.258604476200	9.906117916000	7.909498962000	0.258604476200	-8.170538835000	14.465439710000
0.282113974000	9.904615600000	7.911132009000	0.282113974000	-8.170006787000	14.465166750000
0.305623471900	9.907573939000	7.912380184000	0.305623471900	-8.171880596000	14.465804910000
0.329132969700	9.907942056000	7.912736438000	0.329132969700	-8.171476299000	14.465050270000
0.352642467600	9.907759125000	7.912943950000	0.352642467600	-8.170492223000	14.465655240000
0.376151965400	9.909075218000	7.913201005000	0.376151965400	-8.166835380000	14.465016510000
0.399661463200	9.910997159000	7.914823268000	0.399661463200	-8.169315918000	14.465665350000
0.423170961100	9.910646995000	7.914762997000	0.423170961100	-8.171878646000	14.465611170000
0.446680458900	9.911301556000	7.914807304000	0.446680458900	-8.168322757000	14.465542010000
0.470189956700	9.912138491000	7.915517471000	0.470189956700	-8.172067712000	14.465207090000
0.493699454600	9.911127479000	7.915229692000	0.493699454600	-8.168070624000	14.465584850000
0.517208952400	9.913789352000	7.914915752000	0.517208952400	-8.171008136000	14.464963230000
0.540718450300	9.915372991000	7.915743035000	0.540718450300	-8.168812016000	14.464519600000
0.564227948100	9.915081403000	7.915942801000	0.564227948100	-8.169191832000	14.464685070000
0.587737445900	9.913782941000	7.916249582000	0.587737445900	-8.168686134000	14.465433830000
0.611246943800	9.914652743000	7.917027126000	0.611246943800	-8.172059156000	14.465511510000
0.634756441600	9.913998922000	7.916988115000	0.634756441600	-8.170414851000	14.464476720000
0.658265939400	9.914383840000	7.917426447000	0.658265939400	-8.168135305000	14.465685240000
0.681775437300	9.914799135000	7.917087342000	0.681775437300	-8.171015883000	14.464628630000
0.705284935100	9.915449955000	7.916651594000	0.705284935100	-8.171500445000	14.465293840000
0.728794433000	9.914658391000	7.916461446000	0.728794433000	-8.170414116000	14.465288660000
0.752303930800	9.914982726000	7.916771895000	0.752303930800	-8.171674388000	14.465153680000
0.775813428600	9.915326914000	7.917378951000	0.775813428600	-8.170550763000	14.465078470000
0.799322926500	9.915425583000	7.917666846000	0.799322926500	-8.172756777000	14.465232660000
0.822832424300	9.916142348000	7.917323405000	0.822832424300	-8.170338401000	14.464335760000
0.846341922100	9.916931864000	7.916916981000	0.846341922100	-8.169828069000	14.464161170000
