 CALbump 			 CALext 		
 t 	 x 	 y 	 t 	 x 	 y 
 0   	 17.83791272 	 10.65261767 	 0   	 -15.53341018 	 15.16126332 
 0.05961252 	 17.83816200 	 10.65266942 	 0.05961252 	 -15.53173366 	 15.16125098 
 0.11922504 	 17.83630587 	 10.65320808 	 0.11922504 	 -15.53202376 	 15.16128542 
 0.17883756 	 17.82824930 	 10.65342596 	 0.17883756 	 -15.53212734 	 15.16130616 
 0.23845007 	 17.83203873 	 10.65278664 	 0.23845007 	 -15.53282212 	 15.16133158 
 0.29806259 	 17.83435610 	 10.65255564 	 0.29806259 	 -15.53325889 	 15.16136601 
 0.35767511 	 17.83326411 	 10.65427888 	 0.35767511 	 -15.53480057 	 15.16137857 
 0.41728763 	 17.83307771 	 10.65412445 	 0.41728763 	 -15.53471153 	 15.16163816 
 0.47690015 	 17.83302918 	 10.65357946 	 0.47690015 	 -15.53242276 	 15.16180969 
 0.53651267 	 17.82720315 	 10.65244198 	 0.53651267 	 -15.53320896 	 15.16188245 
 0.59612519 	 17.83395071 	 10.64911251 	 0.59612519 	 -15.53609677 	 15.16207326 
 0.65573770 	 17.83754508 	 10.64260995 	 0.65573770 	 -15.53862373 	 15.16178605 
 0.71535022 	 17.83347977 	 10.64265176 	 0.71535022 	 -15.54182886 	 15.16167355 
 0.77496274 	 17.83377716 	 10.64150382 	 0.77496274 	 -15.54387783 	 15.16157008 
 0.83457526 	 17.83399540 	 10.63929056 	 0.83457526 	 -15.54211726 	 15.16169065 
 0.89418778 	 17.84233703 	 10.63459743 	 0.89418778 	 -15.54735813 	 15.16184208 
 0.95380030 	 17.80610286 	 10.60007673 	 0.95380030 	 -15.54875191 	 15.16232374 
 1.01341282 	 17.82601217 	 10.57564356 	 1.01341282 	 -15.55562655 	 15.16237685 
 1.07302534 	 17.81105094 	 10.56294080 	 1.07302534 	 -15.55585119 	 15.16235345 
 1.13263785 	 17.80168551 	 10.58182738 	 1.13263785 	 -15.55584242 	 15.16268195 
 1.19225037 	 17.81052593 	 10.61052609 	 1.19225037 	 -15.56090509 	 15.16228398 
 1.25186289 	 17.82057220 	 10.64913402 	 1.25186289 	 -15.55871408 	 15.16235574 
 1.31147541 	 17.83095593 	 10.65566970 	 1.31147541 	 -15.54833091 	 15.16197649 
 1.37108793 	 17.83918834 	 10.65336224 	 1.37108793 	 -15.56210955 	 15.16194810 
 1.43070045 	 17.85632072 	 10.65249442 	 1.43070045 	 -15.56460911 	 15.16206686 
 1.49031297 	 17.86143063 	 10.65340162 	 1.49031297 	 -15.55396361 	 15.16146602 
 1.54992548 	 17.83591557 	 10.65765780 	 1.54992548 	 -15.56165807 	 15.16181183 
 1.60953800 	 17.83789369 	 10.65769748 	 1.60953800 	 -15.55658066 	 15.16142030 
 1.66915052 	 17.86467193 	 10.65662653 	 1.66915052 	 -15.56021135 	 15.16175620 
 1.72876304 	 17.90245674 	 10.66875881 	 1.72876304 	 -15.55419647 	 15.16133542 
 1.78837556 	 18.02729351 	 10.70818980 	 1.78837556 	 -15.55024790 	 15.16128477 
 1.84798808 	 18.06516532 	 10.71360437 	 1.84798808 	 -15.54655635 	 15.16124241 
 1.90760060 	 18.07062521 	 10.72176010 	 1.90760060 	 -15.54584885 	 15.16115646 
 1.96721312 	 18.07110339 	 10.72470172 	 1.96721312 	 -15.54774277 	 15.16135427 
 2.02682563 	 18.07803357 	 10.72541364 	 2.02682563 	 -15.55283611 	 15.16145653 
 2.08643815 	 18.09594121 	 10.72589365 	 2.08643815 	 -15.54717979 	 15.16132284 
 2.14605067 	 18.12549770 	 10.72891562 	 2.14605067 	 -15.54510029 	 15.16132802 
 2.20566319 	 18.14088341 	 10.73033734 	 2.20566319 	 -15.54135312 	 15.16131815 
 2.26527571 	 18.15641397 	 10.72832690 	 2.26527571 	 -15.53241109 	 15.16122832 
 2.32488823 	 18.18021071 	 10.73150164 	 2.32488823 	 -15.53076271 	 15.16139641 
 2.38450075 	 18.21533245 	 10.73191420 	 2.38450075 	 -15.53128081 	 15.16142125 
 2.44411326 	 18.21803981 	 10.73290809 	 2.44411326 	 -15.53523474 	 15.16134217 
 2.50372578 	 18.21907697 	 10.73279712 	 2.50372578 	 -15.53700943 	 15.16127576 
 2.56333830 	 18.22546940 	 10.73447073 	 2.56333830 	 -15.53961915 	 15.16138613 
 2.62295082 	 18.23125125 	 10.73393585 	 2.62295082 	 -15.53621776 	 15.16139433 
 2.68256334 	 18.22730806 	 10.73639334 	 2.68256334 	 -15.53338026 	 15.16146513 
 2.74217586 	 18.23753703 	 10.73662156 	 2.74217586 	 -15.53403464 	 15.16148165 
 2.80178838 	 18.31823165 	 10.74033126 	 2.80178838 	 -15.53253188 	 15.16159927 
 2.86140089 	 18.34612330 	 10.74062749 	 2.86140089 	 -15.53289721 	 15.16143596 
 2.92101341 	 18.39647347 	 10.74381977 	 2.92101341 	 -15.53549920 	 15.16131219 
 2.98062593 	 18.40930947 	 10.74765865 	 2.98062593 	 -15.53613201 	 15.16147157 
 3.04023845 	 18.43727044 	 10.75750313 	 3.04023845 	 -15.53907611 	 15.16143961 
 3.09985097 	 18.44057377 	 10.76488211 	 3.09985097 	 -15.53988819 	 15.16155241 
