GMendBEST?			GMext		
t	x	y	t	x	y
0.000000000000	44.534763150000	0.389935750100	0.000000000000	50.346961590000	14.326283150000
0.018682509430	44.534991100000	0.390456749000	0.018682509430	50.346280890000	14.325962740000
0.037365018870	44.535336130000	0.390632363100	0.037365018870	50.346309430000	14.325889870000
0.056047528300	44.535807780000	0.390780698600	0.056047528300	50.346448480000	14.325898790000
0.074730037740	44.534250150000	0.390875437900	0.074730037740	50.346730680000	14.326155010000
0.093412547170	44.534941970000	0.390824662500	0.093412547170	50.346477580000	14.325770130000
0.112095056600	44.535250680000	0.390663918400	0.112095056600	50.346606170000	14.326048630000
0.130777566000	44.535372340000	0.390707294800	0.130777566000	50.346651880000	14.325842050000
0.149460075500	44.534334890000	0.390586413500	0.149460075500	50.346431750000	14.325738860000
0.168142584900	44.535086940000	0.390174608400	0.168142584900	50.346428590000	14.325707440000
0.186825094300	44.535374500000	0.390196632000	0.186825094300	50.346442020000	14.325814510000
0.205507603800	44.535680130000	0.390126305900	0.205507603800	50.346355110000	14.325930500000
0.224190113200	44.534745920000	0.389952147500	0.224190113200	50.346508290000	14.325817050000
0.242872622700	44.535821080000	0.389866945700	0.242872622700	50.346477570000	14.325827400000
0.261555132100	44.535719000000	0.389943119800	0.261555132100	50.346859040000	14.325845370000
0.280237641500	44.535899310000	0.389783334800	0.280237641500	50.347203400000	14.325756910000
0.298920151000	44.536210830000	0.389892629500	0.298920151000	50.346750680000	14.325994550000
0.317602660400	44.535769750000	0.389903662700	0.317602660400	50.346314310000	14.325862210000
0.336285169800	44.535782530000	0.389963618400	0.336285169800	50.346525670000	14.326041040000
0.354967679300	44.537035700000	0.389805584600	0.354967679300	50.347356300000	14.325739090000
0.373650188700	44.536705280000	0.390085029900	0.373650188700	50.346401070000	14.325850810000
0.392332698100	44.536369020000	0.390048562800	0.392332698100	50.346867370000	14.325761510000
0.411015207600	44.537659810000	0.389784381100	0.411015207600	50.347276050000	14.325589590000
0.429697717000	44.537564280000	0.389970130800	0.429697717000	50.346808910000	14.325610930000
0.448380226400	44.536922200000	0.390029654400	0.448380226400	50.346178840000	14.325990200000
0.467062735900	44.538697760000	0.389729020600	0.467062735900	50.346420620000	14.325795650000
0.485745245300	44.536968630000	0.390002060100	0.485745245300	50.347243520000	14.325565710000
0.504427754700	44.536897890000	0.389896507800	0.504427754700	50.346883250000	14.325486970000
0.523110264200	44.537631400000	0.389843878100	0.523110264200	50.346273510000	14.325718840000
0.541792773600	44.536868910000	0.389953837200	0.541792773600	50.346298470000	14.325547300000
0.560475283000	44.536861480000	0.389891427200	0.560475283000	50.346486890000	14.325697820000
0.579157792500	44.537168440000	0.389893096800	0.579157792500	50.347240180000	14.325635590000
0.597840301900	44.538160830000	0.389582084100	0.597840301900	50.347001240000	14.325528690000
0.616522811300	44.537605890000	0.389980301300	0.616522811300	50.346746740000	14.325758800000
0.635205320800	44.538282820000	0.389895736500	0.635205320800	50.346478120000	14.326054740000
0.653887830200	44.537571250000	0.389659674000	0.653887830200	50.346610060000	14.325757570000
0.672570339600	44.538006800000	0.390181370100	0.672570339600	50.346520950000	14.325824090000
0.691252849100	44.537116440000	0.390317575900	0.691252849100	50.347037140000	14.325848270000
