GMend			GMext		
t	x	y	t	x	y
0.00000000000000	28.08547103000000	1.34747602900000	0.00000000000000	6.40082915200000	13.25760130000000
0.05961251863000	28.12415969000000	1.34354288800000	0.05961251863000	6.40145450600000	13.25732876000000
0.11922503730000	28.18449416000000	1.33847617300000	0.11922503730000	6.40061430500000	13.25750183000000
0.17883755590000	28.21855960000000	1.33689110300000	0.17883755590000	6.40040309000000	13.25752777000000
0.23845007450000	28.22968211000000	1.33432079600000	0.23845007450000	6.40005097300000	13.25753912000000
0.29806259310000	28.26389279000000	1.33572524100000	0.29806259310000	6.40003050600000	13.25760385000000
0.35767511180000	28.35602590000000	1.32280263500000	0.35767511180000	6.40045185400000	13.25756433000000
0.41728763040000	28.42200081000000	1.31525406700000	0.41728763040000	6.40020872600000	13.25761980000000
0.47690014900000	28.49106788000000	1.29820828800000	0.47690014900000	6.39995571200000	13.25761443000000
0.53651266770000	28.50392970000000	1.29516259300000	0.53651266770000	6.40054167600000	13.25746939000000
0.59612518630000	28.58493102000000	1.28834455200000	0.59612518630000	6.40005686900000	13.25753874000000
0.65573770490000	28.63918979000000	1.28532080100000	0.65573770490000	6.40024321400000	13.25755926000000
0.71535022350000	28.66939126000000	1.28148867200000	0.71535022350000	6.40048702500000	13.25744104000000
0.77496274220000	28.72459137000000	1.28018382400000	0.77496274220000	6.40041593900000	13.25745435000000
0.83457526080000	28.78440319000000	1.26461762000000	0.83457526080000	6.39996714000000	13.25753060000000
0.89418777940000	28.79973347000000	1.26074892300000	0.89418777940000	6.40021265900000	13.25753056000000
0.95380029810000	28.86935734000000	1.24987754500000	0.95380029810000	6.39980845400000	13.25759923000000
1.01341281700000	28.93210882000000	1.23989284400000	1.01341281700000	6.40007048600000	13.25760375000000
1.07302533500000	28.98191651000000	1.23547269600000	1.07302533500000	6.40012775100000	13.25749202000000
1.13263785400000	29.04356098000000	1.22831710200000	1.13263785400000	6.39988702800000	13.25753093000000
1.19225037300000	29.15062029000000	1.21357093300000	1.19225037300000	6.40051225400000	13.25748350000000
1.25186289100000	29.24171485000000	1.20137636800000	1.25186289100000	6.40022028700000	13.25754643000000
1.31147541000000	29.29952609000000	1.18935613200000	1.31147541000000	6.40053095700000	13.25749608000000
1.37108792800000	29.30670705000000	1.18829960800000	1.37108792800000	6.40055916700000	13.25749897000000
