SOLfasBEST			SOLext		
t	x	y	t	x	y
0.0000000000000	-1.1578947120000	9.9578945210000	0.0000000000000	-10.7418590100000	14.7951677500000
0.0596125186300	-1.1335102980000	9.9585710690000	0.0596125186300	-10.7425251000000	14.7938481600000
0.1192250373000	-1.0334959310000	9.9592367100000	0.1192250373000	-10.7440703300000	14.7937181000000
0.1788375559000	-1.0153141050000	9.9598533200000	0.1788375559000	-10.7456956000000	14.7933774900000
0.2384500745000	-0.9894889469000	9.9628387220000	0.2384500745000	-10.7486588800000	14.7932085600000
0.2980625931000	-0.9843158802000	9.9651402330000	0.2980625931000	-10.7492834800000	14.7928411300000
0.3576751118000	-0.9772260392000	9.9625591560000	0.3576751118000	-10.7637974000000	14.7892469700000
0.4172876304000	-0.8813416230000	9.9637367470000	0.4172876304000	-10.7636352900000	14.7876627600000
0.4769001490000	-0.8326348864000	9.9669948820000	0.4769001490000	-10.7703429200000	14.7865171900000
0.5365126677000	-0.7872885956000	9.9726457540000	0.5365126677000	-10.7700676800000	14.7856612900000
0.5961251863000	-0.7033870666000	9.9750294890000	0.5961251863000	-10.7768731000000	14.7860156200000
0.6557377049000	-0.6912377428000	9.9743634510000	0.6557377049000	-10.7760165100000	14.7831454200000
0.7153502235000	-0.6741892555000	9.9766552950000	0.7153502235000	-10.7909663300000	14.7866790000000
0.7749627422000	-0.6807004092000	9.9785222310000	0.7749627422000	-10.8110314200000	14.7851147400000
0.8345752608000	-0.6742243265000	9.9876826040000	0.8345752608000	-10.8322415100000	14.7844812600000
0.8941877794000	-0.5571793675000	9.9980702890000	0.8941877794000	-10.8370139200000	14.7851972500000
0.9538002981000	-0.5447162432000	10.0103459200000	0.9538002981000	-10.8609275100000	14.7912854900000
1.0134128170000	-0.5481845071000	10.0189563500000	1.0134128170000	-10.8767175700000	14.7915972000000
1.0730253350000	-0.4611831227000	10.0216735900000	1.0730253350000	-10.8800405500000	14.7915978300000
1.1326378540000	-0.3939828983000	10.0296724800000	1.1326378540000	-10.8763694800000	14.7919952800000
1.1922503730000	-0.3913370747000	10.0342575500000	1.1922503730000	-10.8781262600000	14.7937817400000
1.2518628910000	-0.3990378789000	10.0389023300000	1.2518628910000	-10.8679377700000	14.7983991800000
1.3114754100000	-0.3392143657000	10.0448407900000	1.3114754100000	-10.8712247200000	14.7992285100000
1.3710879280000	-0.2750976522000	10.0445773900000	1.3710879280000	-10.8752342500000	14.7981940100000
1.4307004470000	-0.2814565197000	10.0490131700000	1.4307004470000	-10.8763978600000	14.7984858400000
1.4903129660000	-0.2593888885000	10.0526265600000	1.4903129660000	-10.8707013000000	14.8000508100000
1.5499254840000	-0.2410197384000	10.0567604800000	1.5499254840000	-10.8706430300000	14.7994278900000
1.6095380030000	-0.1828149549000	10.0602340000000	1.6095380030000	-10.8819845400000	14.7984505900000
1.6691505220000	-0.1891688798000	10.0694649700000	1.6691505220000	-10.8817297000000	14.7997903100000
1.7287630400000	-0.1602447939000	10.0726323600000	1.7287630400000	-10.8867182400000	14.8018072400000
1.7883755590000	-0.1882202950000	10.0955224300000	1.7883755590000	-10.8940286700000	14.7993470200000
1.8479880770000	-0.1091603405000	10.0993538900000	1.8479880770000	-10.8926750100000	14.7988097800000
1.9076005960000	-0.1576065789000	10.1158941700000	1.9076005960000	-10.9045512500000	14.7996298200000
1.9672131150000	-0.1418178548000	10.1186306600000	1.9672131150000	-10.9190369800000	14.8006874700000
2.0268256330000	-0.1304727390000	10.1243246100000	2.0268256330000	-10.9229071600000	14.8013474600000
2.0864381520000	-0.0997608570000	10.1241462400000	2.0864381520000	-10.9410481400000	14.8056549500000
2.1460506710000	-0.1255848043000	10.1317945100000	2.1460506710000	-10.9739949900000	14.8026456800000
2.2056631890000	-0.1311494791000	10.1412351100000	2.2056631890000	-10.9988292000000	14.7991814700000
2.2652757080000	-0.1222460406000	10.1362899900000	2.2652757080000	-11.0187222900000	14.8000087500000
2.3248882270000	-0.1287628142000	10.1403038900000	2.3248882270000	-11.0411096900000	14.7976031100000
2.3845007450000	-0.1484847153000	10.1440124200000	2.3845007450000	-11.0712422500000	14.7960437700000
2.4441132640000	-0.1494600744000	10.1479742600000	2.4441132640000	-11.0947284000000	14.7966991900000
2.5037257820000	-0.1416610342000	10.1512121200000	2.5037257820000	-11.1232746500000	14.7960599700000
2.5633383010000	-0.1507863362000	10.1560866400000	2.5633383010000	-11.1336452500000	14.7958752600000
2.6229508200000	-0.1422939588000	10.1636288000000	2.6229508200000	-11.1545513600000	14.7981996500000
2.6825633380000	-0.1217381530000	10.1751137700000	2.6825633380000	-11.1694760100000	14.8004561700000
2.7421758570000	-0.1146143381000	10.1810142700000	2.7421758570000	-11.1764610400000	14.8006307900000
2.8017883760000	-0.1163264726000	10.1860112000000	2.8017883760000	-11.1873659500000	14.8001243400000
2.8614008940000	-0.1094546295000	10.1859750000000	2.8614008940000	-11.1937495700000	14.7961519600000
2.9210134130000	-0.1116803365000	10.1904568000000	2.9210134130000	-11.1880654100000	14.7943291000000
2.9806259310000	-0.1234986927000	10.1963755800000	2.9806259310000	-11.2022514900000	14.7949797700000
3.0402384500000	-0.1111541270000	10.1971190800000	3.0402384500000	-11.2008218700000	14.7949450300000
3.0998509690000	-0.0911048569800	10.1988201100000	3.0998509690000	-11.1905576900000	14.7982443200000
3.1594634870000	-0.0954945662700	10.1978558100000	3.1594634870000	-11.1991528400000	14.7959677700000
3.2190760060000	-0.1218056265000	10.2011000400000	3.2190760060000	-11.2124642100000	14.7935008900000
3.2786885250000	-0.1090658066000	10.1989271400000	3.2786885250000	-11.2224834900000	14.7926009700000
3.3383010430000	-0.1133219711000	10.2017352000000	3.3383010430000	-11.2291731900000	14.7902580600000
3.3979135620000	-0.1078013988000	10.2040241500000	3.3979135620000	-11.2271969500000	14.7911522100000
3.4575260800000	-0.0946648298900	10.2043053800000	3.4575260800000	-11.2364370800000	14.7928507400000
3.5171385990000	-0.1204553230000	10.2064608200000	3.5171385990000	-11.2542405200000	14.7927201600000
3.5767511180000	-0.1064343208000	10.2051155700000	3.5767511180000	-11.2794787800000	14.7915446200000
3.6363636360000	-0.1125473818000	10.2062332400000	3.6363636360000	-11.2938873200000	14.7905219300000
3.6959761550000	-0.1175332832000	10.2085231400000	3.6959761550000	-11.3147766800000	14.7983285000000
3.7555886740000	-0.1348757089000	10.2136524100000	3.7555886740000	-11.3409631800000	14.7967159500000
3.8152011920000	-0.1236630039000	10.2117602700000	3.8152011920000	-11.3615784400000	14.7961002700000
3.8748137110000	-0.1107060215000	10.2088816100000	3.8748137110000	-11.3753275300000	14.8003029000000
3.9344262300000	-0.0986176694700	10.2064718100000	3.9344262300000	-11.3973820700000	14.8005247600000
3.9940387480000	-0.0992314831100	10.2078045600000	3.9940387480000	-11.4083053300000	14.8026775800000
4.0536512670000	-0.0110000202900	10.2169477400000	4.0536512670000	-11.4191609800000	14.7997344600000
4.1132637850000	-0.0013535401140	10.2167806300000	4.1132637850000	-11.4142344800000	14.8028580600000
4.1728763040000	-0.0220269902300	10.2209155400000	4.1728763040000	-11.4274783600000	14.7999065700000
4.2324888230000	0.0219369361900	10.2200821400000	4.2324888230000	-11.4436683500000	14.8007351800000
4.2921013410000	0.0345210750100	10.2127649100000	4.2921013410000	-11.4361593000000	14.8020195000000
4.3517138600000	0.0248940838400	10.2105047400000	4.3517138600000	-11.4479872900000	14.8059137900000
4.4113263790000	0.0003576313708	10.2123863000000	4.4113263790000	-11.4535605900000	14.8045031700000
4.4709388970000	0.0284392768000	10.2075602900000	4.4709388970000	-11.4666937700000	14.8088843700000
4.5305514160000	0.0297863822700	10.2022450200000	4.5305514160000	-11.4965483000000	14.8061766300000
4.5901639340000	0.0034428214790	10.2064836100000	4.5901639340000	-11.5208908200000	14.8052914800000
4.6497764530000	0.0052009133730	10.2058789100000	4.6497764530000	-11.5508634900000	14.8077802700000
4.7093889720000	0.0345626577900	10.2015044000000	4.7093889720000	-11.5607663500000	14.8042498100000
4.7690014900000	0.0170585618300	10.2048674400000	4.7690014900000	-11.5632466500000	14.8022899000000
4.8286140090000	0.0060218931090	10.2079797900000	4.8286140090000	-11.5687547700000	14.8022810000000
4.8882265280000	0.0181819790500	10.2062386800000	4.8882265280000	-11.5736241600000	14.8010059000000
4.9478390460000	0.0129666341600	10.2108365800000	4.9478390460000	-11.5907765900000	14.7964368800000
5.0074515650000	0.0209611811200	10.2103905400000	5.0074515650000	-11.5993647600000	14.7928836000000
5.0670640830000	0.0190270969600	10.2108935000000	5.0670640830000	-11.5928446100000	14.7937057800000
5.1266766020000	0.0137799447000	10.2138889800000	5.1266766020000	-11.5870832600000	14.7897416400000
5.1862891210000	0.0211688567700	10.2080850700000	5.1862891210000	-11.5777749800000	14.7839190400000
5.2459016390000	0.0121839525500	10.2107579700000	5.2459016390000	-11.5889645900000	14.7794987100000
5.3055141580000	0.0294171195900	10.2086134100000	5.3055141580000	-11.5854098000000	14.7788402400000
5.3651266770000	0.0313243185800	10.2125909500000	5.3651266770000	-11.5888553000000	14.7763337500000
5.4247391950000	0.0200102333900	10.2204316300000	5.4247391950000	-11.6183231700000	14.7862496600000
5.4843517140000	0.0414414860700	10.2160721800000	5.4843517140000	-11.6212138800000	14.7897397000000
5.5439642320000	0.0299677945400	10.2208069200000	5.5439642320000	-11.6369258500000	14.7868045500000
5.6035767510000	0.0550939306000	10.2215067300000	5.6035767510000	-11.6358583500000	14.7894206600000
5.6631892700000	0.1463808116000	10.2261610400000	5.6631892700000	-11.6258891100000	14.7858372800000
5.7228017880000	0.2467957152000	10.2181393800000	5.7228017880000	-11.6428770000000	14.7826522500000
5.7824143070000	0.2442702813000	10.2175987500000	5.7824143070000	-11.6498343400000	14.7825016300000
5.8420268260000	0.1939494676000	10.2133041700000	5.8420268260000	-11.6306421800000	14.7832554900000
5.9016393440000	0.1841209306000	10.2076547300000	5.9016393440000	-11.6416697700000	14.7802976100000
5.9612518630000	0.2303568062000	10.2049110600000	5.9612518630000	-11.6565453800000	14.7831547700000
6.0208643820000	0.2661650510000	10.2048896200000	6.0208643820000	-11.6514405800000	14.7840918100000
6.0804769000000	0.2568385141000	10.2035803800000	6.0804769000000	-11.6595626800000	14.7847826900000
6.1400894190000	0.2652990048000	10.2097693300000	6.1400894190000	-11.6627003100000	14.7838069200000
6.1997019370000	0.3144356225000	10.2091000400000	6.1997019370000	-11.6607711700000	14.7860948200000
