 CALbump2BEST 			CALext		
 5.6767324630 	 16.5622280800 	 5.1023115330 	5.676732463	-7.865144383	14.58016018
 5.7002873700 	 16.5684307000 	 5.1189667320 	5.70028737	-7.868308819	14.57945603
 5.7238422760 	 16.5891905700 	 5.1212334590 	5.723842276	-7.867564138	14.57912317
 5.7473971830 	 16.6056264300 	 5.1167325750 	5.747397183	-7.87069813	14.57642648
 5.7709520890 	 16.6294400400 	 5.1308697350 	5.770952089	-7.866399391	14.58067621
 5.7945069960 	 16.6432415600 	 5.1308662890 	5.794506996	-7.862996539	14.5813833
 5.8180619020 	 16.6508137900 	 5.1340892410 	5.818061902	-7.865094099	14.58217706
 5.8416168090 	 16.6540455900 	 5.1343965170 	5.841616809	-7.861847055	14.58251753
 5.8651717150 	 16.6686970500 	 5.1334808400 	5.865171715	-7.861461862	14.58190939
 5.8887266220 	 16.6808049900 	 5.1324416470 	5.888726622	-7.863908334	14.58312605
 5.9122815280 	 16.6873382200 	 5.1331574490 	5.912281528	-7.86474764	14.58219512
 5.9358364350 	 16.6992028800 	 5.1344366010 	5.935836435	-7.865724103	14.58307448
 5.9593913410 	 16.7202656100 	 5.1367074020 	5.959391341	-7.866233451	14.58278189
 5.9829462480 	 16.7262652300 	 5.1384397030 	5.982946248	-7.865751347	14.58418829
 6.0065011540 	 16.7277372300 	 5.1428900320 	6.006501154	-7.866994881	14.58353582
 6.0300560610 	 16.7483443200 	 5.1458909630 	6.030056061	-7.868649988	14.58412272
 6.0536109670 	 16.7853224500 	 5.1409525260 	6.053610967	-7.865083406	14.58388722
 6.0771658740 	 16.8005642300 	 5.1392899810 	6.077165874	-7.867549633	14.58369918
 6.1007207800 	 16.8250372300 	 5.1378533380 	6.10072078	-7.870886338	14.58383745
 6.1242756870 	 16.8138455300 	 5.1392817140 	6.124275687	-7.868996745	14.58434896
 6.1478305930 	 16.8065039900 	 5.1420369460 	6.147830593	-7.866366272	14.58389764
 6.1713855000 	 16.8056392500 	 5.1467899310 	6.1713855	-7.867575619	14.58435878
 6.1949404060 	 16.7987351000 	 5.1475849180 	6.194940406	-7.865812277	14.58436378
 6.2184953130 	 16.8065636400 	 5.1479893560 	6.218495313	-7.867095461	14.58422788
 6.2420502190 	 16.8155119300 	 5.1498919880 	6.242050219	-7.867897811	14.5845254
 6.2656051260 	 16.8239411300 	 5.1510025170 	6.265605126	-7.869077303	14.5860362
 6.2891600320 	 16.8401434200 	 5.1465490400 	6.289160032	-7.867670594	14.58479265
 6.3127149390 	 16.8657846300 	 5.1451552040 	6.312714939	-7.867459526	14.5852647
 6.3362698450 	 16.8766995300 	 5.1464481760 	6.336269845	-7.866317021	14.58590865
 6.3598247510 	 16.8800774900 	 5.1481488770 	6.359824751	-7.869100827	14.58609909
 6.3833796580 	 16.8683314100 	 5.1504690040 	6.383379658	-7.868962574	14.58604562
 6.4069345640 	 16.8672578400 	 5.1489241730 	6.406934564	-7.869083108	14.58651451
 6.4304894710 	 16.8712126600 	 5.1478905520 	6.430489471	-7.866766967	14.58660284
 6.4540443770 	 16.8997791400 	 5.1467241920 	6.454044377	-7.867135978	14.58621659
 6.4775992840 	 16.9074661300 	 5.1409420110 	6.477599284	-7.867383621	14.58560665
 6.5011541900 	 16.9024970800 	 5.1429268780 	6.50115419	-7.868139462	14.58651683
 6.5247090970 	 16.8991960700 	 5.1422348800 	6.524709097	-7.868051744	14.58589661
 6.5482640030 	 16.8978586700 	 5.1469290510 	6.548264003	-7.868746109	14.58629472
 6.5718189100 	 16.8972055300 	 5.1472359460 	6.57181891	-7.866282733	14.58649887
 6.5953738160 	 16.8942305000 	 5.1671261390 	6.595373816	-7.865808734	14.58770498
 6.6189287230 	 16.8797935700 	 5.1709898890 	6.618928723	-7.865518217	14.58808678
 6.6424836290 	 16.8793612500 	 5.1681857590 	6.642483629	-7.865174767	14.58739467
 6.6660385360 	 16.8797896900 	 5.1552846010 	6.666038536	-7.864107522	14.58755389
 6.6895934420 	 16.8808290300 	 5.1508777070 	6.689593442	-7.864965126	14.58761681
 6.7131483490 	 16.8735879300 	 5.1542742410 	6.713148349	-7.864357176	14.58799977
 6.7367032550 	 16.8757620600 	 5.1521366810 	6.736703255	-7.863476333	14.58845205
 6.7602581620 	 16.8747918300 	 5.1490110730 	6.760258162	-7.862635133	14.58667906
 6.7838130680 	 16.8806590800 	 5.1444923890 	6.783813068	-7.865635299	14.58658634
 6.8073679750 	 16.8790022000 	 5.1445948040 	6.807367975	-7.862800831	14.58847559
 6.8309228810 	 16.8770492500 	 5.1449759210 	6.830922881	-7.866249291	14.58806552
 6.8544777880 	 16.8788882100 	 5.1451183940 	6.854477788	-7.866088154	14.58630406
 6.8780326940 	 16.8853114100 	 5.1445909940 	6.878032694	-7.863241196	14.58783483
 6.9015876010 	 16.8924040000 	 5.1427805690 	6.901587601	-7.866492752	14.58746007
 6.9251425070 	 16.8930525100 	 5.1393310520 	6.925142507	-7.865451116	14.58714098
 6.9486974140 	 16.8983445000 	 5.1444731260 	6.948697414	-7.864626532	14.58621212
 6.9722523200 	 16.9049033200 	 5.1424463580 	6.97225232	-7.863341221	14.58773751
