GFsup2BEST?			GFext		
t	x	y	t	x	y
0.000000000	5.972717837	24.336771700	0.000000000	23.083444400	29.412537410
0.056934639	5.984866317	24.325624430	0.056934639	23.082226810	29.411270760
0.113869278	6.001786915	24.324913580	0.113869278	23.084534400	29.411113090
0.170803917	6.007797028	24.326610120	0.170803917	23.085450680	29.410552080
0.227738556	6.006249612	24.327149120	0.227738556	23.086412910	29.410374070
0.284673195	5.986827925	24.326399260	0.284673195	23.088520610	29.410977610
0.341607834	5.989354061	24.324206890	0.341607834	23.089247670	29.411934340
0.398542473	5.978935511	24.327225890	0.398542473	23.089861300	29.411768540
0.455477112	5.989439807	24.325058830	0.455477112	23.090216450	29.411302990
0.512411751	5.985094889	24.327217610	0.512411751	23.090582570	29.412149960
0.569346390	5.983486072	24.327656230	0.569346390	23.092887810	29.411862650
0.626281029	5.972126614	24.328577200	0.626281029	23.088482400	29.411778910
0.683215668	5.980883164	24.326146190	0.683215668	23.089763250	29.411808000
0.740150307	5.985544622	24.328334050	0.740150307	23.091848260	29.411869880
0.797084947	5.981020593	24.326263590	0.797084947	23.096335350	29.412734960
0.854019586	5.978101330	24.326658200	0.854019586	23.094793180	29.412105070
0.910954225	5.986011138	24.327216690	0.910954225	23.095449510	29.411972270
0.967888864	5.982969831	24.324618870	0.967888864	23.097112650	29.412499180
1.024823503	5.984691938	24.325522900	1.024823503	23.096726600	29.412275410
1.081758142	5.984828707	24.327383410	1.081758142	23.098071690	29.412170890
1.138692781	5.991894310	24.326845980	1.138692781	23.096276350	29.412268890
1.195627420	5.982031612	24.325584450	1.195627420	23.096387100	29.411478520
1.252562059	5.983233686	24.326957290	1.252562059	23.098752720	29.411763940
1.309496698	5.979409899	24.327569860	1.309496698	23.100341990	29.411212410
1.366431337	5.987664410	24.328260310	1.366431337	23.099073790	29.411336790
1.423365976	5.973156019	24.331160140	1.423365976	23.102871050	29.411836430
1.480300615	5.980316640	24.330188450	1.480300615	23.105581320	29.411154570
1.537235254	5.988803734	24.328654820	1.537235254	23.104038840	29.411761430
1.594169893	5.978034578	24.331088320	1.594169893	23.105080350	29.411586320
1.651104532	5.996242269	24.328071610	1.651104532	23.105793100	29.411246660
1.708039171	5.994941638	24.327659190	1.708039171	23.103061250	29.411317790
1.764973810	6.000783848	24.328090120	1.764973810	23.108606580	29.411281860
