SOLend			SOLext		
t	x	y	t	x	y
0.00000000000000	10.81537867000000	7.08766700800000	0.00000000000000	-14.64163791000000	14.70989729000000
0.05961251863000	10.81781009000000	7.08884698000000	0.05961251863000	-14.64113773000000	14.71021147000000
0.11922503730000	10.90130540000000	7.08733818800000	0.11922503730000	-14.64306787000000	14.70944496000000
0.17883755590000	10.89557252000000	7.09107294600000	0.17883755590000	-14.64289689000000	14.71012436000000
0.23845007450000	10.86031988000000	7.08788495900000	0.23845007450000	-14.64198456000000	14.70971809000000
0.29806259310000	10.90523698000000	7.08590228600000	0.29806259310000	-14.64463269000000	14.70941463000000
0.35767511180000	10.94243759000000	7.08567340600000	0.35767511180000	-14.64390511000000	14.70916968000000
0.41728763040000	10.96993233000000	7.08744965100000	0.41728763040000	-14.64451578000000	14.71006777000000
0.47690014900000	10.99067377000000	7.08705848500000	0.47690014900000	-14.64539219000000	14.71065389000000
0.53651266770000	11.01735214000000	7.08994588400000	0.53651266770000	-14.64798248000000	14.71023777000000
0.59612518630000	11.05744825000000	7.10853509000000	0.59612518630000	-14.64737164000000	14.71112676000000
0.65573770490000	11.05573366000000	7.11693063100000	0.65573770490000	-14.64610144000000	14.71215526000000
0.71535022350000	11.19211750000000	7.12804813500000	0.71535022350000	-14.64789555000000	14.71133311000000
0.77496274220000	11.21493835000000	7.13293213000000	0.77496274220000	-14.64791958000000	14.71131405000000
0.83457526080000	11.28477913000000	7.14168876300000	0.83457526080000	-14.64506441000000	14.71234770000000
0.89418777940000	11.26048418000000	7.13959132600000	0.89418777940000	-14.64471038000000	14.71169944000000
0.95380029810000	11.27414087000000	7.14672387800000	0.95380029810000	-14.64833806000000	14.71153141000000
1.01341281700000	11.33272988000000	7.14858003600000	1.01341281700000	-14.65082771000000	14.71226716000000
1.07302533500000	11.27151277000000	7.15257991600000	1.07302533500000	-14.65060777000000	14.71357748000000
1.13263785400000	11.36713557000000	7.15496866900000	1.13263785400000	-14.65298643000000	14.71492683000000
1.19225037300000	11.41128729000000	7.16610222800000	1.19225037300000	-14.65437793000000	14.71509628000000
1.25186289100000	11.41017466000000	7.16906368600000	1.25186289100000	-14.65271507000000	14.71485713000000
1.31147541000000	11.42574114000000	7.16277243900000	1.31147541000000	-14.65578305000000	14.71554138000000
1.37108792800000	11.45720355000000	7.17336241400000	1.37108792800000	-14.65301874000000	14.71550877000000
1.43070044700000	11.50883796000000	7.17586539600000	1.43070044700000	-14.65333363000000	14.71613513000000
1.49031296600000	11.49658337000000	7.17849602500000	1.49031296600000	-14.64953832000000	14.71630623000000
1.54992548400000	11.56862616000000	7.17943084600000	1.54992548400000	-14.65346796000000	14.71564116000000
