CALbump			CALskinUSE		
2.083716369	19.22829586	14.28091966	2.083716369	-11.54427014	20.19372273
2.145002145	19.19542734	14.29045592	2.145002145	-11.54402821	20.19370989
2.206287921	19.16947377	14.30141211	2.206287921	-11.54378733	20.19385864
2.267573696	19.2244873	14.33341517	2.267573696	-11.54425778	20.19373155
2.328859472	19.20740846	14.35903393	2.328859472	-11.5440361	20.19364523
2.390145247	19.19832251	14.36717409	2.390145247	-11.54442986	20.19354182
2.451431023	19.15240411	14.37331706	2.451431023	-11.54415168	20.1934203
2.512716798	19.05134215	14.37451881	2.512716798	-11.54560225	20.19379965
2.574002574	18.99753995	14.3792232	2.574002574	-11.54516044	20.19369869
2.63528835	18.96329863	14.3811061	2.63528835	-11.54410255	20.19353521
2.696574125	18.95220385	14.381669	2.696574125	-11.54358228	20.1937446
2.757859901	18.93086386	14.38881336	2.757859901	-11.54392485	20.19367817
2.819145676	18.90691039	14.40103382	2.819145676	-11.5441883	20.19371232
2.880431452	18.91323884	14.42918987	2.880431452	-11.54427685	20.19384289
2.941717227	18.90895451	14.45401929	2.941717227	-11.54399119	20.19384653
3.003003003	18.93182199	14.46697336	3.003003003	-11.54396309	20.19370752
3.064288779	18.93388827	14.48390427	3.064288779	-11.54333939	20.19369253
3.125574554	18.86456002	14.4800695	3.125574554	-11.54276829	20.19378688
3.18686033	18.80651457	14.47153402	3.18686033	-11.54327561	20.19388595
3.248146105	18.78740662	14.46396422	3.248146105	-11.54356432	20.19364889
3.309431881	18.78047669	14.46106188	3.309431881	-11.54348571	20.19396249
3.370717656	18.78045318	14.45907	3.370717656	-11.5429699	20.19370436
3.432003432	18.78031391	14.45705959	3.432003432	-11.54304737	20.19380898
3.493289208	18.78870596	14.45672566	3.493289208	-11.54287517	20.19388828
3.554574983	18.79494744	14.45678723	3.554574983	-11.5421412	20.19350673
3.615860759	18.79964534	14.45679834	3.615860759	-11.54255502	20.19370667
3.677146534	18.79260052	14.45672129	3.677146534	-11.54369124	20.19385709
3.73843231	18.78861256	14.45673864	3.73843231	-11.54339565	20.19385111
3.799718085	18.78369139	14.45679065	3.799718085	-11.54325697	20.1936335
3.861003861	18.7990283	14.456236	3.861003861	-11.54300459	20.1937415
3.922289637	18.8046524	14.45600394	3.922289637	-11.54337809	20.19358397
3.983575412	18.81245897	14.45637204	3.983575412	-11.54440287	20.19359859
4.044861188	18.80840729	14.45636494	4.044861188	-11.54395221	20.19363371
4.106146963	18.79985641	14.45489198	4.106146963	-11.5436701	20.19355884
4.167432739	18.78667967	14.45211028	4.167432739	-11.54453674	20.19378714
4.228718514	18.78929877	14.44664822	4.228718514	-11.54384954	20.19378573
4.29000429	18.82680696	14.44470584	4.29000429	-11.54430751	20.19379963
4.351290066	18.86488296	14.4426387	4.351290066	-11.54474716	20.19370911
4.412575841	18.88866568	14.43949557	4.412575841	-11.54580937	20.19379649
4.473861617	18.90381487	14.43864642	4.473861617	-11.54387086	20.19371608
4.535147392	18.9404336	14.43468816	4.535147392	-11.54358585	20.19382731
4.596433168	18.96241307	14.44039265	4.596433168	-11.54393715	20.19357683
4.657718943	18.98319105	14.43954469	4.657718943	-11.5437591	20.1932128
4.719004719	19.01200629	14.43791562	4.719004719	-11.54234145	20.19329875
4.780290495	19.0399556	14.43534941	4.780290495	-11.54373905	20.19338456
4.84157627	19.04304459	14.43842412	4.84157627	-11.54509298	20.19323206
4.902862046	19.05872731	14.42721257	4.902862046	-11.54448875	20.19320194
4.964147821	19.04253998	14.40315919	4.964147821	-11.54369152	20.19326942
5.025433597	19.17394589	14.37610051	5.025433597	-11.54327476	20.19320902
5.086719372	19.25196263	14.36362153	5.086719372	-11.54410569	20.19331035
5.148005148	19.30237601	14.3612226	5.148005148	-11.5430706	20.19318661
5.209290924	19.31616381	14.36190501	5.209290924	-11.54360503	20.19294696
5.270576699	19.34364537	14.35845969	5.270576699	-11.54308271	20.19327078
5.331862475	19.33979738	14.35386392	5.331862475	-11.54339551	20.19330472
5.39314825	19.39258997	14.32643512	5.39314825	-11.54367275	20.19311345
5.454434026	19.46389087	14.28654198	5.454434026	-11.54294613	20.19321554
5.515719801	19.60598879	14.26448156	5.515719801	-11.5434913	20.19311992
5.577005577	19.74096307	14.24343085	5.577005577	-11.54290769	20.19314448
5.638291353	19.75736345	14.21303874	5.638291353	-11.54277865	20.19306838
5.699577128	19.80601272	14.19476627	5.699577128	-11.54228635	20.19318345
5.760862904	19.87391964	14.18312394	5.760862904	-11.54185273	20.19321096
5.822148679	19.99227359	14.17483993	5.822148679	-11.54245662	20.19321563
5.883434455	20.06678432	14.12391385	5.883434455	-11.54178612	20.19305458
5.94472023	20.12767223	14.10131266	5.94472023	-11.54228943	20.192967
6.006006006	20.19507101	14.09263077	6.006006006	-11.54431728	20.19305355
6.067291782	20.30134115	14.07935919	6.067291782	-11.54114813	20.19303094
6.128577557	20.3685943	14.08691399	6.128577557	-11.54342806	20.19288381
6.189863333	20.41008367	14.07207198	6.189863333	-11.54205903	20.19286271
6.251149108	20.42375495	14.07163951	6.251149108	-11.53948953	20.19293432
6.312434884	20.41789701	14.04671336	6.312434884	-11.53912348	20.1930605
6.373720659	20.6362443	14.00425086	6.373720659	-11.53966201	20.19310128
6.435006435	20.70799812	13.99274224	6.435006435	-11.53785261	20.19329378
6.496292211	20.76146295	13.98088121	6.496292211	-11.5388346	20.19302953
6.557577986	20.81954768	13.98302295	6.557577986	-11.53809191	20.19311816
6.618863762	20.91870306	13.97639156	6.618863762	-11.53470475	20.19297089
6.680149537	20.91516774	13.95486385	6.680149537	-11.53125448	20.19279872
6.741435313	21.048282	13.92866635	6.741435313	-11.531437	20.19282779
6.802721088	21.17559948	13.91529435	6.802721088	-11.52619858	20.19227285
6.864006864	21.29354717	13.91103026	6.864006864	-11.52669644	20.19259219
6.92529264	21.36101779	13.90504597	6.92529264	-11.52111659	20.19211316
6.986578415	21.45657097	13.91379675	6.986578415	-11.52621761	20.19208949
7.047864191	21.36708156	13.9217251	7.047864191	-11.523569	20.19211283
7.109149966	21.33968788	13.92761628	7.109149966	-11.52409907	20.19221933
7.170435742	21.24440444	13.93766549	7.170435742	-11.52673959	20.19221545
7.231721517	21.28395435	13.93111665	7.231721517	-11.52519569	20.19204048
7.293007293	21.28532728	13.92639746	7.293007293	-11.5305131	20.19187386
7.354293069	21.27146577	13.9266928	7.354293069	-11.52718296	20.19188395
7.415578844	21.26614401	13.92072426	7.415578844	-11.5257846	20.19187638
7.47686462	21.28206862	13.91760832	7.47686462	-11.52864108	20.19220654
7.538150395	21.30118545	13.91958333	7.538150395	-11.52858786	20.19202911
7.599436171	21.26651267	13.9127917	7.599436171	-11.5303462	20.19222553
7.660721946	21.27036946	13.90866531	7.660721946	-11.53009936	20.19258187
7.722007722	21.32467394	13.86362625	7.722007722	-11.53007448	20.19278117
7.783293498	21.37364568	13.83515933	7.783293498	-11.53088597	20.19269272
7.844579273	21.38126146	13.83236765	7.844579273	-11.53547204	20.19294936
7.905865049	21.38898353	13.82633732	7.905865049	-11.5335606	20.19307835
7.967150824	21.43309282	13.83057531	7.967150824	-11.53769472	20.1930004
8.0284366	21.32564687	13.84837357	8.0284366	-11.53684271	20.19310537
8.089722375	21.33112406	13.88110259	8.089722375	-11.53956046	20.19303606
8.151008151	21.25906244	13.90997943	8.151008151	-11.5389581	20.19296115
8.212293927	21.09674963	13.92831166	8.212293927	-11.5393386	20.1930345
8.273579702	20.95399076	13.93681554	8.273579702	-11.54137591	20.19277358
8.334865478	20.9221719	13.93728537	8.334865478	-11.54169041	20.19288116
8.396151253	20.87633624	13.95483106	8.396151253	-11.54372321	20.1928917
8.457437029	20.89141372	13.96504645	8.457437029	-11.54249699	20.19294415
8.518722804	20.88157473	13.96387051	8.518722804	-11.54214248	20.19295374
8.58000858	20.87756743	13.95473308	8.58000858	-11.54217194	20.19293685
8.641294356	20.88919873	13.94781381	8.641294356	-11.54240737	20.19308706
8.702580131	20.88134095	13.95006787	8.702580131	-11.54284413	20.19308593
8.763865907	20.82345687	13.97810979	8.763865907	-11.54247199	20.19293184
8.825151682	20.83704896	14.00094727	8.825151682	-11.54263889	20.1929477
8.886437458	20.85673682	14.01016127	8.886437458	-11.54355186	20.19284042
8.947723233	20.85301581	14.01335704	8.947723233	-11.54327378	20.19303526
9.009009009	20.81253944	14.01976622	9.009009009	-11.54276228	20.19292212
9.070294785	20.82851771	14.0271045	9.070294785	-11.54247796	20.19297866
9.13158056	20.85480528	14.03137152	9.13158056	-11.54319615	20.19308892
9.192866336	20.83622366	14.04685967	9.192866336	-11.54232438	20.19286167
9.254152111	20.80211807	14.07234907	9.254152111	-11.54386203	20.19307369
9.315437887	20.82402158	14.08858578	9.315437887	-11.54375551	20.19301854
9.376723662	20.81885502	14.09746125	9.376723662	-11.54343262	20.19288472
9.438009438	20.7854824	14.10162461	9.438009438	-11.54292965	20.19298843
9.499295214	20.64753597	14.10831956	9.499295214	-11.54232837	20.19280529
9.560580989	20.61411683	14.12096063	9.560580989	-11.54290271	20.19282576
9.621866765	20.54793784	14.14511175	9.621866765	-11.54223253	20.1928275
9.68315254	20.46147548	14.16486705	9.68315254	-11.54369425	20.1929226
9.744438316	20.47746461	14.18894254	9.744438316	-11.54322299	20.19281148
9.805724091	20.53254328	14.2051261	9.805724091	-11.54289288	20.19283172
9.867009867	20.47642872	14.21814946	9.867009867	-11.54312539	20.1930641
9.928295643	20.45318755	14.22960975	9.928295643	-11.54599598	20.19308229
9.989581418	20.50527175	14.24810127	9.989581418	-11.54492841	20.19310445
10.05086719	20.48022942	14.27302648	10.05086719	-11.54398929	20.1927931
10.11215297	20.42416384	14.28850665	10.11215297	-11.54313607	20.19290937
10.17343874	20.36807165	14.29198743	10.17343874	-11.54384139	20.19291746
10.23472452	20.3592111	14.29340015	10.23472452	-11.542135	20.19279144
10.2960103	20.35670287	14.29414751	10.2960103	-11.5436677	20.19288211
10.35729607	20.3067732	14.29519253	10.35729607	-11.54358143	20.19282327
10.41858185	20.18330784	14.32970954	10.41858185	-11.54112685	20.19277759
10.47986762	20.08449437	14.35857744	10.47986762	-11.54200097	20.19295363
10.5411534	20.0829998	14.36538929	10.5411534	-11.54069764	20.19279571
10.60243917	20.06258272	14.37347132	10.60243917	-11.54159696	20.19292463
10.66372495	20.058476	14.38364926	10.66372495	-11.54084285	20.19291462
10.72501073	20.06691751	14.39321849	10.72501073	-11.5418542	20.19296957
10.7862965	20.070287	14.40406575	10.7862965	-11.54176206	20.19292852
10.84758228	20.06421218	14.42052929	10.84758228	-11.54516482	20.19295035
10.90886805	20.07602621	14.40898034	10.90886805	-11.54328843	20.19287432
10.97015383	20.07692422	14.39501823	10.97015383	-11.54158422	20.19301661
11.0314396	20.06547345	14.38864307	11.0314396	-11.54074729	20.19302853
11.09272538	20.05035554	14.37858452	11.09272538	-11.54197335	20.19299662
11.15401115	20.05471415	14.3731977	11.15401115	-11.54149985	20.19286306
11.21529693	20.04578992	14.37324046	11.21529693	-11.54107309	20.19293583
11.27658271	20.05370701	14.3745364	11.27658271	-11.54121724	20.19291376
11.33786848	20.08588237	14.37022052	11.33786848	-11.54144786	20.19298988
11.39915426	20.14135762	14.36392351	11.39915426	-11.54156946	20.19323609
11.46044003	20.16178891	14.36389081	11.46044003	-11.54145341	20.19297961
11.52172581	20.16514884	14.3636295	11.52172581	-11.54168208	20.19297807
11.58301158	20.17875664	14.36160958	11.58301158	-11.54227901	20.19321326
11.64429736	20.18339467	14.36104239	11.64429736	-11.5418545	20.19311316
11.70558313	20.22611217	14.3613277	11.70558313	-11.54068585	20.19298738
11.76686891	20.21806962	14.36413107	11.76686891	-11.54217635	20.19317095
11.82815469	20.19616979	14.36672443	11.82815469	-11.54118991	20.19311923
11.88944046	20.19772362	14.3582406	11.88944046	-11.54185017	20.19317289
11.95072624	20.2222783	14.34988084	11.95072624	-11.54136363	20.19319664
12.01201201	20.3161914	14.35291925	12.01201201	-11.54205143	20.19331409
12.07329779	20.34904628	14.34584151	12.07329779	-11.54197854	20.19327999
12.13458356	20.38669381	14.33433306	12.13458356	-11.54157723	20.19316525
12.19586934	20.54858965	14.30102968	12.19586934	-11.54143442	20.19336428
12.25715511	20.5879571	14.28943407	12.25715511	-11.5409642	20.19308988
12.31844089	20.60550355	14.28087732	12.31844089	-11.54173384	20.19326599
12.37972667	20.57852138	14.28267296	12.37972667	-11.54181141	20.19317853
12.44101244	20.5768928	14.27712953	12.44101244	-11.54214115	20.19314632
12.50229822	20.64434113	14.27354105	12.50229822	-11.54281891	20.19318304
12.56358399	20.71487705	14.26777944	12.56358399	-11.54107073	20.19331515
12.62486977	20.73716776	14.26075916	12.62486977	-11.54330687	20.19307536
12.68615554	20.85151166	14.24711213	12.68615554	-11.54180934	20.19307511
12.74744132	21.00824031	14.22042007	12.74744132	-11.54167831	20.19318866
12.80872709	21.07512907	14.20810694	12.80872709	-11.54063701	20.19286201
12.87001287	21.10664134	14.20175857	12.87001287	-11.54195414	20.19310095
12.93129865	21.08618432	14.2007354	12.93129865	-11.54131742	20.19297071
12.99258442	21.09365479	14.19844496	12.99258442	-11.53963016	20.19321454
13.0538702	21.11956113	14.18970987	13.0538702	-11.54030301	20.19304977
13.11515597	21.20605035	14.17918342	13.11515597	-11.54028337	20.19300406
13.17644175	21.25462924	14.15847588	13.17644175	-11.54052935	20.19320922
13.23772752	21.43032938	14.11896428	13.23772752	-11.54090351	20.1931616
13.2990133	21.49098984	14.10355987	13.2990133	-11.54032922	20.19316665
13.36029907	21.52856798	14.10115344	13.36029907	-11.53969941	20.19315639
13.42158485	21.59512821	14.09249661	13.42158485	-11.54040046	20.19312751
13.48287063	21.59621757	14.08946613	13.48287063	-11.54049288	20.1932383
13.5441564	21.55684337	14.07147123	13.5441564	-11.54126099	20.19309349
13.60544218	21.7022769	14.02421744	13.60544218	-11.54029818	20.19314146
13.66672795	21.84162501	13.99459836	13.66672795	-11.53986796	20.1931373
13.72801373	21.93040963	13.96163864	13.72801373	-11.5402469	20.19333536
13.7892995	21.93867859	13.93596789	13.7892995	-11.53811578	20.19334405
13.85058528	21.93261233	13.92572439	13.85058528	-11.54058039	20.19311537
13.91187105	21.89010135	13.92862691	13.91187105	-11.5419823	20.19336813
			13.97315683	-11.54443964	20.1923175
			14.03444261	-11.53648633	20.11489924
