GMfasBEST1MMM			GMext		
4.4669861800	-0.7155252318	3.4090181810	4.4669861800	45.0630053000	7.0547855230
4.4902517330	-0.8497815739	3.4254751810	4.4902517330	45.0614979100	7.0590069640
4.5135172860	-0.9216594107	3.4351890080	4.5135172860	45.0628752500	7.0601581920
4.5367828390	-0.9079417265	3.4365590080	4.5367828390	45.0615872400	7.0612564490
4.5600483920	-0.6942241238	3.4224972520	4.5600483920	45.0574558700	7.0645459410
4.5833139450	-0.6803061852	3.4175820630	4.5833139450	45.0544457600	7.0674801870
4.6065794980	-0.6960994447	3.4133949690	4.6065794980	45.0541440500	7.0677777210
4.6298450510	-0.7326049138	3.4151365590	4.6298450510	45.0551495100	7.0687899810
4.6531106040	-0.7269840886	3.4121791130	4.6531106040	45.0544806000	7.0710347220
4.6763761570	-0.7225235226	3.4114045630	4.6763761570	45.0486458200	7.0744323500
4.6996417100	-0.7334536274	3.4100958800	4.6996417100	45.0457898100	7.0754788370
4.7229072640	-0.7795324700	3.4142813780	4.7229072640	45.0458323800	7.0761313210
4.7461728170	-0.8619074964	3.4219589360	4.7461728170	45.0461659900	7.0771563390
4.7694383700	-0.9107275130	3.4291155060	4.7694383700	45.0460691300	7.0771442260
4.7927039230	-0.9351248517	3.4311700430	4.7927039230	45.0472900900	7.0775244560
4.8159694760	-1.1938441430	3.4674934520	4.8159694760	45.0455081500	7.0811442420
4.8392350290	-1.3568824500	3.4887048480	4.8392350290	45.0478997600	7.0826234980
4.8625005820	-1.4735672990	3.5046476220	4.8625005820	45.0505533300	7.0837623020
4.8857661350	-1.4737795050	3.4984608060	4.8857661350	45.0529542900	7.0837387850
4.9090316880	-1.4984125060	3.4995663930	4.9090316880	45.0540235800	7.0842044880
4.9322972410	-1.5755694560	3.5090309430	4.9322972410	45.0578211800	7.0843429430
4.9555627940	-1.7565765190	3.5338108430	4.9555627940	45.0583304300	7.0864764250
4.9788283470	-1.7848415360	3.5348842610	4.9788283470	45.0593572000	7.0858901960
5.0020939000	-1.8326923300	3.5375638130	5.0020939000	45.0590594200	7.0859925370
5.0253594530	-1.9370013710	3.5463351760	5.0253594530	45.0615896800	7.0867727260
5.0486250060	-2.0269989500	3.5579761500	5.0486250060	45.0624931300	7.0868630650
5.0718905590	-2.2333541910	3.5800958690	5.0718905590	45.0627884900	7.0887079490
5.0951561120	-2.3556769610	3.5939158980	5.0951561120	45.0596968500	7.0909024590
5.1184216650	-2.4813801870	3.6049725430	5.1184216650	45.0610643900	7.0906315460
5.1416872180	-2.5437706430	3.6127159310	5.1416872180	45.0597132900	7.0909794830
5.1649527710	-2.6195438370	3.6192362790	5.1649527710	45.0587785000	7.0900844610
5.1882183240	-2.6828143930	3.6331843300	5.1882183240	45.0603610800	7.0904767660
5.2114838770	-2.8011578340	3.6489342080	5.2114838770	45.0606471200	7.0898702980
5.2347494300	-2.8828259190	3.6738802990	5.2347494300	45.0565216200	7.0924372550
5.2580149830	-2.8892528520	3.6695561320	5.2580149830	45.0553542700	7.0915606550
5.2812805360	-2.9689966470	3.6727050620	5.2812805360	45.0559503600	7.0943725090
5.3045460890	-3.1198405710	3.6903428040	5.3045460890	45.0540993100	7.0956015450
5.3278116420	-3.1208520770	3.6881654960	5.3278116420	45.0542973200	7.0947153910
5.3510771950	-3.1127946200	3.6833236310	5.3510771950	45.0527321800	7.0950110100
5.3743427480	-3.1383637720	3.6838261570	5.3743427480	45.0514470000	7.0943084460
5.3976083010	-3.3106747420	3.7025773950	5.3976083010	45.0536884600	7.0952624720
5.4208738540	-3.3201021650	3.7057647510	5.4208738540	45.0522176100	7.0959036010
5.4441394070	-3.3452151340	3.7091530440	5.4441394070	45.0505849600	7.0953604580
5.4674049600	-3.4221660020	3.7181883230	5.4674049600	45.0481976600	7.0950772530
5.4906705130	-3.4748532920	3.7260914450	5.4906705130	45.0480238600	7.0945975800
5.5139360660	-3.5819093010	3.7426549930	5.5139360660	45.0485000000	7.0954234850
5.5372016190	-3.6155333360	3.7460303430	5.5372016190	45.0464135400	7.0947554480
5.5604671720	-3.6156597300	3.7459706780	5.5604671720	45.0454667700	7.0942576640
5.5837327250	-3.6131216970	3.7428181180	5.5837327250	45.0464733500	7.0941363660
5.6069982780	-3.6151870350	3.7424301760	5.6069982780	45.0465163700	7.0936076550
5.6302638310	-3.6478997920	3.7439117710	5.6302638310	45.0462092900	7.0945625450
5.6535293840	-3.6729884190	3.7476318120	5.6535293840	45.0455578600	7.0937287800
5.6767949370	-3.6763296340	3.7476797660	5.6767949370	45.0483015200	7.0933710210
5.7000604900	-3.6398386960	3.7440086640	5.7000604900	45.0465693700	7.0941703300
5.7233260430	-3.6218112830	3.7407575080	5.7233260430	45.0456495600	7.0943717480
5.7465915960	-3.6441800500	3.7417243500	5.7465915960	45.0455654700	7.0953558460
5.7698571500	-3.6454370300	3.7428757840	5.7698571500	45.0483689000	7.0932240600
5.7931227030	-3.6254729730	3.7415285580	5.7931227030	45.0452069600	7.0932251930
5.8163882560	-3.6028569870	3.7394565340	5.8163882560	45.0467127100	7.0925341450
5.8396538090	-3.5947843110	3.7390866440	5.8396538090	45.0442633300	7.0928515790
5.8629193620	-3.6065219400	3.7388570620	5.8629193620	45.0462307200	7.0932156470
5.8861849150	-3.6114386640	3.7396380560	5.8861849150	45.0462802200	7.0926887980
5.9094504680	-3.5464935400	3.7294526290	5.9094504680	45.0460350800	7.0932050780
5.9327160210	-3.5270720120	3.7268181180	5.9327160210	45.0452911100	7.0936391310
5.9559815740	-3.5230615370	3.7267292260	5.9559815740	45.0439609200	7.0937465410
5.9792471270	-3.5333568360	3.7289786880	5.9792471270	45.0451163900	7.0934791920
6.0025126800	-3.5051460540	3.7257178950	6.0025126800	45.0426330100	7.0947276170
6.0257782330	-3.4824024180	3.7236862080	6.0257782330	45.0430794400	7.0930988630
6.0490437860	-3.4557289010	3.7203647650	6.0490437860	45.0417909700	7.0935226570
6.0723093390	-3.4543630470	3.7207481880	6.0723093390	45.0420696000	7.0921270970
6.0955748920	-3.4272210390	3.7168053540	6.0955748920	45.0433181500	7.0926094650
6.1188404450	-3.4086107950	3.7137329170	6.1188404450	45.0420112600	7.0916700260
6.1421059980	-3.3428835380	3.7053565140	6.1421059980	45.0421159800	7.0917229560
6.1653715510	-3.3172519460	3.6986358950	6.1653715510	45.0341922400	7.0934821270
6.1886371040	-3.2638252610	3.6843856640	6.1886371040	45.0364366500	7.0917230270
6.2119026570	-3.2334771770	3.6779329300	6.2119026570	45.0356303500	7.0918723460
6.2351682100	-3.1605526120	3.6641864480	6.2351682100	45.0299964700	7.0926462010
6.2584337630	-3.1750136780	3.6766004930	6.2584337630	45.0318433800	7.0926979600
6.2816993160	-3.1621320460	3.6793515550	6.2816993160	45.0357874900	7.0915444210
6.3049648690	-3.1400697150	3.6722118310	6.3049648690	45.0320471800	7.0918463950
6.3282304220	-3.0449707630	3.6691125650	6.3282304220	45.0302725400	7.0920715320
6.3514959750	-3.0123699410	3.6689676280	6.3514959750	45.0298683400	7.0921197160
6.3747615280	-3.0249487740	3.6739274150	6.3747615280	45.0293791600	7.0921614060
6.3980270810	-3.0180753380	3.6750586030	6.3980270810	45.0282194400	7.0923074780
6.4212926340	-3.0079517590	3.6746187330	6.4212926340	45.0303254300	7.0913837180
6.4445581870	-2.9883622810	3.6742987330	6.4445581870	45.0296452100	7.0914916860
6.4678237400	-2.9538761660	3.6688296340	6.4678237400	45.0317896300	7.0904973950
6.4910892930	-2.8771575690	3.6564273570	6.4910892930	45.0342421500	7.0895479250
6.5143548460	-2.7320113190	3.6395986050	6.5143548460	45.0350041800	7.0885814220
6.5376203990	-2.6594598630	3.6297603160	6.5376203990	45.0358315500	7.0873070200
6.5608859520	-2.4967073610	3.6035881050	6.5608859520	45.0390920400	7.0855309770
6.5841515050	-2.0202871500	3.5455073300	6.5841515050	45.0386879300	7.0833767780
6.6074170580	-1.7636753170	3.5205339780	6.6074170580	45.0419749700	7.0823883180
6.6306826110	-1.1460527890	3.4157196210	6.6306826110	45.0387732300	7.0820108550
6.6539481640	-0.0864199042	3.2311294440	6.6539481640	45.0247385700	7.0822816740
6.6772137170	0.4986250979	3.1871667430	6.6772137170	44.9981102200	7.0820967800
6.7004792700	-0.9453148100	3.1082553840	6.7004792700	44.9968843700	7.0811531220
6.7237448230	1.5485979940	3.0735940000	6.7237448230	44.9944655400	7.0807121200
6.7470103760	2.0161741960	3.0373592900	6.7470103760	44.9881338300	7.0814964990
6.7702759290	2.8462346790	2.9329728210	6.7702759290	44.9696613500	7.0833808970
6.7935414820	3.9435677460	2.7267271360	6.7935414820	44.9429098500	7.0811102690
6.8168070360	4.1929167810	2.6840370860	6.8168070360	44.9403836000	7.0795950560
6.8400725890	4.8570173800	2.5662864650	6.8400725890	44.9326437500	7.0752556330
6.8633381420	5.5127087720	2.5320794810	6.8633381420	44.9273381600	7.0758598910
6.8866036950	5.8544941690	2.4876603410	6.8866036950	44.9240672700	7.0763582800
6.9098692480	6.2694568940	2.4172162710	6.9098692480	44.9247670400	7.0736989700
6.9331348010	6.5056007240	2.3563301840	6.9331348010	44.9298474100	7.0719724260
6.9564003540	6.7371541540	2.3054617530	6.9564003540	44.9346864800	7.0704419610
6.9796659070	6.9014276270	2.3024610460	6.9796659070	44.9368353600	7.0692766950
7.0029314600	7.0483306820	2.2592841030	7.0029314600	44.9345340000	7.0695934330
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
