SOLend			SOLext		
t	x	y	t	x	y
0.0000000000	12.3444735900	8.5919918720	0.0000000000	-9.2999997980	14.6437496800
0.0596125186	12.3743869100	8.5900891540	0.0596125186	-9.2995698310	14.6436752400
0.1192250373	12.3518370600	8.5795386560	0.1192250373	-9.3003380990	14.6436934100
0.1788375559	12.3022811700	8.5514370520	0.1788375559	-9.3038873280	14.6441508100
0.2384500745	12.2545506300	8.5207837520	0.2384500745	-9.3030309860	14.6443056900
0.2980625931	12.3322544200	8.5185040540	0.2980625931	-9.3031115210	14.6444243300
0.3576751118	12.2379952200	8.5101966520	0.3576751118	-9.3070200390	14.6448564400
0.4172876304	12.2053095400	8.5105032700	0.4172876304	-9.3142609080	14.6455188500
0.4769001490	12.2618349900	8.4881915850	0.4769001490	-9.3178692220	14.6453933400
0.5365126677	12.2692250300	8.4743919900	0.5365126677	-9.3195939070	14.6461442500
0.5961251863	12.1821053200	8.4423685440	0.5961251863	-9.3335185620	14.6453808600
0.6557377049	12.1471598400	8.4463381880	0.6557377049	-9.3335850020	14.6452309100
0.7153502235	12.0766235500	8.4355589890	0.7153502235	-9.3482307540	14.6451907500
0.7749627422	12.0687727800	8.4421190140	0.7749627422	-9.3630958710	14.6449636400
0.8345752608	12.0548544300	8.4559791650	0.8345752608	-9.3767430020	14.6456776200
0.8941877794	12.0691709600	8.4511699840	0.8941877794	-9.3765603060	14.6459332100
0.9538002981	12.0636602000	8.4521445260	0.9538002981	-9.3760773780	14.6465128000
1.0134128170	12.0703537200	8.4520101660	1.0134128170	-9.3768594760	14.6462324100
1.0730253350	12.0263930100	8.4589055370	1.0730253350	-9.4026497420	14.6473335100
1.1326378540	12.0439839700	8.4629994950	1.1326378540	-9.4055827950	14.6486943000
1.1922503730	12.0809607500	8.4653255790	1.1922503730	-9.4080333310	14.6485586500
1.2518628910	12.0778810100	8.4628401150	1.2518628910	-9.4108159440	14.6479685300
1.3114754100	12.0658619500	8.4468857370	1.3114754100	-9.4034463220	14.6473270700
1.3710879280	12.0540639900	8.4219720290	1.3710879280	-9.4010478580	14.6464690800
1.4307004470	12.0510992400	8.3971071680	1.4307004470	-9.4423087000	14.6453488100
1.4903129660	12.0436647800	8.3803809780	1.4903129660	-9.4563039360	14.6442168000
1.5499254840	12.0348345800	8.3678616600	1.5499254840	-9.4494310700	14.6436551200
1.6095380030	12.0273872200	8.3581419400	1.6095380030	-9.4684830080	14.6432635800
1.6691505220	11.9300756100	8.3134075580	1.6691505220	-9.4737210340	14.6429934900
1.7287630400	11.9289501500	8.2995157390	1.7287630400	-9.4949013500	14.6425347400
1.7883755590	11.9327088500	8.3020033280	1.7883755590	-9.5213650860	14.6418630100
1.8479880770	11.8727937200	8.2542876980	1.8479880770	-9.5468335370	14.6434254800
1.9076005960	11.7725587000	8.2260656350	1.9076005960	-9.5491757990	14.6441354000
1.9672131150	11.8525226700	8.2177126750	1.9672131150	-9.5579341140	14.6453748800
2.0268256330	11.8742491000	8.2184859260	2.0268256330	-9.5573585570	14.6456368900
2.0864381520	11.7289812000	8.2123753600	2.0864381520	-9.6097299420	14.6454463800
2.1460506710	11.6946397400	8.2149137840	2.1460506710	-9.6105800370	14.6454480800
2.2056631890	11.7018312400	8.2347944430	2.2056631890	-9.6334013430	14.6450425300
2.2652757080	11.6230338900	8.2504344080	2.2652757080	-9.6485143980	14.6448490800
2.3248882270	11.5850361300	8.2523262460	2.3248882270	-9.6710126190	14.6452587000
2.3845007450	11.5451192600	8.2521857590	2.3845007450	-9.6935618010	14.6459343500
2.4441132640	11.5817089100	8.2466896540	2.4441132640	-9.6992508120	14.6455446200
2.5037257820	11.5062412700	8.2368483090	2.5037257820	-9.7010763560	14.6440355100
2.5633383010	11.4671847000	8.2350891810	2.5633383010	-9.7061968820	14.6439842800
2.6229508200	11.4712217400	8.2204465200	2.6229508200	-9.7197571000	14.6440975800
2.6825633380	11.3922454200	8.2235018080	2.6825633380	-9.7477625680	14.6442889500
2.7421758570	11.3809410600	8.2276030350	2.7421758570	-9.7616997680	14.6437233100
2.8017883760	11.3594646500	8.2472287840	2.8017883760	-9.7458900700	14.6426016700
2.8614008940	11.3723364900	8.2397587200	2.8614008940	-9.7311866950	14.6430304800
