CALins			CALext1		
2.265275708	25.75566606	4.753756208	2.265275708000	-17.518314580000	14.495928770000
2.324888227	25.73894726	4.780411502	2.324888227000	-17.515357020000	14.496474990000
2.384500745	25.74091851	4.789922603	2.384500745000	-17.523535760000	14.498056630000
2.444113264	25.70518357	4.806426123	2.444113264000	-17.526092980000	14.496397740000
2.503725782	25.64436058	4.823599543	2.503725782000	-17.521814860000	14.494151810000
2.563338301	25.62453906	4.781391474	2.563338301000	-17.523214570000	14.493846360000
2.62295082	25.64366527	4.776542742	2.622950820000	-17.520311930000	14.493453060000
2.682563338	25.66665963	4.806204865	2.682563338000	-17.520038920000	14.493435340000
2.742175857	25.65992587	4.822958831	2.742175857000	-17.520798180000	14.494004050000
2.801788376	25.66716753	4.830823182	2.801788376000	-17.519526260000	14.493266720000
2.861400894	25.78600304	4.870044452	2.861400894000	-17.516151010000	14.493082470000
2.921013413	25.74880315	4.848328487	2.921013413000	-17.515190230000	14.492837120000
2.980625931	25.81126444	4.877561878	2.980625931000	-17.507290000000	14.491319640000
3.04023845	25.8075271	4.899392193	3.040238450000	-17.507314440000	14.491996790000
3.099850969	25.79791245	4.896894816	3.099850969000	-17.506775680000	14.491976260000
3.159463487	25.7957849	4.899696625	3.159463487000	-17.505648780000	14.490984860000
3.219076006	25.79020259	4.896086605	3.219076006000	-17.502741710000	14.487378860000
3.278688525	25.78249899	4.910359978	3.278688525000	-17.503604180000	14.487558300000
3.338301043	25.79412643	4.910445181	3.338301043000	-17.498474920000	14.487055580000
3.397913562	25.79351621	4.930685848	3.397913562000	-17.497554990000	14.487313060000
3.45752608	25.88573185	4.963341964	3.457526080000	-17.494019290000	14.486980380000
3.517138599	25.84547676	4.971680181	3.517138599000	-17.500068620000	14.487861660000
3.576751118	25.8341932	5.00454755	3.576751118000	-17.494296060000	14.487580730000
3.636363636	25.92962118	5.038803652	3.636363636000	-17.491942260000	14.487312430000
3.695976155	25.93601993	5.066047571	3.695976155000	-17.481184330000	14.483799080000
3.755588674	25.99615991	5.103354259	3.755588674000	-17.464171500000	14.482546510000
3.815201192	26.00201207	5.133020318	3.815201192000	-17.463422180000	14.482489900000
3.874813711	25.99482933	5.135456602	3.874813711000	-17.465367750000	14.483941420000
3.93442623	25.98591531	5.129264698	3.934426230000	-17.451316810000	14.487143800000
3.994038748	25.98655794	5.126402828	3.994038748000	-17.450016290000	14.491553120000
4.053651267	25.96990682	5.128735982	4.053651267000	-17.460234140000	14.494103530000
4.113263785	25.94720858	5.131108812	4.113263785000	-17.455998210000	14.492601960000
4.172876304	25.92800462	5.13394549	4.172876304000	-17.456791980000	14.496059450000
4.232488823	25.93856727	5.137029547	4.232488823000	-17.441596560000	14.498449860000
4.292101341	25.9396405	5.142899794	4.292101341000	-17.437114010000	14.500576030000
4.35171386	25.95010219	5.144898081	4.351713860000	-17.443256080000	14.503533040000
4.411326379	25.94535802	5.141490817	4.411326379000	-17.429328440000	14.505099920000
4.470938897	25.9444469	5.137500379	4.470938897000	-17.425266900000	14.503065820000
4.530551416	25.95075243	5.133224734	4.530551416000	-17.428544070000	14.507011280000
4.590163934	25.94271472	5.129321994	4.590163934000	-17.432604330000	14.503124020000
4.649776453	25.93961571	5.132329604	4.649776453000	-17.432794220000	14.498784680000
4.709388972	25.94211057	5.132564225	4.709388972000	-17.430832120000	14.498804080000
4.76900149	25.93540313	5.137664965	4.769001490000	-17.425845540000	14.496294330000
4.828614009	25.94606903	5.132041278	4.828614009000	-17.429579080000	14.498081520000
4.888226528	25.93929372	5.124401849	4.888226528000	-17.428428060000	14.500408140000
4.947839046	25.91008011	5.115755048	4.947839046000	-17.426526420000	14.499475680000
5.007451565	25.82830342	5.059028891	5.007451565000	-17.423201500000	14.498270540000
5.067064083	25.80568773	5.049139698	5.067064083000	-17.427464370000	14.499595890000
5.126676602	25.79260858	5.046689246	5.126676602000	-17.422206660000	14.496769100000
5.186289121	25.77709185	5.039163927	5.186289121000	-17.421518030000	14.496083660000
5.245901639	25.7710101	5.039792269	5.245901639000	-17.420792910000	14.496357990000
5.305514158	25.7681201	5.02213606	5.305514158000	-17.424528850000	14.493157370000
5.365126677	25.74707308	5.039401776	5.365126677000	-17.421079960000	14.494008240000
5.424739195	25.71902692	5.021413704	5.424739195000	-17.422112170000	14.491678360000
5.484351714	25.70663133	5.028237545	5.484351714000	-17.421323410000	14.491500500000
5.543964232	25.6700825	5.022249186	5.543964232000	-17.419997420000	14.490280800000
5.603576751	25.60899083	5.003636891	5.603576751000	-17.422827210000	14.492237790000
5.66318927	25.60533188	4.988057602	5.663189270000	-17.420190790000	14.490978780000
5.722801788	25.5558252	4.981780581	5.722801788000	-17.424477320000	14.490826920000
5.782414307	25.54608217	4.968634226	5.782414307000	-17.422544360000	14.493075890000
5.842026826	25.52443691	4.968346198	5.842026826000	-17.425428680000	14.491302240000
5.901639344	25.45677334	4.913426873	5.901639344000	-17.422179100000	14.490511860000
5.961251863	25.42339581	4.922956263	5.961251863000	-17.424984690000	14.493055530000
6.020864382	25.41287245	4.894461758	6.020864382000	-17.424055530000	14.492853910000
6.0804769	25.37957933	4.889114636	6.080476900000	-17.424184740000	14.493203970000
6.140089419	25.39675444	4.879424361	6.140089419000	-17.424356200000	14.490643680000
6.199701937	25.4142386	4.890177774	6.199701937000	-17.424885940000	14.490799300000
6.259314456	25.39629794	4.897128094	6.259314456000	-17.425000870000	14.490840440000
6.318926975	25.4159952	4.891691759	6.318926975000	-17.426007310000	14.490989580000
6.378539493	25.35052346	4.833439528	6.378539493000	-17.425203780000	14.491066260000
6.438152012	25.32299207	4.828607736	6.438152012000	-17.425232570000	14.491068900000
6.497764531	25.32484323	4.817832738	6.497764531000	-17.426513560000	14.490830910000
6.557377049	25.32142006	4.817898722	6.557377049000	-17.427200310000	14.491391320000
6.616989568	25.30777983	4.824560449	6.616989568000	-17.435051510000	14.490853100000
6.676602086	25.267797	4.824392315	6.676602086000	-17.433253160000	14.491267620000
6.736214605	25.26049606	4.819919813	6.736214605000	-17.429709800000	14.491529500000
6.795827124	25.27562154	4.805041078	6.795827124000	-17.430682620000	14.491801830000
6.855439642	25.24082182	4.812180608	6.855439642000	-17.433140790000	14.491235850000
6.915052161	25.16088438	4.772025687	6.915052161000	-17.441789000000	14.492738720000
6.97466468	25.15723572	4.758904201	6.974664680000	-17.459768920000	14.491939990000
7.034277198	25.21756711	4.804298707	7.034277198000	-17.483881620000	14.490079720000
7.093889717	25.16328758	4.766469073	7.093889717000	-17.538516440000	14.488991900000
7.153502235	25.17225349	4.748647906	7.153502235000	-17.563014320000	14.489216940000
7.213114754	25.14307413	4.736325916	7.213114754000	-17.584421740000	14.485175360000
7.272727273	25.10695229	4.730174655	7.272727273000	-17.636927500000	14.480856510000
7.332339791	25.11479092	4.727590607	7.332339791000	-17.712390890000	14.485241770000
7.39195231	25.08901536	4.70663813	7.391952310000	-17.742152520000	14.488625660000
7.451564829	25.10321321	4.66978773	7.451564829000	-17.771413910000	14.485889610000
7.511177347	25.12028327	4.653612378	7.511177347000	-17.851250420000	14.489397970000
7.570789866	25.02943679	4.620218785	7.570789866000	-17.924649740000	14.489927880000
7.630402385	25.00208275	4.600803226	7.630402385000	-18.049005540000	14.492504880000
7.690014903	24.95857883	4.600494656	7.690014903000	-18.163876200000	14.480581130000
7.749627422	24.92154015	4.625403023	7.749627422000	-18.170476790000	14.481030100000
7.80923994	24.97159851	4.677022119	7.809239940000	-18.200446120000	14.484056370000
7.868852459	24.94799126	4.690812608	7.868852459000	-18.282270750000	14.481052420000
7.928464978	24.89161592	4.686973562	7.928464978000	-18.328918630000	14.489980800000
7.988077496	24.86104375	4.680331037	7.988077496000	-18.326563600000	14.485909210000
8.047690015	24.82106679	4.666651164	8.047690015000	-18.335006810000	14.486821010000
8.107302534	24.85362067	4.655098704	8.107302534000	-18.334080670000	14.488119780000
8.166915052	24.8596342	4.611626416	8.166915052000	-18.331679110000	14.487045890000
8.226527571	24.87190041	4.607883555	8.226527571000	-18.326884070000	14.486919750000
8.286140089	24.90970985	4.606265621	8.286140089000	-18.332890130000	14.486065590000
8.345752608	24.94795605	4.598518111	8.345752608000	-18.324000970000	14.485160450000
8.405365127	24.92531926	4.591244985	8.405365127000	-18.323792240000	14.484851420000
8.464977645	24.9400717	4.576474325	8.464977645000	-18.324298680000	14.484479520000
8.524590164	24.88556395	4.538528194	8.524590164000	-18.318800230000	14.483898110000
8.584202683	24.87824683	4.540672338	8.584202683000	-18.320949650000	14.482839170000
8.643815201	24.91877816	4.526953752	8.643815201000	-18.325937120000	14.482871580000
8.70342772	24.88727934	4.529370854	8.703427720000	-18.320006720000	14.482084920000
8.763040238	24.88995544	4.548005928	8.763040238000	-18.320715670000	14.482042330000
8.822652757	24.99151342	4.573891668	8.822652757000	-18.318320310000	14.481428590000
8.882265276	24.96758484	4.59538259	8.882265276000	-18.317866000000	14.480789640000
8.941877794	24.93753629	4.60358642	8.941877794000	-18.314174490000	14.480176230000
9.001490313	24.95332734	4.603533827	9.001490313000	-18.310689850000	14.479814660000
9.061102832	24.96854711	4.613384082	9.061102832000	-18.308126250000	14.478722540000
9.12071535	24.96541748	4.617199986	9.120715350000	-18.298374280000	14.477418490000
9.180327869	24.97510432	4.629097671	9.180327869000	-18.293358170000	14.477566240000
9.239940387	25.09742401	4.668042936	9.239940387000	-18.280075220000	14.477889520000
9.299552906	25.12588477	4.673352945	9.299552906000	-18.277344210000	14.476516530000
9.359165425	25.10148666	4.703445737	9.359165425000	-18.260489530000	14.477361150000
9.418777943	25.20632769	4.730176687	9.418777943000	-18.243463580000	14.478707750000
9.478390462	25.13574882	4.745258875	9.478390462000	-18.241280710000	14.479718510000
9.538002981	25.11150366	4.75138291	9.538002981000	-18.229182310000	14.477356510000
9.597615499	25.13857623	4.740263355	9.597615499000	-18.227616990000	14.476796290000
9.657228018	25.15797321	4.730488598	9.657228018000	-18.232864510000	14.475669600000
9.716840537	25.15159519	4.741199753	9.716840537000	-18.239581590000	14.475940870000
9.776453055	25.14531987	4.744857128	9.776453055000	-18.237339300000	14.474256620000
9.836065574	25.21774407	4.743231128	9.836065574000	-18.236199240000	14.474780670000
9.895678092	25.23793539	4.761416305	9.895678092000	-18.240677490000	14.474036520000
9.955290611	25.23338395	4.74912993	9.955290611000	-18.229062700000	14.475593820000
10.01490313	25.25668407	4.754078832	10.014903130000	-18.228387670000	14.474766960000
10.07451565	25.25834181	4.756623162	10.074515650000	-18.236759100000	14.476509060000
10.13412817	25.24925824	4.780335432	10.134128170000	-18.238654880000	14.477163510000
10.19374069	25.30348008	4.801425176	10.193740690000	-18.223594460000	14.475331060000
10.2533532	25.28927236	4.813714293	10.253353200000	-18.225686520000	14.474847480000
10.31296572	25.28787512	4.825286188	10.312965720000	-18.224481960000	14.475285380000
10.37257824	25.30208037	4.830538702	10.372578240000	-18.225689350000	14.474656870000
10.43219076	25.28971603	4.845958046	10.432190760000	-18.224156860000	14.474471650000
10.49180328	25.33427237	4.838357652	10.491803280000	-18.222562410000	14.475141230000
10.5514158	25.43663612	4.870363975	10.551415800000	-18.226071620000	14.478262950000
10.61102832	25.44172823	4.88767723	10.611028320000	-18.229855320000	14.476619550000
10.67064083	25.4519946	4.896885473	10.670640830000	-18.227516250000	14.478274040000
10.73025335	25.46927926	4.904986456	10.730253350000	-18.234667020000	14.480564460000
10.78986587	25.46070811	4.920175448	10.789865870000	-18.236521080000	14.480336800000
10.84947839	25.5700412	4.950779302	10.849478390000	-18.232894480000	14.481255770000
10.90909091	25.55164854	4.963278764	10.909090910000	-18.223162030000	14.480278490000
10.96870343	25.57917805	4.974930062	10.968703430000	-18.225934610000	14.480726540000
11.02831595	25.57059043	4.988857988	11.028315950000	-18.213456190000	14.479185260000
11.08792846	25.58320528	4.994564806	11.087928460000	-18.193716980000	14.481033830000
11.14754098	25.72145296	5.038122067	11.147540980000	-18.151404480000	14.480265640000
11.2071535	25.70791929	5.059995123	11.207153500000	-18.141416770000	14.478575470000
11.26676602	25.66800097	5.063256263	11.266766020000	-18.132178850000	14.478337930000
11.32637854	25.60577683	5.065711731	11.326378540000	-18.120816280000	14.483141630000
11.38599106	25.68195008	5.062765128	11.385991060000	-18.095425610000	14.480491030000
11.44560358	25.68728739	5.074886808	11.445603580000	-18.081203950000	14.477725610000
11.5052161	25.83437991	5.116268672	11.505216100000	-18.064395890000	14.475071530000
11.56482861	25.82272233	5.137628093	11.564828610000	-18.032916430000	14.474741900000
11.62444113	25.86111893	5.130055504	11.624441130000	-18.007919050000	14.476321790000
11.68405365	25.86221955	5.125919891	11.684053650000	-17.986776150000	14.476607940000
11.74366617	25.85829133	5.124354544	11.743666170000	-17.960653340000	14.479488060000
11.80327869	25.86871877	5.120045127	11.803278690000	-17.934124030000	14.479720000000
11.86289121	25.86109361	5.125145795	11.862891210000	-17.932064240000	14.479717200000
11.92250373	25.87425985	5.119833386	11.922503730000	-17.933250180000	14.478325270000
11.98211624	25.88061195	5.124923042	11.982116240000	-17.930399660000	14.479894090000
12.04172876	25.87702536	5.126217927	12.041728760000	-17.916765990000	14.478848630000
12.10134128	25.88329506	5.126012619	12.101341280000	-17.921101770000	14.479013240000
12.1609538	25.87600583	5.124858709	12.160953800000	-17.916745340000	14.478825630000
12.22056632	25.88150538	5.124831154	12.220566320000	-17.913257970000	14.478519310000
12.28017884	25.88962067	5.127840807	12.280178840000	-17.914818780000	14.478056360000
12.33979136	25.88275163	5.125342867	12.339791360000	-17.914516220000	14.478895330000
12.39940387	25.87484857	5.125204664	12.399403870000	-17.910349090000	14.478478460000
12.45901639	25.88448674	5.127990103	12.459016390000	-17.915071110000	14.478248430000
12.51862891	25.88578459	5.126307573	12.518628910000	-17.913082260000	14.477697700000
12.57824143	25.89593169	5.131999974	12.578241430000	-17.921069200000	14.478335980000
12.63785395	25.8739933	5.125244364	12.637853950000	-17.917676240000	14.478979640000
12.69746647	25.86397652	5.097768638	12.697466470000	-17.912507370000	14.479419670000
12.75707899	25.75050747	5.050972666	12.757078990000	-17.909191450000	14.479410180000
12.81669151	25.78965777	5.04329563	12.816691510000	-17.911606580000	14.479400990000
12.87630402	25.77247872	5.049520628	12.876304020000	-17.912122700000	14.479474080000
12.93591654	25.78635148	5.054221053	12.935916540000	-17.910853250000	14.479641380000
12.99552906	25.78830771	5.057797841	12.995529060000	-17.921002080000	14.480683540000
13.05514158	25.79322186	5.048437279	13.055141580000	-17.923685610000	14.481171440000
13.1147541	25.73875734	5.043835393	13.114754100000	-17.925170260000	14.481618310000
13.17436662	25.72259451	5.046110123	13.174366620000	-17.928811230000	14.481196320000
13.23397914	25.75250011	5.040465122	13.233979140000	-17.931435750000	14.478960030000
13.29359165	25.79271913	5.03892431	13.293591650000	-17.930531540000	14.479833130000
13.35320417	25.76673156	5.045045555	13.353204170000	-17.934342750000	14.478170420000
13.41281669	25.7693006	5.026231606	13.412816690000	-17.937660840000	14.477349590000
13.47242921	25.65359822	4.985588027	13.472429210000	-17.938678600000	14.477079170000
13.53204173	25.64770001	4.973888049	13.532041730000	-17.939525990000	14.475338780000
13.59165425	25.65725462	4.960998797	13.591654250000	-17.938463940000	14.476536100000
13.65126677	25.54121938	4.919366703	13.651266770000	-17.936187830000	14.474957770000
13.71087928	25.52611705	4.903727176	13.710879280000	-17.930010570000	14.473110660000
13.7704918	25.52669969	4.887510363	13.770491800000	-17.911101120000	14.469508650000
13.83010432	25.50824192	4.884935879	13.830104320000	-17.906837110000	14.469092920000
13.88971684	25.40048761	4.843133569	13.889716840000	-17.905082890000	14.467068710000
13.94932936	25.40732999	4.825914803	13.949329360000	-17.906011920000	14.468480800000
14.00894188	25.36959672	4.822642452	14.008941880000	-17.904713080000	14.470630540000
14.0685544	25.32192714	4.838177864	14.068554400000	-17.906153170000	14.472927280000
14.12816692	25.28251456	4.837721308	14.128166920000	-17.903859510000	14.472852500000
14.18777943	25.25129044	4.829908371	14.187779430000	-17.913528710000	14.476692140000
14.24739195	25.27906145	4.814535646	14.247391950000	-17.916928300000	14.476578550000
14.30700447	25.26611052	4.813327775	14.307004470000	-17.922678230000	14.478319240000
14.36661699	25.16742535	4.761690926	14.366616990000	-17.922835190000	14.477841210000
14.42622951	25.15139306	4.739697595	14.426229510000	-17.926272540000	14.477474300000
14.48584203	25.16230545	4.737061249	14.485842030000	-17.931352250000	14.478637730000
14.54545455	25.13123459	4.732827231	14.545454550000	-17.929147920000	14.478560330000
14.60506706	25.0540343	4.75097349	14.605067060000	-17.933154860000	14.479286630000
14.66467958	24.98155398	4.760928279	14.664679580000	-17.941965720000	14.480048320000
14.7242921	24.99846675	4.889358421	14.724292100000	-17.944963840000	14.479705650000
14.78390462	25.67731977	5.368003175	14.783904620000	-18.332725420000	14.286791080000
14.84351714	26.68604424	5.71427769			
14.90312966	27.02435483	5.804967991			
14.96274218	27.42818342	5.730744835			
