GMend1BEST			GMext		
t	x	y	t	x	y
0.000000000000	39.765407730000	0.341409918100	0.000000000000	47.771438270000	4.834860976000
0.025237866900	39.767499030000	0.342309067400	0.025237866900	47.771366640000	4.834326635000
0.050475733790	39.766795740000	0.342147464200	0.050475733790	47.771335040000	4.834405517000
0.075713600690	39.764895210000	0.341106530900	0.075713600690	47.771200080000	4.834746584000
0.100951467600	39.763846460000	0.340518006900	0.100951467600	47.771539540000	4.834201329000
0.126189334500	39.766673240000	0.340448815900	0.126189334500	47.771859230000	4.834530777000
0.151427201400	39.766905460000	0.340261609500	0.151427201400	47.771498220000	4.834642196000
0.176665068300	39.766404600000	0.339482910800	0.176665068300	47.771551610000	4.834478961000
0.201902935200	39.770428800000	0.339406627300	0.201902935200	47.771928210000	4.834021869000
0.227140802100	39.770793700000	0.340565899800	0.227140802100	47.771888270000	4.833977450000
0.252378669000	39.773060250000	0.341096515900	0.252378669000	47.771715340000	4.834387642000
0.277616535900	39.771128130000	0.341354188600	0.277616535900	47.771345390000	4.834291617000
0.302854402700	39.768691360000	0.341061566400	0.302854402700	47.771266170000	4.834376337000
0.328092269600	39.766385480000	0.342520706500	0.328092269600	47.771950160000	4.834648384000
0.353330136500	39.766760180000	0.341880320800	0.353330136500	47.771157020000	4.834570539000
0.378568003400	39.767145490000	0.341403827200	0.378568003400	47.771797490000	4.835103078000
0.403805870300	39.766109110000	0.341596760600	0.403805870300	47.771311930000	4.835047835000
0.429043737200	39.766073450000	0.341864030900	0.429043737200	47.771090180000	4.835030869000
0.454281604100	39.766520910000	0.342804703400	0.454281604100	47.770640000000	4.835287980000
0.479519471000	39.768796390000	0.343544901800	0.479519471000	47.771085550000	4.835209928000
0.504757337900	39.771586300000	0.344043299200	0.504757337900	47.771569620000	4.834536676000
0.529995204800	39.772833110000	0.343952659200	0.529995204800	47.771521270000	4.834750076000
0.555233071700	39.768160950000	0.341915771200	0.555233071700	47.771765870000	4.834689023000
0.580470938600	39.766562850000	0.340674283800	0.580470938600	47.771077140000	4.834926402000
0.605708805500	39.765017070000	0.339301947200	0.605708805500	47.771680330000	4.834596295000
0.630946672400	39.768239930000	0.337175523500	0.630946672400	47.771449240000	4.834996626000
0.656184539300	39.770968190000	0.340349737700	0.656184539300	47.772079670000	4.835142648000
0.681422406200	39.772332730000	0.341157595700	0.681422406200	47.771744850000	4.835237482000
0.706660273100	39.771162370000	0.342910056200	0.706660273100	47.771388030000	4.834819127000
0.731898140000	39.770716170000	0.341898963900	0.731898140000	47.771599100000	4.834698737000
0.757136006900	39.767535180000	0.339602059000	0.757136006900	47.771499030000	4.834809713000
0.782373873800	39.767933960000	0.339658730400	0.782373873800	47.771469920000	4.834852643000
0.807611740700	39.770502000000	0.340274512900	0.807611740700	47.771352330000	4.834952953000
0.832849607600	39.771234570000	0.340521667300	0.832849607600	47.771680380000	4.834808465000
0.858087474400	39.770158160000	0.340138096800	0.858087474400	47.771379710000	4.835138342000
0.883325341300	39.767866430000	0.339496017300	0.883325341300	47.772268420000	4.834919257000
0.908563208200	39.768157830000	0.339940393600	0.908563208200	47.771019950000	4.834883624000
0.933801075100	39.768251140000	0.339691414800	0.933801075100	47.770901770000	4.834481927000
0.959038942000	39.768237800000	0.339165599700	0.959038942000	47.771664840000	4.834247375000
0.984276808900	39.769197330000	0.338665969400	0.984276808900	47.771581850000	4.834902105000
