CALbumpBEST			CALext		
t	x	y	t	x	y
0.000000000000	18.828916150000	7.126482209000	0.000000000000	-11.620454030000	14.658221120000
0.059612518630	18.827349430000	7.125118152000	0.059612518630	-11.619687830000	14.656374770000
0.119225037300	18.823466530000	7.122521307000	0.119225037300	-11.635425200000	14.649768370000
0.178837555900	18.793509940000	7.104667289000	0.178837555900	-11.766034080000	14.643191640000
0.238450074500	18.738569580000	7.115453137000	0.238450074500	-11.802768820000	14.638505250000
0.298062593100	18.799217330000	7.119258629000	0.298062593100	-11.820672240000	14.642706990000
0.357675111800	18.813708670000	7.133454824000	0.357675111800	-11.830608380000	14.643140860000
0.417287630400	18.823855080000	7.141042410000	0.417287630400	-11.809481490000	14.644399490000
0.476900149000	18.818990780000	7.133485638000	0.476900149000	-11.826629130000	14.644127070000
0.536512667700	18.804981730000	7.125160585000	0.536512667700	-11.831646390000	14.646323250000
0.596125186300	18.797908840000	7.120306879000	0.596125186300	-11.834904470000	14.648263600000
0.655737704900	18.806870180000	7.119689148000	0.655737704900	-11.821062980000	14.647471930000
0.715350223500	18.804770460000	7.118844682000	0.715350223500	-11.822134040000	14.649282590000
0.774962742200	18.794989740000	7.114222486000	0.774962742200	-11.834628490000	14.648551840000
0.834575260800	18.670647240000	7.104607869000	0.834575260800	-11.831372170000	14.648736750000
0.894187779400	18.612443990000	7.068739228000	0.894187779400	-11.833662010000	14.648293010000
0.953800298100	18.506954260000	7.053121667000	0.953800298100	-11.842058310000	14.647302370000
1.013412817000	18.476377060000	7.041797505000	1.013412817000	-11.859096610000	14.648465400000
1.073025335000	18.475151650000	7.042185337000	1.073025335000	-11.849098990000	14.648245180000
1.132637854000	18.477017470000	7.040618841000	1.132637854000	-11.844861070000	14.648643960000
1.192250373000	18.485270110000	7.042965035000	1.192250373000	-11.843583580000	14.650286160000
1.251862891000	18.499900790000	7.045778125000	1.251862891000	-11.852092130000	14.650393710000
1.311475410000	18.501347420000	7.046523950000	1.311475410000	-11.846246560000	14.649221890000
1.371087928000	18.505028460000	7.048159525000	1.371087928000	-11.844118360000	14.649894010000
1.430700447000	18.513379090000	7.049508464000	1.430700447000	-11.843644060000	14.649711090000
1.490312966000	18.512456360000	7.048423119000	1.490312966000	-11.852351550000	14.648930000000
1.549925484000	18.501360370000	7.042793122000	1.549925484000	-11.851487340000	14.651606760000
1.609538003000	18.484881110000	7.034127566000	1.609538003000	-11.852394020000	14.652252460000
1.669150522000	18.460576320000	7.030762451000	1.669150522000	-11.853863040000	14.651536940000
1.728763040000	18.423982860000	7.029099364000	1.728763040000	-11.850724290000	14.649146190000
1.788375559000	18.387541800000	7.028452495000	1.788375559000	-11.853305460000	14.650295490000
1.847988077000	18.381560470000	7.028039990000	1.847988077000	-11.852289170000	14.651122070000
1.907600596000	18.377117760000	7.030844718000	1.907600596000	-11.847217220000	14.651145750000
1.967213115000	18.368104590000	7.034779790000	1.967213115000	-11.846765650000	14.651893510000
2.026825633000	18.371265790000	7.035369055000	2.026825633000	-11.846804500000	14.650831090000
2.086438152000	18.372883950000	7.031972884000	2.086438152000	-11.843680320000	14.651749520000
2.146050671000	18.386474030000	7.033759922000	2.146050671000	-11.844092020000	14.651362670000
2.205663189000	18.392633110000	7.034943290000	2.205663189000	-11.850165080000	14.649343970000
2.265275708000	18.397533090000	7.032581986000	2.265275708000	-11.845765770000	14.649709770000
2.324888227000	18.399458190000	7.030858242000	2.324888227000	-11.847929860000	14.651311810000
2.384500745000	18.394781940000	7.032714510000	2.384500745000	-11.848092300000	14.650050680000
2.444113264000	18.395283250000	7.034487560000	2.444113264000	-11.846904970000	14.650258180000
2.503725782000	18.410806980000	7.034751760000	2.503725782000	-11.849127270000	14.650592940000
2.563338301000	18.421504390000	7.034744273000	2.563338301000	-11.845107520000	14.650353510000
2.622950820000	18.419174410000	7.036086505000	2.622950820000	-11.845389620000	14.650738540000
2.682563338000	18.411743230000	7.041589630000	2.682563338000	-11.840443580000	14.652124450000
2.742175857000	18.413839550000	7.039775108000	2.742175857000	-11.838578230000	14.651996800000
2.801788376000	18.400124160000	7.034734228000	2.801788376000	-11.838474700000	14.652527620000
2.861400894000	18.376939340000	7.027872329000	2.861400894000	-11.843533740000	14.650969130000
2.921013413000	18.385307890000	7.026763787000	2.921013413000	-11.844236040000	14.651858750000
2.980625931000	18.395942050000	7.029245502000	2.980625931000	-11.840902300000	14.651660690000
3.040238450000	18.400851770000	7.031027094000	3.040238450000	-11.843560910000	14.651072210000
3.099850969000	18.401972870000	7.030834591000	3.099850969000	-11.843357730000	14.651601330000
3.159463487000	18.403350680000	7.030103000000	3.159463487000	-11.837310490000	14.651317820000
3.219076006000	18.399861150000	7.028540534000	3.219076006000	-11.846301510000	14.652284070000
3.278688525000	18.405210810000	7.030957021000	3.278688525000	-11.846721790000	14.652616370000
3.338301043000	18.402237520000	7.029809525000	3.338301043000	-11.843503930000	14.651860780000
3.397913562000	18.393931510000	7.028647399000	3.397913562000	-11.842950140000	14.650025930000
3.457526080000	18.396466300000	7.026957679000	3.457526080000	-11.844154200000	14.651524110000
3.517138599000	18.402731340000	7.029222699000	3.517138599000	-11.842840560000	14.651138660000
3.576751118000	18.411764970000	7.032461364000	3.576751118000	-11.845472240000	14.650209100000
3.636363636000	18.392805360000	7.027567703000	3.636363636000	-11.847102680000	14.652357900000
3.695976155000	18.331734610000	7.017115822000	3.695976155000	-11.845264630000	14.651659830000
3.755588674000	18.281533960000	7.009832290000	3.755588674000	-11.846254590000	14.651152950000
3.815201192000	18.271254560000	7.005683845000	3.815201192000	-11.843155380000	14.650847710000
3.874813711000	18.268561750000	7.003049052000	3.874813711000	-11.846576190000	14.651944270000
3.934426230000	18.252467790000	6.998382809000	3.934426230000	-11.840316990000	14.652375000000
3.994038748000	18.256885450000	6.997879367000	3.994038748000	-11.841572690000	14.652445060000
4.053651267000	18.257529850000	6.996979153000	4.053651267000	-11.841116750000	14.652385190000
4.113263785000	18.260732280000	6.997355405000	4.113263785000	-11.834724850000	14.653360540000
4.172876304000	18.253768610000	6.996037435000	4.172876304000	-11.838668170000	14.650997630000
4.232488823000	18.250268470000	6.995550991000	4.232488823000	-11.840443050000	14.652898290000
4.292101341000	18.248067790000	6.993793280000	4.292101341000	-11.826191330000	14.648923880000
4.351713860000	18.246449020000	6.994434502000	4.351713860000	-11.818981270000	14.649674200000
4.411326379000	18.245212660000	6.993922059000	4.411326379000	-11.808208040000	14.645710350000
4.470938897000	18.240618700000	6.992313371000	4.470938897000	-11.791660790000	14.647200110000
4.530551416000	18.233149120000	6.991901400000	4.530551416000	-11.761428090000	14.638804470000
4.590163934000	18.216881960000	6.992844207000	4.590163934000	-11.738106420000	14.630665130000
4.649776453000	18.197049530000	6.991140354000	4.649776453000	-11.734673310000	14.637580510000
4.709388972000	18.172792330000	6.984915941000	4.709388972000	-11.721562830000	14.631670190000
4.769001490000	18.162503740000	6.983070517000	4.769001490000	-11.712276850000	14.628423640000
4.828614009000	18.136559120000	6.980838430000	4.828614009000	-11.699216900000	14.630760280000
4.888226528000	18.116233200000	6.981712339000	4.888226528000	-11.684450430000	14.640392990000
4.947839046000	18.095299660000	6.980379905000	4.947839046000	-11.642253160000	14.643348360000
5.007451565000	18.034225270000	6.969110791000	5.007451565000	-11.645636260000	14.641839140000
5.067064083000	17.981935110000	6.950539350000	5.067064083000	-11.668768810000	14.638240980000
5.126676602000	17.903679460000	6.931062075000	5.126676602000	-11.713861640000	14.626479690000
5.186289121000	17.820233030000	6.920844047000	5.186289121000	-11.766373400000	14.620814250000
5.245901639000	17.786685490000	6.917203875000	5.245901639000	-11.801030610000	14.581043780000
5.305514158000	17.746692600000	6.919828095000	5.305514158000	-11.888020860000	14.562465180000
5.365126677000	17.716005850000	6.919750450000	5.365126677000	-12.019255400000	14.552592240000
5.424739195000	17.667253600000	6.918815668000	5.424739195000	-12.105834610000	14.523662440000
5.484351714000	17.624448250000	6.915157000000	5.484351714000	-12.190157810000	14.424443450000
5.543964232000	17.584376720000	6.919708212000	5.543964232000	-12.347226630000	14.452897890000
5.603576751000	17.531078510000	6.917213690000	5.603576751000	-12.465354670000	14.443244150000
5.663189270000	17.477617730000	6.906693612000	5.663189270000	-12.463016270000	14.434660380000
5.722801788000	17.451358970000	6.912628175000	5.722801788000	-12.464339940000	14.427101910000
5.782414307000	17.358416330000	6.895866357000	5.782414307000	-12.504508650000	14.417581990000
5.842026826000	17.333904540000	6.859958967000	5.842026826000	-12.559459150000	14.425172420000
