CALbump			CALext		
t	x	y	t	x	y
0.000000000000	16.249243280000	6.985238405000	0.000000000000	-14.739147470000	15.011000230000
0.024823751370	16.251786430000	6.985555206000	0.024823751370	-14.740241580000	15.009712760000
0.049647502730	16.250846660000	6.986688370000	0.049647502730	-14.741308810000	15.009362910000
0.074471254100	16.249556450000	6.986973477000	0.074471254100	-14.740737450000	15.009783930000
0.099295005460	16.247938890000	6.986435264000	0.099295005460	-14.739401010000	15.009869190000
0.124118756800	16.248547040000	6.985173887000	0.124118756800	-14.741090820000	15.010313070000
0.148942508200	16.245902460000	6.984813308000	0.148942508200	-14.744392520000	15.009827780000
0.173766259600	16.246634390000	6.984012116000	0.173766259600	-14.740216020000	15.009962700000
0.198590010900	16.249280790000	6.982988537000	0.198590010900	-14.739945010000	15.008496420000
0.223413762300	16.245600430000	6.980841371000	0.223413762300	-14.740441870000	15.009730080000
0.248237513700	16.249967890000	6.982058838000	0.248237513700	-14.740197840000	15.010214450000
0.273061265000	16.250826540000	6.982281606000	0.273061265000	-14.740379340000	15.010275030000
0.297885016400	16.252752480000	6.982912166000	0.297885016400	-14.739907840000	15.009356080000
0.322708767700	16.250784160000	6.982918019000	0.322708767700	-14.740074640000	15.009858980000
0.347532519100	16.249337360000	6.983044269000	0.347532519100	-14.741325560000	15.009685130000
0.372356270500	16.248394400000	6.983313885000	0.372356270500	-14.741172010000	15.010145440000
0.397180021800	16.240731090000	6.982658519000	0.397180021800	-14.740488550000	15.010136470000
0.422003773200	16.243075460000	6.984354792000	0.422003773200	-14.740448240000	15.009228400000
0.446827524600	16.241564470000	6.984196996000	0.446827524600	-14.742283260000	15.010492950000
0.471651275900	16.239206460000	6.984204556000	0.471651275900	-14.742296510000	15.009901170000
0.496475027300	16.245223450000	6.984728614000	0.496475027300	-14.739048880000	15.009927050000
0.521298778700	16.248912200000	6.985698634000	0.521298778700	-14.741642590000	15.010379850000
0.546122530000	16.246961940000	6.986057665000	0.546122530000	-14.742940570000	15.010461090000
0.570946281400	16.248103210000	6.985924803000	0.570946281400	-14.741753980000	15.010002790000
0.595770032800	16.249882620000	6.986184493000	0.595770032800	-14.741504430000	15.010354390000
0.620593784100	16.243638610000	6.988161828000	0.620593784100	-14.745366550000	15.010110260000
0.645417535500	16.244887120000	6.987271743000	0.645417535500	-14.742018850000	15.010619630000
0.670241286900	16.247278020000	6.986902252000	0.670241286900	-14.740607130000	15.009497050000
0.695065038200	16.248086320000	6.986268271000	0.695065038200	-14.743030160000	15.009888760000
0.719888789600	16.246593230000	6.986111644000	0.719888789600	-14.740056920000	15.010313560000
0.744712541000	16.249708530000	6.985685759000	0.744712541000	-14.740093010000	15.008641850000
0.769536292300	16.251224730000	6.986999310000	0.769536292300	-14.746704380000	15.011117720000
0.794360043700	16.248062360000	6.986486322000	0.794360043700	-14.741278090000	15.009572100000
0.819183795100	16.249244120000	6.985805811000	0.819183795100	-14.744039820000	15.010980490000
0.844007546400	16.251883940000	6.985442959000	0.844007546400	-14.742164450000	15.010051480000
0.868831297800	16.250952810000	6.985127700000	0.868831297800	-14.742830660000	15.010908060000
0.893655049200	16.246764830000	6.984365295000	0.893655049200	-14.740960860000	15.009314160000
0.918478800500	16.248892830000	6.984852393000	0.918478800500	-14.742430890000	15.009562580000
0.943302551900	16.251442520000	6.985649195000	0.943302551900	-14.745193320000	15.010385690000
0.968126303200	16.250721210000	6.985735493000	0.968126303200	-14.744797720000	15.009740060000
0.992950054600	16.251658900000	6.983991712000	0.992950054600	-14.744647460000	15.011168640000
1.017773806000	16.252592920000	6.984205590000	1.017773806000	-14.743752390000	15.010036870000
1.042597557000	16.255888910000	6.985310182000	1.042597557000	-14.740462410000	15.009065930000
1.067421309000	16.254971780000	6.984434808000	1.067421309000	-14.745479330000	15.010849600000
1.092245060000	16.253368180000	6.984503792000	1.092245060000	-14.740605340000	15.008780370000
1.117068811000	16.250226480000	6.984773448000	1.117068811000	-14.745612070000	15.010680610000
1.141892563000	16.248096840000	6.984767372000	1.141892563000	-14.746206960000	15.009947240000
1.166716314000	16.252981720000	6.984000941000	1.166716314000	-14.744159570000	15.010505900000
1.191540066000	16.253809400000	6.983373816000	1.191540066000	-14.741686320000	15.009350900000
1.216363817000	16.250427100000	6.984071342000	1.216363817000	-14.742541950000	15.010543250000
1.241187568000	16.246038300000	6.983745181000	1.241187568000	-14.742666450000	15.008990810000
1.266011320000	16.236643280000	6.985360986000	1.266011320000	-14.746878780000	15.011029220000
1.290835071000	16.218250710000	6.989087440000	1.290835071000	-14.745978640000	15.010861920000
1.315658822000	16.199548460000	6.990765765000	1.315658822000	-14.740172130000	15.010413260000
1.340482574000	16.169395020000	6.992331657000	1.340482574000	-14.745919500000	15.010700820000
1.365306325000	16.155778230000	6.993392022000	1.365306325000	-14.744027040000	15.010535750000
1.390130076000	16.119613680000	6.997793675000	1.390130076000	-14.743336540000	15.010541370000
1.414953828000	16.084807000000	7.004792515000	1.414953828000	-14.742068610000	15.011663890000
1.439777579000	16.085285830000	7.004660867000	1.439777579000	-14.744166310000	15.011599580000
1.464601331000	16.073980680000	7.035197086000	1.464601331000	-14.742537040000	15.011993660000
1.489425082000	16.073132580000	7.047617071000	1.489425082000	-14.743261790000	15.013161190000
1.514248833000	16.076800330000	7.057660280000	1.514248833000	-14.743522650000	15.013345690000
1.539072585000	16.082553520000	7.063355571000	1.539072585000	-14.740044230000	15.013807150000
1.563896336000	16.091613400000	7.065547756000	1.563896336000	-14.745191820000	15.013200860000
1.588720087000	16.094496300000	7.066112578000	1.588720087000	-14.743512210000	15.015121260000
1.613543839000	16.079409770000	7.071524836000	1.613543839000	-14.744378090000	15.017291590000
1.638367590000	16.081836920000	7.069497223000	1.638367590000	-14.741956920000	15.016771180000
1.663191341000	16.084566540000	7.069007358000	1.663191341000	-14.747261330000	15.019121390000
1.688015093000	16.080359750000	7.075170556000	1.688015093000	-14.743329860000	15.018015470000
1.712838844000	16.087180990000	7.082330376000	1.712838844000	-14.744559000000	15.018005580000
1.737662596000	16.091098870000	7.078370036000	1.737662596000	-14.746948410000	15.019891250000
1.762486347000	16.087734700000	7.081354736000	1.762486347000	-14.743883800000	15.022147690000
1.787310098000	16.095097390000	7.081165646000	1.787310098000	-14.741413860000	15.021246190000
1.812133850000	16.095038970000	7.078814956000	1.812133850000	-14.741991180000	15.021835870000
1.836957601000	16.094375550000	7.075177432000	1.836957601000	-14.741583960000	15.020971320000
1.861781352000	16.094851740000	7.077583170000	1.861781352000	-14.746250870000	15.022862490000
1.886605104000	16.087957700000	7.076129411000	1.886605104000	-14.746165020000	15.021380390000
