GMfas3BEST?			GMext		
t	x	y	t	x	y
0.000000000000	15.202342370000	0.804286574200	0.000000000000	43.009853790000	12.661384660000
0.025365259740	15.201491700000	0.804515288200	0.025365259740	43.009373750000	12.660290670000
0.050730519480	15.200697060000	0.805201237100	0.050730519480	43.009445310000	12.660712270000
0.076095779220	15.200217130000	0.805453311000	0.076095779220	43.009679520000	12.660223010000
0.101461039000	15.201172920000	0.804798754500	0.101461039000	43.009107740000	12.660589380000
0.126826298700	15.201471740000	0.805099404200	0.126826298700	43.009218080000	12.660710000000
0.152191558400	15.204494760000	0.804661806700	0.152191558400	43.009519650000	12.660763230000
0.177556818200	15.202388840000	0.804753756400	0.177556818200	43.009216400000	12.660582920000
0.202922077900	15.202864470000	0.804625965800	0.202922077900	43.009395180000	12.659988960000
0.228287337700	15.204483280000	0.804563024100	0.228287337700	43.010000660000	12.660526110000
0.253652597400	15.203214500000	0.804491407400	0.253652597400	43.009819130000	12.660455810000
0.279017857100	15.203418370000	0.804083129600	0.279017857100	43.009388130000	12.660488870000
0.304383116900	15.201300310000	0.804815280700	0.304383116900	43.009476140000	12.660620340000
0.329748376600	15.201739890000	0.805049984500	0.329748376600	43.009585280000	12.660585660000
0.355113636400	15.200811680000	0.804763887600	0.355113636400	43.009617050000	12.660094890000
0.380478896100	15.200588980000	0.804733232300	0.380478896100	43.009155180000	12.660713820000
0.405844155800	15.202237110000	0.804685848900	0.405844155800	43.009787350000	12.660082620000
0.431209415600	15.199030440000	0.805649614100	0.431209415600	43.009975340000	12.659854420000
0.456574675300	15.199642130000	0.805080914900	0.456574675300	43.009820810000	12.660643610000
0.481939935100	15.196047570000	0.806504017800	0.481939935100	43.009073570000	12.659965710000
0.507305194800	15.196918830000	0.806560868900	0.507305194800	43.009876700000	12.659920210000
0.532670454500	15.195478410000	0.807396065200	0.532670454500	43.009510340000	12.660243150000
0.558035714300	15.192041750000	0.807321840000	0.558035714300	43.009521920000	12.660007500000
0.583400974000	15.198061630000	0.807083557100	0.583400974000	43.008889490000	12.660702580000
