GMendBEST1			GMext		
t	x	y	t	x	y
0.000000000000	31.730309080000	0.605115436000	0.000000000000	46.555131760000	9.590159964000
0.018286884650	31.730707610000	0.604993879800	0.018286884650	46.554723590000	9.590186959000
0.036573769290	31.730918360000	0.604885576300	0.036573769290	46.554537990000	9.590061066000
0.054860653940	31.730980890000	0.604879092800	0.054860653940	46.554632810000	9.589838199000
0.073147538590	31.731288130000	0.604832439700	0.073147538590	46.554234320000	9.589920317000
0.091434423230	31.731123450000	0.604851595500	0.091434423230	46.554268640000	9.589780889000
0.109721307900	31.731784340000	0.604916858900	0.109721307900	46.554263280000	9.589980062000
0.128008192500	31.731579510000	0.605205788400	0.128008192500	46.554304140000	9.589930076000
0.146295077200	31.731124020000	0.604888308800	0.146295077200	46.554301920000	9.589873045000
0.164581961800	31.731466700000	0.605224372900	0.164581961800	46.554288540000	9.589600985000
0.182868846500	31.730294940000	0.604968345800	0.182868846500	46.554777510000	9.590280827000
0.201155731100	31.730537310000	0.605145803800	0.201155731100	46.553887040000	9.589857332000
0.219442615800	31.731239400000	0.605148439400	0.219442615800	46.554482720000	9.590013391000
0.237729500400	31.732060180000	0.604984369100	0.237729500400	46.554427870000	9.589672593000
0.256016385000	31.730751570000	0.605137811700	0.256016385000	46.555348600000	9.590191085000
0.274303269700	31.732119030000	0.604995182600	0.274303269700	46.554357280000	9.589886451000
0.292590154300	31.731763250000	0.605212970500	0.292590154300	46.554627440000	9.590428736000
0.310877039000	31.731185560000	0.605029302300	0.310877039000	46.554227400000	9.590087043000
0.329163923600	31.732003960000	0.604938531500	0.329163923600	46.554710100000	9.590097935000
0.347450808300	31.731217170000	0.604930093100	0.347450808300	46.553895610000	9.589988314000
0.365737692900	31.731561710000	0.604945964600	0.365737692900	46.554576770000	9.590144292000
0.384024577600	31.732050630000	0.604644764900	0.384024577600	46.554007140000	9.590057186000
0.402311462200	31.731639940000	0.604806057700	0.402311462200	46.554365700000	9.589974589000
0.420598346900	31.732148480000	0.604713525900	0.420598346900	46.554181270000	9.590062609000
0.438885231500	31.732726170000	0.604954368200	0.438885231500	46.554030050000	9.589764064000
0.457172116200	31.731685660000	0.605114740200	0.457172116200	46.554661020000	9.590159231000
0.475459000800	31.732410060000	0.605368484500	0.475459000800	46.554598570000	9.589553534000
0.493745885500	31.731243950000	0.605240219500	0.493745885500	46.554195220000	9.590143779000
0.512032770100	31.732263980000	0.605623931300	0.512032770100	46.554532830000	9.590324961000
0.530319654700	31.731799600000	0.605702317200	0.530319654700	46.553989520000	9.590531728000
0.548606539400	31.731940830000	0.605562721400	0.548606539400	46.554245520000	9.590428317000
0.566893424000	31.732260720000	0.605497217700	0.566893424000	46.554260100000	9.590429808000
0.585180308700	31.731523120000	0.605661257400	0.585180308700	46.554814340000	9.590566652000
0.603467193300	31.731882790000	0.605700373000	0.603467193300	46.554589020000	9.590835584000
0.621754078000	31.733146840000	0.605313308000	0.621754078000	46.554627380000	9.590280646000
0.640040962600	31.733908550000	0.605052589300	0.640040962600	46.554251180000	9.590501662000
0.658327847300	31.732723310000	0.605337892300	0.658327847300	46.554802380000	9.590404543000
0.676614731900	31.733459720000	0.605366988500	0.676614731900	46.554721110000	9.590377383000
0.694901616600	31.733534310000	0.605163017200	0.694901616600	46.554550860000	9.590431324000
0.713188501200	31.733428800000	0.605291815000	0.713188501200	46.553985950000	9.590356907000
0.731475385900	31.733359900000	0.605280019000	0.731475385900	46.554369190000	9.590310020000
0.749762270500	31.732575110000	0.605376122700	0.749762270500	46.554898580000	9.590561210000
0.768049155100	31.733131000000	0.605026928300	0.768049155100	46.554137700000	9.590113442000
0.786336039800	31.733051070000	0.605367515600	0.786336039800	46.554141740000	9.590411708000
0.804622924400	31.732985350000	0.605292673600	0.804622924400	46.554420810000	9.590654821000
0.822909809100	31.732703040000	0.605184189600	0.822909809100	46.553973860000	9.590239238000
0.841196693700	31.732774910000	0.605256987700	0.841196693700	46.554107230000	9.590267667000
0.859483578400	31.732743650000	0.605407622200	0.859483578400	46.553402370000	9.590260522000
0.877770463000	31.733280060000	0.605355343400	0.877770463000	46.553886520000	9.590361902000
0.896057347700	31.733360600000	0.605268627700	0.896057347700	46.553533500000	9.591034598000
0.914344232300	31.733969330000	0.605415642900	0.914344232300	46.554082750000	9.590916771000
0.932631117000	31.733773510000	0.605110785300	0.932631117000	46.554483090000	9.591010696000
0.950918001600	31.733953900000	0.605390448100	0.950918001600	46.553481530000	9.590194729000
0.969204886300	31.733611410000	0.605325802100	0.969204886300	46.554633640000	9.590556781000
0.987491770900	31.733541780000	0.605108017200	0.987491770900	46.553118240000	9.590596720000
1.005778656000	31.733965060000	0.605213265300	1.005778656000	46.554130570000	9.590285950000
1.024065540000	31.733705100000	0.604865986200	1.024065540000	46.554347150000	9.590528479000
1.042352425000	31.734028300000	0.605211455300	1.042352425000	46.553092890000	9.590065271000
1.060639309000	31.733540600000	0.605013193900	1.060639309000	46.553323490000	9.590596554000
