GMfasBEST			GMext		
t	x	y	t	x	y
0.0000000000	27.8379736800	1.7766519280	0.0000000000	46.4475626300	8.8824662670
0.0235660084	27.8385111300	1.7762634740	0.0235660084	46.4481568900	8.8820649650
0.0471320168	27.8390158700	1.7760694800	0.0471320168	46.4474751300	8.8826626000
0.0706980252	27.8385293900	1.7763176340	0.0706980252	46.4476896700	8.8824895890
0.0942640336	27.8386026800	1.7764660500	0.0942640336	46.4474142100	8.8826031970
0.1178300419	27.8381029100	1.7768193020	0.1178300419	46.4475373000	8.8827549840
0.1413960503	27.8370843400	1.7773262750	0.1413960503	46.4473761300	8.8829514320
0.1649620587	27.8370149000	1.7772331510	0.1649620587	46.4469093000	8.8832412680
0.1885280671	27.8371564900	1.7775301440	0.1885280671	46.4468289200	8.8832979600
0.2120940755	27.8369586100	1.7774887760	0.2120940755	46.4467566500	8.8827021900
0.2356600839	27.8373399400	1.7772244450	0.2356600839	46.4466695200	8.8827036140
0.2592260923	27.8366943700	1.7773559980	0.2592260923	46.4469397300	8.8827503210
0.2827921007	27.8371151300	1.7768177310	0.2827921007	46.4464528200	8.8827330030
0.3063581091	27.8378095000	1.7765617220	0.3063581091	46.4467457900	8.8831126750
0.3299241175	27.8376600600	1.7766642720	0.3299241175	46.4470266100	8.8824759830
0.3534901258	27.8381093600	1.7765311680	0.3534901258	46.4470326900	8.8825439730
0.3770561342	27.8378653700	1.7766153380	0.3770561342	46.4472734600	8.8828653870
0.4006221426	27.8378567000	1.7764724560	0.4006221426	46.4469465100	8.8823405750
0.4241881510	27.8384059400	1.7762436890	0.4241881510	46.4468414300	8.8824194770
0.4477541594	27.8381411700	1.7765326650	0.4477541594	46.4468632100	8.8825149250
0.4713201678	27.8383885300	1.7764416170	0.4713201678	46.4467434100	8.8825240730
0.4948861762	27.8374203200	1.7769003380	0.4948861762	46.4467026000	8.8824712790
0.5184521846	27.8401084600	1.7764428650	0.5184521846	46.4473381400	8.8824945450
0.5420181930	27.8402159600	1.7763012940	0.5420181930	46.4477444500	8.8822682770
0.5655842013	27.8405261100	1.7761969400	0.5655842013	46.4478827000	8.8820706180
0.5891502097	27.8396570000	1.7762681620	0.5891502097	46.4480006000	8.8820234240
0.6127162181	27.8392927200	1.7762598580	0.6127162181	46.4480072300	8.8819617640
0.6362822265	27.8391604500	1.7760883530	0.6362822265	46.4478145000	8.8821318970
0.6598482349	27.8386425900	1.7759931260	0.6598482349	46.4473275900	8.8825173420
0.6834142433	27.8391704100	1.7758093450	0.6834142433	46.4475589600	8.8822924520
0.7069802517	27.8385957900	1.7764039270	0.7069802517	46.4471685500	8.8825785740
0.7305462601	27.8381669700	1.7756575810	0.7305462601	46.4470698800	8.8825272660
0.7541122685	27.8347314700	1.7768626200	0.7541122685	46.4472123500	8.8826093680
0.7776782769	27.7861603000	1.7959111900	0.7776782769	46.4456231100	8.8846780320
0.8012442852	27.7272038700	1.8276491820	0.8012442852	46.4450140900	8.8854758730
0.8248102936	27.6692916200	1.8772258230	0.8248102936	46.4479038500	8.8869084040
0.8483763020	27.4355876900	1.9660403550	0.8483763020	46.4496115500	8.8924151790
0.8719423104	27.4079294200	1.9820790080	0.8719423104	46.4504051000	8.8915956770
0.8955083188	27.2850055800	2.0245236180	0.8955083188	46.4526725500	8.8940415590
0.9190743272	27.2347594400	2.0553691670	0.9190743272	46.4540861200	8.8964896820
0.9426403356	27.1350952300	2.0956530540	0.9426403356	46.4538386000	8.9012852290
0.9662063440	27.0989424100	2.1138791520	0.9662063440	46.4532576800	8.9010847550
0.9897723524	26.7255365300	2.1975404060	0.9897723524	46.4533673600	8.9054741810
1.0133383610	26.2575148700	2.2870689100	1.0133383610	46.4488459600	8.9196388520
